ticker,YCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.2989
2000-01-04,-2.2472
2000-01-05,0.0
2000-01-06,-1.9157
2000-01-07,3.9063
2000-01-10,3.3835
2000-01-11,-2.5455
2000-01-12,-3.3582
2000-01-13,0.3861
2000-01-14,3.8462
2000-01-18,-2.963
2000-01-19,-0.3817
2000-01-20,-0.7663
2000-01-21,1.1583
2000-01-24,-1.145
2000-01-25,8.4942
2000-01-26,-3.5587
2000-01-27,0.0
2000-01-28,-1.107
2000-01-31,-0.3731
2000-02-01,-0.7491
2000-02-02,0.7547
2000-02-03,-2.9962999999999997
2000-02-04,1.1583
2000-02-07,-0.3817
2000-02-08,-1.1494
2000-02-09,-0.7752
2000-02-10,-1.1719
2000-02-11,0.3953
2000-02-14,-0.7874
2000-02-15,0.7937
2000-02-16,-0.3937
2000-02-17,-4.3478
2000-02-18,-2.0661
2000-02-22,-5.0633
2000-02-23,-1.3333
2000-02-24,-5.4054
2000-02-25,-2.3810000000000002
2000-02-28,2.439
2000-02-29,-0.9524
2000-03-01,1.4423
2000-03-02,2.3697
2000-03-03,6.4815
2000-03-06,-6.087
2000-03-07,0.463
2000-03-08,0.9217
2000-03-09,-0.4566
2000-03-10,-4.5872
2000-03-13,-2.8846
2000-03-14,1.4851
2000-03-15,5.3659
2000-03-16,10.1852
2000-03-17,-7.1429
2000-03-20,3.1673999999999998
2000-03-21,-0.8772
2000-03-22,4.4248
2000-03-23,-4.2373
2000-03-24,-5.3097
2000-03-27,-1.4019
2000-03-28,-0.4739
2000-03-29,-0.4762
2000-03-30,0.4785
2000-03-31,20.4762
2000-04-03,-5.9289
2000-04-04,-1.2605
2000-04-05,-1.2766
2000-04-06,3.0172
2000-04-07,-2.9289
2000-04-10,1.7241
2000-04-11,-0.4237
2000-04-12,-0.8511
2000-04-13,2.5751
2000-04-14,-2.0921
2000-04-17,-0.8547
2000-04-18,-0.431
2000-04-19,-0.8658
2000-04-20,3.9301
2000-04-24,-2.1008
2000-04-25,3.8627000000000002
2000-04-26,9.0909
2000-04-27,1.5152
2000-04-28,7.4627
2000-05-01,1.0417
2000-05-02,3.7801
2000-05-03,-9.2715
2000-05-04,10.9489
2000-05-05,8.223700000000001
2000-05-08,-4.2553
2000-05-09,-1.5873
2000-05-10,1.9355
2000-05-11,2.2152
2000-05-12,8.9783
2000-05-15,10.5114
2000-05-16,-4.8843
2000-05-17,-7.5676
2000-05-18,2.6316
2000-05-19,-13.6752
