ticker,MRG US Equity
2000-06-08,1.0381
2000-06-09,-0.6849
2000-06-12,1.3793
2000-06-13,-1.7006999999999999
2000-06-14,1.7301
2000-06-15,1.3605
2000-06-16,-0.3356
2000-06-19,2.3569
2000-06-20,0.0
2000-06-21,0.0
2000-06-22,0.9868
2000-06-23,0.3257
2000-06-26,3.8961
2000-06-27,3.75
2000-06-28,1.8072
2000-06-29,0.5917
2000-06-30,1.1764999999999999
2000-07-03,-0.8721
2000-07-05,-0.8798
2000-07-06,-1.1834
2000-07-07,-0.2994
2000-07-10,-0.9009
2000-07-11,-0.6061
2000-07-13,0.6098
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,-0.9091
2000-07-19,-0.9174
2000-07-20,-0.6173
2000-07-21,0.0
2000-07-24,1.2422
2000-07-25,-1.5337
2000-07-26,0.6231
2000-07-27,1.2384
2000-07-28,-0.3058
2000-07-31,0.6135
2000-08-01,-0.6098
2000-08-02,0.6135
2000-08-03,0.3049
2000-08-04,1.2158
2000-08-07,-0.3003
2000-08-08,-0.9036
2000-08-09,0.0
2000-08-10,0.0
2000-08-11,0.0
2000-08-14,0.0
2000-08-15,0.304
2000-08-16,-0.303
2000-08-17,0.0
2000-08-18,0.6079
2000-08-21,1.8127
2000-08-22,-0.5935
2000-08-23,0.2985
2000-08-24,-0.5952
2000-08-28,-1.1976
2000-08-29,1.2121
2000-08-30,0.8982
2000-08-31,-0.2967
2000-09-01,0.8929
2000-09-05,-0.885
2000-09-06,0.2976
2000-09-07,-0.2967
2000-09-08,0.0
2000-09-11,-0.2976
2000-09-13,0.2985
2000-09-15,-2.3810000000000002
2000-09-18,0.0
2000-09-19,0.0
2000-09-20,0.6098
2000-09-22,-3.0303
2000-09-25,1.875
2000-09-26,-0.6135
2000-09-27,0.0
2000-09-28,-0.6173
2000-09-29,0.6211
2000-10-02,-0.6173
2000-10-03,-0.3106
2000-10-04,0.9346
2000-10-05,1.2346
2000-10-06,-0.6098
2000-10-10,0.0
2000-10-11,-0.6135
2000-10-12,0.3086
2000-10-13,-0.3077
2000-10-17,0.3086
2000-10-18,-3.3846
2000-10-19,-1.5924
2000-10-20,-0.3236
2000-10-23,0.6494
2000-10-24,0.0
2000-10-26,-1.6129
2000-10-27,-0.3279
2000-10-30,0.0
2000-10-31,0.0
2000-11-01,0.0
2000-11-02,1.3158
2000-11-03,0.0
2000-11-06,0.6494
2000-11-07,0.6452
2000-11-08,0.0
2000-11-09,-0.9615
2000-11-10,-1.6181
2000-11-14,1.9737
2000-11-15,0.6452
2000-11-16,0.641
2000-11-17,0.0
2000-11-20,0.0
2000-11-21,0.6369
2000-11-22,0.6329
2000-11-24,0.6289
2000-11-27,1.875
2000-11-28,0.0
2000-11-29,1.227
2000-12-01,5.4545
2000-12-04,4.3103
2000-12-05,3.5813
2000-12-06,-1.0638
2000-12-07,-0.2688
2000-12-08,-0.2695
2000-12-11,-0.8108
2000-12-12,-0.545
2000-12-13,-0.5479
2000-12-14,0.0
2000-12-15,-0.2755
2000-12-18,-2.7624
2000-12-19,-1.4205
2000-12-20,-1.7290999999999999
2000-12-21,-2.6393
2000-12-22,0.0
2000-12-27,1.2048
2000-12-28,2.3810000000000002
2000-12-29,-1.1628
2001-01-02,-1.1764999999999999
2001-01-04,0.5952
2001-01-05,0.0
2001-01-08,0.0
2001-01-09,1.1834
2001-01-10,1.7544
2001-01-11,1.1494
2001-01-12,-1.1364
2001-01-16,2.2989
2001-01-17,-2.2472
2001-01-18,-3.4483
2001-01-19,0.0
2001-01-22,0.0
2001-01-23,1.7856999999999998
2001-01-24,1.1696
2001-01-25,-2.8902
2001-01-26,2.0833
2001-01-29,1.4111
2001-01-30,4.6458
2001-01-31,-0.8791
2001-02-01,2.8825
2001-02-02,2.1552
2001-02-05,0.0
2001-02-06,-0.4219
2001-02-07,1.3559
2001-02-08,-0.5017
2001-02-09,0.4202
2001-02-12,0.2092
2001-02-13,-0.6263
2001-02-14,-0.4202
2001-02-15,-0.8439
2001-02-16,-0.4255
2001-02-20,-0.641
2001-02-21,-3.2258
2001-02-22,-1.1111
2001-02-23,-1.1236
2001-02-26,0.2273
2001-02-27,6.6213
2001-02-28,-0.2127
2001-03-01,-0.2558
2001-03-02,0.641
2001-03-05,-0.2123
2001-03-06,0.0
2001-03-07,1.2766
2001-03-08,-0.2101
2001-03-09,-1.8947
2001-03-12,-1.5451000000000001
2001-03-13,-1.9180000000000001
2001-03-14,-2.2222
2001-03-15,0.4545
2001-03-16,0.0
2001-03-19,0.0
2001-03-20,-1.3575
2001-03-21,-1.0092
2001-03-22,-3.8462
2001-03-23,0.7229
2001-03-26,-0.4785
2001-03-27,-0.3846
2001-03-28,-3.2336
2001-03-29,0.0998
2001-03-30,-1.8435000000000001
2001-04-02,1.5228000000000002
2001-04-03,3.0
2001-04-04,-0.2427
2001-04-05,0.7299
2001-04-06,0.9662
2001-04-09,-0.4306
2001-04-10,0.865
2001-04-11,1.0005
2001-04-12,0.7075
2001-04-16,-1.4052
2001-04-17,0.9501
2001-04-18,0.0471
2001-04-19,0.2822
2001-04-20,0.3752
2001-04-23,-0.6542
2001-04-24,0.0
2001-04-25,1.1289
2001-04-26,3.2558
2001-04-27,3.8288
2001-04-30,3.731
2001-05-01,14.1782
2001-05-02,1.1722
2001-05-03,-0.7965
2001-05-04,-1.4599
2001-05-07,-4.4444
2001-05-08,-0.1938
2001-05-09,2.9126
2001-05-10,-1.5093999999999999
2001-05-11,-3.2567
2001-05-14,0.0
2001-05-15,-4.3564
2001-05-16,1.8634
2001-05-17,0.6098
2001-05-18,1.4141
2001-05-21,5.5777
2001-05-22,-1.0943
2001-05-23,-0.2671
2001-05-24,-0.3443
2001-05-25,0.3839
2001-05-29,0.5736
2001-05-30,-0.7605
2001-05-31,-1.2261
2001-06-01,-0.3879
2001-06-04,-0.3115
2001-06-05,0.3125
2001-06-06,-0.7009
2001-06-07,0.0392
2001-06-08,0.5488
2001-06-11,-0.2729
2001-06-12,-0.3127
2001-06-13,-10.8235
2001-06-14,-9.1909
2001-06-15,3.4383
2001-06-18,-1.6854
2001-06-19,-3.8095
2001-06-20,-5.198
2001-06-21,0.2611
2001-06-22,1.0417
2001-06-25,1.0309
2001-06-26,-1.0204
2001-06-27,0.5155
2001-06-28,0.5128
2001-06-29,0.7143
2001-07-02,-0.2026
2001-07-03,0.0
2001-07-05,0.1015
2001-07-06,0.6592
2001-07-09,0.7557
2001-07-10,-0.55
2001-07-11,-0.9553
2001-07-12,0.1523
2001-07-13,0.2534
2001-07-16,-1.4156
2001-07-17,0.5128
2001-07-18,-3.0612
2001-07-19,-12.6316
2001-07-20,1.8072
2001-07-23,2.1302
2001-07-24,1.6221999999999999
2001-07-25,2.6226000000000003
2001-07-26,1.1111
2001-07-27,0.0
2001-07-30,-1.3736
2001-07-31,-2.8411999999999997
2001-08-01,-3.383
2001-08-02,-0.178
2001-08-03,-0.1189
2001-08-06,-7.1429
2001-08-07,-2.6282
2001-08-08,-1.6458
2001-08-09,-2.008
2001-08-10,0.0683
2001-08-13,-1.5699999999999998
2001-08-14,7.8363
2001-08-15,2.8939
2001-08-16,0.0
2001-08-17,0.625
2001-08-20,0.4348
2001-08-21,0.5566
2001-08-22,-2.214
2001-08-24,1.8868
2001-08-27,-0.7407
2001-08-28,-0.6219
2001-08-29,0.0626
2001-08-30,-1.5009000000000001
2001-08-31,0.0
2001-09-04,-3.1746
2001-09-05,-4.918
2001-09-06,-5.7241
2001-09-07,-3.0724
2001-09-10,-6.1132
2001-09-17,-0.3215
2001-09-18,-2.4194
2001-09-19,-10.661200000000001
2001-09-20,-7.4931
2001-09-21,-10.0
2001-09-24,-5.5556
2001-09-25,-5.8824
2001-09-26,0.0
2001-09-27,-4.0
2001-09-28,13.8021
2001-10-01,-1.4874
2001-10-02,14.9826
2001-10-03,2.8283
2001-10-04,-10.5108
2001-10-05,0.9879
2001-10-08,0.0
2001-10-09,-2.3913
2001-10-10,2.784
2001-10-11,-2.4919000000000002
2001-10-12,0.0
2001-10-15,0.5556
2001-10-16,0.442
2001-10-17,1.2101
2001-10-18,-0.1087
2001-10-19,-0.4353
2001-10-22,0.0
2001-10-23,2.0765
2001-10-24,5.9957
2001-10-25,3.4343
2001-10-26,1.4647999999999999
2001-10-29,-2.8874
2001-10-30,2.0813
2001-10-31,9.4175
2001-11-01,5.5901
2001-11-02,4.2017
2001-11-05,1.2903
2001-11-06,0.3185
2001-11-07,-4.9206
2001-11-08,1.0017
2001-11-09,-1.157
2001-11-12,1.7559
2001-11-13,0.1643
2001-11-14,-0.7383
2001-11-15,0.4132
2001-11-16,2.0576
2001-11-19,0.8065
2001-11-20,6.0
2001-11-21,0.8302
2001-11-23,1.1228
2001-11-26,0.3701
2001-11-27,-2.6549
2001-11-28,-1.6667
2001-11-29,0.1541
2001-11-30,2.6923
2001-12-03,-1.8727
2001-12-04,-8.3969
2001-12-05,-2.9167
2001-12-06,0.4292
2001-12-07,1.7094
2001-12-10,-1.2605
2001-12-11,-14.8936
2001-12-12,1.1
2001-12-13,0.3956
2001-12-14,3.2512
2001-12-17,5.4389
2001-12-18,0.9502
2001-12-19,-2.6446
2001-12-20,-1.3812
2001-12-21,0.2801
2001-12-24,0.1862
2001-12-26,-0.8364
2001-12-27,-1.1246
2001-12-28,7.109
2001-12-31,1.3274
2002-01-02,0.6987
2002-01-03,6.2446
2002-01-04,1.2245
2002-01-07,-9.2742
2002-01-08,-0.6222
2002-01-09,-1.6099999999999999
2002-01-10,-2.2727
2002-01-11,0.6512
2002-01-14,-0.2773
2002-01-15,0.0
2002-01-16,-1.6682000000000001
2002-01-17,-1.9792999999999998
2002-01-18,-1.9231
2002-01-22,-1.1764999999999999
2002-01-23,-3.2738
2002-01-24,-0.7179
2002-01-25,-0.4132
2002-01-28,-4.0456
2002-01-29,-4.8649000000000004
2002-01-30,1.3636
2002-01-31,1.3453
2002-02-01,-0.9956
2002-02-04,-6.7039
2002-02-05,-0.5988
2002-02-06,-10.8434
2002-02-07,2.4324
2002-02-08,-1.1873
2002-02-11,-1.3351
2002-02-12,-0.1353
2002-02-13,-6.5041
2002-02-14,-4.3478
2002-02-15,5.303
2002-02-19,-0.8633
2002-02-20,-0.5806
2002-02-21,2.0438
2002-02-22,0.0
2002-02-25,3.0043
2002-02-26,3.4722
2002-02-27,5.3690999999999995
2002-02-28,2.9299
2002-03-01,10.1485
2002-03-04,0.0
2002-03-05,-2.2472
2002-03-06,-0.2299
2002-03-07,5.8756
2002-03-08,9.9021
2002-03-11,8.4158
2002-03-12,-6.0274
2002-03-13,-5.7337
2002-03-14,1.0309
2002-03-15,7.6531
2002-03-18,4.1706
2002-03-19,-1.7288000000000001
2002-03-20,-1.8519
2002-03-21,1.9811
2002-03-22,9.6207
2002-03-25,-3.4599
2002-03-26,0.9615
2002-03-27,10.6494
2002-03-28,8.8419
2002-04-01,0.8627
2002-04-02,0.8553
2002-04-03,-0.3534
2002-04-04,1.2766
2002-04-05,-1.1204
2002-04-08,0.2125
2002-04-09,-0.636
2002-04-10,-3.2717
2002-04-11,0.2206
2002-04-12,0.5136
2002-04-15,1.8248
2002-04-16,0.5018
2002-04-17,-5.8488
2002-04-18,-1.5152
2002-04-19,0.0
2002-04-22,-0.1538
2002-04-23,0.0
2002-04-24,0.0
2002-04-25,0.5393
2002-04-26,-0.1533
2002-04-29,0.1535
2002-04-30,6.8966
2002-05-01,0.0
2002-05-02,0.0717
2002-05-03,0.4298
2002-05-06,-1.5692
2002-05-07,10.5797
2002-05-08,-1.9659
2002-05-09,-0.3342
2002-05-10,0.939
2002-05-13,0.6645
2002-05-14,2.3102
2002-05-15,0.0
2002-05-16,-3.6774
2002-05-17,0.0
2002-05-20,2.0094
2002-05-21,-1.5102
2002-05-22,-5.4667
2002-05-23,1.6219999999999999
2002-05-24,1.1797
2002-05-28,-0.5487
2002-05-29,-4.5517
2002-05-30,0.289
2002-05-31,-0.2161
2002-06-03,0.0
2002-06-04,0.0
2002-06-06,0.0
2002-06-07,-1.0108
2002-06-10,0.5106
2002-06-11,0.508
2002-06-12,0.722
2002-06-13,0.3584
2002-06-14,-1.4285999999999999
2002-06-17,1.087
2002-06-18,8.2437
2002-06-19,0.9934
2002-06-20,-0.3279
2002-06-21,-2.6316
2002-06-24,1.3514
2002-06-25,-0.7333
2002-06-26,-0.6044
2002-06-27,0.0676
2002-06-28,1.8231000000000002
2002-07-01,1.4588999999999999
2002-07-02,-1.9607999999999999
2002-07-03,1.0
2002-07-05,0.462
2002-07-08,-0.1314
2002-07-09,4.9342
2002-07-10,5.3292
2002-07-11,0.5952
2002-07-12,-2.071
2002-07-15,3.6858
2002-07-16,1.69
2002-07-17,-0.1719
2002-07-18,-0.8611
2002-07-19,1.0423
2002-07-22,-2.8653
2002-07-23,0.0
2002-07-24,0.118
2002-07-25,-0.0589
