ticker,CSX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3944
2000-01-04,-3.0303
2000-01-05,2.0833
2000-01-06,4.4898
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.3906
2000-01-13,1.3618999999999999
2000-01-14,-0.9597
2000-01-18,-1.5504
2000-01-19,0.0
2000-01-20,-4.5276
2000-01-21,1.2371
2000-01-24,-0.4073
2000-01-25,-1.6360000000000001
2000-01-26,-0.4158
2000-01-27,1.4614
2000-01-28,-4.1152
2000-01-31,0.4292
2000-02-01,-1.0684
2000-02-02,-2.3758
2000-02-03,-1.3274
2000-02-04,-0.6726
2000-02-07,-5.6433
2000-02-08,-5.2632
2000-02-09,1.0101
2000-02-10,-8.0
2000-02-11,-5.9783
2000-02-14,1.1561
2000-02-15,0.5714
2000-02-16,-0.2841
2000-02-17,2.5641
2000-02-18,-3.0556
2000-02-22,2.8653
2000-02-23,-3.3983
2000-02-24,1.462
2000-02-25,-2.0173
2000-02-28,2.3529
2000-02-29,2.0115
2000-03-01,1.4085
2000-03-02,-2.2222
2000-03-03,3.9773
2000-03-06,-2.459
2000-03-07,-4.7619
2000-03-08,7.0588
2000-03-09,-2.7473
2000-03-10,0.565
2000-03-13,-1.6854
2000-03-14,-1.4285999999999999
2000-03-15,8.4058
2000-03-16,4.5455
2000-03-17,3.5806
2000-03-20,-1.7284000000000002
2000-03-21,1.005
2000-03-22,-0.995
2000-03-23,-0.2513
2000-03-24,-2.0151
2000-03-27,-0.5141
2000-03-28,-2.0672
2000-03-29,0.5277
2000-03-30,0.5249
2000-03-31,-1.8277
2000-04-03,-2.1277
2000-04-04,0.2717
2000-04-05,3.523
2000-04-06,-0.7853
2000-04-07,-4.4855
2000-04-10,-1.3812
2000-04-11,0.5602
2000-04-12,-2.7855
2000-04-13,-0.2865
2000-04-14,-2.0115
2000-04-17,-2.0528
2000-04-18,0.8982
2000-04-19,0.0
2000-04-20,-2.0772
2000-04-24,1.5152
2000-04-25,3.8806000000000003
2000-04-26,0.5747
2000-04-27,-4.5714
2000-04-28,0.2994
2000-05-01,1.194
2000-05-02,-0.59
2000-05-03,-2.3739
2000-05-04,-3.0395
2000-05-05,0.9404
2000-05-08,3.7267
2000-05-09,4.491
2000-05-10,-0.8596
2000-05-11,3.1792
2000-05-12,2.2409
2000-05-15,-0.8219
2000-05-16,2.4862
2000-05-17,0.0
2000-05-18,-0.2695
2000-05-19,0.2703
2000-05-22,-3.7736
