ticker,USC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.0314
2000-01-04,-0.3311
2000-01-05,-0.6645
2000-01-06,-0.5642
2000-01-07,-3.8051
2000-01-10,-1.3986
2000-01-11,-3.1915
2000-01-12,1.0989
2000-01-13,1.087
2000-01-14,1.0753
2000-01-18,-2.8369
2000-01-19,-2.1898
2000-01-20,1.8657
2000-01-21,1.0989
2000-01-24,-1.8115999999999999
2000-01-25,-5.1661
2000-01-26,-5.0584
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,2.459
2000-02-01,0.4
2000-02-02,-5.1793
2000-02-03,1.6806999999999999
2000-02-04,-1.6529
2000-02-07,-3.7815
2000-02-08,-0.8734
2000-02-09,-0.8811
2000-02-10,1.3333
2000-02-11,0.0
2000-02-14,-0.4386
2000-02-15,-2.2026
2000-02-16,-1.8018
2000-02-17,-0.4587
2000-02-18,-0.4608
2000-02-22,-2.7778
2000-02-23,-1.4285999999999999
2000-02-24,0.4831
2000-02-25,-0.9615
2000-02-28,0.9709
2000-02-29,-1.9231
2000-03-01,-0.9804
2000-03-02,0.0
2000-03-03,0.495
2000-03-06,1.4778
2000-03-07,-2.9126
2000-03-08,2.5
2000-03-09,2.439
2000-03-10,-0.9524
2000-03-13,0.0
2000-03-14,0.4808
2000-03-15,1.4354
2000-03-16,15.0943
2000-03-17,-6.9672
2000-03-20,4.4053
2000-03-21,0.4219
2000-03-22,33.1933
2000-03-23,0.6309
2000-03-24,-1.2539
2000-03-27,0.3175
2000-03-28,0.0
2000-03-29,0.3165
2000-03-30,-0.9464
2000-03-31,-0.9554
2000-04-03,-2.8939
2000-04-04,3.9735
2000-04-05,3.8217
2000-04-06,1.8405
2000-04-07,0.9036
2000-04-10,-2.0896
2000-04-11,-2.1341
2000-04-12,-1.5575999999999999
2000-04-13,-2.5316
2000-04-14,-1.6234
2000-04-17,-3.6304
2000-04-18,3.4247
2000-04-19,-1.9868000000000001
2000-04-20,1.3514
2000-04-24,-1.3333
2000-04-25,0.6757
2000-04-26,-0.6711
2000-04-27,-0.6757
2000-04-28,0.0
2000-05-01,-1.3605
2000-05-02,-0.6897
2000-05-03,1.0417
2000-05-04,-1.0309
2000-05-05,-2.7778
2000-05-08,-2.8571
2000-05-09,0.0
2000-05-10,1.8382
2000-05-11,1.8051
2000-05-12,1.4184
2000-05-15,0.3497
2000-05-16,-0.3484
2000-05-17,-3.4965
2000-05-18,-0.7246
2000-05-19,0.7299
2000-05-22,-1.4493
2000-05-23,1.4706000000000001
2000-05-24,-2.1739
2000-05-25,-0.7407
2000-05-26,-1.4925
2000-05-30,-2.2727
2000-05-31,2.3256
2000-06-01,0.0
2000-06-02,8.7121
2000-06-05,0.3484
2000-06-06,0.3472
2000-06-07,0.346
2000-06-08,2.069
2000-06-09,-1.0135
2000-06-12,1.0239
2000-06-13,-0.3378
2000-06-14,0.339
2000-06-15,0.0
2000-06-16,-1.3514
2000-06-19,0.0
2000-06-20,0.0
2000-06-21,1.3699
2000-06-22,-0.3378
2000-06-23,-0.339
2000-06-26,0.3401
2000-06-27,-0.339
2000-06-28,0.0
2000-06-29,-2.3810000000000002
2000-06-30,-3.1359
2000-07-03,0.7194
2000-07-05,2.1429
2000-07-06,2.0979
2000-07-07,1.3699
2000-07-10,-0.6757
2000-07-11,0.6803
2000-07-12,-0.6757
2000-07-13,0.3401
2000-07-14,0.678
2000-07-17,-1.6835
2000-07-18,1.7123
2000-07-19,0.3367
2000-07-20,-0.3356
2000-07-21,0.0
2000-07-24,-0.6734
2000-07-25,-0.678
2000-07-26,-1.7065000000000001
2000-07-27,0.3472
2000-07-28,1.0381
2000-07-31,2.7397
2000-08-01,0.6667
2000-08-02,-0.6623
2000-08-03,-1.3333
2000-08-04,0.0
2000-08-07,1.3514
2000-08-08,1.0
2000-08-09,0.33
2000-08-10,0.0
2000-08-11,0.0
2000-08-14,-0.3289
2000-08-15,0.33
2000-08-16,-0.3289
2000-08-17,-0.33
2000-08-18,0.0
2000-08-21,0.6623
2000-08-22,0.0
2000-08-23,1.3158
2000-08-24,-0.6494
2000-08-25,1.3072
2000-08-28,0.0
2000-08-29,0.0
2000-08-30,-1.2903
2000-08-31,0.0
2000-09-01,-0.9804
2000-09-05,0.33
2000-09-06,1.9737
2000-09-07,0.9677
2000-09-08,-0.639
2000-09-11,0.0
2000-09-12,0.3215
2000-09-13,0.0
2000-09-14,0.3205
2000-09-15,-0.3195
2000-09-18,0.0
2000-09-19,-0.3205
2000-09-20,0.3215
2000-09-21,0.3205
2000-09-22,-0.3195
2000-09-25,0.3205
2000-09-26,0.9585
2000-09-27,0.3165
2000-09-28,0.0
2000-09-29,0.0
2000-10-02,0.3155
2000-10-03,0.6289
2000-10-04,-0.3125
