ticker,MUJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.5435
2000-01-04,2.1622
2000-01-05,-0.5291
2000-01-06,1.5957
2000-01-07,1.0471
2000-01-10,-0.5181
2000-01-11,-1.5625
2000-01-12,-2.1164
2000-01-13,1.6649
2000-01-14,-1.0695000000000001
2000-01-18,-0.5405
2000-01-19,0.5435
2000-01-20,-0.5405
2000-01-21,0.5435
2000-01-24,-1.0811
2000-01-25,1.0929
2000-01-26,0.5405
2000-01-27,1.6129
2000-01-28,0.0
2000-01-31,-0.5291
2000-02-01,-1.0638
2000-02-02,1.6129
2000-02-03,1.5873
2000-02-04,0.5208
2000-02-07,-2.0725
2000-02-08,-0.5291
2000-02-09,0.5319
2000-02-10,-1.0582
2000-02-11,0.5348
2000-02-14,1.0638
2000-02-15,0.5684
2000-02-16,-0.5263
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,-1.0582
2000-02-23,-1.0695000000000001
2000-02-24,-0.5405
2000-02-25,0.0
2000-02-28,0.5435
2000-02-29,1.6216
2000-03-01,-0.4665
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,1.0753
2000-03-07,-1.5957
2000-03-08,0.5405
2000-03-09,-1.0753
2000-03-10,-0.5435
2000-03-13,0.0
2000-03-14,-0.5464
2000-03-15,0.5495
2000-03-16,1.6393
2000-03-17,0.0
2000-03-20,-1.0753
2000-03-21,0.0
2000-03-22,3.2609
2000-03-23,-1.0526
2000-03-24,-1.0638
2000-03-27,-1.6129
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,0.5464
2000-03-31,3.2609
2000-04-03,1.0526
2000-04-04,1.5625
2000-04-05,2.5641
2000-04-06,0.5
2000-04-07,0.0
2000-04-10,-1.99
2000-04-11,-0.5076
2000-04-12,-3.0612
2000-04-13,-0.6078
2000-04-14,0.5319
2000-04-17,-3.1746
2000-04-18,-0.5464
2000-04-19,1.0989
2000-04-20,-1.087
2000-04-24,0.0
2000-04-25,-0.5495
2000-04-26,0.0
2000-04-27,0.5525
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,-0.5495
2000-05-03,-1.6575
2000-05-04,0.0
2000-05-05,-0.5618
2000-05-08,-1.1299
2000-05-09,1.1429
2000-05-10,-1.1299
2000-05-11,0.0
2000-05-12,-0.5763
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-0.578
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,-1.1628
2000-05-23,2.3529
2000-05-24,-1.7241
2000-05-25,0.5848
