ticker,JAS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-0.6211
2000-01-05,1.25
2000-01-07,0.0
2000-01-10,1.2346
2000-01-11,2.439
2000-01-12,-0.5952
2000-01-13,0.0
2000-01-14,-1.1976
2000-01-18,0.0
2000-01-24,-1.2121
2000-01-25,-0.6135
2000-01-27,-1.2346
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,-1.25
2000-02-04,0.0
2000-02-07,0.6329
2000-02-09,-0.6289
2000-02-10,-4.4304
2000-02-11,-0.6623
2000-02-14,-2.0
2000-02-15,-0.6803
2000-02-16,-1.3699
2000-02-17,-2.7778
2000-02-18,-7.8571
2000-02-22,0.7752
2000-02-23,-1.5385
2000-02-24,-2.3438
2000-02-25,-0.8
2000-02-28,2.4194
2000-02-29,0.7874
2000-03-01,0.7813
2000-03-02,2.3256
2000-03-03,0.0
2000-03-06,0.7576
2000-03-07,-3.0075
2000-03-08,-6.9767
2000-03-09,3.3333
2000-03-10,0.0
2000-03-13,-4.8387
2000-03-14,0.0
2000-03-15,1.6949
2000-03-16,0.8333
2000-03-17,-0.8264
2000-03-21,1.6667
2000-03-22,1.6393
2000-03-23,0.0
2000-03-24,2.4194
2000-03-27,0.0
2000-03-28,-2.3622
2000-03-29,0.0
2000-03-31,-22.5806
2000-04-03,7.2917
2000-04-04,0.9709
2000-04-05,3.8462
2000-04-06,4.6296
2000-04-07,2.6549
2000-04-10,0.0
2000-04-11,0.8621
2000-04-12,2.5641
2000-04-14,1.6667
2000-04-17,-1.6393
2000-04-18,0.0
2000-04-24,1.6667
2000-04-26,0.0
2000-05-01,0.8197
2000-05-02,0.0
2000-05-03,0.0
2000-05-05,0.813
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,-1.6129
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,4.918
2000-05-17,-0.7813
2000-05-18,0.7874
2000-05-19,-0.7813
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,0.7874
2000-05-25,0.0
2000-05-26,0.0
2000-05-31,0.7813
2000-06-01,3.1008
2000-06-02,0.0
2000-06-05,3.0075
2000-06-06,1.4599
2000-06-07,-2.8777
2000-06-08,2.2222
2000-06-09,-2.1739
2000-06-12,0.0
2000-06-13,0.7407
2000-06-14,0.7353
2000-06-15,0.0
2000-06-16,-2.1898
2000-06-19,0.0
2000-06-20,0.0
2000-06-21,0.7463
2000-06-22,-2.2222
