ticker,DAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.692
2000-01-04,-4.878
2000-01-05,-1.8315000000000001
2000-01-06,-2.9851
2000-01-07,1.9231
2000-01-10,-0.7547
2000-01-11,5.7034
2000-01-12,10.0719
2000-01-13,1.3072
2000-01-14,3.2258
2000-01-18,-1.25
2000-01-19,-1.5823
2000-01-20,-0.9646
2000-01-21,-1.9481000000000002
2000-01-24,-4.6358
2000-01-25,-0.3472
2000-01-26,-1.0453
2000-01-27,-1.7606000000000002
2000-01-28,-2.509
2000-01-31,-3.3088
2000-02-01,-3.0418
2000-02-02,-1.5686
2000-02-03,-1.5936
2000-02-04,-8.9069
2000-02-07,-4.4444
2000-02-08,-1.8605
2000-02-09,-2.3697
2000-02-10,-3.8834999999999997
2000-02-11,1.0101
2000-02-14,-4.0
2000-02-15,-0.5208
2000-02-16,0.0
2000-02-17,-3.1414
2000-02-18,-2.1622
2000-02-22,-2.7624
2000-02-23,-2.8409
2000-02-24,-3.5088
2000-02-25,11.5152
2000-02-28,-7.0652
2000-02-29,1.7544
2000-03-01,-1.1494
2000-03-02,-1.1628
2000-03-03,-1.1764999999999999
2000-03-06,-5.3571
2000-03-07,-2.5157
2000-03-08,-7.7419
2000-03-09,1.3986
2000-03-10,-0.6897
2000-03-13,11.8056
2000-03-14,-5.5901
2000-03-15,3.9474
2000-03-16,8.8608
2000-03-17,15.1163
2000-03-20,-4.0404
2000-03-21,-11.5789
2000-03-22,-4.7619
2000-03-23,0.0
2000-03-24,0.625
2000-03-27,-4.9689
2000-03-28,-2.6144
2000-03-29,-2.0134
2000-03-30,-2.7397
2000-03-31,0.7042
2000-04-03,0.0
2000-04-04,-4.1958
2000-04-05,8.7591
2000-04-06,8.0537
2000-04-07,-0.6211
2000-04-10,0.0
2000-04-11,1.25
2000-04-12,-0.6173
2000-04-13,1.2422
2000-04-14,0.0
2000-04-17,1.8405
2000-04-18,0.0
2000-04-19,3.6145
2000-04-20,-4.0698
2000-04-24,3.6364
2000-04-25,1.7544
2000-04-26,-1.1494
2000-04-27,1.1628
2000-04-28,-1.7241
2000-05-01,1.7544
2000-05-02,-0.5747
2000-05-03,0.0
2000-05-04,1.1561
2000-05-05,0.0
2000-05-08,-0.5714
2000-05-09,0.5747
2000-05-10,-1.7143000000000002
2000-05-11,1.7442
2000-05-12,0.5714
2000-05-15,0.0
2000-05-16,0.5682
2000-05-17,3.3898
2000-05-18,-0.5464
2000-05-19,-1.0989
