ticker,DAP US Equity
2000-05-22,0.5556
2000-05-23,-0.5525
2000-05-24,-1.1111
2000-05-25,-8.9888
2000-05-26,-1.2346
2000-05-30,-3.125
2000-05-31,3.2258
2000-06-01,-1.25
2000-06-02,-0.6329
2000-06-05,0.0
2000-06-06,-1.2739
2000-06-07,0.0
2000-06-08,0.0
2000-06-09,-2.5806
2000-06-12,-1.3245
2000-06-13,6.7114
2000-06-14,1.8868
2000-06-15,5.5556
2000-06-16,-3.5088
2000-06-19,0.6061
2000-06-20,1.2048
2000-06-21,-0.5952
2000-06-22,1.7964
2000-06-23,0.5882
2000-06-26,-1.7544
2000-06-27,0.5952
2000-06-28,-0.5917
2000-06-29,-5.3571
2000-06-30,0.6289
2000-07-03,-0.625
2000-07-05,0.6289
2000-07-06,-1.25
2000-07-07,-1.2658
2000-07-10,-0.641
2000-07-11,-3.2258
2000-07-12,3.3333
2000-07-13,-5.1613
2000-07-14,-0.6803
2000-07-17,-1.3699
2000-07-18,0.6944
2000-07-19,1.3793
2000-07-20,0.6803
2000-07-21,0.6757
2000-07-24,-2.0134
2000-07-25,-2.7397
2000-07-26,-0.7042
2000-07-27,-5.6738
2000-07-28,-0.7519
2000-07-31,-1.5152
2000-08-01,2.3077
2000-08-02,4.5113
2000-08-03,6.4748
2000-08-04,-1.3514
2000-08-07,1.3699
2000-08-08,0.6757
2000-08-09,-3.3557
2000-08-10,2.7778
2000-08-11,0.0
2000-08-14,0.6757
2000-08-15,-2.0134
2000-08-16,-1.3699
2000-08-17,0.0
2000-08-18,0.0
2000-08-21,4.1667
2000-08-22,-2.6667
2000-08-23,-4.1096
2000-08-24,0.0
2000-08-25,0.0
2000-08-28,-0.7143
2000-08-29,2.1583
2000-08-30,-4.2254
2000-08-31,4.4118
2000-09-01,0.7042
2000-09-05,0.6993
2000-09-06,0.0
2000-09-07,0.0
2000-09-08,0.0
2000-09-11,-2.0833
2000-09-12,-2.1277
2000-09-13,-0.7246
2000-09-14,-5.1095
2000-09-15,-1.5385
2000-09-18,0.7813
2000-09-19,-0.7752
2000-09-20,1.5625
2000-09-21,-0.7692
2000-09-22,-1.5504
2000-09-25,0.0
2000-09-26,0.0
2000-09-27,-1.5748
2000-09-28,0.0
2000-09-29,-2.4
2000-10-02,-3.2787
2000-10-03,-5.0847
2000-10-04,-5.3571
2000-10-05,6.6038
2000-10-06,0.0
2000-10-09,4.4248
2000-10-10,-1.6949
2000-10-11,0.8621
2000-10-12,-4.2735
2000-10-13,-7.1429
2000-10-16,-1.9231
2000-10-17,-6.8627
2000-10-18,-2.1053
2000-10-19,0.0
2000-10-20,-8.6022
2000-10-23,1.1764999999999999
2000-10-24,0.0
2000-10-25,6.9767
2000-10-26,7.6087
2000-10-27,5.0505
2000-10-30,4.8077
2000-10-31,5.5046
2000-11-01,4.3478
2000-11-02,1.6667
2000-11-03,3.2787
2000-11-06,-3.9683
2000-11-07,-4.9587
2000-11-08,1.7391
2000-11-09,1.7094
2000-11-10,-1.6806999999999999
2000-11-13,-4.2735
2000-11-14,-1.7856999999999998
2000-11-15,-4.5455
2000-11-16,-2.8571
2000-11-17,-2.9412000000000003
2000-11-20,-4.0404
2000-11-21,-3.1579
2000-11-22,3.2609
2000-11-24,-1.0526
2000-11-27,7.4468
2000-11-28,-4.9505
2000-11-29,2.0833
2000-11-30,3.0612
2000-12-01,2.9703
2000-12-04,-1.9231
2000-12-05,-0.9804
2000-12-06,-2.9703
2000-12-07,1.0204
2000-12-08,3.0303
2000-12-11,0.9804
2000-12-12,0.9709
2000-12-13,-2.8846
2000-12-14,-5.9406
2000-12-15,1.0526
2000-12-18,-3.125
2000-12-19,-3.2258
2000-12-20,-5.5556
2000-12-21,-5.8824
2000-12-22,0.0
2000-12-26,2.5
2000-12-27,1.2195
2000-12-28,-1.2048
2000-12-29,7.3171
2001-01-02,1.1364
2001-01-03,-1.1236
2001-01-04,7.9545
2001-01-05,5.2632
2001-01-08,1.0
2001-01-09,8.9109
2001-01-10,-0.9091
2001-01-11,0.9174
2001-01-12,0.0
2001-01-16,1.8182
2001-01-17,2.6786
2001-01-18,-0.8696
2001-01-19,1.7544
2001-01-22,-1.7241
2001-01-23,2.6316
2001-01-24,2.5641
2001-01-25,0.0
2001-01-26,-1.6667
2001-01-29,-1.6949
2001-01-30,0.1379
2001-01-31,-1.5152
2001-02-01,-0.1399
2001-02-02,4.902
2001-02-05,-1.2016
2001-02-06,-3.1081
2001-02-07,-1.6736
2001-02-08,0.7092
2001-02-09,4.2254
2001-02-12,-1.3514
2001-02-13,0.0
2001-02-14,0.9589
2001-02-15,0.4071
2001-02-16,-1.3514
2001-02-20,1.3699
2001-02-21,-0.6757
2001-02-22,0.6803
2001-02-23,0.0
2001-02-26,0.0
2001-02-27,-0.8108
2001-02-28,-1.2262
2001-03-01,0.6897
2001-03-02,0.0
2001-03-05,-2.4657999999999998
2001-03-06,-0.2809
2001-03-07,-1.4085
2001-03-08,1.4285999999999999
2001-03-09,-1.4085
2001-03-12,2.5714
2001-03-13,1.6713
2001-03-14,2.0548
2001-03-15,0.9396
2001-03-16,1.0638
2001-03-19,3.9474
2001-03-20,-2.5316
2001-03-21,-5.1948
2001-03-22,4.1096
2001-03-23,2.7632
2001-03-26,-0.128
2001-03-27,-3.0769
2001-03-28,-0.1323
2001-03-29,1.8542999999999998
2001-03-30,-0.6502
2001-04-02,-1.178
2001-04-03,-5.298
2001-04-04,-0.6993
2001-04-05,0.0
2001-04-06,0.7042
2001-04-09,1.958
2001-04-10,0.823
2001-04-11,10.4762
2001-04-12,4.064
2001-04-16,-4.142
2001-04-17,1.2346
2001-04-18,3.1707
2001-04-19,5.792
2001-04-20,3.352
2001-04-23,-2.8108
2001-04-24,-2.1135
2001-04-25,-1.25
2001-04-26,-4.8331
2001-04-27,1.9346999999999999
2001-04-30,5.5753
2001-05-01,2.0225
2001-05-02,0.4405
2001-05-03,1.5351
2001-05-04,7.0194
2001-05-07,2.4218
2001-05-08,1.9704000000000002
2001-05-09,0.0
2001-05-10,9.2754
2001-05-11,6.5429
2001-05-14,-1.2448
2001-05-15,1.6806999999999999
2001-05-16,3.2231
2001-05-17,2.0817
2001-05-18,1.8039
2001-05-21,-1.3867
2001-05-22,1.1719
2001-05-23,-0.3089
2001-05-24,0.3873
2001-05-25,3.3951000000000002
2001-05-29,4.4776
2001-05-30,-7.1429
2001-05-31,1.1538
2001-06-01,1.1407
2001-06-04,0.0
2001-06-05,4.1353
2001-06-06,-2.5271
2001-06-07,-5.2593
2001-06-08,-6.1767
2001-06-11,1.6667
2001-06-12,-0.8197
2001-06-13,0.4132
2001-06-14,-4.9383
2001-06-15,-8.658
2001-06-18,0.6635
2001-06-19,-2.5423999999999998
2001-06-20,4.6377
2001-06-21,7.5716
2001-06-22,-2.0601
2001-06-25,-0.5259
2001-06-26,0.793
2001-06-27,-2.0979
2001-06-28,2.6786
2001-06-29,-5.6522
2001-07-02,-1.8433000000000002
2001-07-03,-0.4695
2001-07-05,0.566
2001-07-06,0.469
2001-07-09,2.1475
2001-07-10,-2.1938
2001-07-11,0.9346
2001-07-12,10.6481
2001-07-13,13.4728
2001-07-16,-2.2861000000000002
2001-07-17,4.9056999999999995
2001-07-18,-3.4532
2001-07-19,7.0045
2001-07-20,3.0641
2001-07-23,-2.8378
2001-07-24,-0.4172
2001-07-25,-0.3492
2001-07-26,-9.2502
2001-07-27,3.3205
2001-07-30,-2.0927
2001-07-31,0.3817
2001-08-01,0.3802
2001-08-02,-1.4394
2001-08-03,4.535
2001-08-06,4.4118
2001-08-07,-3.169
2001-08-08,5.8909
2001-08-09,-3.228
2001-08-10,2.9099
2001-08-13,-2.2069
2001-08-14,-0.9168
2001-08-15,0.7117
2001-08-16,0.636
2001-08-17,-0.4916
2001-08-20,-0.0706
2001-08-21,-2.3305
2001-08-22,1.1569
2001-08-23,-0.2144
2001-08-24,0.7163
2001-08-27,0.1422
2001-08-28,0.7102
2001-08-29,1.6925
2001-08-30,0.0
2001-08-31,0.5548
2001-09-04,0.1379
2001-09-05,-1.3085
2001-09-06,1.1165
2001-09-07,-0.9662
2001-09-10,-2.5784000000000002
2001-09-17,-5.9371
2001-09-18,1.5209000000000001
2001-09-19,1.1236
2001-09-20,-2.1481
2001-09-21,1.3626
2001-09-24,4.5556
2001-09-25,1.0
2001-09-26,-1.6266
2001-09-27,-0.8627
2001-09-28,0.0725
2001-10-01,-0.7246
2001-10-02,-0.365
2001-10-03,0.5128
2001-10-04,-0.3644
2001-10-05,0.8047
2001-10-08,0.9434
2001-10-09,3.5225999999999997
2001-10-10,3.4722
2001-10-11,-2.1477
2001-10-12,3.2236
2001-10-15,0.0
2001-10-16,0.1329
2001-10-17,2.9196999999999997
2001-10-18,6.383
2001-10-19,1.8788
2001-10-22,2.32
2001-10-23,-6.9767
2001-10-24,2.8125
2001-10-25,2.0061
2001-10-26,-1.9666000000000001
2001-10-29,-4.0122
2001-10-30,-0.5066
2001-10-31,6.3017
2001-11-01,5.1497
2001-11-02,1.9931999999999999
2001-11-05,1.0609
2001-11-06,4.6961
2001-11-07,-2.3219
2001-11-08,-0.5402
2001-11-09,-0.4889
2001-11-12,3.4389
2001-11-13,4.8549
2001-11-14,-0.8556
2001-11-15,2.1827
2001-11-16,-4.8684
2001-11-19,3.9164
2001-11-20,-2.0101
2001-11-21,-1.0256
2001-11-23,-0.1036
2001-11-26,-0.778
2001-11-27,-7.4752
2001-11-28,0.8475
