ticker,UFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.7872
2000-01-04,3.9106
2000-01-05,7.5269
2000-01-06,0.0
2000-01-07,5.0
2000-01-10,8.0952
2000-01-11,-3.9648
2000-01-12,-0.9174
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,-1.3889
2000-01-19,-0.4695
2000-01-20,0.9434
2000-01-21,-5.6075
2000-01-24,-4.9505
2000-01-25,2.6042
2000-01-26,0.0
2000-01-27,4.0609
2000-01-28,-3.9024
2000-01-31,0.0
2000-02-01,1.0152
2000-02-02,-2.5126
2000-02-03,2.0619
2000-02-04,0.0
2000-02-07,-0.5051
2000-02-08,-0.5076
2000-02-09,-0.5102
2000-02-10,6.6667
2000-02-11,-0.9615
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-0.4854
2000-02-17,0.4878
2000-02-18,-5.3398
2000-02-22,3.0769
2000-02-23,-1.4925
2000-02-24,0.5051
2000-02-25,-8.0402
2000-02-28,5.6747
2000-02-29,-2.0725
2000-03-01,0.5291
2000-03-02,-1.5789
2000-03-03,-0.5348
2000-03-06,0.5376
2000-03-07,-2.6738
2000-03-08,-6.044
2000-03-09,-2.924
2000-03-10,1.2048
2000-03-13,-1.1905000000000001
2000-03-14,-6.0241
2000-03-15,-0.641
2000-03-16,9.0323
2000-03-17,0.5917
2000-03-20,5.8824
2000-03-21,1.1111
2000-03-22,-2.1978
2000-03-23,-2.809
2000-03-24,0.578
2000-03-27,-4.5977
2000-03-28,-1.8072
2000-03-30,6.7485
2000-03-31,-2.2989
2000-04-03,4.1176
2000-04-04,0.565
2000-04-05,0.0
2000-04-06,3.3708
2000-04-07,-7.6087
2000-04-10,-4.1176
2000-04-11,2.454
2000-04-12,6.5868
2000-04-13,2.809
2000-04-14,-2.1858
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,3.352
2000-04-20,-4.3243
2000-04-24,-0.565
2000-04-25,2.8409
2000-04-26,-1.105
2000-04-27,1.6760000000000002
2000-04-28,-1.6484
2000-05-01,1.1173
2000-05-02,-1.105
2000-05-03,0.5587
2000-05-04,2.7778
2000-05-05,-3.7838000000000003
2000-05-08,-1.1236
2000-05-09,2.2727
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,1.1111
2000-05-15,0.5495
2000-05-16,-0.5464
2000-05-17,1.0989
2000-05-18,-1.6303999999999998
2000-05-19,-0.5525
2000-05-23,0.5556
2000-05-24,-1.6575
2000-05-25,-2.2472
2000-05-26,1.1494
