ticker,PIK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.6144
2000-01-04,-8.0537
2000-01-05,-0.7299
2000-01-06,-1.4706000000000001
2000-01-07,0.0
2000-01-10,2.9851
2000-01-11,-4.3478
2000-01-12,0.7576
2000-01-13,-1.5038
2000-01-14,1.5267
2000-01-18,0.7519
2000-01-19,-0.7463
2000-01-20,4.5113
2000-01-21,0.0
2000-01-24,-0.7194
2000-01-25,-2.1739
2000-01-26,-2.2222
2000-01-27,3.0303
2000-01-28,-2.2059
2000-01-31,2.2556
2000-02-01,-5.1471
2000-02-02,-3.876
2000-02-03,-4.8387
2000-02-04,3.3898
2000-02-07,-5.7377
2000-02-08,1.7391
2000-02-09,0.8547
2000-02-10,-4.2373
2000-02-11,7.0796
2000-02-14,-3.3058
2000-02-15,1.7094
2000-02-16,1.6806999999999999
2000-02-17,0.8264
2000-02-18,-4.0984
2000-02-22,-4.2735
2000-02-23,-0.8929
2000-02-24,-2.7027
2000-02-25,0.0
2000-02-28,-1.8519
2000-02-29,1.8868
2000-03-01,0.9259
2000-03-02,-2.7523
2000-03-03,6.6038
2000-03-06,-1.7699
2000-03-07,0.9009
2000-03-08,0.0
2000-03-09,-2.6786
2000-03-10,1.8349
2000-03-13,0.9009
2000-03-14,-0.8929
2000-03-15,0.9009
2000-03-16,-1.7856999999999998
2000-03-17,2.7273
2000-03-20,2.6549
2000-03-21,0.0
2000-03-22,4.3103
2000-03-23,0.0
2000-03-24,1.6529
2000-03-27,4.065
2000-03-28,3.125
2000-03-29,-4.5455
2000-03-30,-0.7937
2000-03-31,-7.2
2000-04-03,6.0345
2000-04-04,-4.878
2000-04-05,5.9829
2000-04-06,-4.8387
2000-04-07,8.4746
2000-04-10,-2.3438
2000-04-11,-1.6
2000-04-12,-4.878
2000-04-13,-1.7094
2000-04-14,-2.6087
2000-04-17,1.7856999999999998
2000-04-18,4.386
2000-04-19,0.0
2000-04-20,-0.8403
2000-04-24,-4.2373
2000-04-25,0.885
2000-04-26,0.0
2000-04-27,-0.8772
2000-04-28,-0.885
2000-05-01,2.6786
2000-05-02,1.7391
2000-05-03,-5.1282
2000-05-04,2.7027
2000-05-05,-1.7544
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,2.6786
2000-05-11,-0.8696
2000-05-12,2.6316
2000-05-15,0.8547
2000-05-16,-4.2373
2000-05-17,0.885
2000-05-18,-2.6316
2000-05-19,0.9009
2000-05-22,-4.4643
2000-05-23,-3.7382999999999997
