ticker,PEP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.6099
2000-01-04,-2.5423999999999998
2000-01-05,-2.4348
2000-01-06,4.4563
2000-01-07,2.7304
2000-01-10,-1.9933999999999998
2000-01-11,-0.339
2000-01-12,-1.1905000000000001
2000-01-13,-1.0327
2000-01-14,0.6957
2000-01-18,0.1727
2000-01-19,0.5172
2000-01-20,-0.8576
2000-01-21,0.0
2000-01-24,-2.2491
2000-01-25,-2.8319
2000-01-26,-1.0929
2000-01-27,-0.3683
2000-01-28,-1.6636
2000-01-31,2.6316
2000-02-01,-0.3663
2000-02-02,-2.9412000000000003
2000-02-03,0.1894
2000-02-04,-0.9452
2000-02-07,-1.145
2000-02-08,2.8958
2000-02-09,2.0638
2000-02-10,1.8382
2000-02-11,-0.722
2000-02-14,-0.9091
2000-02-15,0.367
2000-02-16,-0.5484
2000-02-17,0.9191
2000-02-18,-0.1821
2000-02-22,1.2774
2000-02-23,-1.4414
2000-02-24,-0.5484
2000-02-25,-3.6765
2000-02-28,1.5267
2000-02-29,-3.3835
2000-03-01,1.3618999999999999
2000-03-02,-3.071
2000-03-03,0.198
2000-03-06,-1.9763
2000-03-07,-1.2097
2000-03-08,0.0327
2000-03-09,2.8689
2000-03-10,-1.992
2000-03-13,1.2195
2000-03-14,-1.4056
2000-03-15,8.1466
2000-03-16,2.6365
2000-03-17,-3.1193
2000-03-20,0.7576
2000-03-21,3.1955
2000-03-22,-2.3679
2000-03-23,0.0
2000-03-24,-1.6791
2000-03-27,-1.767
2000-03-28,0.4466
2000-03-29,2.3077
2000-03-30,8.082699999999999
2000-03-31,-2.9565
2000-04-03,3.5842
2000-04-04,0.8651
2000-04-05,0.8576
2000-04-06,0.1701
2000-04-07,-2.2071
2000-04-10,0.6944
2000-04-11,2.2414
2000-04-12,0.5059
2000-04-13,-2.1812
2000-04-14,0.0
2000-04-17,0.5146
2000-04-18,-1.8771
2000-04-19,-1.7391
2000-04-20,5.3097
2000-04-24,1.8487
2000-04-25,-1.1551
2000-04-26,0.8347
2000-04-27,-0.8278
2000-04-28,-2.0033
2000-05-01,0.8518
2000-05-02,1.3514
2000-05-03,0.1667
2000-05-04,-2.3295
2000-05-05,2.2147
2000-05-08,1.1667
2000-05-09,-0.659
2000-05-10,3.9801
2000-05-11,2.0734
2000-05-12,-1.25
2000-05-15,-0.3165
2000-05-16,-0.6349
2000-05-17,-0.3195
2000-05-18,1.3221
2000-05-19,-0.6722
2000-05-22,1.2739
