ticker,HET US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.7280999999999995
2000-01-04,-3.7221
2000-01-05,-4.5103
2000-01-06,-0.4049
2000-01-07,0.271
2000-01-10,4.8649000000000004
2000-01-11,-4.6392
2000-01-12,-2.973
2000-01-13,-0.8357
2000-01-14,-0.5618
2000-01-18,-1.4123999999999999
2000-01-19,7.4499
2000-01-20,0.2667
2000-01-21,1.5957
2000-01-24,-6.8063
2000-01-25,-2.2472
2000-01-26,1.7241
2000-01-27,-2.5423999999999998
2000-01-28,-2.6087
2000-01-31,-5.0595
2000-02-01,7.21
2000-02-02,-1.1696
2000-02-03,-0.8876
2000-02-04,4.7761
2000-02-07,-2.5641
2000-02-08,-3.8012
2000-02-09,-3.0395
2000-02-10,8.4639
2000-02-11,-5.7803
2000-02-14,6.135
2000-02-15,-0.578
2000-02-16,0.0
2000-02-17,6.1047
2000-02-18,-7.3972999999999995
2000-02-22,-2.3669000000000002
2000-02-23,4.2424
2000-02-24,-7.2674
2000-02-25,1.8809
2000-02-28,-3.0769
2000-02-29,-2.8571
2000-03-01,-2.2876
2000-03-02,4.0134
2000-03-03,-1.9293
2000-03-06,2.541
2000-03-07,5.5156
2000-03-08,0.0
2000-03-09,0.303
2000-03-10,-2.719
2000-03-13,-1.5528
2000-03-14,-12.3028
2000-03-15,1.4388
2000-03-16,7.4468
2000-03-17,-0.9901
2000-03-20,1.3333
2000-03-21,-1.9737
2000-03-22,-0.3356
2000-03-23,0.9471
2000-03-24,1.3965
2000-03-27,-2.6316
2000-03-28,-2.027
2000-03-29,-0.3448
2000-03-30,-1.0381
2000-03-31,3.8462
2000-04-03,0.0
2000-04-04,-3.0303
2000-04-05,-0.6944
2000-04-06,6.6434
2000-04-07,-0.3279
2000-04-10,2.6316
2000-04-11,-3.2051
2000-04-12,-1.6556
2000-04-13,-2.0202
2000-04-14,8.2474
2000-04-17,1.9048
2000-04-18,4.6729
2000-04-19,4.4643
2000-04-20,-0.2849
2000-04-24,-3.4286
2000-04-25,-0.5917
2000-04-26,-0.2976
2000-04-27,-0.597
2000-04-28,-1.2012
2000-05-01,0.6079
2000-05-02,2.719
2000-05-03,-2.3529
2000-05-04,1.8072
2000-05-05,-2.6627
2000-05-08,-0.304
2000-05-09,4.878
2000-05-10,-1.7442
2000-05-11,1.4793
2000-05-12,3.207
2000-05-15,-2.8249
2000-05-16,-1.1628
2000-05-17,-2.3529
2000-05-18,-2.4096
2000-05-19,0.0
2000-05-22,-1.2346
