ticker,HD US Equity
2000-05-22,-2.303
2000-05-23,-1.2407
2000-05-24,-6.0302
2000-05-25,-0.5348
2000-05-26,0.8065
2000-05-30,0.8
2000-05-31,3.7037
2000-06-01,1.7856999999999998
2000-06-02,7.5188
2000-06-05,-2.331
2000-06-06,-3.8186
2000-06-07,0.3722
2000-06-08,-1.3597000000000001
2000-06-09,-3.3835
2000-06-12,-4.5396
2000-06-13,7.4239
2000-06-14,3.2911
2000-06-15,-0.2451
2000-06-16,-2.0885
2000-06-19,0.3764
2000-06-20,-2.25
2000-06-21,-0.6394
2000-06-22,-1.4157
2000-06-23,0.2611
2000-06-26,-1.8229
2000-06-27,5.1724
2000-06-28,-2.9004
2000-06-29,-0.5195
2000-06-30,4.3081
2000-07-03,-0.5006
2000-07-05,1.1320999999999999
2000-07-06,1.99
2000-07-07,8.2927
2000-07-10,3.6036
2000-07-11,0.2174
2000-07-12,-0.4338
2000-07-13,-2.0697
2000-07-14,0.4449
2000-07-17,0.7752
2000-07-18,0.8791
2000-07-19,-0.4357
2000-07-20,1.6411
2000-07-21,-1.6146
2000-07-24,-1.9694
2000-07-25,-1.7856999999999998
2000-07-26,-2.6136
2000-07-27,2.217
2000-07-28,-3.7671
2000-07-31,-1.7793999999999999
2000-08-01,0.4831
2000-08-02,2.1635
2000-08-03,-2.5882
2000-08-04,4.3478
2000-08-07,1.8519
2000-08-08,3.6364
2000-08-09,1.7544
2000-08-10,-4.9569
2000-08-11,1.4739
2000-08-14,5.4749
2000-08-15,-9.322
2000-08-16,-4.6729
2000-08-17,0.6127
2000-08-18,0.1218
2000-08-21,-0.9732
2000-08-22,0.6143
2000-08-23,0.3663
2000-08-24,-1.8248
2000-08-25,0.1239
2000-08-28,-0.9901
2000-08-29,-0.545
2000-08-30,-2.6414999999999997
2000-08-31,-0.646
2000-09-01,1.0403
2000-09-05,3.2175
2000-09-06,0.9975
2000-09-07,-0.2469
2000-09-08,4.8267
2000-09-11,2.4793
2000-09-12,2.9954
2000-09-13,-2.0134
2000-09-14,1.3699
2000-09-15,-2.2523
2000-09-18,1.4977
2000-09-19,-3.7457000000000003
2000-09-20,0.0
2000-09-21,3.7736
2000-09-22,1.7045
2000-09-25,-2.3464
2000-09-26,-2.2883
2000-09-27,2.5761
2000-09-28,0.4566
2000-09-29,-3.75
2000-10-02,-0.7084
2000-10-03,2.2592
2000-10-04,3.3721
2000-10-05,-3.2621
2000-10-06,-5.0
2000-10-09,-0.3672
2000-10-10,-0.3686
2000-10-11,-3.4525
2000-10-12,-28.7356
2000-10-13,4.1219
2000-10-16,3.7866
2000-10-17,-6.7993
2000-10-18,3.9146
2000-10-19,5.8219
2000-10-20,2.1036
2000-10-23,2.8526
2000-10-24,-3.2357
2000-10-25,-2.2293
2000-10-26,1.4658
2000-10-27,1.1236
2000-10-30,3.9683
2000-10-31,5.0382
2000-11-01,2.4709
2000-11-02,-2.9787
2000-11-03,-3.5088
2000-11-06,0.1515
2000-11-07,0.1513
2000-11-08,-0.3021
2000-11-09,-5.9091000000000005
2000-11-10,-6.6023
2000-11-13,3.1034
2000-11-14,4.8495
2000-11-15,1.1164
2000-11-16,-1.1041
2000-11-17,-0.9569
2000-11-20,0.161
2000-11-21,-1.6077
2000-11-22,-3.9215999999999998
2000-11-24,2.0408
2000-11-27,3.3333
2000-11-28,2.2
2000-11-29,1.1058
2000-11-30,-2.0313
2000-12-01,-0.638
2000-12-04,4.6549
2000-12-05,7.0552
2000-12-06,3.2951
2000-12-07,-0.2774
2000-12-08,5.146
2000-12-11,-4.4974
2000-12-12,-0.277
2000-12-13,0.4167
2000-12-14,-2.9046
2000-12-15,-4.416
2000-12-18,5.2161
2000-12-19,-3.3994
2000-12-20,-3.5191
2000-12-21,4.2553
2000-12-22,-2.9154999999999998
2000-12-26,-2.2523
2000-12-27,5.0691
2000-12-28,2.0468
2000-12-29,4.7278
2001-01-02,-0.2736
2001-01-03,12.8944
2001-01-04,0.486
2001-01-05,-3.7485
2001-01-08,-4.1457
2001-01-09,-3.8007999999999997
2001-01-10,3.406
2001-01-11,3.4256
2001-01-12,0.1274
2001-01-16,-0.5089
2001-01-17,-5.1151
2001-01-18,-4.5822
2001-01-19,-7.3446
2001-01-22,6.7073
2001-01-23,2.2857
2001-01-24,0.6983
2001-01-25,2.0804
2001-01-26,-2.7174
2001-01-29,1.6760000000000002
2001-01-30,1.0989
2001-01-31,4.7826
2001-02-01,0.9336
2001-02-02,-3.6177
2001-02-05,-0.5971
2001-02-06,-2.0596
2001-02-07,0.2848
2001-02-08,-3.91
2001-02-09,1.0002
2001-02-12,2.926
2001-02-13,1.2683
2001-02-14,-1.274
2001-02-15,-2.4278
2001-02-16,-3.6090999999999998
2001-02-20,2.5349
2001-02-21,-7.1218
2001-02-22,-2.3199
2001-02-23,0.025
2001-02-26,9.3477
2001-02-27,1.9428999999999998
2001-02-28,-4.7085
2001-03-01,-2.3529
2001-03-02,0.1205
2001-03-05,-0.2888
2001-03-06,-0.0724
2001-03-07,5.6576
2001-03-08,2.3341
2001-03-09,-0.4472
2001-03-12,-5.5256
2001-03-13,1.5215999999999998
2001-03-14,-2.5293
2001-03-15,3.7963
2001-03-16,-2.1759
2001-03-19,0.5679
2001-03-20,-1.2941
2001-03-21,-1.0727
2001-03-22,-1.7831000000000001
2001-03-23,-2.6742
2001-03-26,4.2349
2001-03-27,5.1028
2001-03-28,-0.5292
2001-03-29,-1.3185
2001-03-30,1.0314
2001-04-02,-1.2761
2001-04-03,0.1175
2001-04-04,-0.7042
2001-04-05,3.9243
2001-04-06,-0.4095
2001-04-09,-3.6318
2001-04-10,1.9436
2001-04-11,-3.5108
2001-04-12,0.3614
2001-04-16,-0.3601
2001-04-17,0.988
2001-04-18,8.8284
2001-04-19,1.0305
2001-04-20,0.2821
2001-04-23,-0.0433
2001-04-24,-2.533
2001-04-25,2.2212
2001-04-26,2.7814
2001-04-27,1.6913
2001-04-30,-2.079
2001-05-01,4.5435
2001-05-02,-0.9139
2001-05-03,-0.5739
2001-05-04,2.2263
2001-05-07,-1.0083
2001-05-08,1.8740999999999999
2001-05-09,-2.9994
2001-05-10,1.5255
2001-05-11,1.2792
2001-05-14,-1.4635
2001-05-15,1.9329
2001-05-16,2.2156000000000002
2001-05-17,1.5427
2001-05-18,1.3462
2001-05-21,1.2903
2001-05-22,-0.7306
2001-05-23,-0.6982
2001-05-24,1.5773000000000001
2001-05-25,-2.189
2001-05-29,-3.3282
2001-05-30,-1.0882
2001-05-31,-1.4003
2001-06-01,-0.0609
2001-06-04,1.5022
2001-06-05,0.7
2001-06-06,-1.6683
2001-06-07,2.4238
2001-06-08,0.1775
2001-06-11,-0.1378
2001-06-12,0.8279
2001-06-13,-1.1739
2001-06-14,-1.9798
2001-06-15,-1.2321
2001-06-18,0.2045
2001-06-19,1.0
2001-06-20,-0.5052
2001-06-21,3.1275
2001-06-22,-0.1378
2001-06-25,-3.3721
2001-06-26,-3.7755
2001-06-27,-0.6363
2001-06-28,0.3202
2001-06-29,-0.9574
2001-07-02,2.4705
2001-07-03,0.3983
2001-07-05,-2.5684
2001-07-06,-2.7861000000000002
2001-07-09,1.3889
2001-07-10,-2.1526
2001-07-11,1.5777999999999999
2001-07-12,5.0098
2001-07-13,1.4583
2001-07-16,0.8214
2001-07-17,0.8554
2001-07-18,-0.5654
2001-07-19,1.1373
2001-07-20,-0.8032
2001-07-23,-2.8947000000000003
2001-07-24,-1.7302
2001-07-25,4.3911999999999995
2001-07-26,0.5893
2001-07-27,0.303
2001-07-30,-0.2014
2001-07-31,1.6549
2001-08-01,-1.1713
2001-08-02,0.0
2001-08-03,-1.3057
2001-08-06,-1.7301
2001-08-07,1.4706000000000001
2001-08-08,-2.2658
2001-08-09,1.2530999999999999
2001-08-10,-0.0413
2001-08-13,-0.7429
2001-08-14,2.4948
2001-08-15,-0.2231
2001-08-16,1.4231
2001-08-17,-1.3229
2001-08-20,1.1578
2001-08-21,-3.4137
2001-08-22,1.4553
2001-08-23,-1.6598000000000002
2001-08-24,4.0633
2001-08-27,-1.9022999999999999
2001-08-28,-2.1433
2001-08-29,-1.8789
2001-08-30,-2.5106
2001-08-31,0.2837
2001-09-04,1.8934
2001-09-05,-1.7727
2001-09-06,-5.3055
2001-09-07,-5.9701
2001-09-10,-0.9768
2001-09-17,-10.7275
2001-09-18,1.3536000000000001
2001-09-19,-3.7885
2001-09-20,-7.0822
2001-09-21,0.9451
2001-09-24,8.7587
2001-09-25,0.8053
2001-09-26,-2.0661
2001-09-27,3.7975
2001-09-28,3.9837
2001-10-01,-1.4334
2001-10-02,3.2522
2001-10-03,4.5583
2001-10-04,-4.0167
2001-10-05,0.5614
2001-10-08,-2.6389
2001-10-09,-1.2248999999999999
2001-10-10,6.095
2001-10-11,7.1873
2001-10-12,-3.2947
2001-10-15,-1.7274
2001-10-16,1.6113
2001-10-17,-2.667
2001-10-18,0.469
2001-10-19,-0.7125
2001-10-22,-1.1383
2001-10-23,1.0013
2001-10-24,-0.3717
2001-10-25,0.6219
2001-10-26,-0.3956
2001-10-29,-4.1449
2001-10-30,-2.6411
2001-10-31,1.6755
2001-11-01,0.4447
2001-11-02,5.0
2001-11-05,3.0506
2001-11-06,2.7677
2001-11-07,-1.7564
2001-11-08,-0.143
2001-11-09,0.5252
2001-11-12,-2.351
2001-11-13,7.0039
2001-11-14,5.0682
2001-11-15,0.5624
2001-11-16,-1.4842
2001-11-19,2.7729
2001-11-20,-1.8908
2001-11-21,0.4331
2001-11-23,0.4312
2001-11-26,-2.2757
2001-11-27,-4.6573
2001-11-28,1.0381
2001-11-29,0.5023
2001-11-30,5.9746
2001-12-03,-0.5573
2001-12-04,2.8239
2001-12-05,4.6122
2001-12-06,-1.5030000000000001
2001-12-07,0.529
2001-12-10,-2.3275
2001-12-11,-0.6009
2001-12-12,0.7922
2001-12-13,-0.7239
2001-12-14,3.7708
2001-12-17,0.3814
2001-12-18,0.32
2001-12-19,0.8772
2001-12-20,-0.5731
2001-12-21,2.3653
2001-12-24,-0.3495
2001-12-26,0.5846
2001-12-27,-0.3487
2001-12-28,0.1166
2001-12-31,-0.9515
2002-01-02,-1.2154
2002-01-03,-0.6747
2002-01-04,1.7982
2002-01-07,-0.7066
2002-01-08,1.0081
2002-01-09,-1.6438000000000001
2002-01-10,0.0796
2002-01-11,0.3181
2002-01-14,-1.843
2002-01-15,0.3432
2002-01-16,-1.2274
2002-01-17,-2.2204
2002-01-18,1.0417
2002-01-22,0.0
2002-01-23,0.0412
2002-01-24,-1.0923
2002-01-25,-2.0629
2002-01-28,1.7021
2002-01-29,-1.6736
2002-01-30,4.4043
2002-01-31,2.0787
2002-02-01,-1.3775
2002-02-04,-0.83
2002-02-05,0.2245
2002-02-06,-0.387
2002-02-07,-0.1227
2002-02-08,1.74
2002-02-11,1.6097000000000001
2002-02-12,-0.3762
2002-02-13,1.8485
2002-02-14,0.605
2002-02-15,-1.9981
2002-02-19,-0.3365
2002-02-20,2.7011
2002-02-21,-0.7929
2002-02-22,-0.5848
2002-02-25,2.098
2002-02-26,-1.0755
2002-02-27,-1.1454
2002-02-28,-1.8068
2002-03-01,0.58
2002-03-04,-0.7755
2002-03-05,-4.8096
2002-03-06,2.5263
2002-03-07,-0.616
2002-03-08,1.1157
2002-03-11,-1.2464
2002-03-12,0.1448
2002-03-13,0.3102
2002-03-14,-0.3093
2002-03-15,1.1789
2002-03-18,-0.4293
2002-03-19,1.6218
2002-03-20,0.2828
2002-03-21,-1.1886
2002-03-22,0.632
2002-03-25,-1.8436
2002-03-26,1.1352
2002-03-27,0.5306
2002-03-28,-1.3195000000000001
2002-04-01,-0.8023
2002-04-02,-1.4724
2002-04-03,-1.1787
2002-04-04,2.5559
2002-04-05,1.2876
2002-04-08,1.4968
2002-04-09,-0.8485
2002-04-10,1.3447
2002-04-11,-0.8243
2002-04-12,2.088
2002-04-15,-2.3034
2002-04-16,1.3008
2002-04-17,-0.943
2002-04-18,0.3038
2002-04-19,-0.7472
2002-04-22,-1.3021
2002-04-23,0.7215
2002-04-24,-1.4122
2002-04-25,1.038
2002-04-26,-1.1917
2002-04-29,-2.3498
2002-04-30,-1.2564
2002-05-01,0.3666
2002-05-02,0.5587
2002-05-03,-0.641
2002-05-06,-3.871
2002-05-07,2.2595
2002-05-08,1.4001000000000001
2002-05-09,-0.4315
2002-05-10,-1.4085
2002-05-13,0.2637
2002-05-14,5.1732
2002-05-15,-2.0425
2002-05-16,0.0
2002-05-17,2.3191
2002-05-20,0.8526
2002-05-21,-7.4227
2002-05-22,-1.4477
2002-05-23,-3.0508
2002-05-24,1.2121
2002-05-28,-4.3298
2002-05-29,-1.4203000000000001
2002-05-30,-1.9536
2002-05-31,3.8356
2002-06-03,-2.8064
2002-06-04,-1.0365
2002-06-05,1.0973
2002-06-06,-3.7741
2002-06-07,-0.4614
2002-06-10,2.8844
2002-06-11,-1.8523
2002-06-12,-2.809
2002-06-13,-0.4204
2002-06-14,-2.4274
2002-06-17,4.1103
2002-06-18,-2.3377
2002-06-19,0.133
2002-06-20,-3.0279
2002-06-21,-2.3007
2002-06-24,2.8035
2002-06-25,-1.4453
2002-06-26,1.1068
2002-06-27,1.8062
2002-06-28,-1.2634
2002-07-01,-3.2126
2002-07-02,-5.0633
2002-07-03,9.1852
2002-07-05,3.0936
2002-07-08,-2.8692
2002-07-09,-4.2005
2002-07-10,-5.9406
2002-07-11,-5.5639
2002-07-12,-7.3567
2002-07-15,3.1282
2002-07-16,1.8
2002-07-17,1.1133
2002-07-18,-4.1127
2002-07-19,-3.0733
2002-07-22,-2.1603
2002-07-23,0.2493
2002-07-24,9.1297
2002-07-25,-6.0872
2002-07-26,1.5598
2002-07-29,5.7338000000000005
2002-07-30,-1.2589000000000001
2002-07-31,0.948
2002-08-01,-4.0479
2002-08-02,-4.0499
2002-08-05,-3.3415
2002-08-06,2.0015
2002-08-07,0.8205
2002-08-08,-3.9632
2002-08-09,4.2373
2002-08-12,-5.6204
2002-08-13,-0.7865
2002-08-14,6.7573
2002-08-15,2.2984
2002-08-16,-2.8689999999999998
2002-08-19,3.3096
2002-08-20,4.2025
2002-08-21,8.0331
2002-08-22,3.6108000000000002
2002-08-23,-0.9746
2002-08-26,1.193
2002-08-27,-2.5641
2002-08-28,-1.0889
2002-08-29,1.0398
2002-08-30,-0.3329
2002-09-03,-3.0975
2002-09-04,2.2913
2002-09-05,-1.5034999999999998
2002-09-06,3.5826000000000002
2002-09-09,0.0301
2002-09-10,-0.7817
2002-09-11,0.697
2002-09-12,-2.257
2002-09-13,2.9865
2002-09-16,1.704
2002-09-17,-2.5279
2002-09-18,0.0603
2002-09-19,-2.9234
2002-09-20,-3.0425
2002-09-23,-4.3228
2002-09-24,-4.9197
2002-09-25,-2.8510999999999997
2002-09-26,2.4275
2002-09-27,-5.3414
2002-09-30,-2.4664
2002-10-01,1.0728
2002-10-02,-5.4208
2002-10-03,0.0401
2002-10-04,3.3654
2002-10-07,-6.1628
2002-10-08,4.2957
2002-10-09,-6.297
2002-10-10,3.973
2002-10-11,6.5447
2002-10-14,1.2972000000000001
2002-10-15,10.7345
2002-10-16,-3.2313
2002-10-17,2.4605
2002-10-18,4.3225
2002-10-21,-1.8415
2002-10-22,-0.938
2002-10-23,2.9422
2002-10-24,-1.8068
2002-10-25,2.3085
2002-10-28,-1.4061
2002-10-29,-0.6965
2002-10-30,-1.5697999999999999
2002-10-31,-2.002
2002-11-01,-1.662
2002-11-04,-4.1901
2002-11-05,3.9324
2002-11-06,0.0707
2002-11-07,-3.9223
2002-11-08,-1.986
2002-11-11,-1.5385
2002-11-12,2.6296
2002-11-13,0.0743
2002-11-14,3.3024
2002-11-15,1.7241
2002-11-18,0.9887
2002-11-19,-12.9021
2002-11-20,-0.843
2002-11-21,1.1336
2002-11-22,0.6805
2002-11-25,1.1928
2002-11-26,-1.6896
2002-11-27,4.2766
2002-11-29,1.1882
2002-12-02,0.2652
2002-12-03,-1.5489000000000002
2002-12-04,0.0385
2002-12-05,-0.1538
2002-12-06,0.5006
2002-12-09,-1.341
2002-12-10,4.466
2002-12-11,-0.4833
2002-12-12,1.9425
2002-12-13,-3.2979
2002-12-16,1.2126000000000001
2002-12-17,-3.7814
2002-12-18,-0.8949
2002-12-19,-2.0809
2002-12-20,-0.4411
2002-12-23,-1.5304
2002-12-24,-1.0225
2002-12-26,-0.0413
2002-12-27,-1.7363
2002-12-30,-0.3786
2002-12-31,1.4358
2003-01-02,3.5803000000000003
2003-01-03,-14.0675
2003-01-06,2.058
2003-01-07,-1.6499000000000001
2003-01-08,-1.3979
2003-01-09,1.465
2003-01-10,0.5123
2003-01-13,1.7609
2003-01-14,0.4098
2003-01-15,-0.8163
2003-01-16,1.3717
2003-01-17,1.1728
2003-01-21,-2.8087
2003-01-22,-1.0092
2003-01-23,1.7609
2003-01-24,-3.1875999999999998
2003-01-27,-3.1044
2003-01-28,-0.3398
2003-01-29,2.1432
2003-01-30,-1.1922
2003-01-31,0.8687
2003-02-03,2.2967
2003-02-04,-1.2629000000000001
2003-02-05,0.9474
2003-02-06,1.5016
2003-02-07,-1.4794
2003-02-10,1.267
2003-02-11,-1.3902
2003-02-12,-0.3759
2003-02-13,-2.3585
2003-02-14,3.1401
2003-02-18,2.5761
2003-02-19,-0.274
2003-02-20,-0.87
2003-02-21,3.5103999999999997
2003-02-24,-1.0263
2003-02-25,2.9757
2003-02-26,0.1751
2003-02-27,1.0052
2003-02-28,1.4712
2003-03-03,-1.5352000000000001
2003-03-04,-4.2876
2003-03-05,0.2262
2003-03-06,-0.2257
2003-03-07,1.9005
2003-03-10,-2.6643
2003-03-11,-0.5018
2003-03-12,1.931
2003-03-13,4.4204
2003-03-14,-0.6911
2003-03-17,3.9582
2003-03-18,0.1674
2003-03-19,2.548
2003-03-20,1.5070999999999999
2003-03-21,3.451
2003-03-24,-5.4306
2003-03-25,2.9943
2003-03-26,1.2346
2003-03-27,-1.4162
2003-03-28,-1.7159
2003-03-31,-1.0962
2003-04-01,1.7652
2003-04-02,4.3969
2003-04-03,0.5796
2003-04-04,1.5367
2003-04-07,-0.3784
2003-04-08,0.3798
2003-04-09,-2.5728
2003-04-10,0.466
2003-04-11,0.116
2003-04-14,2.5097
2003-04-15,2.2976
2003-04-16,-1.8778000000000001
2003-04-17,2.7016999999999998
2003-04-21,0.3654
2003-04-22,0.6553
2003-04-23,0.8318
2003-04-24,-0.825
2003-04-25,-0.651
2003-04-28,1.6017000000000001
2003-04-29,1.2182
2003-04-30,-0.4248
2003-05-01,-0.8532
2003-05-02,2.223
2003-05-05,1.4381
2003-05-06,1.9364
2003-05-07,0.3731
2003-05-08,-1.2166
2003-05-09,1.6421000000000001
2003-05-12,1.2454
2003-05-13,-0.4322
2003-05-14,-1.1686
2003-05-15,-0.777
2003-05-16,-0.6129
2003-05-19,-3.8369
2003-05-20,9.2626
2003-05-21,-0.163
2003-05-22,0.7185
2003-05-23,-0.9728
2003-05-27,2.9797000000000002
2003-05-28,0.9857
2003-05-29,-0.6297
2003-05-30,2.9468
2003-06-02,0.4617
2003-06-03,0.1532
2003-06-04,-0.6118
2003-06-05,1.0157
2003-06-06,0.1219
2003-06-09,-0.9434
2003-06-10,0.2151
2003-06-11,1.0135
2003-06-12,0.1216
2003-06-13,1.9131
2003-06-16,2.6818
2003-06-17,-0.058
2003-06-18,-2.9326
2003-06-19,-1.5255999999999998
2003-06-20,-1.3062
2003-06-23,-1.7544
2003-06-24,0.9398
2003-06-25,0.7138
2003-06-26,0.0616
2003-06-27,0.0
2003-06-30,2.0018
2003-07-01,-0.0604
2003-07-02,1.0272
2003-07-03,-0.1196
2003-07-07,1.1078000000000001
2003-07-08,2.3097
2003-07-09,-3.068
2003-07-10,-3.1651
2003-07-11,2.2818
2003-07-14,0.6331
2003-07-15,-0.6291
2003-07-16,0.9949
2003-07-17,-1.194
2003-07-18,-0.0604
2003-07-21,-2.8114
2003-07-22,-1.2131
2003-07-23,1.1335
2003-07-24,-1.9925000000000002
2003-07-25,1.6518000000000002
2003-07-28,-0.7813
2003-07-29,-0.5669
2003-07-30,-0.8552
2003-07-31,-0.3195
2003-08-01,-1.2821
2003-08-04,0.487
2003-08-05,-1.9062999999999999
2003-08-06,3.1621
2003-08-07,2.0434
2003-08-08,2.378
2003-08-11,-0.0917
2003-08-12,1.346
2003-08-13,0.1509
2003-08-14,-0.3014
2003-08-15,1.3906
2003-08-18,1.0733
2003-08-19,-5.1327
2003-08-20,1.2749
2003-08-21,0.5834
2003-08-22,0.1221
2003-08-25,-0.9756
2003-08-26,-0.7389
2003-08-27,0.6824
2003-08-28,-0.6161
2003-08-29,-0.31
2003-09-02,0.5286
2003-09-03,1.6429
2003-09-04,4.4221
2003-09-05,-1.4019
2003-09-08,-0.0296
2003-09-09,-4.7407
2003-09-10,-1.182
2003-09-11,-0.0315
2003-09-12,-0.5353
2003-09-15,3.767
2003-09-16,1.5863
2003-09-17,-0.9009
2003-09-18,0.5455
2003-09-19,-0.2411
2003-09-22,-1.0876
2003-09-23,0.7941
2003-09-24,-1.8182
2003-09-25,-0.7716
2003-09-26,-0.5288
2003-09-29,0.5316
2003-09-30,-0.9331
2003-10-01,3.2967
2003-10-02,1.0638
2003-10-03,1.1429
2003-10-06,1.1597
2003-10-07,1.3228
2003-10-08,-0.2321
2003-10-09,2.1227
2003-10-10,-0.5695
2003-10-13,1.6609
2003-10-14,-0.4789
2003-10-15,2.7172
2003-10-16,0.0551
2003-10-17,-0.4406
2003-10-20,-0.1383
2003-10-21,0.1385
2003-10-22,-0.249
2003-10-23,-0.6101
2003-10-24,-0.6696
2003-10-27,1.1236
2003-10-28,4.1667
2003-10-29,-0.72
2003-10-30,-0.4566
2003-10-31,0.027
2003-11-03,1.2139
2003-11-04,-0.6663
2003-11-05,-0.4561
2003-11-06,0.593
2003-11-07,0.134
2003-11-10,-0.8295
2003-11-11,-0.3508
2003-11-12,0.0271
2003-11-13,-1.6784
2003-11-14,-0.3579
2003-11-17,-1.9895
2003-11-18,-1.466
2003-11-19,1.4592
2003-11-20,-0.423
2003-11-21,0.9912
2003-11-24,2.2995
2003-11-25,0.3838
2003-11-26,-0.1912
2003-11-28,0.5746
2003-12-01,0.0272
2003-12-02,-2.2573
2003-12-03,-0.9479
2003-12-04,-1.8857
2003-12-05,-0.4016
2003-12-08,-0.0576
2003-12-09,-1.9020000000000001
2003-12-10,-2.8202
2003-12-11,4.3833
2003-12-12,0.3475
2003-12-15,-0.8658
2003-12-16,0.0291
2003-12-17,2.2701000000000002
2003-12-18,0.5407
2003-12-19,0.4812
2003-12-22,-1.8873
2003-12-23,-0.6604
2003-12-24,0.2601
2003-12-26,0.5477
2003-12-29,2.0069
2003-12-30,-0.8151
2003-12-31,0.5667
2004-01-02,-1.3243
2004-01-05,0.0286
2004-01-06,1.0848
2004-01-07,1.3838
2004-01-08,-0.8357
2004-01-09,0.2528
2004-01-12,-1.3729
2004-01-13,-0.3409
2004-01-14,1.1117
2004-01-15,-0.1128
2004-01-16,-1.383
2004-01-20,0.2003
2004-01-21,1.7995
2004-01-22,0.8137
2004-01-23,-0.0278
2004-01-26,1.0579
2004-01-27,-0.9917
2004-01-28,-3.0607
2004-01-29,2.1814
2004-01-30,-0.3652
2004-02-02,-0.5075
2004-02-03,-0.6801
2004-02-04,1.1698
2004-02-05,0.1128
2004-02-06,2.338
2004-02-09,-0.4404
2004-02-10,-0.3318
2004-02-11,2.1637
2004-02-12,-0.7059
2004-02-13,-1.0937999999999999
2004-02-17,0.3594
2004-02-18,-1.1295
2004-02-19,-0.9195
2004-02-20,0.3937
2004-02-23,-0.8964
2004-02-24,1.7241
2004-02-25,1.167
2004-02-26,1.181
2004-02-27,-1.4386999999999999
2004-03-01,1.4597
2004-03-02,0.5157
2004-03-03,0.054
2004-03-04,0.135
2004-03-05,0.9434
2004-03-08,-0.6142
2004-03-09,-0.4836
2004-03-10,-1.5417999999999998
2004-03-11,-0.8516
2004-03-12,0.0
2004-03-15,-1.8841999999999999
2004-03-16,1.2708
2004-03-17,1.7847
2004-03-18,1.3425
2004-03-19,-0.8381
2004-03-22,-1.6903000000000001
2004-03-23,0.416
2004-03-24,-0.6076
2004-03-25,3.2231
2004-03-26,-0.5922
2004-03-29,1.0019
2004-03-30,0.2949
2004-03-31,-0.1337
2004-04-01,-0.7495
2004-04-02,-1.0787
2004-04-05,1.5267
2004-04-06,-0.8056
2004-04-07,-1.2182
2004-04-08,-0.7947
2004-04-12,0.7182
2004-04-13,-1.6456
2004-04-14,-0.1115
2004-04-15,0.1117
2004-04-16,0.9481
2004-04-19,-0.5525
2004-04-20,-0.9722
2004-04-21,-0.3086
2004-04-22,2.2791
2004-04-23,0.3851
2004-04-26,-0.3837
2004-04-27,0.4952
2004-04-28,-1.4782
2004-04-29,-0.7224
2004-04-30,-1.5112999999999999
2004-05-03,0.1137
2004-05-04,0.369
2004-05-05,-0.2828
2004-05-06,-2.5525
2004-05-07,-3.9581
2004-05-10,1.3333
2004-05-11,0.1495
2004-05-12,0.1194
2004-05-13,0.5667
2004-05-14,0.2372
2004-05-17,-0.9763
2004-05-18,3.4359
2004-05-19,-1.7330999999999999
