ticker,EVN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.0753
2000-01-04,0.5319
2000-01-05,0.5291
2000-01-06,1.6316000000000002
2000-01-07,-0.5208
2000-01-10,0.5236
2000-01-11,-2.0833
2000-01-12,-1.5957
2000-01-13,-1.6216
2000-01-14,0.0
2000-01-18,-3.2967
2000-01-19,3.9773
2000-01-20,1.0929
2000-01-21,2.7027
2000-01-24,-1.5789
2000-01-25,2.6738
2000-01-26,-2.0833
2000-01-27,1.5957
2000-01-28,-1.0471
2000-01-31,0.5291
2000-02-01,-2.1053
2000-02-02,1.0753
2000-02-03,2.6596
2000-02-04,-1.0363
2000-02-07,-1.5707
2000-02-08,2.7128
2000-02-09,-0.5208
2000-02-10,0.0
2000-02-11,-1.0471
2000-02-14,-2.6455
2000-02-15,2.1739
2000-02-16,0.0
2000-02-17,-0.5319
2000-02-18,1.0695000000000001
2000-02-22,-2.6455
2000-02-23,1.6303999999999998
2000-02-24,1.0695000000000001
2000-02-25,-0.5291
2000-02-28,-1.5957
2000-02-29,1.0811
2000-03-01,-0.5348
2000-03-02,-0.5376
2000-03-03,-0.5405
2000-03-06,0.0
2000-03-07,-1.087
2000-03-08,-2.1429
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,-2.8249
2000-03-14,-1.7442
2000-03-15,0.5917
2000-03-16,1.1764999999999999
2000-03-17,0.0
2000-03-20,1.1628
2000-03-21,0.0
2000-03-22,1.1494
2000-03-23,-1.7045
2000-03-24,2.3121
2000-03-27,-0.565
2000-03-28,2.2727
2000-03-29,-1.1111
2000-03-30,0.5618
2000-03-31,1.6760000000000002
2000-04-03,-0.5495
2000-04-04,1.105
2000-04-05,0.5464
2000-04-06,0.5978
2000-04-07,1.6303999999999998
2000-04-10,-0.5348
2000-04-11,-1.0753
2000-04-12,0.0
2000-04-13,3.2609
2000-04-14,-1.0526
2000-04-17,-3.1915
2000-04-18,0.0
2000-04-19,-0.5495
2000-04-20,1.6575
2000-04-24,1.087
2000-04-25,-1.0753
2000-04-26,-1.087
2000-04-27,-1.0989
2000-04-28,-1.6667
2000-05-01,1.1299
2000-05-02,1.1173
2000-05-03,-0.5525
2000-05-04,-0.5
2000-05-05,0.5618
2000-05-08,-0.5587
2000-05-09,1.6854
2000-05-10,-0.5525
2000-05-11,0.0
2000-05-12,-1.1111
2000-05-15,0.0
2000-05-16,-1.1236
2000-05-17,-1.1364
2000-05-18,-0.5747
2000-05-19,-4.0462
2000-05-22,1.8072
