ticker,OKS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.6303999999999998
2000-01-04,0.5348
2000-01-05,0.5319
2000-01-06,2.3810000000000002
2000-01-07,3.876
2000-01-10,-1.7412999999999998
2000-01-11,-0.2532
2000-01-12,1.2690000000000001
2000-01-13,2.2556
2000-01-14,0.9804
2000-01-18,0.2427
2000-01-19,5.569
2000-01-20,0.9174
2000-01-21,1.5909
2000-01-24,0.8949
2000-01-25,1.5521
2000-01-26,-2.1834
2000-01-27,-1.9196
2000-01-28,0.2331
2000-01-31,1.8605
2000-02-01,-1.3699
2000-02-02,0.0
2000-02-03,-0.6944
2000-02-04,0.0
2000-02-07,0.2331
2000-02-08,0.2326
2000-02-09,1.3921000000000001
2000-02-10,-0.9153
2000-02-11,0.2309
2000-02-14,0.2304
2000-02-15,0.6897
2000-02-16,1.3699
2000-02-17,1.1261
2000-02-18,0.2227
2000-02-22,-0.4444
2000-02-23,-2.6786
2000-02-24,0.0
2000-02-25,0.4587
2000-02-28,3.8813
2000-02-29,2.4176
2000-03-01,-1.7167
2000-03-02,-0.8734
2000-03-03,0.6608
2000-03-06,-1.0941
2000-03-07,-0.6637
2000-03-08,0.6682
2000-03-09,-0.4425
2000-03-10,-0.8889
2000-03-13,-0.6726
2000-03-14,0.9029
2000-03-15,-0.4474
2000-03-16,0.4494
2000-03-17,-0.2237
2000-03-20,-0.2242
2000-03-21,0.6742
2000-03-22,-1.5625
2000-03-23,0.0
2000-03-24,0.2268
2000-03-27,0.0
2000-03-28,-0.6787
2000-03-29,-0.2278
2000-03-30,0.0
2000-03-31,-0.9132
2000-04-03,-2.5346
2000-04-04,-0.4728
2000-04-05,-0.2375
2000-04-06,-0.4762
2000-04-07,0.0
2000-04-10,-0.9569
2000-04-11,1.2077
2000-04-12,-0.9547
2000-04-13,0.241
2000-04-14,-0.9615
2000-04-17,-2.4272
2000-04-18,-1.2438
2000-04-19,0.0
2000-04-20,0.5038
2000-04-24,0.2506
2000-04-25,2.5
2000-04-26,-4.2927
2000-04-27,2.6178
2000-04-28,1.5306
2000-05-01,-1.2563
2000-05-02,0.0
2000-05-03,0.7634
2000-05-04,-2.0202
2000-05-05,-0.2577
2000-05-08,1.292
2000-05-09,1.0204
2000-05-10,-2.0202
2000-05-11,-1.0309
2000-05-12,1.0417
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,0.0
2000-05-19,-0.2577
2000-05-22,-0.2584
2000-05-23,-0.5181
