ticker,ETV US Equity
2005-11-17,-0.2117
2005-11-18,-0.1656
2005-11-21,-0.9004
2005-11-22,-0.2151
2005-11-23,0.5388
2005-11-25,-0.4287
2005-11-28,0.2153
2005-11-29,-0.2685
2005-11-30,-0.0539
2005-12-01,0.2155
2005-12-02,0.4839
2005-12-05,-1.0701
2005-12-06,-0.1622
2005-12-07,-0.2167
2005-12-08,-0.9772
2005-12-09,0.2741
2005-12-12,-1.6402
2005-12-13,-1.0561
2005-12-14,1.9663
2005-12-15,1.9284
2005-12-16,0.2703
2005-12-19,-2.6146000000000003
2005-12-20,-1.9329
2005-12-21,1.1594
2005-12-22,-0.9169
2005-12-23,0.8676
2005-12-27,0.2294
2005-12-28,-0.7437
2005-12-29,1.7290999999999999
2005-12-30,0.5666
2006-01-03,2.2535
2006-01-04,1.0468
2006-01-05,0.5998
2006-01-06,-0.1626
2006-01-09,0.1629
2006-01-10,0.4878
2006-01-11,1.2406
2006-01-12,-0.0539
2006-01-13,0.3205
2006-01-17,-0.7439
2006-01-18,-0.3212
2006-01-19,-0.1611
2006-01-20,-0.2152
2006-01-23,0.3235
2006-01-24,-0.1612
2006-01-25,0.0538
2006-01-26,-0.5917
2006-01-27,-0.2165
2006-01-30,0.3254
2006-01-31,0.7568
2006-02-01,0.3755
2006-02-02,-0.9086
2006-02-03,0.2157
2006-02-06,-0.1076
2006-02-07,-0.0539
2006-02-08,0.4313
2006-02-09,-0.4831
2006-02-10,-0.2157
2006-02-13,-0.2162
2006-02-14,-0.2167
2006-02-15,0.1629
2006-02-16,0.7046
2006-02-17,0.1076
2006-02-21,0.6452
2006-02-22,0.1603
2006-02-23,0.2667
2006-02-24,0.7447
2006-02-27,-0.7392
2006-02-28,0.5319
2006-03-01,0.7937
2006-03-02,-0.2625
2006-03-03,0.7895
2006-03-06,-0.8355
2006-03-07,-0.0527
2006-03-08,0.843
2006-03-09,0.1567
2006-03-10,0.2087
2006-03-13,0.3644
2006-03-14,0.6743
2006-03-15,-0.4122
2006-03-16,0.3104
2006-03-17,0.4126
2006-03-20,0.4109
2006-03-21,-0.5627
2006-03-22,-0.3858
2006-03-23,-1.7469999999999999
2006-03-24,0.1078
2006-03-27,-0.4844
2006-03-28,-0.2704
2006-03-29,0.8677
2006-03-30,-0.0538
2006-03-31,0.5917
2006-04-03,2.0321
2006-04-04,-0.6289
2006-04-05,-0.211
2006-04-06,-0.5814
2006-04-07,-0.2127
2006-04-10,-0.7991
2006-04-11,-0.1611
2006-04-12,-0.7531
2006-04-13,-0.3252
2006-04-17,-1.5769
2006-04-18,-0.442
2006-04-19,1.1654
2006-04-20,0.8777
2006-04-21,0.4894
2006-04-24,-0.1082
2006-04-25,-0.4875
2006-04-26,-0.7621
2006-04-27,0.0549
2006-04-28,0.5482
2006-05-01,0.7088
2006-05-02,0.1083
2006-05-03,0.2163
2006-05-04,0.3778
2006-05-05,-0.0538
2006-05-08,-0.3228
2006-05-09,-0.7555
2006-05-10,0.1088
2006-05-11,-0.8148
2006-05-12,-0.2191
2006-05-15,0.1647
2006-05-16,0.5479
2006-05-17,-1.0899
2006-05-18,0.1102
2006-05-19,-0.2201
2006-05-22,-1.6547
2006-05-23,-0.3365
2006-05-24,-0.3939
2006-05-25,1.8079
2006-05-26,0.1665
2006-05-30,-1.7175
2006-05-31,1.7475
2006-06-01,0.4986
2006-06-02,1.4333
2006-06-05,0.0
2006-06-06,0.2717
2006-06-07,0.7588
2006-06-08,-0.8069
2006-06-09,0.2169
2006-06-12,-1.5152
2006-06-13,-0.3297
2006-06-14,-0.441
2006-06-15,1.4396
2006-06-16,0.2183
2006-06-19,0.0545
2006-06-20,-0.5988
2006-06-21,0.0274
2006-06-22,-0.5621
2006-06-23,0.6218
2006-06-26,0.1685
2006-06-27,-0.2243
2006-06-28,-0.8432
2006-06-29,1.5306
2006-06-30,1.6192
2006-07-03,1.1538
2006-07-05,-0.1086
2006-07-06,-0.3263
2006-07-07,-0.8183
2006-07-10,0.275
2006-07-11,0.1646
2006-07-12,-0.6572
2006-07-13,0.1103
2006-07-14,-0.3304
2006-07-17,-0.221
2006-07-18,-1.3289
2006-07-19,0.954
2006-07-20,-0.5003
2006-07-21,-0.7263
2006-07-24,1.0129
2006-07-25,0.5014
2006-07-26,1.1086
2006-07-27,0.7127
2006-07-28,1.1976
2006-07-31,0.269
2006-08-01,-0.4292
2006-08-02,0.9159
2006-08-03,0.3737
2006-08-04,0.5851
2006-08-07,-0.4759
2006-08-08,0.797
2006-08-09,0.2636
2006-08-10,-0.1052
2006-08-11,0.2632
2006-08-14,0.4199
2006-08-15,0.4182
2006-08-16,-0.5206
2006-08-17,-0.471
2006-08-18,0.5258
2006-08-21,-0.0523
2006-08-22,0.3663
2006-08-23,0.0521
2006-08-24,-0.3127
2006-08-25,-0.3659
2006-08-28,-0.1574
2006-08-29,0.6306
2006-08-30,1.3054999999999999
2006-08-31,0.2577
2006-09-01,0.2057
2006-09-05,0.1026
2006-09-06,-1.0764
2006-09-07,-0.6736
2006-09-08,0.9911
2006-09-11,0.4649
2006-09-12,0.8226
2006-09-13,0.051
2006-09-14,-0.3568
2006-09-15,0.4092
2006-09-18,0.3057
2006-09-19,0.0508
2006-09-20,-1.0914
2006-09-21,1.2099
2006-09-22,0.4158
2006-09-25,-0.5176
2006-09-26,-0.6243
2006-09-27,0.4712
2006-09-28,0.0521
2006-09-29,0.8333
2006-10-02,0.8781
2006-10-03,0.3584
2006-10-04,-0.2551
2006-10-05,-0.4092
2006-10-06,-0.5675
2006-10-09,0.6224
2006-10-10,0.2567
2006-10-11,-0.1536
2006-10-12,0.5128
2006-10-13,0.5102
2006-10-16,0.1015
2006-10-17,-0.4564
2006-10-18,1.1207
2006-10-19,0.3526
2006-10-20,0.2008
2006-10-23,-0.8517
2006-10-24,-0.4042
2006-10-25,-0.2537
2006-10-26,-0.2543
2006-10-27,0.9179
2006-10-30,0.758
2006-10-31,-0.0502
2006-11-01,-0.4516
2006-11-02,-0.3024
2006-11-03,-0.6067
2006-11-06,-0.3561
2006-11-07,0.051
2006-11-08,0.0
2006-11-09,-1.6327
2006-11-10,0.2593
2006-11-13,1.2416
2006-11-14,-0.4088
2006-11-15,0.0513
2006-11-16,0.6667
2006-11-17,0.0
2006-11-20,0.8151
2006-11-21,-0.4548
2006-11-22,-0.1015
2006-11-24,-0.4049
2006-11-27,-0.1547
2006-11-28,1.1242
2006-11-29,0.2527
2006-11-30,-0.4536
2006-12-01,0.962
2006-12-04,0.3009
2006-12-05,-0.45
2006-12-06,0.4018
2006-12-07,0.1501
2006-12-08,0.5994
2006-12-11,0.4965
2006-12-12,-0.0988
2006-12-13,-0.2473
2006-12-14,0.9916
2006-12-15,0.6382
2006-12-18,0.5366
2006-12-19,-0.3396
2006-12-20,-0.2678
2006-12-21,-0.1999
2006-12-22,0.3505
2006-12-26,1.5968
2006-12-27,0.4912
2006-12-28,-0.9775
2006-12-29,0.5429
2007-01-03,-1.5709
2007-01-04,-0.7481
2007-01-05,-1.6583
2007-01-08,1.3286
2007-01-09,1.7146
2007-01-10,0.4958
2007-01-11,-0.444
2007-01-12,0.1487
2007-01-16,0.0495
2007-01-17,-0.2967
2007-01-18,-0.2976
2007-01-19,0.0498
2007-01-22,0.3978
2007-01-23,-0.0495
2007-01-24,-0.3964
2007-01-25,-0.0498
2007-01-26,0.5973
2007-01-29,0.4453
2007-01-30,0.936
2007-01-31,1.4153
2007-02-01,-1.7324000000000002
2007-02-02,-0.6366
2007-02-05,0.345
2007-02-06,-0.5894
2007-02-07,0.1482
2007-02-08,0.148
2007-02-09,0.3941
2007-02-12,-0.1472
2007-02-13,-0.1966
2007-02-14,-0.0985
2007-02-15,0.5914
2007-02-16,-1.0289
2007-02-20,-0.495
2007-02-21,-0.5473
2007-02-22,-0.1501
2007-02-23,0.6513
2007-02-26,0.0498
2007-02-27,-0.8458
2007-02-28,0.1004
2007-03-01,-0.1504
2007-03-02,-0.1004
2007-03-05,-0.7538
2007-03-06,0.557
2007-03-07,1.4602
2007-03-08,0.7444
2007-03-09,0.9852
2007-03-12,0.0
2007-03-13,-1.0244
2007-03-14,-0.5421
2007-03-15,1.8335
2007-03-16,-0.292
2007-03-19,0.1952
2007-03-20,0.1948
2007-03-21,-0.0243
2007-03-22,0.2987
2007-03-23,0.7444
2007-03-26,-0.3448
2007-03-27,-0.5437
2007-03-28,0.497
2007-03-29,0.6924
2007-03-30,0.7367
2007-04-02,-0.4388
2007-04-03,-0.4897
2007-04-04,-0.1969
2007-04-05,-0.0493
2007-04-09,0.444
2007-04-10,0.3929
2007-04-11,-0.3425
2007-04-12,-0.1473
2007-04-13,-0.3933
2007-04-16,0.691
2007-04-17,-0.5392
2007-04-18,0.0493
2007-04-19,-0.2956
2007-04-20,0.9387
2007-04-23,-0.1468
2007-04-24,-0.2941
2007-04-25,0.295
2007-04-26,0.4902
2007-04-27,0.0488
2007-04-30,-0.9264
2007-05-01,-0.689
2007-05-02,0.6442
2007-05-03,-0.2954
2007-05-04,0.1481
2007-05-07,0.3945
2007-05-08,-0.7859
2007-05-09,0.495
2007-05-10,-0.0493
2007-05-11,-0.0986
2007-05-14,0.296
2007-05-15,-0.2459
2007-05-16,0.3452
2007-05-17,-0.8354
2007-05-18,0.0496
2007-05-21,0.2972
2007-05-22,-0.4938
2007-05-23,0.1489
2007-05-24,-0.0496
2007-05-25,-0.0496
2007-05-29,1.0913
2007-05-30,0.2453
2007-05-31,-0.0979
2007-06-01,0.196
2007-06-04,0.2934
2007-06-05,-0.195
2007-06-06,-0.6839
2007-06-07,-0.6886
2007-06-08,0.2972
2007-06-11,0.1975
2007-06-12,-0.69
2007-06-13,1.1414
2007-06-14,0.6379
2007-06-15,-0.4388
2007-06-18,1.0774
2007-06-19,0.1938
2007-06-20,-0.6528
2007-06-21,-1.0962
2007-06-22,-0.6549
2007-06-25,-1.572
2007-06-26,-0.0515
2007-06-27,0.4124
2007-06-28,-0.4107
2007-06-29,0.7216
2007-07-02,0.6141
2007-07-03,0.4069
2007-07-05,-0.5066
2007-07-06,-0.2037
2007-07-09,-0.8673
2007-07-10,-0.4117
2007-07-11,0.2584
2007-07-12,0.4124
2007-07-13,-0.2053
2007-07-16,-0.6173
2007-07-17,-0.4141
2007-07-18,-1.6632
2007-07-19,0.5814
2007-07-20,-1.2612
2007-07-23,0.6919
2007-07-24,-2.8013
2007-07-25,0.3263
2007-07-26,-2.71
2007-07-27,2.507
2007-07-30,0.6522
2007-07-31,1.6199
2007-08-01,-0.3719
2007-08-02,0.96
2007-08-03,-0.7396
2007-08-06,-1.0112
2007-08-07,2.043
2007-08-08,0.6849
2007-08-09,-1.0989
2007-08-10,-1.9577
2007-08-13,-0.7016
2007-08-14,-2.9891
2007-08-15,-5.042
2007-08-16,-1.2979
2007-08-17,6.9934
2007-08-20,1.0615
2007-08-21,0.3317
2007-08-22,1.2671999999999999
2007-08-23,0.6529
2007-08-24,1.5135
2007-08-27,-0.5325
2007-08-28,-2.1949
2007-08-29,1.861
2007-08-30,-1.7195
2007-08-31,1.6949
2007-09-04,0.1613
2007-09-05,0.0
2007-09-06,1.2882
2007-09-07,-1.6958
2007-09-10,-0.3235
2007-09-11,0.5408
2007-09-12,1.0221
2007-09-13,0.6922
2007-09-14,-0.6346
2007-09-17,-0.4258
2007-09-18,1.6034000000000002
2007-09-19,-1.6044
2007-09-20,-0.6034
2007-09-21,0.5519
2007-09-24,-0.8782
2007-09-25,0.1661
2007-09-26,-0.6633
2007-09-27,0.3895
2007-09-28,0.5543
2007-10-01,0.6064
2007-10-02,0.3836
2007-10-03,0.655
2007-10-04,0.3254
2007-10-05,0.5405
2007-10-08,-1.5591
2007-10-09,-0.1092
2007-10-10,0.2734
2007-10-11,-1.5267
2007-10-12,-0.2215
2007-10-15,-1.4983
2007-10-16,-0.6197
2007-10-17,-0.1134
2007-10-18,0.2838
2007-10-19,-2.3769
2007-10-22,0.0
2007-10-23,1.2174
2007-10-24,-0.1145
2007-10-25,0.6307
2007-10-26,1.1966
2007-10-29,-0.0563
2007-10-30,-0.3944
2007-10-31,0.4525
2007-11-01,-1.0135
2007-11-02,0.0
2007-11-05,-0.4551
2007-11-06,0.0
2007-11-07,-1.3714
2007-11-08,-0.0579
2007-11-09,-1.1594
2007-11-12,-2.9326
2007-11-13,0.9063
2007-11-14,0.479
2007-11-15,-1.6091
2007-11-16,0.4846
2007-11-19,-1.2658
2007-11-20,0.0611
2007-11-21,-1.8914
2007-11-23,1.6169
2007-11-26,-0.918
2007-11-27,0.0618
2007-11-28,2.2222
2007-11-29,0.3019
2007-11-30,1.5051
2007-12-03,0.5931
2007-12-04,1.7099
2007-12-05,0.5797
2007-12-06,0.634
2007-12-07,0.7446
2007-12-10,-0.1706
2007-12-11,-2.164
2007-12-12,0.8731
2007-12-13,-0.2308
2007-12-14,-0.8097
2007-12-17,-0.8746
2007-12-18,-0.9412
2007-12-19,-0.2375
2007-12-20,-1.2798
2007-12-21,1.6760000000000002
2007-12-24,1.3431
2007-12-26,0.7229
2007-12-27,-0.9569
2007-12-28,1.0266
2007-12-31,1.2671999999999999
2008-01-02,0.5194
2008-01-03,1.7616
2008-01-04,-1.7311
2008-01-07,-1.2331
2008-01-08,0.4162
2008-01-09,0.296
2008-01-10,1.889
2008-01-11,-0.9849
2008-01-14,0.7022
2008-01-15,-1.1621
2008-01-16,-0.1764
2008-01-17,-2.7091
2008-01-18,-1.8281
2008-01-22,-2.3307
2008-01-23,2.3982
2008-01-24,2.3436
2008-01-25,-0.4819
2008-01-28,1.3923
2008-01-29,0.4776
2008-01-30,1.0101
2008-01-31,1.7059
2008-02-01,0.8676
2008-02-04,-1.0894
2008-02-05,-2.6667
2008-02-06,-1.1912
2008-02-07,1.2658
2008-02-08,-0.8333
2008-02-11,1.2605
2008-02-12,0.7706
2008-02-13,-0.3529
2008-02-14,-2.3613
2008-02-15,-1.3906
2008-02-19,1.1649
2008-02-20,0.7273
2008-02-21,-1.083
2008-02-22,0.5474
2008-02-25,1.3309
2008-02-26,0.8955
2008-02-27,-0.0592
2008-02-28,-0.4737
2008-02-29,-1.6061999999999999
2008-03-03,-0.1814
2008-03-04,-1.272
2008-03-05,1.4724
2008-03-06,-0.8464
2008-03-07,-0.9756
2008-03-10,-2.0936
2008-03-11,2.5786
2008-03-12,-0.3679
2008-03-13,-0.6769
2008-03-14,-0.8674
2008-03-17,-2.125
2008-03-18,3.0651
2008-03-19,-0.1549
2008-03-20,0.5115
2008-03-24,0.7634
2008-03-25,0.0631
2008-03-26,-0.694
2008-03-27,0.3812
2008-03-28,0.0
2008-03-31,0.5696
2008-04-01,2.4544
2008-04-02,0.1229
2008-04-03,0.3681
2008-04-04,-1.0391
2008-04-07,0.6053
2008-04-08,-1.0928
2008-04-09,-1.2415
2008-04-10,0.44
2008-04-11,-1.3767
2008-04-14,-0.5076
2008-04-15,0.8291
2008-04-16,2.9728
2008-04-17,0.3686
2008-04-18,0.7344
2008-04-21,0.2453
2008-04-22,-0.8507
2008-04-23,1.1002
2008-04-24,0.7255
2008-04-25,0.7803
2008-04-28,0.0
2008-04-29,-1.1912
2008-04-30,0.0
2008-05-01,1.9289
2008-05-02,0.1774
2008-05-05,-1.3577
2008-05-06,0.3591
2008-05-07,-1.4311
2008-05-08,2.2384
2008-05-09,0.2367
2008-05-12,0.9445
2008-05-13,-0.4678
2008-05-14,0.5288
2008-05-15,0.4676
2008-05-16,-0.1745
2008-05-19,0.4079
2008-05-20,-0.4643
2008-05-21,-1.8659
2008-05-22,0.713
2008-05-23,-1.0029
2008-05-27,1.3111
2008-05-28,0.7647
2008-05-29,0.6421
2008-05-30,1.5197
2008-06-02,0.0464
2008-06-03,0.5704
2008-06-04,0.1704
2008-06-05,-0.0567
2008-06-06,-1.021
2008-06-09,-0.3438
2008-06-10,0.575
2008-06-11,-1.4294
2008-06-12,0.6381
2008-06-13,0.2882
2008-06-16,0.977
2008-06-17,0.683
2008-06-18,-0.6218
2008-06-19,-1.678
2008-06-20,-1.4277
2008-06-23,-0.2414
2008-06-24,-0.9679
2008-06-25,0.9163
2008-06-26,-1.3923
2008-06-27,-0.2455
2008-06-30,0.7385
2008-07-01,1.7104
2008-07-02,-1.5615999999999999
2008-07-03,-2.3185000000000002
2008-07-07,-3.123
2008-07-08,1.5474
2008-07-09,0.127
2008-07-10,-0.6975
2008-07-11,-2.235
2008-07-14,-2.2861000000000002
2008-07-15,-2.8743
2008-07-16,3.097
2008-07-17,1.2016
2008-07-18,0.2639
2008-07-21,0.3947
2008-07-22,0.4587
2008-07-23,1.5655999999999999
2008-07-24,-1.5413999999999999
2008-07-25,0.3914
2008-07-28,-1.5594999999999999
2008-07-29,1.5842
2008-07-30,1.4945
2008-07-31,-0.5122
2008-08-01,0.0
2008-08-04,-0.8366
2008-08-05,1.5574
2008-08-06,0.3195
2008-08-07,-1.3376000000000001
2008-08-08,1.4203000000000001
2008-08-11,0.191
2008-08-12,-0.6353
2008-08-13,0.2558
2008-08-14,0.2551
2008-08-15,0.0
2008-08-18,-0.5725
2008-08-19,-0.5118
2008-08-20,0.2572
2008-08-21,-0.9622
2008-08-22,1.0363
2008-08-25,-1.2821
2008-08-26,0.9091
2008-08-27,0.3218
2008-08-28,1.347
2008-08-29,0.6329
2008-09-02,-0.6918
2008-09-03,-0.5066
2008-09-04,-2.7371
2008-09-05,0.1309
2008-09-08,1.0458
2008-09-09,-3.0401
2008-09-10,-1.1341
2008-09-11,-0.2024
2008-09-12,0.2028
2008-09-15,-5.4656
2008-09-16,-1.9986000000000002
2008-09-17,-7.0648
2008-09-18,4.7022
2008-09-19,3.7051
2008-09-22,-4.559
2008-09-23,-1.3312
2008-09-24,0.3175
2008-09-25,0.3165
2008-09-26,-1.4984
2008-09-29,-6.7254000000000005
2008-09-30,2.7468
2008-10-01,3.8429
2008-10-02,-2.6549
2008-10-03,-0.0826
2008-10-06,-9.1811
2008-10-07,-9.4718
2008-10-08,-4.0241
2008-10-09,-7.9665
2008-10-10,-4.2155
2008-10-13,18.4322
2008-10-14,4.3173
2008-10-15,-6.641
2008-10-16,4.1134
2008-10-17,7.9315
2008-10-20,2.0183
2008-10-21,-3.868
2008-10-22,-3.0859
2008-10-23,2.1236
2008-10-24,-0.2836
2008-10-27,-3.6019
2008-10-28,7.473
2008-10-29,-1.7383
2008-10-30,3.0726
2008-10-31,1.355
2008-11-03,2.1390000000000002
2008-11-04,2.5305
2008-11-05,-3.9149000000000003
2008-11-06,-2.5686
2008-11-07,-0.4545
2008-11-10,-2.1005
2008-11-11,-0.653
2008-11-12,-4.1315
2008-11-13,2.8404
2008-11-14,-1.4285999999999999
2008-11-17,-4.7343
2008-11-18,-0.3043
2008-11-19,-4.4761
2008-11-20,-11.0756
2008-11-21,0.2395
2008-11-24,7.6464
2008-11-25,3.8846
2008-11-26,4.7009
2008-11-28,3.1633
2008-12-01,-7.3195
2008-12-02,3.5219
2008-12-03,2.9897
2008-12-04,-5.3053
2008-12-05,4.1226
2008-12-08,2.6395999999999997
2008-12-09,-2.0772
2008-12-10,1.2172
2008-12-11,-0.4042
2008-12-12,1.1022
2008-12-15,1.2884
2008-12-16,4.501
2008-12-17,-2.9026
2008-12-18,-0.8679
2008-12-19,3.1128
2008-12-22,1.6509
2008-12-23,-2.4272
2008-12-24,-0.4988
2008-12-26,0.4013
2008-12-29,-2.0916
2008-12-30,2.7467
2008-12-31,0.9901
2009-01-02,8.3333
2009-01-05,0.543
2009-01-06,3.2403
2009-01-07,-1.8309
2009-01-08,1.865
2009-01-09,-2.8771
2009-01-12,-2.6032
2009-01-13,-1.3825
2009-01-14,-2.8971999999999998
2009-01-15,3.3686
2009-01-16,4.3762
2009-01-20,-6.3336
2009-01-21,3.7143
2009-01-22,-0.6428
2009-01-23,-0.647
2009-01-26,-0.093
2009-01-27,0.0931
2009-01-28,2.0465
2009-01-29,-2.0055
2009-01-30,-0.6512
2009-02-02,0.0936
2009-02-03,1.029
2009-02-04,0.2778
2009-02-05,1.7296
2009-02-06,3.0651
2009-02-09,2.5099
2009-02-10,-3.6942
2009-02-11,-0.446
2009-02-12,-0.3584
2009-02-13,-1.9784000000000002
2009-02-17,-5.367
2009-02-18,0.4363
2009-02-19,-0.6757
2009-02-20,-2.3324
2009-02-23,-7.0647
2009-02-24,7.1734
2009-02-25,0.4995
2009-02-26,0.7952
2009-02-27,-1.7751000000000001
2009-03-02,-8.2329
2009-03-03,-1.3129
2009-03-04,4.102
2009-03-05,-4.1534
2009-03-06,0.8889
2009-03-09,-5.0847
2009-03-10,6.5174
2009-03-11,4.3573
2009-03-12,4.4885
2009-03-13,2.2977
2009-03-16,1.0742
2009-03-17,4.3478
2009-03-18,1.9444
2009-03-19,-2.181
2009-03-20,-3.1094
2009-03-23,6.4257
2009-03-24,-2.5472
2009-03-25,2.1297
2009-03-26,2.9384
2009-03-27,-1.5654
2009-03-30,-4.116
2009-03-31,2.9268
2009-04-01,3.0332
2009-04-02,2.5759
2009-04-03,-0.4484
2009-04-06,-2.1622
2009-04-07,0.0
2009-04-08,1.2891
2009-04-09,2.7955
2009-04-13,-1.216
2009-04-14,-1.88
2009-04-15,1.2774
2009-04-16,1.2612999999999999
2009-04-17,0.4448
2009-04-20,-3.8087
2009-04-21,1.1971
2009-04-22,0.7279
2009-04-23,0.813
2009-04-24,0.8961
2009-04-27,-0.1776
2009-04-28,0.4448
2009-04-29,1.5058
2009-04-30,0.4363
2009-05-01,2.172
2009-05-04,2.8061
2009-05-05,-0.3309
2009-05-06,1.4108
2009-05-07,-1.7185000000000001
2009-05-08,1.0824
2009-05-11,-0.3295
2009-05-12,-0.9091
2009-05-13,-0.417
2009-05-14,0.9213
2009-05-15,-0.7469
2009-05-18,3.0936
2009-05-19,1.7843
2009-05-20,0.0797
2009-05-21,-1.7516
2009-05-22,1.8639000000000001
2009-05-26,1.5911
2009-05-27,-1.3312
2009-05-28,0.9524
2009-05-29,2.044
2009-06-01,0.6934
2009-06-02,3.29
2009-06-03,-2.963
2009-06-04,1.0687
2009-06-05,-0.9063
2009-06-08,-0.3811
2009-06-09,1.0712
2009-06-10,0.0
2009-06-11,0.4542
2009-06-12,0.3768
2009-06-15,-0.1502
2009-06-16,0.5263
2009-06-17,0.0748
2009-06-18,-0.2242
2009-06-19,-2.9588
2009-06-22,-3.766
2009-06-23,0.6661
2009-06-24,-0.579
2009-06-25,2.995
2009-06-26,0.9693
2009-06-29,2.8
2009-06-30,-1.4008
2009-07-01,0.4736
2009-07-02,0.707
2009-07-06,-1.3261
2009-07-07,-1.6601
2009-07-08,-1.2058
2009-07-09,1.3832
2009-07-10,0.7223
2009-07-13,1.2749
2009-07-14,0.3147
2009-07-15,1.6471
2009-07-16,2.0062
2009-07-17,0.4539
2009-07-20,1.1295
2009-07-21,2.3083
2009-07-22,-0.5822
2009-07-23,0.366
2009-07-24,0.2918
2009-07-27,0.1455
2009-07-28,-0.7988
2009-07-29,-0.366
2009-07-30,0.6604
2009-07-31,0.7308
2009-08-03,0.7246
2009-08-04,0.3597
2009-08-05,0.2867
2009-08-06,-2.2873
2009-08-07,0.8047
2009-08-10,-0.2903
2009-08-11,-1.6012
2009-08-12,1.4053
2009-08-13,0.7112
2009-08-14,-1.358
2009-08-17,-2.8634
2009-08-18,3.2502
2009-08-19,0.8785
2009-08-20,1.1611
2009-08-21,-0.0717
2009-08-24,-0.2872
2009-08-25,0.432
2009-08-26,-1.2903
2009-08-27,-0.0726
2009-08-28,0.0727
2009-08-31,0.6536
2009-09-01,-0.6494
2009-09-02,-1.1619
2009-09-03,2.4247
2009-09-04,2.2237999999999998
2009-09-08,1.9649
2009-09-09,1.17
2009-09-10,0.8844
2009-09-11,0.0674
2009-09-14,0.6065
2009-09-15,1.5405
2009-09-16,1.0554
2009-09-17,0.9138
2009-09-18,-0.194
2009-09-21,-2.1711
2009-09-22,-1.026
2009-09-23,0.0
2009-09-24,-2.9717000000000002
2009-09-25,0.2137
2009-09-28,2.0611
2009-09-29,-0.1393
2009-09-30,-0.3487
2009-10-01,-2.7292
2009-10-02,-1.4388
2009-10-05,1.6058
2009-10-06,1.2213
2009-10-07,-0.3549
2009-10-08,1.8519
2009-10-09,0.0699
2009-10-12,1.3277
2009-10-13,-0.4828
2009-10-14,0.4158
2009-10-15,-0.3451
2009-10-16,0.4848
2009-10-19,-0.3446
2009-10-20,1.0373
2009-10-21,-1.7112
2009-10-22,0.2786
2009-10-23,-1.0417
2009-10-26,-0.9825
2009-10-27,-0.567
2009-10-28,-1.6393
2009-10-29,2.8986
2009-10-30,-3.5678
2009-11-02,1.9471
2009-11-03,0.4298
2009-11-04,0.5706
2009-11-05,0.8511
2009-11-06,0.4923
2009-11-09,1.6795
2009-11-10,0.0
2009-11-11,0.6194
2009-11-12,-0.4104
2009-11-13,0.0687
2009-11-16,0.5491
2009-11-17,0.3413
2009-11-18,0.3401
2009-11-19,-0.4068
2009-11-20,-1.0211
2009-11-23,1.1692
2009-11-24,1.0197
2009-11-25,0.8748
2009-11-27,-0.1334
2009-11-30,1.0688
2009-12-01,0.3966
2009-12-02,0.1317
2009-12-03,-1.9724
2009-12-04,0.6036
