ticker,JCGI US Equity
2000-05-26,0.0
2000-05-30,0.0
2000-05-31,-4.1667
2000-06-01,4.3478
2000-06-02,16.6667
2000-06-05,78.5714
2000-06-06,6.0
2000-06-07,-1.8868
2000-06-08,1.9231
2000-06-09,-1.8868
2000-06-12,0.0
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,-1.9231
2000-06-19,1.9607999999999999
2000-06-20,0.0
2000-06-21,1.9231
2000-06-22,0.0
2000-06-23,0.0
2000-06-26,0.0
2000-06-27,0.0
2000-06-28,1.8868
2000-06-29,0.0
2000-06-30,1.8519
2000-07-03,-1.8182
2000-07-05,0.0
2000-07-06,-1.8519
2000-07-07,0.0
2000-07-10,0.0
2000-07-11,0.0
2000-07-12,-1.8868
2000-07-13,0.0
2000-07-14,1.9231
2000-07-17,-1.8868
2000-07-18,0.0
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,1.9231
2000-07-24,0.0
2000-07-25,-1.8868
2000-07-26,1.9231
2000-07-27,-1.8868
2000-07-28,-1.9231
2000-07-31,-1.9607999999999999
2000-08-01,-4.0
2000-08-02,0.0
2000-08-03,-6.25
2000-08-04,2.2222
2000-08-07,6.5217
2000-08-08,-4.0816
2000-08-09,2.1277
2000-08-10,-2.0833
2000-08-11,0.0
2000-08-14,-36.1702
2000-08-15,3.3333
2000-08-16,3.2258
2000-08-17,-3.125
2000-08-18,-3.2258
2000-08-21,3.3333
2000-08-22,-3.2258
2000-08-23,-3.3333
2000-08-24,6.8966
2000-08-25,0.0
2000-08-28,0.0
2000-08-29,-3.2258
2000-08-30,3.3333
2000-09-01,0.0
2000-09-05,-3.2258
2000-09-06,3.3333
2000-09-07,-6.4516
2000-09-08,-3.4483
2000-09-11,0.0
2000-09-12,0.0
2000-09-13,0.0
2000-09-15,-3.5714
2000-09-18,-3.7037
2000-09-19,3.8462
2000-09-20,0.0
2000-09-22,11.1111
2000-09-25,6.6667
2000-09-26,-6.25
2000-09-27,0.0
2000-09-28,3.3333
2000-09-29,-6.4516
2000-10-02,3.4483
2000-10-03,0.0
2000-10-04,-3.3333
2000-10-05,3.4483
2000-10-09,0.0
2000-10-10,3.3333
2000-10-11,-3.2258
2000-10-12,-3.3333
2000-10-13,6.8966
2000-10-16,-3.2258
2000-10-17,-3.3333
2000-10-18,-3.4483
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,0.0
2000-10-24,7.1429
2000-10-25,-6.6667
2000-10-26,0.0
2000-10-27,-3.5714
2000-10-30,3.7037
2000-10-31,-7.1429
2000-11-01,3.8462
2000-11-02,11.1111
2000-11-03,-10.0
2000-11-06,11.1111
2000-11-07,6.6667
2000-11-08,0.0
2000-11-09,-3.125
2000-11-10,-3.2258
2000-11-13,-6.6667
2000-11-14,0.0
2000-11-15,-3.5714
2000-11-16,3.7037
2000-11-17,-3.5714
2000-11-20,-3.7037
2000-11-21,-3.8462
2000-11-22,-8.0
2000-11-24,0.0
2000-11-27,4.3478
2000-11-28,-4.1667
2000-11-29,4.3478
2000-11-30,-8.3333
2000-12-01,4.5455
2000-12-04,0.0
2000-12-05,0.0
2000-12-06,-4.3478
2000-12-07,-4.5455
2000-12-08,14.2857
2000-12-11,-8.3333
2000-12-12,0.0
2000-12-13,-9.0909
2000-12-14,5.0
2000-12-15,-4.7619
2000-12-18,15.0
2000-12-19,4.3478
2000-12-20,-4.1667
2000-12-21,-8.6957
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,4.7619
2000-12-28,4.5455
2000-12-29,-4.3478
2001-01-02,0.0
2001-01-03,4.5455
2001-01-04,0.0
2001-01-05,0.0
2001-01-08,0.0
2001-01-09,0.0
2001-01-10,4.3478
2001-01-11,0.0
2001-01-12,-4.1667
2001-01-16,0.0
2001-01-17,0.0
2001-01-18,0.0
2001-01-19,0.0
2001-01-22,4.3478
2001-01-23,-4.1667
2001-01-24,0.0
2001-01-25,-4.3478
2001-01-26,0.0
2001-01-29,-3.2727
2001-01-30,12.782
2001-01-31,-4.0
2001-02-01,1.3889
2001-02-02,0.0
2001-02-05,-0.6849
2001-02-06,0.0
2001-02-07,0.6897
2001-02-08,0.0
2001-02-09,-0.6849
2001-02-12,-0.6897
2001-02-13,2.0833
2001-02-14,-18.3673
2001-02-15,0.8333
2001-02-16,-3.3058
2001-02-20,3.4188
2001-02-21,2.4793
2001-02-22,-3.2258
2001-02-23,1.6667
2001-02-26,-1.6393
2001-02-28,4.1667
2001-03-01,0.0
2001-03-02,-5.6
2001-03-05,0.8475
2001-03-06,-1.6806999999999999
2001-03-07,-0.8547
2001-03-08,2.5862
2001-03-09,-0.8403
2001-03-12,-2.5423999999999998
2001-03-13,4.3478
2001-03-14,-8.3333
2001-03-15,-0.9091
2001-03-16,-5.5046
2001-03-19,-1.9417
2001-03-20,0.9901
2001-03-21,0.0
2001-03-22,0.9804
2001-03-23,5.8252
2001-03-26,0.9174
2001-03-27,-1.8182
2001-03-28,1.8519
2001-03-29,1.8182
2001-03-30,5.3571
2001-04-02,-0.8475
2001-04-03,-1.7094
2001-04-04,0.0
2001-04-05,0.0
2001-04-06,-4.3478
2001-04-09,-1.8182
2001-04-10,0.0
2001-04-11,1.8519
2001-04-12,3.6364
2001-04-16,-3.5088
2001-04-17,-7.2727
2001-04-18,1.9607999999999999
2001-04-19,1.9231
2001-04-20,-1.8868
2001-04-23,4.8077
2001-04-24,-0.9174
2001-04-25,5.5556
2001-04-26,-2.6316
2001-04-27,3.6036
2001-04-30,1.7391
2001-05-01,0.0
2001-05-02,13.6752
2001-05-03,1.5038
2001-05-04,2.963
2001-05-07,-0.7194
2001-05-08,-1.4493
2001-05-09,-4.4118
2001-05-10,3.0769
2001-05-11,2.2388
2001-05-14,15.3285
2001-05-15,4.4304
2001-05-16,-5.4545
2001-05-17,1.9231
2001-05-18,0.0
2001-05-21,0.0
2001-05-22,-3.1447
2001-05-23,0.0
2001-05-24,1.2987
2001-05-29,8.9744
2001-05-30,-1.1764999999999999
2001-05-31,0.5952
2001-06-01,-2.9586
2001-06-04,5.4878
2001-06-05,-2.3121
2001-06-06,-5.3254
2001-06-07,-8.75
2001-06-08,-6.8493
2001-06-11,-0.7353
2001-06-12,0.0
2001-06-13,3.7037
2001-06-14,0.0
2001-06-15,6.4286
2001-06-18,-5.3690999999999995
2001-06-19,-7.0922
2001-06-20,2.2901
2001-06-21,-2.9851
2001-06-22,0.0
2001-06-25,-6.1538
2001-06-26,6.5574
2001-06-27,0.0
2001-06-28,15.3846
2001-06-29,0.0
2001-07-02,0.6667
2001-07-05,-0.6623
2001-07-06,0.0
2001-07-09,0.0
2001-07-10,6.0
2001-07-11,-2.5157
2001-07-12,3.2258
2001-07-13,0.0
2001-07-16,3.125
2001-07-17,0.0
2001-07-18,7.8788
2001-07-19,-3.9326
2001-07-20,1.7544
2001-07-23,6.3218
2001-07-24,-4.8649000000000004
2001-07-25,2.2727
2001-07-26,-2.7778
2001-07-27,1.1429
2001-07-30,-1.1299
2001-07-31,-1.7143000000000002
2001-08-01,4.6512
2001-08-02,6.6667
2001-08-03,-5.7292
2001-08-06,0.0
2001-08-07,2.7624
2001-08-08,-6.9892
2001-08-09,-0.578
2001-08-10,0.5814
2001-08-13,-1.7341
2001-08-14,1.1764999999999999
2001-08-15,-6.9767
2001-08-16,8.75
2001-08-17,3.4483
2001-08-20,0.0
2001-08-21,11.1111
2001-08-22,7.5
2001-08-23,0.4651
2001-08-24,-0.463
2001-08-27,-11.6279
2001-08-28,13.1579
2001-08-29,-9.3023
2001-08-30,-9.7436
2001-08-31,0.5682
2001-09-04,7.3446
2001-09-05,-2.6316
2001-09-06,-2.7027
2001-09-07,-2.2222
2001-09-17,-6.25
2001-09-18,-6.0606
2001-09-19,0.6452
2001-09-20,5.7692
2001-09-21,0.0
2001-09-24,3.0303
2001-09-25,0.0
2001-09-26,0.5882
2001-09-27,8.1871
2001-09-28,-3.7838000000000003
2001-10-01,1.6854
2001-10-02,-0.5525
2001-10-03,0.0
2001-10-04,0.0
2001-10-05,0.0
2001-10-08,6.1111
2001-10-09,-0.5236
2001-10-10,-1.0526
2001-10-11,-1.5957
2001-10-12,0.5405
2001-10-15,7.5269
2001-10-16,-4.0
2001-10-17,0.0
2001-10-18,1.5625
2001-10-19,6.6667
2001-10-22,0.0
2001-10-23,0.4808
2001-10-24,5.2632
2001-10-25,-0.9091
2001-10-26,-2.7523
2001-10-29,-2.3585
2001-10-30,3.8647
2001-10-31,0.0
2001-11-01,0.0
2001-11-02,-0.4651
2001-11-05,16.822400000000002
2001-11-06,8.0
2001-11-07,11.1111
2001-11-08,-1.6667
2001-11-09,0.678
2001-11-12,0.6734
2001-11-13,-0.6689
2001-11-14,1.3468
2001-11-15,1.3289
2001-11-16,-1.6393
2001-11-19,0.0
2001-11-20,0.3333
2001-11-21,-3.3223
2001-11-23,0.0
2001-11-26,1.3746
2001-11-27,2.0339
2001-11-28,-0.3322
2001-11-29,-3.0
2001-11-30,4.811
2001-12-03,0.3279
2001-12-04,1.9607999999999999
2001-12-05,-0.9615
2001-12-06,0.9709
2001-12-07,-0.641
2001-12-10,-0.3226
2001-12-11,-0.6472
2001-12-12,-3.2573
2001-12-13,0.0
2001-12-14,0.0
2001-12-18,0.0
2001-12-19,1.0101
2001-12-20,0.3333
2001-12-21,-0.3322
2001-12-24,0.0
2001-12-26,0.3333
2001-12-27,1.6611
2001-12-28,0.3268
2001-12-31,0.3257
2002-01-02,-1.9481000000000002
2002-01-03,1.9868000000000001
2002-01-04,-3.2468
2002-01-07,0.0
2002-01-08,0.6711
2002-01-09,-0.3333
2002-01-10,1.3378
2002-01-11,0.0
2002-01-14,0.0
2002-01-15,-0.9901
2002-01-17,-1.6667
2002-01-18,-3.3898
2002-01-22,3.5088
2002-01-23,0.0
2002-01-24,1.6949
2002-01-25,5.0
2002-01-28,62.5397
2002-01-29,0.0
2002-01-30,0.0
2002-01-31,-1.1719
2002-02-01,-0.1976
2002-02-04,0.198
2002-02-05,0.0
2002-02-06,0.5929
2002-02-07,0.0
2002-02-08,0.0
2002-02-11,-0.1965
2002-02-12,0.0
2002-02-13,0.0
2002-02-14,0.1969
2002-02-15,-0.1965
2002-02-19,0.0
2002-02-20,1.1811
2002-02-21,0.0
2002-02-22,-0.3891
2002-02-25,-0.3906
2002-02-26,0.0
2002-02-27,-0.3922
2002-02-28,-0.1969
2002-03-01,0.2959
2002-03-04,0.295
2002-03-05,0.0
2002-03-06,0.0
2002-03-07,0.0
2002-03-08,0.0
2002-03-11,0.1961
2002-03-12,-0.1957
2002-03-13,0.0392
2002-03-14,-0.0392
2002-03-15,0.0
2002-03-18,0.1961
2002-03-19,-0.1957
2002-03-20,0.0
2002-03-21,0.3922
2002-03-22,-0.1953
2002-03-25,-0.1957
2002-03-26,0.3922
2002-03-27,-0.3906
2002-03-28,0.7843
2002-04-01,0.1946
2002-04-02,0.0
2002-04-03,0.9709
2002-04-04,-0.1923
2002-04-05,-0.3854
2002-04-08,0.0
2002-04-09,-0.1934
2002-04-10,0.1938
2002-04-11,0.0
2002-04-12,0.1934
2002-04-15,-0.1931
2002-04-16,0.0
2002-04-17,0.5803
2002-04-18,0.1923
2002-04-19,0.1919
2002-04-22,0.0
2002-04-23,0.0
2002-04-24,-0.3831
2002-04-25,0.5769
2002-04-26,-0.956
2002-04-29,0.7722
2002-04-30,0.0958
2002-05-01,-0.0957
2002-05-02,-0.1916
2002-05-03,0.3839
2002-05-06,0.0
2002-05-07,-0.1912
2002-05-08,0.0
2002-05-09,0.1916
2002-05-10,0.3824
2002-05-13,0.381
2002-05-14,0.5693
