ticker,HQL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.25
2000-01-04,-6.1728
2000-01-05,2.6316
2000-01-06,0.0
2000-01-07,6.4103
2000-01-10,8.4337
2000-01-11,-3.3333
2000-01-12,-0.5747
2000-01-13,1.1561
2000-01-14,0.0
2000-01-18,1.7143000000000002
2000-01-19,7.8652
2000-01-20,-3.6458
2000-01-21,-0.5405
2000-01-24,4.8913
2000-01-25,2.8497
2000-01-26,1.0076
2000-01-27,1.2469000000000001
2000-01-28,-5.665
2000-01-31,-4.4386
2000-02-01,1.6393
2000-02-02,1.0753
2000-02-03,5.3191
2000-02-04,1.2626
2000-02-07,2.7431
2000-02-08,8.2524
2000-02-09,1.7936999999999999
2000-02-10,5.5066
2000-02-11,-0.8351
2000-02-14,1.0526
2000-02-15,0.0
2000-02-16,11.875
2000-02-17,20.5214
2000-02-18,2.6563
2000-02-22,-11.1111
2000-02-23,6.1644
2000-02-24,-4.0323
2000-02-25,-3.5294
2000-02-28,0.1742
2000-02-29,4.8696
2000-03-01,1.99
2000-03-02,-1.1381999999999999
2000-03-03,1.9737
2000-03-06,-1.9355
2000-03-07,-7.7303
2000-03-08,-0.1783
2000-03-09,-7.1429
2000-03-10,5.1923
2000-03-13,-6.0329
2000-03-14,-12.0623
2000-03-15,3.3186
2000-03-16,1.2848
2000-03-17,0.2114
2000-03-20,-4.6414
2000-03-21,0.0
2000-03-22,11.5044
2000-03-23,0.1984
2000-03-24,-1.3860999999999999
2000-03-27,0.2008
2000-03-28,-0.4008
2000-03-29,-6.6398
2000-03-30,-6.8966
2000-03-31,7.4074
2000-04-03,-5.819
2000-04-04,-1.373
2000-04-05,8.5847
2000-04-06,5.7692
2000-04-07,0.0
2000-04-10,-3.4343
2000-04-11,-4.3933
2000-04-12,-7.8774999999999995
2000-04-13,-2.1378
2000-04-14,-13.1068
2000-04-17,-5.5866
2000-04-18,12.7219
2000-04-19,-2.6247
2000-04-20,-2.965
2000-04-24,-5.5556
2000-04-25,8.2353
2000-04-26,1.087
2000-04-27,-2.1505
2000-04-28,7.967
2000-05-01,5.8524
2000-05-02,-1.4423
2000-05-03,-4.878
2000-05-04,5.8974
2000-05-05,1.937
2000-05-08,-0.4751
2000-05-09,-5.0119
2000-05-10,-4.0201
2000-05-11,1.8325
2000-05-12,1.2852999999999999
2000-05-15,1.0152
2000-05-16,2.5126
2000-05-17,-1.9607999999999999
2000-05-18,-0.25
2000-05-19,-0.5213
2000-05-22,-2.0672
