ticker,HRH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2212
2000-01-04,-0.6652
2000-01-05,0.8929
2000-01-06,0.0
2000-01-07,0.4425
2000-01-10,-0.4405
2000-01-11,-0.2212
2000-01-12,-0.2217
2000-01-13,-0.4444
2000-01-14,0.2232
2000-01-18,0.2227
2000-01-19,0.6667
2000-01-20,0.0
2000-01-21,-0.6623
2000-01-24,0.2222
2000-01-25,-0.4435
2000-01-26,-0.2227
2000-01-27,0.4464
2000-01-28,0.0
2000-01-31,-0.2222
2000-02-01,-0.2227
2000-02-02,-0.8929
2000-02-03,0.9009
2000-02-04,-1.5625
2000-02-07,-1.5873
2000-02-08,1.8433000000000002
2000-02-09,0.4525
2000-02-10,-1.3514
2000-02-11,-4.1096
2000-02-14,1.6667
2000-02-15,-0.4684
2000-02-16,-2.5882
2000-02-17,0.9662
2000-02-18,-1.1962
2000-02-22,0.2421
2000-02-23,0.9662
2000-02-24,0.0
2000-02-25,3.3493
2000-02-28,1.6204
2000-02-29,3.6446
2000-03-01,0.0
2000-03-02,-1.3187
2000-03-03,0.6682
2000-03-06,0.6637
2000-03-07,0.0
2000-03-08,0.2198
2000-03-09,-1.0965
2000-03-10,-1.7738
2000-03-13,-2.7088
2000-03-14,0.464
2000-03-15,-0.776
2000-03-16,2.8103
2000-03-17,-1.5945
2000-03-20,0.6944
2000-03-21,0.0
2000-03-22,-1.6092
2000-03-23,1.6355
2000-03-24,0.0
2000-03-27,-0.6897
2000-03-28,0.463
2000-03-29,0.6912
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,-0.4577
2000-04-04,0.4598
2000-04-05,-0.4577
2000-04-06,1.1494
2000-04-07,3.1818
2000-04-10,0.4405
2000-04-11,-1.0965
2000-04-12,-0.2217
2000-04-13,-0.6667
2000-04-14,-0.8949
2000-04-17,0.6772
2000-04-18,0.6726
2000-04-19,-0.2227
2000-04-20,0.8929
2000-04-24,-1.3274
2000-04-25,1.7936999999999999
2000-04-26,0.0
2000-04-27,-0.4405
2000-04-28,0.2212
2000-05-01,1.1038000000000001
2000-05-02,-0.4367
2000-05-03,0.8772
2000-05-04,-0.8696
2000-05-05,0.6579
2000-05-08,0.0
2000-05-09,-0.6536
2000-05-10,-0.6579
2000-05-11,1.3245
2000-05-12,-0.6536
2000-05-15,-0.6579
2000-05-16,0.6623
2000-05-17,0.8772
2000-05-18,0.8696
2000-05-19,4.3103
2000-05-22,-1.2397
2000-05-23,0.2092
2000-05-24,2.5052
