ticker,CLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.75
2000-01-04,1.9481000000000002
2000-01-05,-1.9108
2000-01-06,0.0
2000-01-07,6.1688
2000-01-10,-2.4465
2000-01-11,-0.9404
2000-01-12,-0.6329
2000-01-13,4.7771
2000-01-14,0.9119
2000-01-18,1.506
2000-01-19,0.0
2000-01-20,2.3739
2000-01-21,0.0
2000-01-24,1.1594
2000-01-25,-0.2865
2000-01-26,-0.8621
2000-01-27,-4.9275
2000-01-28,0.3049
2000-01-31,0.0
2000-02-01,4.5593
2000-02-02,0.2907
2000-02-03,-2.6087
2000-02-04,-1.1905000000000001
2000-02-07,3.3133
2000-02-08,-5.8309
2000-02-09,-0.9288
2000-02-10,2.5
2000-02-11,-6.4024
2000-02-14,5.8632
2000-02-15,2.7692
2000-02-16,-1.1976
2000-02-17,-3.6364
2000-02-18,-1.8868
2000-02-22,-1.9231
2000-02-23,1.3072
2000-02-24,1.9355
2000-02-25,1.2658
2000-02-28,-1.5625
2000-02-29,7.619
2000-03-01,5.3097
2000-03-02,1.4006
2000-03-03,-3.3149
2000-03-06,19.1429
2000-03-07,5.9952
2000-03-08,-6.3347999999999995
2000-03-09,0.4831
2000-03-10,0.4808
2000-03-13,-0.9569
2000-03-14,-1.4493
2000-03-15,-7.1078
2000-03-16,2.1108
2000-03-17,2.584
2000-03-20,-1.5112999999999999
2000-03-21,2.046
2000-03-22,7.5188
2000-03-23,0.6993
2000-03-24,0.0
2000-03-27,-3.9352
2000-03-28,-1.2048
2000-03-29,0.4878
2000-03-30,5.3398
2000-03-31,7.1429
2000-04-03,6.6667
2000-04-04,-5.6452
2000-04-05,3.2051
2000-04-06,-1.0352
2000-04-07,-0.8368
2000-04-10,-1.6878
2000-04-11,0.2146
2000-04-12,0.2141
2000-04-13,-0.8547
2000-04-14,-1.2931
2000-04-17,-3.9301
2000-04-18,0.0
2000-04-19,2.2727
2000-04-20,0.8889
2000-04-24,1.7621
2000-04-25,-3.0303
2000-04-26,1.5625
2000-04-27,1.978
2000-04-28,-2.1552
2000-05-01,-1.5419
2000-05-02,-3.132
2000-05-03,-1.1547
2000-05-04,0.4673
2000-05-05,1.8605
2000-05-08,0.0
2000-05-09,-0.6849
2000-05-10,-2.5286999999999997
2000-05-11,1.1792
2000-05-12,1.3986
2000-05-15,1.8391
2000-05-16,-2.2573
2000-05-17,-3.0023
2000-05-18,-2.8571
2000-05-19,-6.3725
2000-05-22,-2.6178
2000-05-23,2.957
