ticker,OEA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.8462
2000-01-04,5.3333
2000-01-05,1.2658
2000-01-06,15.0
2000-01-07,4.3478
2000-01-10,-3.125
2000-01-11,-4.3011
2000-01-12,2.2472
2000-01-13,3.2967
2000-01-14,1.0638
2000-01-18,1.0526
2000-01-19,2.0833
2000-01-20,2.0408
2000-01-21,-1.0
2000-01-24,0.0
2000-01-25,-3.0303
2000-01-26,0.0
2000-01-27,-2.0833
2000-01-28,5.3191
2000-01-31,-4.0404
2000-02-01,-3.1579
2000-02-02,-13.0435
2000-02-03,8.75
2000-02-04,-2.2989
2000-02-07,0.0
2000-02-08,1.1764999999999999
2000-02-09,2.3256
2000-02-10,-2.2727
2000-02-11,6.9767
2000-02-14,4.3478
2000-02-15,0.0
2000-02-16,-1.0417
2000-02-17,3.1579
2000-02-18,-3.0612
2000-02-22,-7.3684
2000-02-23,-2.2727
2000-02-24,15.1163
2000-02-25,11.1111
2000-02-28,1.8182
2000-02-29,-2.6786
2000-03-01,0.9174
2000-03-02,-1.8182
2000-03-03,0.0
2000-03-06,2.7778
2000-03-07,2.7027
2000-03-08,-0.8772
2000-03-09,-1.7699
2000-03-10,1.8018
2000-03-13,36.2832
2000-03-14,-0.6494
2000-03-15,-0.6536
2000-03-16,0.6579
2000-03-17,-0.6536
2000-03-20,0.6579
2000-03-21,-1.3072
2000-03-22,0.6623
2000-03-23,1.3158
2000-03-24,0.0
2000-03-27,-0.6494
2000-03-28,0.6536
2000-03-29,-0.6494
2000-03-30,0.0
2000-03-31,0.6536
2000-04-03,-0.6494
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,3.268
2000-04-07,-0.6329
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.6369
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.6329
2000-04-24,0.0
2000-04-25,0.6289
2000-04-26,-0.625
2000-04-27,0.6289
2000-04-28,0.0
2000-05-01,0.0
2000-05-02,-1.25
2000-05-03,0.6329
2000-05-04,-0.6289
2000-05-05,1.2658
2000-05-08,-0.625
2000-05-09,0.6289
2000-05-10,-0.625
