ticker,CSV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.2632
2000-01-04,-6.6667
2000-01-05,-1.1905000000000001
2000-01-06,3.6145
2000-01-07,-1.1628
2000-01-10,-2.3529
2000-01-11,-2.4096
2000-01-12,0.0
2000-01-13,6.1728
2000-01-14,-2.3256
2000-01-18,1.1905000000000001
2000-01-19,-2.3529
2000-01-20,2.4096
2000-01-21,0.0
2000-01-24,7.0588
2000-01-25,-3.2967
2000-01-26,2.2727
2000-01-27,-3.3333
2000-01-28,-3.4483
2000-01-31,13.0952
2000-02-01,-8.4211
2000-02-02,3.4483
2000-02-03,2.2222
2000-02-04,-3.2609
2000-02-07,0.0
2000-02-08,-5.618
2000-02-09,-2.3810000000000002
2000-02-10,1.2195
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,4.8193
2000-02-16,-3.4483
2000-02-17,1.1905000000000001
2000-02-18,-5.8824
2000-02-22,-5.0
2000-02-23,0.0
2000-02-24,-5.2632
2000-02-25,0.0
2000-02-28,5.5556
2000-02-29,-9.2105
2000-03-01,-1.4493
2000-03-02,-1.4706000000000001
2000-03-03,0.0
2000-03-06,2.9851
2000-03-07,-10.1449
2000-03-08,3.2258
2000-03-09,1.5625
2000-03-10,1.5385
2000-03-13,0.0
2000-03-14,1.5152
2000-03-15,4.4776
2000-03-16,1.4285999999999999
2000-03-17,-2.8169
2000-03-20,14.4928
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,1.2658
2000-03-24,-3.75
2000-03-27,-6.4935
2000-03-28,-4.1667
2000-03-29,-1.4493
2000-03-30,-4.4118
2000-03-31,0.0
2000-04-03,-4.6154
2000-04-04,-1.6129
2000-04-05,0.0
2000-04-06,-1.6393
2000-04-07,6.6667
2000-04-10,-4.6875
2000-04-11,-3.2787
2000-04-12,0.0
2000-04-13,8.4746
2000-04-14,12.5
2000-04-17,-8.3333
2000-04-18,-6.0606
2000-04-19,3.2258
2000-04-20,0.0
2000-04-24,1.5625
2000-04-25,-3.0769
2000-04-26,3.1746
2000-04-27,-4.6154
2000-04-28,4.8387
2000-05-01,-3.0769
2000-05-02,-3.1746
2000-05-03,-1.6393
2000-05-04,5.0
2000-05-05,-3.1746
2000-05-08,-1.6393
2000-05-09,-1.6667
2000-05-10,-3.3898
2000-05-11,-1.7544
2000-05-12,-5.3571
2000-05-15,3.7736
2000-05-16,-7.2727
2000-05-17,0.0
2000-05-18,-1.9607999999999999
2000-05-19,-4.0
2000-05-22,0.0
