ticker,AOT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.8481
2000-01-04,-2.1978
2000-01-05,-0.8427
2000-01-06,3.6827
2000-01-07,2.7321999999999997
2000-01-10,0.0
2000-01-11,-1.0638
2000-01-12,-3.7634
2000-01-13,5.3073
2000-01-14,-1.5915
2000-01-18,-2.1563
2000-01-19,1.6529
2000-01-20,-3.523
2000-01-21,-1.6854
2000-01-24,0.5714
2000-01-25,1.7045
2000-01-26,1.9553
2000-01-27,0.5479
2000-01-28,1.6349
2000-01-31,-1.0724
2000-02-01,-1.084
2000-02-02,1.6438000000000001
2000-02-03,6.7385
2000-02-04,-2.2727
2000-02-07,0.0
2000-02-08,8.5271
2000-02-09,-1.6667
2000-02-10,5.569
2000-02-11,1.3761
2000-02-14,0.905
2000-02-15,-0.6726
2000-02-16,-4.5147
2000-02-17,-0.2364
2000-02-18,2.6066000000000003
2000-02-22,-0.6928
2000-02-23,-2.7907
2000-02-24,3.3493
2000-02-25,4.1667
2000-02-28,-1.5556
2000-02-29,1.1287
2000-03-01,0.0
2000-03-02,-0.8929
2000-03-03,0.9009
2000-03-06,-4.2411
2000-03-07,-3.7296
2000-03-08,-3.3898
2000-03-09,1.5038
2000-03-10,1.9752999999999998
2000-03-13,-3.1477
2000-03-14,1.0
2000-03-15,2.2277
2000-03-16,3.632
2000-03-17,-3.972
2000-03-20,1.9465
2000-03-21,3.3413
2000-03-22,-0.2309
2000-03-23,-4.1667
2000-03-24,-0.4831
2000-03-27,1.6989999999999998
2000-03-28,-0.4773
2000-03-29,1.4388
2000-03-30,2.8369
2000-03-31,6.6667
2000-04-03,-4.0948
2000-04-04,2.2472
2000-04-05,0.6593
2000-04-06,2.1834
2000-04-07,-1.0684
2000-04-10,-3.0238
2000-04-11,-3.5635
2000-04-12,-0.4619
2000-04-13,5.3364
2000-04-14,-5.2863
2000-04-17,3.4884
2000-04-18,4.7191
2000-04-19,-2.5751
2000-04-20,3.304
2000-04-24,-2.5586
2000-04-25,9.4092
2000-04-26,-4.0
2000-04-27,0.8333
2000-04-28,2.8926
2000-05-01,1.2048
2000-05-02,-0.9921
2000-05-03,-2.6052
2000-05-04,1.0288
2000-05-05,1.222
2000-05-08,-1.6097000000000001
2000-05-09,1.4315
2000-05-10,-1.4113
2000-05-11,1.227
2000-05-12,-0.202
2000-05-15,3.6437
2000-05-16,-0.3906
2000-05-17,-0.7843
2000-05-18,-2.3715
2000-05-19,-2.4291
2000-05-22,1.6598000000000002
