ticker,FRRG US Equity
2000-06-16,0.0
2000-06-19,4.2553
2000-06-21,0.0
2000-06-22,0.0
2000-06-27,-2.0408
2000-06-28,0.0
2000-06-29,-2.0833
2000-07-07,0.0
2000-07-10,0.0
2000-07-11,-2.1277
2000-07-12,4.3478
2000-07-13,-6.25
2000-07-18,2.2222
2000-07-20,-2.1739
2000-07-21,0.0
2000-07-28,0.0
2000-08-01,0.0
2000-08-08,6.6667
2000-08-09,4.1667
2000-08-10,2.0
2000-08-11,-3.9215999999999998
2000-08-14,-2.0408
2000-08-15,10.4167
2000-08-16,-1.8868
2000-08-17,-3.8462
2000-08-21,0.0
2000-08-22,-4.0
2000-08-23,6.25
2000-08-24,0.0
2000-08-28,-3.9215999999999998
2000-08-31,-2.0408
2000-09-01,0.0
2000-09-07,0.0
2000-09-11,-4.1667
2000-09-13,0.0
2000-09-15,4.3478
2000-09-19,-4.1667
2000-09-20,0.0
2000-09-25,0.0
2000-09-27,-2.1739
2000-09-28,4.4444
2000-09-29,-4.2553
2000-10-02,-2.2222
2000-10-03,2.2727
2000-10-04,-2.2222
2000-10-05,4.5455
2000-10-06,-10.8696
2000-10-09,-2.439
2000-10-10,5.0
2000-10-11,0.0
2000-10-12,4.7619
2000-10-13,-13.6364
2000-10-16,5.2632
2000-10-17,-15.0
2000-10-18,-2.9412000000000003
2000-10-19,12.1212
2000-10-20,0.0
2000-10-23,-5.4054
2000-10-24,0.0
2000-10-25,0.0
2000-10-26,0.0
2000-10-27,-2.8571
2000-10-31,-2.9412000000000003
2000-11-01,0.0
2000-11-03,3.0303
2000-11-06,5.8824
2000-11-07,5.5556
2000-11-08,-2.6316
2000-11-09,-10.8108
2000-11-10,-3.0303
2000-11-13,-6.25
2000-11-14,10.0
2000-11-16,-3.0303
2000-11-17,0.0
2000-11-20,-6.25
2000-11-21,-3.3333
2000-11-22,0.0
2000-11-27,-6.8966
2000-11-29,-11.1111
2000-11-30,-16.6667
2000-12-01,0.0
2000-12-04,0.0
2000-12-05,0.0
2000-12-06,-5.0
2000-12-07,0.0
2000-12-08,-10.526299999999999
2000-12-11,-5.8824
2000-12-12,12.5
2000-12-13,-5.5556
2000-12-14,-5.8824
2000-12-15,37.5
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,-9.0909
2000-12-21,-5.0
2000-12-22,15.7895
2000-12-26,4.5455
2000-12-27,-13.0435
2000-12-28,10.0
2000-12-29,0.0
2001-01-02,27.2727
2001-01-03,0.0
2001-01-04,0.0
2001-01-05,0.0
2001-01-08,0.0
2001-01-09,7.1429
2001-01-10,10.0
2001-01-11,6.0606
2001-01-12,0.0
2001-01-16,-2.8571
2001-01-17,5.8824
2001-01-18,-2.7778
2001-01-19,-5.7143
2001-01-23,-3.0303
2001-01-24,3.125
2001-01-25,-3.0303
2001-01-26,-3.125
2001-01-29,3.2258
2001-01-30,0.0
2001-01-31,5.0
2001-02-01,-2.3810000000000002
2001-02-02,-1.9512
2001-02-05,-0.4975
2001-02-06,0.0
2001-02-07,-4.5
2001-02-12,-3.1414
2001-02-13,8.1081
2001-02-15,5.0
2001-02-16,0.0
2001-02-20,4.7619
2001-02-22,-2.2727
2001-02-23,-2.3256
2001-02-28,2.3810000000000002
2001-03-02,-6.9767
2001-03-05,-5.0
2001-03-06,-1.0526
2001-03-08,0.0
2001-03-09,1.0638
2001-03-12,0.0
2001-03-15,5.2632
2001-03-19,0.0
2001-03-22,0.0
2001-03-30,-1.5
2001-04-02,0.5076
2001-04-04,-1.5152
2001-04-05,-3.0769
2001-04-06,-5.8201
2001-04-09,1.1236
2001-04-10,0.0
2001-04-11,0.0
2001-04-12,22.2222
2001-04-16,0.0
2001-04-17,0.0
2001-04-18,4.5455
2001-04-19,8.6957
2001-04-20,4.0
2001-04-25,-3.8462
2001-04-26,0.0
2001-04-27,-2.0
2001-05-01,2.0408
2001-05-07,6.0
2001-05-08,1.8868
2001-05-09,-1.8519
2001-05-10,3.7736
2001-05-11,1.8182
2001-05-14,-2.1429
2001-05-15,4.3796
2001-05-16,-0.6993
2001-05-17,-8.4507
2001-05-18,1.9231
2001-05-21,1.8868
2001-05-22,-3.7037
2001-05-23,1.9231
2001-05-24,-1.8868
2001-05-25,6.9231
2001-05-29,-6.1151
2001-05-30,1.5326
2001-05-31,3.7736
2001-06-01,-4.0
2001-06-04,0.3788
2001-06-05,3.7736
2001-06-06,2.9091
2001-06-07,-2.8269
2001-06-08,5.4545
2001-06-11,-1.7241
2001-06-13,0.0
2001-06-14,3.5088
2001-06-15,0.678
2001-06-18,-1.3468
2001-06-21,-1.0239
2001-06-22,-0.3448
2001-06-26,-3.4602
2001-06-27,7.5269
2001-06-28,-1.6667
2001-06-29,0.0
2001-07-02,0.0
2001-07-03,-3.3898
2001-07-10,0.0
2001-07-11,-6.6667
2001-07-16,10.9023
2001-07-17,6.7797
2001-07-18,0.0
2001-07-19,0.0
2001-07-20,0.0
2001-07-23,3.1746
2001-07-24,0.0
2001-07-25,-1.5385
2001-07-26,0.0
2001-07-30,0.0
2001-07-31,0.0
2001-08-01,-6.5625
2001-08-02,0.3344
2001-08-03,-1.6667
2001-08-06,1.6949
2001-08-07,-1.3333
2001-08-09,1.3514
2001-08-10,0.0
2001-08-14,0.0
2001-08-15,-3.3333
2001-08-16,-6.8966
2001-08-17,0.0
2001-08-20,3.7037
2001-08-22,-1.7856999999999998
2001-08-23,0.0
2001-08-24,0.0
2001-08-27,-5.4545
2001-08-28,0.0
2001-08-30,5.7692
2001-09-04,3.6364
2001-09-05,-3.5088
2001-09-06,-3.6364
2001-09-07,-1.8868
2001-09-17,-3.8462
2001-09-18,0.0
2001-09-19,0.0
2001-09-20,0.0
2001-09-21,0.0
2001-09-24,-4.0
2001-09-25,-4.1667
2001-09-26,-4.3478
2001-09-27,0.9091
2001-09-28,14.8649
2001-10-03,-7.451
2001-10-04,12.2881
2001-10-09,-7.5472
2001-10-10,2.0408
2001-10-11,8.0
2001-10-12,7.4074
2001-10-16,0.0
2001-10-17,-3.4483
2001-10-23,0.0
2001-10-24,-3.5714
2001-10-25,-3.7037
2001-10-29,0.0
2001-10-30,-3.8462
2001-11-08,-4.0
2001-11-09,-4.1667
2001-11-12,-2.1739
2001-11-15,2.2222
2001-11-19,6.5217
2001-11-20,-2.0408
2001-11-21,-1.6667
2001-11-26,0.0
2001-11-28,0.0
2001-11-29,0.0
2001-11-30,10.1695
2001-12-03,0.0
2001-12-04,7.6923
2001-12-06,-0.3571
2001-12-07,-3.5842
2001-12-11,-5.2045
2001-12-12,-1.9607999999999999
2001-12-13,0.0
2001-12-17,4.0
2001-12-19,-3.4615
2001-12-20,-1.992
2001-12-21,1.626
2001-12-24,0.0
2001-12-27,-2.0
2001-12-28,-3.2653
2001-12-31,-2.5316
2002-01-02,0.0
2002-01-04,3.8961
2002-01-07,0.4167
2002-01-08,2.0747
2002-01-11,-4.065
2002-01-14,1.6949
2002-01-17,-2.0833
2002-01-18,-2.1277
2002-01-22,0.0
2002-01-23,1.7391
2002-01-24,-2.5641
2002-01-25,1.3158
2002-01-28,0.0
2002-01-29,0.0
2002-01-30,0.0
2002-01-31,0.0
2002-02-04,0.0
2002-02-06,0.0
2002-02-11,8.2251
2002-02-12,-2.0
2002-02-13,3.6734999999999998
2002-02-14,0.0
2002-02-15,0.3937
2002-02-21,3.1373
2002-02-22,-6.4639
2002-02-25,0.813
2002-02-26,-3.2258
2002-03-01,3.75
2002-03-05,-2.008
2002-03-06,-1.6393
2002-03-07,-0.8333
2002-03-11,0.4202
2002-03-12,-0.4184
2002-03-13,0.0
2002-03-18,0.0
2002-03-19,0.8403
2002-03-21,0.0
2002-03-22,-0.4167
2002-03-25,-0.4184
2002-03-28,0.0
2002-04-01,0.0
2002-04-02,0.0
2002-04-03,-7.563
2002-04-04,4.0909
2002-04-05,-1.7467000000000001
2002-04-10,0.4444
2002-04-11,-0.4425
2002-04-12,-2.2222
2002-04-15,-6.8182
2002-04-16,0.0
2002-04-17,0.0
2002-04-18,9.7561
2002-04-19,-3.5556
2002-04-22,-3.2258
2002-04-24,2.3810000000000002
2002-04-26,-2.3256
2002-04-30,0.0
2002-05-01,0.0
2002-05-02,0.0
2002-05-03,1.4285999999999999
2002-05-06,-8.9202
2002-05-07,3.0928
2002-05-14,-2.5
2002-05-15,-2.5641
2002-05-17,5.2632
2002-05-20,0.0
2002-05-22,4.5
2002-05-24,-1.9139
2002-05-28,-2.439
2002-06-05,0.0
2002-06-07,0.0
2002-06-10,0.0
2002-06-11,0.0
2002-06-12,0.0
2002-06-13,0.0
2002-06-14,5.5
2002-06-17,-0.9479
2002-06-21,2.8708
2002-06-24,0.0
2002-07-01,-0.4651
2002-07-02,-4.6729
2002-07-05,0.0
2002-07-08,-3.9215999999999998
2002-07-09,2.0408
2002-07-10,0.0
2002-07-15,0.0
2002-07-16,-2.5
2002-07-17,0.0
2002-07-19,-5.1282
2002-07-22,-2.7027
2002-07-23,-24.4444
2002-07-24,-10.2941
2002-07-25,-1.6393
2002-07-26,4.1667
2002-07-30,0.0
2002-07-31,-8.0
2002-08-01,0.0
2002-08-06,-4.3478
2002-08-07,0.0
2002-08-14,-9.0909
2002-08-15,10.0
2002-08-16,4.5455
2002-08-19,-0.8696
2002-08-20,-10.526299999999999
2002-08-21,-1.9607999999999999
2002-08-22,-56.0
2002-08-23,13.6364
2002-08-26,0.0
2002-08-27,-10.0
2002-08-28,-8.8889
2002-08-29,-4.878
2002-08-30,-23.0769
2002-09-03,-10.0
2002-09-04,7.4074
2002-09-05,-13.7931
2002-09-06,-4.0
2002-09-09,-12.5
2002-09-10,4.7619
2002-09-11,-9.0909
2002-09-12,-5.0
2002-09-13,5.2632
2002-09-16,30.0
2002-09-17,-15.3846
2002-09-18,4.5455
2002-09-19,-17.3913
2002-09-23,57.8947
2002-09-24,-16.6667
2002-09-25,-24.0
2002-09-26,36.8421
2002-09-30,-19.2308
2002-10-01,-23.8095
2002-10-02,25.0
2002-10-03,-20.0
2002-10-07,0.0
2002-10-08,0.0
2002-10-10,25.0
2002-10-11,25.0
2002-10-14,-20.0
2002-10-16,-20.0
2002-10-17,0.0
2002-10-18,31.25
2002-10-21,-14.2857
2002-10-22,-11.1111
2002-10-23,-6.25
2002-10-25,-20.0
2002-10-28,8.3333
2002-10-29,7.6923
2002-11-01,-7.1429
2002-11-05,7.6923
2002-11-06,0.0
2002-11-07,-7.1429
2002-11-08,-15.3846
2002-11-11,63.6364
2002-11-12,11.1111
2002-11-13,-15.0
2002-11-15,0.0
2002-11-18,-17.647100000000002
2002-11-20,14.2857
2002-11-21,12.5
2002-11-22,-5.5556
2002-11-25,-5.8824
2002-11-26,0.0
2002-11-27,6.25
2002-11-29,0.0
2002-12-02,0.0
2002-12-03,0.0
2002-12-04,0.0
2002-12-05,-23.5294
2002-12-06,30.7692
2002-12-09,0.0
2002-12-10,-29.4118
2002-12-11,25.0
2002-12-12,0.0
2002-12-13,0.0
2002-12-16,-13.3333
2002-12-17,0.0
2002-12-18,7.6923
2002-12-19,-14.2857
2002-12-20,16.6667
2002-12-23,0.0
2002-12-24,-7.1429
2002-12-26,0.0
2002-12-27,15.3846
2002-12-30,-13.3333
2002-12-31,15.3846
2004-03-30,-99.9167
2004-04-12,0.0
2004-04-15,0.0
2004-04-26,0.0
2004-04-27,0.0
2004-04-30,0.0
2004-05-05,700.0
2004-05-17,-87.5
2004-06-08,700.0
2004-06-21,-87.5
2004-06-25,0.0
2004-06-28,39900.0
2004-07-06,0.0
2004-07-15,-98.0
2004-07-19,0.0
2004-09-08,-87.5
2004-09-10,0.0
2004-11-15,0.0
2004-11-16,700.0
2004-11-17,0.0
2004-12-03,-87.5
2004-12-09,0.0
2004-12-10,0.0
2004-12-13,0.0
2004-12-16,0.0
2004-12-20,0.0
2004-12-27,0.0
2004-12-31,0.0
2005-01-12,0.0
2005-01-26,0.0
2005-02-03,0.0
2005-02-09,0.0
2005-02-18,700.0
2005-04-11,-87.5
2005-04-12,0.0
2005-04-15,0.0
2005-04-19,7900.0
2005-04-20,-98.75
2005-04-27,0.0
2005-05-23,7900.0
2005-10-18,-50.0
2005-11-10,-80.0
2005-11-25,0.0
2006-03-21,-87.5
2006-04-05,0.0
2006-08-10,700.0
2006-09-13,-87.5
2006-10-17,0.0
2006-11-07,0.0
2006-11-15,0.0
2006-12-29,0.0
2007-03-15,0.0
2007-08-14,700.0
2007-09-19,-87.5
2007-10-18,0.0
2007-12-31,0.0
2008-08-26,0.0
2008-11-24,0.0
2009-06-02,0.0
2009-10-02,0.0
2009-11-16,0.0
