ticker,FRRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,8.1633
2000-01-04,7.5472
2000-01-05,3.5088
2000-01-06,-8.4746
2000-01-07,5.5556
2000-01-10,1.7544
2000-01-11,1.7241
2000-01-12,0.0
2000-01-13,1.6949
2000-01-14,0.0
2000-01-18,6.6667
2000-01-19,-7.8125
2000-01-20,-3.3898
2000-01-21,3.5088
2000-01-24,0.0
2000-01-25,1.6949
2000-01-26,1.6667
2000-01-27,0.0
2000-01-28,-1.6393
2000-01-31,-3.3333
2000-02-01,3.4483
2000-02-02,3.3333
2000-02-03,-3.2258
2000-02-04,0.0
2000-02-07,3.3333
2000-02-08,-6.4516
2000-02-09,-3.4483
2000-02-10,1.7856999999999998
2000-02-11,-1.7544
2000-02-14,0.0
2000-02-15,3.5714
2000-02-17,0.0
2000-02-18,-3.4483
2000-02-22,1.7856999999999998
2000-02-23,-1.7544
2000-02-24,1.7856999999999998
2000-02-25,-1.7544
2000-02-29,-3.5714
2000-03-01,-3.7037
2000-03-02,-3.8462
2000-03-03,-4.0
2000-03-06,8.3333
2000-03-07,-1.9231
2000-03-09,0.0
2000-03-10,-1.9607999999999999
2000-03-14,-2.0
2000-03-15,2.0408
2000-03-16,-4.0
2000-03-17,0.0
2000-03-20,4.1667
2000-03-21,0.0
2000-03-22,-2.0
2000-03-23,4.0816
2000-03-24,-1.9607999999999999
2000-03-28,-8.0
2000-03-29,0.0
2000-03-30,4.3478
2000-03-31,0.0
2000-04-03,-8.3333
2000-04-04,9.0909
2000-04-06,-4.1667
2000-04-07,4.3478
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-2.0833
2000-04-13,-10.6383
2000-04-14,2.3810000000000002
2000-04-17,-2.3256
2000-04-18,2.3810000000000002
2000-04-20,11.6279
2000-04-24,0.0
2000-04-25,-4.1667
2000-04-27,4.3478
2000-04-28,0.0
2000-05-01,4.1667
2000-05-02,-4.0
2000-05-03,0.0
2000-05-04,-2.0833
2000-05-05,2.1277
2000-05-08,0.0
2000-05-09,-4.1667
2000-05-10,-4.3478
2000-05-11,4.5455
2000-05-15,-4.3478
2000-05-19,-2.2727
2000-05-22,2.3256
2000-05-23,0.0
2000-05-24,2.2727
2000-05-26,-2.2222
2000-05-30,4.5455
2000-06-01,-4.3478
2000-06-05,9.0909
2000-06-06,0.0
2000-06-07,-2.0833
2000-06-08,0.0
2000-06-09,2.1277
2000-06-12,2.0833
2000-06-13,2.0408
2000-06-14,-12.0
2000-06-15,6.8182
