ticker,CHH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-8.0292
2000-01-04,2.3810000000000002
2000-01-05,0.3876
2000-01-06,-1.9304999999999999
2000-01-07,4.7244
2000-01-10,1.5038
2000-01-11,-1.1111
2000-01-12,2.9962999999999997
2000-01-13,-3.6364
2000-01-14,-1.8868
2000-01-18,1.1538
2000-01-19,-1.1407
2000-01-20,6.1538
2000-01-21,-0.7246
2000-01-24,-4.3796
2000-01-25,0.7634
2000-01-26,2.2727
2000-01-27,2.2222
2000-01-28,-2.5362
2000-01-31,-1.487
2000-02-01,-1.8868
2000-02-02,-1.1538
2000-02-03,0.7782
2000-02-04,1.5444
2000-02-07,3.0418
2000-02-08,-4.428
2000-02-09,-2.7027
2000-02-10,5.1587
2000-02-11,-2.6414999999999997
2000-02-14,2.3256
2000-02-15,-0.7576
2000-02-16,-0.3817
2000-02-17,2.2989
2000-02-18,-1.8727
2000-02-22,-0.3817
2000-02-23,0.7663
2000-02-24,-2.6616
2000-02-25,1.1719
2000-02-28,0.7722
2000-02-29,1.9157
2000-03-01,2.2556
2000-03-02,-2.2059
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,0.3759
2000-03-08,0.0
2000-03-09,-1.8727
2000-03-10,0.0
2000-03-13,-3.0534
2000-03-14,0.3937
2000-03-15,-3.5294
2000-03-16,0.813
2000-03-17,-2.8226
2000-03-20,-6.2241
2000-03-21,-2.2124
2000-03-22,-1.3575
2000-03-23,3.211
2000-03-24,0.8889
2000-03-27,0.8811
2000-03-28,-4.3668
2000-03-29,0.4566
2000-03-30,4.0909
2000-03-31,0.8734
2000-04-03,0.4329
2000-04-04,-3.0172
2000-04-05,2.6667
2000-04-06,3.8961
2000-04-07,-1.6667
2000-04-10,2.5423999999999998
2000-04-11,0.8264
2000-04-12,1.2295
2000-04-13,-4.0486
2000-04-14,0.0
2000-04-17,-1.6878
2000-04-18,9.4421
2000-04-19,-3.9215999999999998
2000-04-20,-0.4082
2000-04-24,-4.918
2000-04-25,-2.5862
2000-04-26,-2.6549
2000-04-27,-1.8182
2000-04-28,-2.3148
2000-05-01,-5.2133
2000-05-02,6.0
2000-05-03,-2.3585
2000-05-04,-0.4831
2000-05-05,-1.9417
2000-05-08,-3.9604
2000-05-09,-3.0928
2000-05-10,0.0
2000-05-11,7.9787
2000-05-12,-0.9852
2000-05-15,-0.995
2000-05-16,4.0201
2000-05-17,-13.0435
2000-05-18,-4.4444
2000-05-19,1.7442
2000-05-22,5.7143
