ticker,HSE US Equity
2000-05-25,1.0504
2000-05-26,-1.8711
2000-05-30,2.1186
2000-05-31,11.4108
2000-06-01,0.7449
2000-06-02,-2.7725999999999997
2000-06-05,-1.9011
2000-06-06,0.7752
2000-06-07,1.3462
2000-06-08,-1.7078
2000-06-09,-4.6332
2000-06-12,-0.4049
2000-06-13,-2.2358000000000002
2000-06-14,-1.0395
2000-06-15,-4.2017
2000-06-16,1.3158
2000-06-19,0.2165
2000-06-20,-0.6479
2000-06-21,1.7391
2000-06-22,0.8547
2000-06-23,-0.4237
2000-06-26,-0.4255
2000-06-27,-3.8462
2000-06-28,4.8889
2000-06-29,-0.2119
2000-06-30,1.9108
2000-07-03,4.7917
2000-07-05,-5.3678
2000-07-06,1.2605
2000-07-07,-0.2075
2000-07-10,0.4158
2000-07-11,1.4493
2000-07-12,-1.4285999999999999
2000-07-13,-2.2774
2000-07-14,0.0
2000-07-17,-0.6356
2000-07-18,-0.2132
2000-07-19,-1.0684
2000-07-20,0.0
2000-07-21,-3.0238
2000-07-24,-4.8998
2000-07-25,-7.7283
2000-07-26,5.3299
2000-07-27,4.5783000000000005
2000-07-28,0.0
2000-07-31,1.8433000000000002
2000-08-01,2.9412000000000003
2000-08-02,1.0989
2000-08-03,0.8696
2000-08-04,-0.431
2000-08-07,3.8961
2000-08-08,-0.8333
2000-08-09,0.8403
2000-08-10,-0.8333
2000-08-11,1.0504
2000-08-14,3.3264
2000-08-15,0.4024
2000-08-16,0.2004
2000-08-17,3.8
2000-08-18,-4.0462
2000-08-21,-0.2008
2000-08-22,1.4085
2000-08-23,1.5873
2000-08-24,-0.7813
2000-08-25,0.0
2000-08-28,0.5906
2000-08-29,-0.3914
2000-08-30,-1.3752
2000-08-31,0.996
2000-09-01,0.0
2000-09-05,-1.3807
2000-09-06,2.4
2000-09-07,1.9531
2000-09-08,-3.0651
2000-09-11,3.1621
2000-09-12,2.8736
2000-09-13,-1.3035
2000-09-14,2.6414999999999997
2000-09-15,2.2059
2000-09-18,3.0576
2000-09-19,0.5236
2000-09-20,-2.7778
2000-09-21,-3.5714
2000-09-22,-3.8889
2000-09-25,-1.1561
2000-09-26,4.0936
2000-09-27,-0.5618
2000-09-28,3.5782
2000-09-29,-2.1818
2000-10-02,1.1152
2000-10-03,4.0441
2000-10-04,-1.5901
2000-10-05,-2.5135
2000-10-06,0.0
2000-10-09,0.5525
2000-10-10,1.8315000000000001
2000-10-11,3.5971
2000-10-12,0.1736
2000-10-13,-1.5598
2000-10-16,-0.3521
2000-10-17,-1.4134
2000-10-18,0.1792
2000-10-19,-1.7889
2000-10-20,2.7321999999999997
2000-10-23,-2.1277
2000-10-24,-0.7246
2000-10-25,-12.0438
2000-10-26,-3.3195
2000-10-27,-1.7167
2000-10-30,6.5502
2000-10-31,2.0492
2000-11-01,2.008
2000-11-02,-2.1654
2000-11-03,-0.4024
2000-11-06,-3.2323
2000-11-07,1.0438
2000-11-08,1.2397
2000-11-09,-1.8367
2000-11-10,-0.4158
2000-11-13,-1.4614
2000-11-14,5.0847
2000-11-15,5.6452
2000-11-16,-1.3359
2000-11-17,0.7737
2000-11-20,0.7678
2000-11-21,1.5238
2000-11-22,-2.0638
2000-11-24,0.7663
2000-11-27,4.7529
2000-11-28,-1.8149
2000-11-29,-1.6636
2000-11-30,-2.4436
2000-12-01,2.5048
2000-12-04,3.0075
2000-12-05,3.1022
2000-12-06,2.6549
2000-12-07,-1.7241
2000-12-08,-0.5263
2000-12-11,3.7037
2000-12-12,0.1701
2000-12-13,-0.5093
2000-12-14,-2.3891
2000-12-15,0.5245
2000-12-18,8.1739
2000-12-19,2.2508
2000-12-20,-1.8868
2000-12-21,1.9231
2000-12-22,-0.3145
2000-12-26,11.987400000000001
2000-12-27,-0.1408
2000-12-28,-0.9873
2000-12-29,-3.4188
2001-01-02,-0.59
2001-01-03,-2.6706
2001-01-04,-5.1829
2001-01-05,1.7685
2001-01-08,1.8957000000000002
2001-01-09,-0.4651
2001-01-10,-1.0903
2001-01-11,-0.4724
2001-01-12,1.7405
2001-01-16,5.1322
2001-01-17,-3.5503
2001-01-18,-5.0613
2001-01-19,-3.0695
2001-01-22,1.0
2001-01-23,0.33
2001-01-24,0.8224
2001-01-25,2.7732
2001-01-26,1.4285999999999999
2001-01-29,0.5321
2001-01-30,-3.5366999999999997
2001-01-31,-2.5562
2001-02-01,-3.2591
2001-02-02,1.0682
2001-02-05,3.2791
2001-02-06,3.6211
2001-02-07,0.6584
2001-02-08,-1.8868
2001-02-09,0.7692
2001-02-12,0.5089
2001-02-13,1.1392
2001-02-14,3.7547
2001-02-15,-3.1363
2001-02-16,1.5442
2001-02-20,0.0981
2001-02-21,-1.9603000000000002
2001-02-22,-1.5996000000000001
2001-02-23,-1.4478
2001-02-26,0.5412
2001-02-27,2.7942
2001-02-28,-3.616
2001-03-01,0.5433
2001-03-02,5.1209
2001-03-05,2.0808
2001-03-06,0.3118
2001-03-07,7.4588
2001-03-08,2.4694
2001-03-09,0.2605
2001-03-12,-1.4725
2001-03-13,1.1868
2001-03-14,-4.2137
2001-03-15,0.0
2001-03-16,-0.6803
2001-03-19,2.0548
2001-03-20,3.3781
2001-03-21,-4.4579
2001-03-22,-5.9796
2001-03-23,2.1682
2001-03-26,1.1554
2001-03-27,3.4965
2001-03-28,-2.027
2001-03-29,-0.4828
2001-03-30,3.9501
2001-04-02,-0.7778
2001-04-03,-6.9429
2001-04-04,2.5271
2001-04-05,2.23
2001-04-06,-0.1148
2001-04-09,2.8736
2001-04-10,0.4469
2001-04-11,-1.2013
2001-04-12,1.3285
2001-04-16,3.7778
2001-04-17,2.5696
2001-04-18,-1.9624000000000001
2001-04-19,-3.109
2001-04-20,0.2198
2001-04-23,1.4035
2001-04-24,3.59
2001-04-25,2.8810000000000002
2001-04-26,3.3888
2001-04-27,-2.2964
2001-04-30,-0.3214
2001-05-01,-0.7457
2001-05-02,-5.5838
2001-05-03,-0.4301
2001-05-04,0.8423
2001-05-07,1.5635
2001-05-08,2.0666
2001-05-09,4.8554
2001-05-10,7.3498
2001-05-11,-2.2026
2001-05-14,20.9272
2001-05-15,0.0466
2001-05-16,1.3186
2001-05-17,-0.4593
2001-05-18,0.5845
2001-05-21,0.4741
2001-05-22,-0.3805
2001-05-23,-0.7639
2001-05-24,-0.3849
2001-05-25,-0.2318
2001-05-29,-0.2324
2001-05-30,0.1553
2001-05-31,1.3488
2001-06-01,-0.0765
2001-06-04,1.1176
2001-06-05,0.757
2001-06-06,-0.9617
2001-06-07,-0.2883
2001-06-08,0.2435
2001-06-11,0.0911
2001-06-12,0.2426
2001-06-13,-0.2874
2001-06-14,-0.4703
2001-06-15,-0.1982
2001-06-18,-0.1833
2001-06-19,-0.306
2001-06-20,-0.4605
2001-06-21,-0.6631
2001-06-22,0.0155
2001-06-25,0.1707
2001-06-26,0.2944
2001-06-27,-0.5098
2001-06-28,-0.7764
2001-06-29,1.4085
2001-07-02,-0.3858
2001-07-03,-0.1549
2001-07-05,0.3103
2001-07-06,-0.232
2001-07-09,-0.6357
2001-07-10,-0.7177
2001-07-11,-0.5972
2001-07-12,-0.0316
2001-07-13,0.2689
2001-07-16,-1.3721999999999999
2001-07-17,-0.032
2001-07-18,0.16
2001-07-19,0.543
2001-07-20,0.3018
2001-07-23,-0.0634
2001-07-24,-0.8082
2001-07-25,0.8787
2001-07-26,1.1878
2001-07-27,0.6417
2001-07-30,-0.2488
2001-07-31,-0.0624
2001-08-01,-0.8112
