ticker,SGU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.9048
2000-01-04,0.0
2000-01-05,4.2056000000000004
2000-01-06,1.3453
2000-01-07,0.4425
2000-01-10,-1.7621
2000-01-11,0.8969
2000-01-12,-0.4444
2000-01-13,1.3393
2000-01-14,0.4405
2000-01-18,0.0
2000-01-19,0.4386
2000-01-20,-1.31
2000-01-21,1.7699
2000-01-24,0.0
2000-01-25,5.2174
2000-01-26,4.9587
2000-01-27,-1.1811
2000-01-28,-5.1793
2000-01-31,-2.0168
2000-02-01,1.3393
2000-02-02,-0.8811
2000-02-03,4.0
2000-02-04,-0.8547
2000-02-07,0.431
2000-02-08,0.4292
2000-02-09,-0.8547
2000-02-10,-0.431
2000-02-11,-0.4329
2000-02-14,1.3043
2000-02-15,0.4292
2000-02-16,-4.2735
2000-02-17,1.7856999999999998
2000-02-18,0.8772
2000-02-22,0.8696
2000-02-23,0.8621
2000-02-24,-1.7094
2000-02-25,-0.4348
2000-02-28,-0.4367
2000-02-29,0.8772
2000-03-01,0.0
2000-03-02,-0.4348
2000-03-03,-3.0568
2000-03-06,3.1532
2000-03-07,0.0
2000-03-08,0.4367
2000-03-09,-2.6087
2000-03-10,0.0
2000-03-13,-0.8929
2000-03-14,1.8018
2000-03-15,-1.3274
2000-03-16,-3.1390000000000002
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,-0.9259
2000-03-22,-0.9346
2000-03-23,0.4717
2000-03-24,2.3474
2000-03-27,-1.3761
2000-03-28,1.3953
2000-03-29,-1.8349
2000-03-30,0.0
2000-03-31,1.8692
2000-04-03,-3.6696999999999997
2000-04-04,-0.9524
2000-04-05,1.4423
2000-04-06,2.3697
2000-04-07,1.8519
2000-04-10,-0.9091
2000-04-11,0.9174
2000-04-12,4.5455
2000-04-13,-1.7391
2000-04-14,-4.4248
2000-04-17,-3.7037
2000-04-18,2.4038
2000-04-19,1.4085
2000-04-20,3.2407
2000-04-24,3.5874
2000-04-25,0.4329
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.5172
2000-05-01,-0.4464
2000-05-02,-2.2422
2000-05-03,1.8349
2000-05-04,1.3514
2000-05-05,-3.1111
2000-05-08,-0.4587
2000-05-09,2.3041
2000-05-10,-0.9009
2000-05-11,-1.3636
2000-05-12,-0.4608
2000-05-15,-0.9259
2000-05-16,3.271
2000-05-17,0.0
2000-05-18,0.905
2000-05-19,-0.4484
2000-05-22,-0.9009
2000-05-23,0.0
2000-05-24,-1.3636
