ticker,PPR US Equity
2000-05-30,-0.7194
2000-05-31,0.7246
2000-06-01,1.4388
2000-06-02,-0.7092
2000-06-05,0.0
2000-06-06,0.0
2000-06-07,0.0
2000-06-08,1.5714000000000001
2000-06-09,0.0
2000-06-12,-0.7092
2000-06-13,-0.7143
2000-06-14,0.7194
2000-06-15,0.7143
2000-06-16,0.0
2000-06-19,0.0
2000-06-20,0.7092
2000-06-21,-1.4085
2000-06-22,0.7143
2000-06-23,0.0
2000-06-26,0.7092
2000-06-27,0.0
2000-06-28,0.0
2000-06-29,0.7042
2000-06-30,-0.6993
2000-07-03,0.7042
2000-07-05,0.6993
2000-07-06,-0.5889
2000-07-07,0.0
2000-07-10,0.0
2000-07-11,0.7042
2000-07-12,-0.6993
2000-07-13,0.0
2000-07-14,-0.7042
2000-07-17,1.4184
2000-07-18,0.0
2000-07-19,-0.6993
2000-07-20,0.0
2000-07-21,0.0
2000-07-24,0.7042
2000-07-25,-0.6993
2000-07-26,0.0
2000-07-27,0.0
2000-07-28,0.0
2000-07-31,0.0
2000-08-01,0.0
2000-08-02,0.7042
2000-08-03,0.6993
2000-08-04,0.0
2000-08-07,0.6944
2000-08-08,-0.5738
2000-08-09,0.0
2000-08-10,0.0
2000-08-11,0.6993
2000-08-14,-0.6944
2000-08-15,0.0
2000-08-16,0.0
2000-08-17,0.0
2000-08-18,0.0
2000-08-21,-1.3986
2000-08-22,-1.4184
2000-08-23,0.0
2000-08-24,-0.7194
2000-08-25,-0.7246
2000-08-28,0.7299
2000-08-29,1.4493
2000-08-30,-0.7143
2000-08-31,0.7194
2000-09-01,0.0
2000-09-05,0.7143
2000-09-06,0.0
2000-09-07,-0.5901
2000-09-08,0.7194
2000-09-11,-0.7143
2000-09-12,0.0
2000-09-13,0.7194
2000-09-14,0.0
2000-09-15,0.0
2000-09-18,-1.4285999999999999
2000-09-19,1.4493
2000-09-20,-1.4285999999999999
2000-09-21,1.4493
2000-09-22,0.0
2000-09-25,-0.7143
2000-09-26,0.0
2000-09-27,0.0
2000-09-28,0.0
2000-09-29,0.0
2000-10-02,0.0
2000-10-03,0.7194
2000-10-04,0.0
2000-10-05,0.8
2000-10-06,0.0
2000-10-09,0.7143
2000-10-10,-1.4184
2000-10-11,-1.4388
2000-10-12,-0.7299
2000-10-13,1.4706000000000001
2000-10-16,-1.4493
2000-10-17,-0.7353
2000-10-18,-1.4815
2000-10-19,2.2556
2000-10-20,-1.4706000000000001
2000-10-23,-0.7463
2000-10-24,-0.7519
2000-10-25,0.0
2000-10-26,-1.5152
2000-10-27,0.0
2000-10-30,0.7692
2000-10-31,0.0
2000-11-01,0.0
2000-11-02,0.7634
2000-11-03,-0.7576
2000-11-06,0.7634
2000-11-07,0.0
2000-11-08,-0.6545
2000-11-09,0.7692
2000-11-10,0.0
2000-11-13,0.0
2000-11-14,0.0
2000-11-15,-0.7634
2000-11-16,0.0
2000-11-17,0.0
2000-11-20,0.0
2000-11-21,-3.0769
2000-11-22,1.5873
2000-11-24,0.7812
2000-11-27,-1.5504
2000-11-28,-1.5748
2000-11-29,-1.6
2000-11-30,-1.626
2000-12-01,1.6529
2000-12-04,-1.626
2000-12-05,0.8264
2000-12-06,1.6393
2000-12-07,0.0968
2000-12-08,0.813
2000-12-11,-0.8065
2000-12-12,-0.813
2000-12-13,0.0
2000-12-14,-0.8197
2000-12-15,-0.8264
2000-12-18,0.0
2000-12-19,1.6667
2000-12-20,-0.8197
2000-12-21,0.8264
2000-12-22,-0.8197
2000-12-26,0.0
2000-12-27,-0.6876
2000-12-28,-0.8403
2000-12-29,1.6949
2001-01-02,0.0
2001-01-03,0.8333
2001-01-04,3.3058
2001-01-05,1.6
2001-01-08,-0.7874
2001-01-09,-0.7937
2001-01-10,0.8
2001-01-11,0.7937
2001-01-12,0.0
2001-01-16,0.0
2001-01-17,0.0
2001-01-18,0.7874
2001-01-19,0.0
2001-01-22,0.0
2001-01-23,0.7812
2001-01-24,0.0
2001-01-25,0.7752
2001-01-26,0.0
2001-01-29,0.6769
2001-01-30,1.3447
2001-01-31,-0.1206
2001-02-01,1.4493
2001-02-02,-1.7856999999999998
2001-02-05,-0.6061
2001-02-06,-0.2439
2001-02-07,0.2445
2001-02-08,-0.3659
2001-02-09,0.2469
2001-02-12,-0.6158
2001-02-13,0.9913
2001-02-14,-0.1227
2001-02-15,-0.2457
2001-02-16,-1.601
2001-02-20,-0.6258
2001-02-21,-0.1259
2001-02-22,0.2522
2001-02-23,0.6289
2001-02-26,-0.375
2001-02-27,1.0038
2001-02-28,0.8696
2001-03-01,0.8621
2001-03-02,-0.1221
2001-03-05,-0.3667
2001-03-06,0.2454
2001-03-07,0.9792
2001-03-08,-0.5818
2001-03-09,0.2457
2001-03-12,-1.1029
2001-03-13,0.4957
2001-03-14,-2.0962
2001-03-15,0.7557
2001-03-16,-0.75
2001-03-19,0.3778
2001-03-20,-2.0075
2001-03-21,-0.128
2001-03-22,-0.1282
2001-03-23,0.0
2001-03-26,0.5135
2001-03-27,0.2554
2001-03-28,1.0191
2001-03-29,0.0
2001-03-30,-0.1261
2001-04-02,-0.6313
2001-04-03,-0.6353
2001-04-04,-0.2558
2001-04-05,0.641
2001-04-06,-0.1911
2001-04-09,-0.2574
2001-04-10,0.2581
2001-04-11,-0.1287
2001-04-12,-0.7732
2001-04-16,-0.6494
2001-04-17,0.0
2001-04-18,-0.1307
2001-04-19,0.6545
2001-04-20,0.0
2001-04-23,-0.6502
2001-04-24,0.0
2001-04-25,0.5236
2001-04-26,0.2604
2001-04-27,0.2597
2001-04-30,0.7772
2001-05-01,0.3856
2001-05-02,0.5122
2001-05-03,1.7833999999999999
2001-05-04,-0.7509
2001-05-07,-0.1261
2001-05-08,-0.3788
2001-05-09,-1.0217
2001-05-10,0.5161
2001-05-11,0.0
2001-05-14,-0.7702
2001-05-15,0.0
2001-05-16,0.7762
2001-05-17,-0.6418
2001-05-18,-0.2584
2001-05-21,0.0
2001-05-22,-1.943
2001-05-23,-0.1321
2001-05-24,0.3968
2001-05-25,0.3953
2001-05-29,0.6562
2001-05-30,0.0
2001-05-31,0.6519
2001-06-01,0.2591
2001-06-04,-1.292
2001-06-05,0.0
2001-06-06,0.2618
2001-06-07,0.235
2001-06-08,-0.1312
2001-06-11,-1.3141
2001-06-12,0.7989
2001-06-13,0.1321
2001-06-14,-0.7916
2001-06-15,-0.6649
2001-06-18,0.9371
2001-06-19,2.6525
2001-06-20,0.1292
2001-06-21,-1.5484
2001-06-22,0.6553
2001-06-25,0.0
2001-06-26,-1.1719
2001-06-27,-0.1318
2001-06-28,1.4512
2001-06-29,-0.2601
2001-07-02,0.6519
2001-07-03,0.1295
2001-07-05,0.1294
2001-07-06,-0.4651
2001-07-09,0.1307
2001-07-10,0.3916
2001-07-11,-0.3901
2001-07-12,-0.5222
2001-07-13,-0.2625
2001-07-16,0.2632
2001-07-17,0.5249
2001-07-18,0.5222
2001-07-19,0.6494
2001-07-20,-0.2581
2001-07-23,-0.5175
2001-07-24,-0.13
2001-07-25,-0.3906
2001-07-26,-1.3072
2001-07-27,0.2649
2001-07-30,-0.2642
2001-07-31,-0.1325
2001-08-01,-0.3979
2001-08-02,0.7989
2001-08-03,0.0
2001-08-06,0.3963
2001-08-07,0.1316
2001-08-08,-0.0788
2001-08-09,-0.1325
2001-08-10,0.0
2001-08-13,0.0
2001-08-14,1.061
2001-08-15,0.5249
2001-08-16,-1.0444
2001-08-17,0.6596
2001-08-20,-0.1311
2001-08-21,-0.1312
2001-08-22,0.1314
2001-08-23,-0.1312
2001-08-24,0.657
2001-08-27,-0.6527
2001-08-28,0.657
2001-08-29,-0.5222
2001-08-30,-0.3937
2001-08-31,-0.527
2001-09-04,0.5298
2001-09-05,0.1318
2001-09-06,-0.8947
2001-09-07,0.0
2001-09-10,-0.2674
2001-09-17,-5.496
2001-09-18,-2.695
2001-09-19,-4.0816
2001-09-20,-4.8632
2001-09-21,-2.5559
2001-09-24,9.0164
2001-09-25,1.3534
2001-09-26,1.6320000000000001
2001-09-27,1.6058
2001-09-28,-0.431
2001-10-01,-1.5873
2001-10-02,-2.0528
2001-10-03,-0.2994
2001-10-04,0.9009
2001-10-05,-1.0863
2001-10-08,-1.5152
2001-10-09,-0.7692
2001-10-10,-0.155
2001-10-11,-0.6211
2001-10-12,-0.7813
2001-10-15,0.0
2001-10-16,0.0
2001-10-17,1.1024
2001-10-18,1.8692
2001-10-19,-1.3761
2001-10-22,0.7752
2001-10-23,0.4615
2001-10-24,-0.7657
2001-10-25,-0.463
2001-10-26,1.7054
2001-10-29,-0.3049
2001-10-30,-0.6116
2001-10-31,0.3077
2001-11-01,-0.1534
2001-11-02,-0.9217
2001-11-05,0.0
2001-11-06,0.3101
2001-11-07,0.4173
2001-11-08,0.0
2001-11-09,0.155
2001-11-12,0.1548
2001-11-13,0.4637
2001-11-14,-0.3077
2001-11-15,-0.3086
2001-11-16,0.6192
2001-11-19,0.0
2001-11-20,0.9231
2001-11-21,-0.1524
2001-11-23,1.374
2001-11-26,-0.1506
2001-11-27,-0.3017
2001-11-28,-1.3616
2001-11-29,0.4601
2001-11-30,0.6107
2001-12-03,0.0
2001-12-04,0.0
2001-12-05,-0.3035
2001-12-06,-0.2588
2001-12-07,0.1536
2001-12-10,0.0
2001-12-11,0.3067
2001-12-12,-0.6116
2001-12-13,0.0
2001-12-14,0.3077
2001-12-17,-0.3067
2001-12-18,0.3077
2001-12-19,0.4601
2001-12-20,1.0687
2001-12-21,0.3021
2001-12-24,-0.1506
2001-12-26,0.4525
2001-12-27,0.03
2001-12-28,0.1511
2001-12-31,0.1508
2002-01-02,1.6566
2002-01-03,0.8889
2002-01-04,1.3216
2002-01-07,-0.5797
2002-01-08,0.5831
2002-01-09,0.4348
2002-01-10,-0.2886
2002-01-11,0.5789
2002-01-14,-0.4317
2002-01-15,-1.1561
2002-01-16,0.0
2002-01-17,0.0
2002-01-18,-0.5848
2002-01-22,-0.2941
2002-01-23,-1.3274
2002-01-24,1.9432
2002-01-25,-0.2933
2002-01-28,0.0
2002-01-29,-1.4706000000000001
2002-01-30,1.6418
2002-01-31,0.1468
2002-02-01,-0.7331
2002-02-04,-0.2954
2002-02-05,0.2963
2002-02-06,0.2954
2002-02-07,-0.8689
2002-02-08,0.299
2002-02-11,-0.2981
2002-02-12,-0.7474
2002-02-13,0.4518
2002-02-14,-0.2999
2002-02-15,0.3008
2002-02-19,-0.4498
2002-02-20,0.9036
2002-02-21,0.8955
2002-02-22,-0.5917
2002-02-25,-0.744
2002-02-26,0.2999
2002-02-27,0.0
2002-02-28,1.1958
2002-03-01,0.4431
2002-03-04,0.1471
2002-03-05,1.0279
2002-03-06,0.0
2002-03-07,0.8503
2002-03-08,-0.4348
2002-03-11,0.2911
2002-03-12,-0.1451
2002-03-13,0.1453
2002-03-14,-0.1451
2002-03-15,0.0
2002-03-18,0.1453
2002-03-19,-0.1451
2002-03-20,-0.1453
2002-03-21,0.0
2002-03-22,-0.2911
2002-03-25,-0.7299
2002-03-26,1.1764999999999999
2002-03-27,0.2907
2002-03-28,0.0
2002-04-01,0.0
2002-04-02,0.1449
2002-04-03,0.5789
2002-04-04,-0.5755
2002-04-05,0.2894
2002-04-08,-0.0216
2002-04-09,-0.8708
2002-04-10,0.2928
2002-04-11,-0.292
2002-04-12,-0.1464
2002-04-15,-1.4663
2002-04-16,0.8929
2002-04-17,-0.4425
2002-04-18,0.7407
2002-04-19,-0.2941
2002-04-22,-0.7375
2002-04-23,1.3373
2002-04-24,-0.7331
2002-04-25,0.0
2002-04-26,-0.2954
2002-04-29,0.4444
2002-04-30,-0.295
2002-05-01,-0.4438
2002-05-02,0.0
2002-05-03,0.2972
2002-05-06,-0.8889
2002-05-07,-0.299
2002-05-08,0.3973
2002-05-09,0.3003
2002-05-10,0.4491
2002-05-13,-0.149
2002-05-14,0.2985
2002-05-15,-0.5952
2002-05-16,0.0
2002-05-17,-0.1497
2002-05-20,0.0
2002-05-21,-0.5997
2002-05-22,0.0
2002-05-23,-0.3017
2002-05-24,0.4539
2002-05-28,0.3012
2002-05-29,0.1502
2002-05-30,0.0
2002-05-31,0.2999
2002-06-03,-0.299
2002-06-04,0.0
2002-06-05,0.2999
2002-06-06,-0.0523
2002-06-07,0.3008
2002-06-10,-0.4498
2002-06-11,0.1506
2002-06-12,0.4511
2002-06-13,-0.2994
2002-06-14,0.0
2002-06-17,0.0
2002-06-18,-0.3003
2002-06-19,0.0
2002-06-20,-0.6024
2002-06-21,-4.5455
2002-06-24,0.7937
2002-06-25,0.6299
2002-06-26,-1.5649
2002-06-27,-0.9539
2002-06-28,1.1236
2002-07-01,-0.1587
2002-07-02,-2.8617
2002-07-03,0.6547
2002-07-05,0.9756
2002-07-08,-1.3688
2002-07-09,-1.4778
2002-07-10,-0.1667
2002-07-11,-1.1686
2002-07-12,-0.6757
2002-07-15,0.0
2002-07-16,0.0
2002-07-17,1.8707
2002-07-18,0.1669
2002-07-19,-1.6667
2002-07-22,-0.5085
2002-07-23,-2.8961
2002-07-24,-1.5789
2002-07-25,0.5348
2002-07-26,1.0638
2002-07-29,2.6316
2002-07-30,0.0
2002-07-31,-0.1709
2002-08-01,0.3425
2002-08-02,-2.3891
2002-08-05,-1.3986
2002-08-06,-0.1773
2002-08-07,0.8881
2002-08-08,0.4842
2002-08-09,0.8818
2002-08-12,-0.8741
2002-08-13,1.2346
2002-08-14,0.3484
2002-08-15,-1.0417
2002-08-16,0.1754
2002-08-19,-0.1751
2002-08-20,1.2281
2002-08-21,1.0399
2002-08-22,0.1715
2002-08-23,0.5137
2002-08-26,0.8518
2002-08-27,0.3378
2002-08-28,-0.6734
2002-08-29,-0.1695
2002-08-30,0.5093
2002-09-03,-0.3378
2002-09-04,-1.1864
2002-09-05,0.6861
2002-09-06,0.8262
2002-09-09,0.5102
2002-09-10,0.5076
2002-09-11,-0.6734
2002-09-12,-1.0169
2002-09-13,0.1712
2002-09-16,-0.5128
2002-09-17,1.2027
2002-09-18,0.5093
2002-09-19,0.0
2002-09-20,0.1689
2002-09-23,-0.5059
2002-09-24,-0.1695
2002-09-25,0.3396
2002-09-26,0.1692
2002-09-27,0.5068
2002-09-30,-0.8403
2002-10-01,-0.339
2002-10-02,0.6803
2002-10-03,-0.1689
2002-10-04,-0.6768
2002-10-07,-0.3407
2002-10-08,0.4701
2002-10-09,-1.5411000000000001
2002-10-10,0.1739
2002-10-11,-0.6944
2002-10-14,0.5245
2002-10-15,-0.5217
2002-10-16,-1.5734
2002-10-17,0.5329
2002-10-18,1.7668
2002-10-21,-0.6944
2002-10-22,-1.049
2002-10-23,-0.1767
2002-10-24,-0.354
2002-10-25,-0.5329
2002-10-28,0.0
2002-10-29,0.3571
2002-10-30,-0.7117
2002-10-31,0.7168
2002-11-01,-0.3559
2002-11-04,-0.7143
2002-11-05,-0.1799
2002-11-06,-0.9009
2002-11-07,0.5182
2002-11-08,-0.1821
2002-11-11,-0.1825
2002-11-12,-0.1828
2002-11-13,-0.1832
2002-11-14,0.0
2002-11-15,-0.1835
2002-11-18,0.3676
2002-11-19,1.2821
2002-11-20,1.6275
2002-11-21,0.1779
2002-11-22,0.7105
2002-11-25,2.2928
2002-11-26,0.3448
2002-11-27,0.8591
2002-11-29,0.6814
2002-12-02,1.0152
2002-12-03,-0.335
2002-12-04,0.6723
2002-12-05,0.6678
2002-12-06,0.6302
2002-12-09,-0.6633
2002-12-10,0.1669
2002-12-11,0.0
2002-12-12,0.3333
2002-12-13,0.1661
2002-12-16,-0.8292
2002-12-17,-0.5017
2002-12-18,0.6723
2002-12-19,0.0
2002-12-20,-0.5008
2002-12-23,0.3356
2002-12-24,0.0
2002-12-26,0.3344
2002-12-27,0.8083
2002-12-30,0.6656
2002-12-31,0.8264
2003-01-02,0.4918
2003-01-03,1.1419
2003-01-06,0.4839
2003-01-07,0.4815
2003-01-08,-0.3195
2003-01-09,2.8846
2003-01-10,-0.6231
2003-01-13,-1.0972
2003-01-14,1.4263
2003-01-15,-0.3125
2003-01-16,0.4702
2003-01-17,0.156
2003-01-21,-0.1558
2003-01-22,-0.156
2003-01-23,-0.1563
2003-01-24,-0.939
2003-01-27,-0.316
2003-01-28,-0.317
2003-01-29,1.4308
2003-01-30,0.0
2003-01-31,0.4702
2003-02-03,-0.312
2003-02-04,0.7825
2003-02-05,0.0
2003-02-06,0.4115
2003-02-07,0.6221
2003-02-10,-0.6182
2003-02-11,0.4666
2003-02-12,0.3096
2003-02-13,-1.8519
2003-02-14,-0.7862
2003-02-18,0.1585
2003-02-19,1.7405
2003-02-20,0.0
2003-02-21,0.6221
2003-02-24,0.1546
2003-02-25,-1.2346
2003-02-26,0.0
2003-02-27,0.1563
2003-02-28,0.78
2003-03-03,-0.6192
2003-03-04,0.7788
2003-03-05,-0.1546
2003-03-06,0.2012
2003-03-07,-0.7764
2003-03-10,-0.1565
2003-03-11,-0.1567
2003-03-12,0.471
2003-03-13,0.625
2003-03-14,-0.3106
2003-03-17,0.7788
2003-03-18,-0.3091
2003-03-19,-0.7752
2003-03-20,1.5625
2003-03-21,-0.7692
2003-03-24,0.9302
2003-03-25,0.3072
2003-03-26,1.5314
2003-03-27,0.7541
2003-03-28,0.0
2003-03-31,0.1497
2003-04-01,0.0
2003-04-02,1.3453
2003-04-03,0.885
2003-04-04,0.5848
2003-04-07,-0.8721
2003-04-08,0.5205
2003-04-09,-0.1466
2003-04-10,0.5874
2003-04-11,-0.146
2003-04-14,-0.2924
2003-04-15,-0.1466
2003-04-16,0.0
2003-04-17,0.2937
2003-04-21,0.4392
2003-04-22,-0.1458
2003-04-23,0.5839
2003-04-24,1.1611
2003-04-25,0.7174
2003-04-28,-0.7123
2003-04-29,0.7174
2003-04-30,-0.4274
2003-05-01,0.0
2003-05-02,-0.2861
2003-05-05,1.8651
2003-05-06,-0.7042
2003-05-07,-3.6879
2003-05-08,0.5081
2003-05-09,1.4727999999999999
2003-05-12,0.4354
2003-05-13,-0.4335
2003-05-14,0.2903
2003-05-15,-0.4342
2003-05-16,0.1453
2003-05-19,0.7257
2003-05-20,0.0
2003-05-21,-0.2882
2003-05-22,1.4451
2003-05-23,-0.7123
2003-05-27,0.0
2003-05-28,1.0043
2003-05-29,0.142
2003-05-30,0.2837
2003-06-02,-0.2829
2003-06-03,-0.1418
2003-06-04,0.9943
2003-06-05,0.8439
2003-06-06,-0.4812
2003-06-09,0.0
2003-06-10,0.8451
2003-06-11,0.419
2003-06-12,-0.9736
2003-06-13,-0.2809
2003-06-16,-1.1268
2003-06-17,-1.8519
2003-06-18,0.5806
2003-06-19,-0.1443
2003-06-20,0.289
2003-06-23,-0.5764
2003-06-24,1.4493
2003-06-25,1.5714000000000001
2003-06-26,1.8284
2003-06-27,-0.5525
2003-06-30,0.5556
2003-07-01,1.9337
2003-07-02,-0.4065
2003-07-03,0.4082
2003-07-07,0.271
2003-07-08,-0.3446
2003-07-09,-0.4087
2003-07-10,-0.5472
2003-07-11,0.2751
2003-07-14,-0.823
2003-07-15,-0.1383
2003-07-16,1.2465
2003-07-17,-0.1368
2003-07-18,1.3699
2003-07-21,-0.1351
2003-07-22,-1.2179
2003-07-23,0.6849
2003-07-24,2.0408
2003-07-25,0.2667
2003-07-28,-3.1915
2003-07-29,0.0
2003-07-30,1.2363
2003-07-31,-0.9498
2003-08-01,0.8219
2003-08-04,-0.2717
2003-08-05,0.4087
2003-08-06,0.8141
2003-08-07,-0.996
2003-08-08,0.6831
2003-08-11,0.1357
2003-08-12,0.1355
2003-08-13,1.4885
2003-08-14,2.1333
2003-08-15,-1.6971
2003-08-18,-0.5312
2003-08-19,-0.267
2003-08-20,2.2758
2003-08-21,-2.2251
2003-08-22,-2.008
2003-08-25,0.5464
2003-08-26,0.9511
2003-08-27,-0.6729
2003-08-28,-0.1355
2003-08-29,1.6282
2003-09-02,0.0
2003-09-03,0.6676
2003-09-04,-1.3263
2003-09-05,-0.1344
2003-09-08,0.6057
2003-09-09,-1.3441
2003-09-10,0.0
2003-09-11,-0.9537
2003-09-12,0.0
2003-09-15,-0.2751
2003-09-16,-0.6897
2003-09-17,0.4167
2003-09-18,-0.6916
2003-09-19,-0.8357
2003-09-22,-0.1404
2003-09-23,-1.5471
2003-09-24,1.0
2003-09-25,0.2829
2003-09-26,-0.141
2003-09-29,0.1412
2003-09-30,1.2694
2003-10-01,1.8106
2003-10-02,-0.1368
2003-10-03,-0.6849
2003-10-06,0.6897
2003-10-07,0.9589
2003-10-08,-0.3528
2003-10-09,0.1368
2003-10-10,0.6831
2003-10-13,0.1357
2003-10-14,0.1355
2003-10-15,0.1353
2003-10-16,-0.6757
2003-10-17,0.2721
2003-10-20,0.2714
2003-10-21,-1.0825
2003-10-22,0.5472
2003-10-23,0.5442
2003-10-24,0.5413
2003-10-27,0.2692
2003-10-28,-0.8054
2003-10-29,0.5413
2003-10-30,0.5384
2003-10-31,-0.2677
2003-11-03,0.4027
2003-11-04,0.2674
2003-11-05,0.0
2003-11-06,-0.0667
2003-11-07,0.4021
2003-11-10,-0.1335
2003-11-11,0.5348
2003-11-12,0.266
2003-11-13,0.1326
2003-11-14,-0.2649
2003-11-17,-0.3984
2003-11-18,-0.9333
2003-11-19,0.1346
2003-11-20,0.2688
2003-11-21,0.2681
2003-11-24,-0.5348
2003-11-25,0.672
2003-11-26,-0.4005
2003-11-28,0.2681
2003-12-01,0.9358
2003-12-02,-0.1325
2003-12-03,-0.1326
2003-12-04,0.3984
2003-12-05,0.1323
2003-12-08,0.0661
2003-12-09,-0.6631
2003-12-10,1.2016
2003-12-11,0.1319
2003-12-12,0.3953
2003-12-15,-0.6562
2003-12-16,0.1321
2003-12-17,1.7149999999999999
2003-12-18,1.4267
2003-12-19,0.6394
2003-12-22,1.0165
2003-12-23,0.8805
2003-12-24,-0.4988
2003-12-26,0.0
2003-12-29,-0.6767
2003-12-30,-0.6337
2003-12-31,1.148
2004-01-02,-0.7566
2004-01-05,-0.5083
2004-01-06,-0.1277
2004-01-07,0.7673
2004-01-08,0.2538
2004-01-09,0.0
2004-01-12,0.7595
2004-01-13,0.3769
2004-01-14,0.3755
2004-01-15,0.3741
2004-01-16,-0.4969
2004-01-20,-0.7491
2004-01-21,0.1258
2004-01-22,1.1307
2004-01-23,0.9938
2004-01-26,-1.23
2004-01-27,-1.1208
2004-01-28,-0.2519
2004-01-29,0.1263
2004-01-30,2.5221
2004-02-02,-0.861
2004-02-03,-0.9926
2004-02-04,1.7544
2004-02-05,-0.3695
2004-02-06,-0.1731
2004-02-09,0.8706
2004-02-10,-0.3699
2004-02-11,1.1139000000000001
2004-02-12,-0.8568
2004-02-13,0.8642
2004-02-17,-2.5704000000000002
2004-02-18,-1.2563
2004-02-19,-1.145
2004-02-20,1.1583
2004-02-23,-1.7812000000000001
2004-02-24,-0.1295
2004-02-25,0.5188
2004-02-26,0.3871
2004-02-27,0.7712
2004-03-01,-0.1276
2004-03-02,0.7663
2004-03-03,0.0
2004-03-04,0.0
2004-03-05,-0.3802
2004-03-08,-0.7125
2004-03-09,0.1287
2004-03-10,-0.1285
2004-03-11,0.6435
2004-03-12,0.5115
2004-03-15,-0.7634
2004-03-16,0.641
2004-03-17,-0.5096
2004-03-18,-0.3841
2004-03-19,0.5141
2004-03-22,0.1279
2004-03-23,0.2554
2004-03-24,0.3822
2004-03-25,0.7614
2004-03-26,1.0076
2004-03-29,-0.2494
2004-03-30,0.125
2004-03-31,0.2497
2004-04-01,-0.3736
2004-04-02,0.125
2004-04-05,1.9975
2004-04-06,0.1224
2004-04-07,-0.5501
2004-04-08,-0.3704
2004-04-12,0.9913
2004-04-13,0.2454
2004-04-14,-1.8359999999999999
2004-04-15,1.995
2004-04-16,-1.2225
2004-04-19,1.4851
2004-04-20,-0.3659
2004-04-21,-0.8568
2004-04-22,0.2469
2004-04-23,-0.2463
2004-04-26,0.3704
2004-04-27,-1.107
2004-04-28,0.1244
2004-04-29,0.7453
2004-04-30,1.4797
2004-05-03,0.243
2004-05-04,0.8485
2004-05-05,0.2404
2004-05-06,-0.3118
2004-05-07,0.7246
2004-05-10,-1.4388
2004-05-11,-0.1217
2004-05-12,0.3654
2004-05-13,-1.0922
2004-05-14,-0.3681
2004-05-17,-2.3399
2004-05-18,1.6393
2004-05-19,-0.8685
2004-05-20,-1.2516
2004-05-21,-2.7883
2004-05-24,-1.4342
2004-05-25,2.6455
2004-05-26,-1.0309
2004-05-27,1.9531
2004-05-28,0.7663
2004-06-01,0.3802
2004-06-02,-0.2525
2004-06-03,-0.1266
2004-06-04,-0.507
2004-06-07,0.8917
2004-06-08,0.0631
2004-06-09,0.0
2004-06-10,0.6337
2004-06-14,0.2519
2004-06-15,-0.7538
2004-06-16,0.0
2004-06-17,-0.5063
2004-06-18,1.6539000000000001
2004-06-21,-1.3767
2004-06-22,1.3959
2004-06-23,0.1252
2004-06-24,-0.25
2004-06-25,0.7519
2004-06-28,0.1244
2004-06-29,-0.3727
2004-06-30,0.3741
2004-07-01,-0.1242
2004-07-02,1.3682
2004-07-06,-1.1043
2004-07-07,0.2481
2004-07-08,0.1856
2004-07-09,-0.2481
2004-07-12,-0.3731
2004-07-13,-0.6242
