ticker,TIF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8319
2000-01-04,-3.1641
2000-01-05,-2.4316
2000-01-06,-4.0498
2000-01-07,7.0617
2000-01-10,6.7475000000000005
2000-01-11,-0.9233
2000-01-12,-1.6487
2000-01-13,0.656
2000-01-14,1.5206
2000-01-18,-0.4993
2000-01-19,-0.7885
2000-01-20,-4.1185
2000-01-21,-4.1447
2000-01-24,-6.2893
2000-01-25,0.6711
2000-01-26,2.25
2000-01-27,-2.2005
2000-01-28,-3.5
2000-01-31,2.2453
2000-02-01,-2.4493
2000-02-02,-4.2424
2000-02-03,3.7975
2000-02-04,-0.1742
2000-02-07,-2.356
2000-02-08,-1.6979
2000-02-09,-3.5455
2000-02-10,1.6965
2000-02-11,-3.7998
2000-02-14,2.8902
2000-02-15,-1.4045
2000-02-16,-5.8879
2000-02-17,-1.11
2000-02-18,-7.8571
2000-02-22,0.5192
2000-02-23,4.5513
2000-02-24,-0.843
2000-02-25,0.7439
2000-02-28,7.173
2000-02-29,0.7874
2000-03-01,7.3242
2000-03-02,-1.9108
2000-03-03,1.6698
2000-03-06,-4.4708
2000-03-07,-5.3486
2000-03-08,1.0091
2000-03-09,4.2957
2000-03-10,2.8975
2000-03-13,-3.3744
2000-03-14,-0.7707
2000-03-15,8.3495
2000-03-16,14.1541
2000-03-17,-1.7282
2000-03-20,-2.7978
2000-03-21,-0.9046
2000-03-22,-4.5643
2000-03-23,3.0435
2000-03-24,5.3165
2000-03-27,3.5256
2000-03-28,2.2446
2000-03-29,-3.9364
2000-03-30,3.7824999999999998
2000-03-31,1.5945
2000-04-03,-0.7474
2000-04-04,-2.4096
2000-04-05,-6.3272
2000-04-06,1.7298
2000-04-07,-0.6478
2000-04-10,0.5705
2000-04-11,-1.8639000000000001
2000-04-12,1.9818
2000-04-13,-5.4251
2000-04-14,-12.9281
2000-04-17,3.0482
2000-04-18,8.3969
2000-04-19,-1.3204
2000-04-20,2.3194
2000-04-24,0.8718
2000-04-25,2.3336
2000-04-26,0.8446
2000-04-27,-1.4238
2000-04-28,-1.1895
2000-05-01,3.2674
2000-05-02,-2.7477
2000-05-03,-6.0788
2000-05-04,-1.3674
2000-05-05,-0.0924
2000-05-08,3.9778000000000002
2000-05-09,1.0676
2000-05-10,-1.2324
2000-05-11,2.1390000000000002
2000-05-12,3.7522
2000-05-15,1.1775
2000-05-16,-2.9925
2000-05-17,-3.4276
2000-05-18,-3.638
2000-05-19,-0.1842
