ticker,BEZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.1034
2000-01-04,-1.0033
2000-01-05,1.0135
2000-01-06,-1.1913
2000-01-07,1.2057
2000-01-10,1.3378
2000-01-11,-0.33
2000-01-12,-2.649
2000-01-13,0.3401
2000-01-14,0.339
2000-01-18,-0.6757
2000-01-19,2.7211
2000-01-20,-0.6623
2000-01-21,-3.3333
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,-1.3793
2000-01-28,-1.3986
2000-01-31,-3.1915
2000-02-01,-0.3663
2000-02-02,0.0
2000-02-03,0.7353
2000-02-04,-0.365
2000-02-07,-0.3663
2000-02-08,-1.4706000000000001
2000-02-09,-0.7463
2000-02-10,-1.1278
2000-02-11,-1.1407
2000-02-14,1.5385
2000-02-15,0.0
2000-02-16,-4.1667
2000-02-17,0.7905
2000-02-18,-1.9607999999999999
2000-02-22,2.0
2000-02-23,0.0
2000-02-24,-0.3922
2000-02-25,-1.5748
2000-02-28,1.2
2000-02-29,2.3715
2000-03-01,-0.3861
2000-03-02,0.0
2000-03-03,-0.3876
2000-03-06,-1.1673
2000-03-07,-5.1181
2000-03-08,0.7967
2000-03-09,8.7137
2000-03-10,2.2901
2000-03-13,0.7463
2000-03-14,0.3704
2000-03-15,-1.476
2000-03-16,4.1199
2000-03-17,2.8777
2000-03-20,2.0979
2000-03-21,1.7123
2000-03-22,2.0202
2000-03-23,-0.9901
2000-03-24,0.3333
2000-03-27,-1.9933999999999998
2000-03-28,-1.0169
2000-03-29,-2.3973
2000-03-30,1.0526
2000-03-31,0.3472
2000-04-03,1.7301
2000-04-04,-0.3401
2000-04-05,1.3652
2000-04-06,1.0101
2000-04-07,-0.6667
2000-04-10,0.3356
2000-04-11,0.6689
2000-04-12,-4.3189
2000-04-13,5.5556
2000-04-14,-0.6579
2000-04-17,0.6623
2000-04-18,-1.9737
2000-04-19,1.6779
2000-04-20,-2.3102
2000-04-24,-1.3514
2000-04-25,4.4521
2000-04-26,-2.9508
2000-04-27,0.0
2000-04-28,0.3378
2000-05-01,-2.3569
2000-05-02,-0.3448
2000-05-03,0.346
2000-05-04,1.7241
2000-05-05,0.339
2000-05-08,-1.3514
2000-05-09,1.7123
2000-05-10,-4.3771
2000-05-11,3.8731999999999998
2000-05-12,1.3559
2000-05-15,0.3344
2000-05-16,-1.3333
2000-05-17,-0.6757
2000-05-18,0.0
2000-05-19,1.7006999999999999
2000-05-22,-3.6789
2000-05-23,2.0833
