ticker,TG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-8.1571
2000-01-04,1.6447
2000-01-05,2.2654
2000-01-06,2.2152
2000-01-07,3.7152
2000-01-10,-1.4925
2000-01-11,-1.2121
2000-01-12,-3.0675
2000-01-13,3.1646
2000-01-14,-1.8405
2000-01-18,0.625
2000-01-19,-3.4161
2000-01-20,1.9293
2000-01-21,-1.8927
2000-01-24,-4.1801
2000-01-25,-2.6846
2000-01-26,8.9655
2000-01-27,4.4304
2000-01-28,-0.6061
2000-01-31,-4.5732
2000-02-01,2.5559
2000-02-02,7.4766
2000-02-03,-1.7391
2000-02-04,4.7198
2000-02-07,-1.4085
2000-02-08,3.4286
2000-02-09,6.3536
2000-02-10,-1.2987
2000-02-11,-0.5263
2000-02-14,5.0265
2000-02-15,3.5263999999999998
2000-02-16,0.9732
2000-02-17,4.3373
2000-02-18,-3.9261
2000-02-22,-2.4038
2000-02-23,4.9261
2000-02-24,-5.8685
2000-02-25,-1.995
2000-02-28,2.0356
2000-02-29,12.7182
2000-03-01,0.885
2000-03-02,-1.0965
2000-03-03,3.3259
2000-03-06,9.8712
2000-03-07,-9.375
2000-03-08,5.1724
2000-03-09,-0.2049
2000-03-10,-0.616
2000-03-13,-0.4132
2000-03-14,3.3195
2000-03-15,0.1285
2000-03-16,1.8072
2000-03-17,-1.7751000000000001
2000-03-20,-2.8112
2000-03-21,-0.8264
2000-03-22,-0.2083
2000-03-23,0.0
2000-03-24,-2.2965
2000-03-27,0.4274
2000-03-28,-2.1277
2000-03-29,-2.3913
2000-03-30,0.0
2000-03-31,-4.0089
2000-04-03,0.9281
2000-04-04,-5.5172
2000-04-05,-0.4866
2000-04-06,2.6895
2000-04-07,-1.6667
2000-04-10,0.9685
2000-04-11,-1.6787
2000-04-12,-0.2439
2000-04-13,-2.2005
2000-04-14,-2.75
2000-04-17,-3.856
2000-04-18,2.6738
2000-04-19,-0.5208
2000-04-20,4.712
2000-04-24,-0.5
2000-04-25,1.2563
2000-04-26,4.2184
2000-04-27,0.2381
2000-04-28,-1.9002
2000-05-01,3.632
2000-05-02,-0.9346
2000-05-03,-0.4717
2000-05-04,1.1848
2000-05-05,0.2342
2000-05-08,-0.4673
2000-05-09,1.6432
2000-05-10,-3.9261
2000-05-11,5.2885
2000-05-12,0.0
2000-05-15,2.0548
2000-05-16,-0.8949
2000-05-17,-1.1287
2000-05-18,-1.5981999999999998
2000-05-19,-2.5522
2000-05-22,-1.1905000000000001
