ticker,VRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-13.7795
2000-01-04,-4.1096
2000-01-05,-4.7619
2000-01-06,7.5
2000-01-07,5.1163
2000-01-10,-2.6549
2000-01-11,3.1818
2000-01-12,-9.6916
2000-01-13,6.3415
2000-01-14,0.0
2000-01-18,8.7156
2000-01-19,1.2658
2000-01-20,-1.25
2000-01-21,10.1266
2000-01-24,-4.9808
2000-01-25,2.8226
2000-01-26,-2.3529
2000-01-27,-10.4418
2000-01-28,-2.6906
2000-01-31,-4.1475
2000-02-01,8.6538
2000-02-02,10.6195
2000-02-03,2.4
2000-02-04,-5.0781
2000-02-07,1.6461000000000001
2000-02-08,0.0
2000-02-09,1.2146
2000-02-10,2.0
2000-02-11,-2.3529
2000-02-14,15.261
2000-02-15,-1.3937
2000-02-16,-4.5936
2000-02-17,5.9259
2000-02-18,-2.0979
2000-02-22,-5.0
2000-02-23,1.1278
2000-02-24,2.2305
2000-02-25,-1.4545
2000-02-28,-2.214
2000-02-29,0.7547
2000-03-01,2.2472
2000-03-02,-1.8315000000000001
2000-03-03,3.7313
2000-03-06,5.3957
2000-03-07,6.8259
2000-03-08,-4.7923
2000-03-09,-1.3423
2000-03-10,-1.0204
2000-03-13,-0.6873
2000-03-14,-2.0761
2000-03-15,-10.9541
2000-03-16,10.7143
2000-03-17,-3.5842
2000-03-20,-2.2305
2000-03-21,3.4221
2000-03-22,5.5147
2000-03-23,-5.2265
2000-03-24,0.0
2000-03-27,-5.8824
2000-03-28,2.3438
2000-03-29,3.4351
2000-03-30,-1.476
2000-03-31,1.8727
2000-04-03,-0.7353
2000-04-04,-12.592600000000001
2000-04-05,-1.6949
2000-04-06,3.4483
2000-04-07,1.6667
2000-04-10,-5.7377
2000-04-11,4.7826
2000-04-12,4.9793
2000-04-13,-5.1383
2000-04-14,-2.9167
2000-04-17,-2.5751
2000-04-18,5.2863
2000-04-19,-0.4184
2000-04-20,10.9244
2000-04-24,0.3788
2000-04-25,-0.7547
2000-04-26,3.4221
2000-04-27,2.2059
2000-04-28,0.0
2000-05-01,1.4388
2000-05-02,7.0922
2000-05-03,-4.6358
2000-05-04,3.8194
2000-05-05,1.6722000000000001
2000-05-08,4.6053
2000-05-09,0.3145
2000-05-10,-0.9404
2000-05-11,3.7975
2000-05-12,1.5244
2000-05-15,4.2042
2000-05-16,-0.8646
2000-05-17,0.0
2000-05-18,0.8721
2000-05-19,-3.17
2000-05-22,-4.1667
2000-05-23,4.3478
