ticker,CYN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.3643
2000-01-04,-3.373
2000-01-05,1.8479999999999999
2000-01-06,1.8145
2000-01-07,-1.3860999999999999
2000-01-10,-0.4016
2000-01-11,-3.2258
2000-01-12,1.4583
2000-01-13,6.5708
2000-01-14,2.6975
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,-2.439
2000-01-21,0.5769
2000-01-24,-1.7208
2000-01-25,1.5564
2000-01-26,2.682
2000-01-27,0.5597
2000-01-28,-0.3711
2000-01-31,3.9106
2000-02-01,-0.8961
2000-02-02,-3.6166
2000-02-03,-1.1257
2000-02-04,-1.518
2000-02-07,-0.8092
2000-02-08,0.9766
2000-02-09,-2.9013999999999998
2000-02-10,-1.992
2000-02-11,-1.626
2000-02-14,-3.0992
2000-02-15,2.3454
2000-02-16,-1.0417
2000-02-17,-1.0526
2000-02-18,-3.8298
2000-02-22,-2.8761
2000-02-23,-1.3667
2000-02-24,1.6166
2000-02-25,-0.2273
2000-02-28,0.6834
2000-02-29,-0.2262
2000-03-01,-1.1338
2000-03-02,-2.2936
2000-03-03,5.1643
2000-03-06,-4.6875
2000-03-07,-2.3419
2000-03-08,-0.7194
2000-03-09,3.8647
2000-03-10,-1.8605
2000-03-13,2.3697
2000-03-14,-1.1574
2000-03-15,5.1522
2000-03-16,14.2539
2000-03-17,2.5341
2000-03-20,-5.1331
2000-03-21,4.008
2000-03-22,1.1561
2000-03-23,1.7143000000000002
2000-03-24,-4.1199
2000-03-27,-1.3672
2000-03-28,-0.396
2000-03-29,-1.3917
2000-03-30,0.2016
2000-03-31,8.4507
2000-04-03,3.525
2000-04-04,-2.509
2000-04-05,-0.1838
2000-04-06,-0.7366
2000-04-07,-3.154
2000-04-10,0.9579
2000-04-11,1.3283
2000-04-12,3.3708
2000-04-13,3.8043
2000-04-14,-2.9668
2000-04-17,1.259
2000-04-18,6.5719
2000-04-19,-1.6667
2000-04-20,1.3559
2000-04-24,0.3344
2000-04-25,4.1667
2000-04-26,-2.7199999999999998
2000-04-27,-2.9605
2000-04-28,-0.1695
2000-05-01,1.1885
2000-05-02,-2.6846
2000-05-03,-1.2069
2000-05-04,1.9197
2000-05-05,-0.3425
2000-05-08,3.5739
2000-05-09,1.5
2000-05-10,-3.6125
2000-05-11,4.77
2000-05-12,1.7886
2000-05-15,0.9585
2000-05-16,-1.2658
2000-05-17,0.0
2000-05-18,-0.3205
2000-05-19,-4.8232
2000-05-22,2.3649
