ticker,LNN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7671
2000-01-04,0.7117
2000-01-05,-1.4134
2000-01-06,-4.3011
2000-01-07,1.1236
2000-01-10,-1.4815
2000-01-11,0.0
2000-01-12,1.5038
2000-01-13,0.7407
2000-01-14,-2.2059
2000-01-18,0.0
2000-01-19,0.3759
2000-01-20,2.6217
2000-01-21,-1.4599
2000-01-24,-0.3704
2000-01-25,-0.7435
2000-01-26,-1.1236
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.3788
2000-02-01,4.1509
2000-02-02,-1.4493
2000-02-03,0.0
2000-02-04,-1.1029
2000-02-07,-1.8587
2000-02-08,-1.1364
2000-02-09,0.3831
2000-02-10,0.0
2000-02-11,-0.5496
2000-02-14,-0.7692
2000-02-15,6.2016
2000-02-16,4.3796
2000-02-17,-0.6993
2000-02-18,-0.7042
2000-02-22,-2.8369
2000-02-23,-0.365
2000-02-24,-0.7326
2000-02-25,-2.583
2000-02-28,-2.2727
2000-02-29,4.2636
2000-03-01,-0.3717
2000-03-02,-2.2388
2000-03-03,-1.5267
2000-03-06,-10.0775
2000-03-07,-3.4483
2000-03-08,0.0
2000-03-09,2.6786
2000-03-10,3.0435
2000-03-13,2.1097
2000-03-14,3.3058
2000-03-15,8.8
2000-03-16,-5.1471
2000-03-17,0.3876
2000-03-20,8.8803
2000-03-21,0.0
2000-03-22,-4.9645
2000-03-23,0.3731
2000-03-24,-1.1152
2000-03-27,-0.3759
2000-03-28,0.3774
2000-03-29,-1.5038
2000-03-30,2.2901
2000-03-31,2.2388
2000-04-03,1.8248
2000-04-04,2.509
2000-04-05,0.6993
2000-04-06,-1.3889
2000-04-07,0.3521
2000-04-10,-1.0526
2000-04-11,0.7092
2000-04-12,0.7042
2000-04-13,0.0
2000-04-14,1.049
2000-04-17,-0.692
2000-04-18,-0.3484
2000-04-19,1.049
2000-04-20,-0.692
2000-04-24,-1.3937
2000-04-25,3.8869
2000-04-26,-3.4013999999999998
2000-04-27,0.7042
2000-04-28,0.0
2000-05-01,2.0979
2000-05-02,2.3973
2000-05-03,4.0134
2000-05-04,-0.9646
2000-05-05,2.5974
2000-05-08,0.3165
2000-05-09,0.9464
2000-05-10,3.4375
2000-05-11,0.7734
2000-05-12,-1.5015
2000-05-15,-4.5732
2000-05-16,2.2364
2000-05-17,-3.125
2000-05-18,-0.9677
2000-05-19,-1.3029
2000-05-22,-2.9703
2000-05-23,1.7006999999999999
2000-05-24,2.3411
