ticker,TRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.4718999999999998
2000-01-04,-3.2258
2000-01-05,0.0
2000-01-06,-1.4285999999999999
2000-01-07,0.4831
2000-01-10,-1.4423
2000-01-11,-2.6829
2000-01-12,-1.5038
2000-01-13,1.7812000000000001
2000-01-14,12.0
2000-01-18,5.8036
2000-01-19,-2.7426
2000-01-20,2.6029999999999998
2000-01-21,2.7484
2000-01-24,-0.823
2000-01-25,1.4523
2000-01-26,0.2045
2000-01-27,-0.4082
2000-01-28,-0.6148
2000-01-31,3.9175
2000-02-01,-0.7937
2000-02-02,-1.4
2000-02-03,3.0426
2000-02-04,-0.7874
2000-02-07,-1.5873
2000-02-08,8.6694
2000-02-09,-1.8553
2000-02-10,2.2684
2000-02-11,1.4787
2000-02-14,2.0036
2000-02-15,-1.25
2000-02-16,0.7233
2000-02-17,-0.7181
2000-02-18,-3.9783
2000-02-22,-1.8832
2000-02-23,-0.9597
2000-02-24,-2.5194
2000-02-25,-1.9881
2000-02-28,-2.0284
2000-02-29,1.4493
2000-03-01,1.0204
2000-03-02,-6.2626
2000-03-03,-3.2328
2000-03-06,-6.9042
2000-03-07,0.7177
2000-03-08,-1.4252
2000-03-09,2.6506
2000-03-10,0.0
2000-03-13,-1.8779
2000-03-14,-2.8708
2000-03-15,-1.4778
2000-03-16,3.25
2000-03-17,-1.4527999999999999
2000-03-20,-0.7371
2000-03-21,-1.4851
2000-03-22,-0.7538
2000-03-23,3.038
2000-03-24,-0.7371
2000-03-27,-2.4752
2000-03-28,-1.0152
2000-03-29,-1.2821
2000-03-30,-1.2987
2000-03-31,5.0
2000-04-03,-2.5063
2000-04-04,-2.3136
2000-04-05,-1.3158
2000-04-06,2.1333
2000-04-07,-0.7833
2000-04-10,-2.8947000000000003
2000-04-11,0.271
2000-04-12,0.8108
2000-04-13,-4.2895
2000-04-14,-4.2017
2000-04-17,-1.462
2000-04-18,7.4184
2000-04-19,3.5911999999999997
2000-04-20,-1.3333
2000-04-24,-0.2703
2000-04-25,0.813
2000-04-26,-0.8065
2000-04-27,-0.813
2000-04-28,4.6448
2000-05-01,0.7833
2000-05-02,-2.5907
2000-05-03,-1.8617
2000-05-04,2.71
2000-05-05,1.3193
2000-05-08,-0.7813
2000-05-09,1.5748
2000-05-10,-0.2584
2000-05-11,1.0363
2000-05-12,0.0
2000-05-15,-0.7692
2000-05-16,1.0336
2000-05-17,-0.7673
2000-05-18,-0.7732
2000-05-19,-1.5584
