ticker,STU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2506
2000-01-04,-0.5025
2000-01-05,1.0101
2000-01-06,0.75
2000-01-07,-0.6203
2000-01-11,-0.1248
2000-01-12,-0.875
2000-01-13,0.0
2000-01-14,-2.1438
2000-01-18,0.0
2000-01-19,0.9021
2000-01-20,0.1277
2000-01-21,1.5306
2000-01-24,-0.7538
2000-01-25,-0.5063
2000-01-26,0.1272
2000-01-27,-0.2541
2000-01-28,1.4013
2000-01-31,0.0
2000-02-01,-0.3769
2000-02-02,0.2522
2000-02-03,-0.1258
2000-02-04,-0.5038
2000-02-07,-1.3924
2000-02-08,0.1284
2000-02-09,0.0
2000-02-10,-2.0513
2000-02-11,1.2565
2000-02-14,-2.356
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,1.6086
2000-02-18,-11.6095
2000-02-22,-2.8358
2000-02-23,-1.0753
2000-02-24,-2.795
2000-02-25,-0.7987
2000-02-28,1.7713
2000-02-29,-1.5823
2000-03-01,1.6077
2000-03-02,-0.1582
2000-03-03,0.0
2000-03-06,-1.5848
2000-03-07,-1.1272
2000-03-08,-0.1629
2000-03-09,2.2838
2000-03-10,-0.4785
2000-03-13,-0.3205
2000-03-14,-0.4823
2000-03-15,0.0
2000-03-16,2.1002
2000-03-17,-0.6329
2000-03-20,-0.3185
2000-03-21,-0.3195
2000-03-22,-0.1603
2000-03-23,0.1605
2000-03-24,0.8013
2000-03-27,0.4769
2000-03-28,-0.7911
2000-03-29,2.5518
2000-03-30,1.7107
2000-03-31,0.1529
2000-04-03,-0.1527
2000-04-04,-1.0703
2000-04-05,-2.0093
2000-04-06,2.3659
2000-04-07,0.1541
2000-04-10,-0.7692
2000-04-11,-0.4651
2000-04-12,-3.271
2000-04-13,-1.2882
2000-04-14,-1.6313
2000-04-17,1.1609
2000-04-18,1.9672
2000-04-19,-0.3215
2000-04-20,1.2903
2000-04-24,-0.7962
2000-04-25,-0.321
2000-04-26,1.1272
2000-04-27,1.7516
2000-04-28,0.1565
2000-05-01,-0.1563
2000-05-02,-0.1565
2000-05-03,0.1567
2000-05-04,0.0
2000-05-05,-0.7825
2000-05-08,0.3155
2000-05-09,-1.2579
2000-05-10,-1.2739
2000-05-11,-1.3548
2000-05-12,-0.6645
2000-05-15,0.0
2000-05-16,-0.5017
2000-05-17,1.1764999999999999
2000-05-18,0.8306
2000-05-19,0.1647
2000-05-22,0.1645
2000-05-23,-0.3284
2000-05-24,-0.4942
