ticker,MCCK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6173
2000-01-04,-0.6211
2000-01-05,-0.625
2000-01-06,-0.6289
2000-01-07,-1.8987
2000-01-10,1.2903
2000-01-14,-3.1847
2000-01-18,-0.6579
2000-01-19,-2.9801
2000-01-20,0.0
2000-01-21,0.0
2000-01-24,-1.0239
2000-01-25,-2.4138
2000-01-26,-1.0601
2000-01-27,-1.7856999999999998
2000-01-28,-1.0909
2000-01-31,-1.4706000000000001
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,1.4925
2000-02-04,0.7353
2000-02-07,0.0
2000-02-08,0.7299
2000-02-09,-2.1739
2000-02-10,0.7407
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-0.3676
2000-02-17,-3.321
2000-02-18,0.0
2000-02-22,0.7634
2000-02-23,-0.7576
2000-02-24,1.5267
2000-02-25,-0.3759
2000-02-28,-0.3774
2000-02-29,1.1364
2000-03-01,-0.3745
2000-03-02,2.2556
2000-03-03,-2.9412000000000003
2000-03-06,0.0
2000-03-07,2.6515
2000-03-08,-2.214
2000-03-09,-0.3774
2000-03-10,-0.7576
2000-03-13,0.0
2000-03-14,-2.2901
2000-03-15,0.0
2000-03-16,-3.125
2000-03-17,3.0655
2000-03-20,4.2735
2000-03-21,1.6393
2000-03-22,1.6129
2000-03-23,3.1746
2000-03-24,-1.1538
2000-03-28,0.0
2000-03-29,0.7782
2000-03-30,5.4054
2000-03-31,-1.0989
2000-04-03,0.7407
2000-04-04,0.7353
2000-04-05,-0.7299
2000-04-07,-0.3676
2000-04-10,-0.738
2000-04-11,-0.3717
2000-04-12,-0.7463
2000-04-13,3.0075
2000-04-14,1.4599
2000-04-17,0.0
2000-04-18,2.8777
2000-04-19,0.6993
2000-04-20,-1.0417
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,1.4035
2000-04-28,-0.692
2000-05-01,0.0
2000-05-02,-1.0453
2000-05-03,-2.4648
2000-05-04,-6.4982
2000-05-05,0.3861
2000-05-08,-1.5385
2000-05-09,0.0
2000-05-11,0.0
2000-05-12,0.3906
2000-05-15,1.5564
2000-05-16,0.3831
2000-05-17,-0.7634
2000-05-18,0.0
2000-05-19,0.3846
2000-05-22,1.1494
2000-05-23,0.0
2000-05-24,-0.3788
2000-05-25,-0.3802
2000-05-26,0.0
2000-05-30,1.145
2000-05-31,0.3774
2000-06-01,0.0
2000-06-02,-0.3759
2000-06-05,0.0
2000-06-06,0.0
