ticker,EOG US Equity
2000-05-24,-1.004
2000-05-25,-1.8256000000000001
2000-05-26,-0.8264
2000-05-30,3.75
2000-05-31,4.4177
2000-06-01,-1.3462
2000-06-02,-4.8733
2000-06-05,-1.0246
2000-06-06,3.9337
2000-06-07,-0.3984
2000-06-08,3.0
2000-06-09,-1.5534
2000-06-12,2.7613
2000-06-13,2.1113
2000-06-14,0.7519
2000-06-15,-0.7463
2000-06-16,4.1353
2000-06-19,-1.2973
2000-06-20,-1.7946
2000-06-21,0.1862
2000-06-22,-3.9032999999999998
2000-06-23,2.3211
2000-06-26,-1.7013
2000-06-27,1.3462
2000-06-28,1.518
2000-06-29,0.9346
2000-06-30,-1.0417
2000-07-03,-1.3801
2000-07-05,-10.2467
2000-07-06,-2.7484
2000-07-07,4.3478
2000-07-10,1.25
2000-07-11,6.5844000000000005
2000-07-12,-2.8958
2000-07-13,1.7018
2000-07-14,-1.3699
2000-07-17,-3.5714
2000-07-18,3.7037
2000-07-19,-1.7856999999999998
2000-07-20,-6.2626
2000-07-21,-3.2328
2000-07-24,-2.6726
2000-07-25,-1.1442
2000-07-26,3.0093
2000-07-27,6.0674
2000-07-28,1.6949
2000-07-31,-1.4583
2000-08-01,4.4397
2000-08-02,3.6437
2000-08-03,-1.5625
2000-08-04,3.7698
2000-08-07,0.8126
2000-08-08,-0.4267
2000-08-09,0.9524
2000-08-10,3.2075
2000-08-11,0.1828
2000-08-14,1.4599
2000-08-15,2.1583
2000-08-16,-0.7042
2000-08-17,2.8369
2000-08-18,-0.3448
2000-08-21,0.692
2000-08-22,0.8591
2000-08-23,2.8961
2000-08-24,0.6623
2000-08-25,-0.1645
2000-08-28,0.0
2000-08-29,2.6359
2000-08-30,-2.7287
2000-08-31,0.9901
2000-09-01,0.6536
2000-09-05,0.0
2000-09-06,1.9481000000000002
2000-09-07,0.1592
2000-09-08,-1.4308
2000-09-11,2.4194
2000-09-12,1.4173
2000-09-13,-2.4845
2000-09-14,0.9554
2000-09-15,-0.3155
2000-09-18,1.1571
2000-09-19,-2.8645
2000-09-20,2.2544
2000-09-21,-3.622
2000-09-22,-0.6536
2000-09-25,-2.1382
2000-09-26,4.7059
2000-09-27,1.4445999999999999
2000-09-28,-1.2658
2000-09-29,-0.3205
2000-10-02,2.09
2000-10-03,-0.4724
2000-10-04,-4.7468
2000-10-05,-1.8272
2000-10-06,2.7073
2000-10-09,-0.1647
2000-10-10,7.0957
2000-10-11,4.1602
2000-10-12,-0.2959
2000-10-13,-1.2522
2000-10-16,-1.6541000000000001
2000-10-17,3.9755000000000003
2000-10-18,-0.5882
2000-10-19,-0.1479
2000-10-20,2.963
2000-10-23,-1.1511
2000-10-24,-6.8413
2000-10-25,-7.9688
2000-10-26,2.8862
2000-10-27,0.9901
2000-10-30,0.9804
2000-10-31,1.9417
2000-11-01,6.9841
2000-11-02,-2.5223
2000-11-03,-1.3699
2000-11-06,-1.5432000000000001
2000-11-07,0.0
2000-11-08,2.5078
2000-11-09,-2.9052
2000-11-10,0.4724
2000-11-13,-2.3511
2000-11-14,3.3708
2000-11-15,8.6957
2000-11-16,1.5714000000000001
2000-11-17,-1.8284
2000-11-20,-3.1519
2000-11-21,3.9941
2000-11-22,0.1422
2000-11-24,3.4091
2000-11-27,0.5495
2000-11-28,-1.0929
2000-11-29,-5.3867
2000-11-30,-0.8759
2000-12-01,4.7128
2000-12-04,3.5162
2000-12-05,0.1359
2000-12-06,3.3921
2000-12-07,-4.5931999999999995
2000-12-08,0.4127
2000-12-11,4.1096
2000-12-12,1.7105000000000001
2000-12-13,1.2937
2000-12-14,-3.576
2000-12-15,0.9272
2000-12-18,3.9370000000000003
2000-12-19,1.8939
2000-12-20,-0.6196
2000-12-21,2.9925
2000-12-22,0.7264
2000-12-26,6.851
2000-12-27,0.8999
2000-12-28,0.6689
2000-12-29,-3.2115
2001-01-02,-1.9451
2001-01-03,-8.5181
2001-01-04,-5.3571
2001-01-05,3.0997
2001-01-08,2.7451
2001-01-09,-1.5267
2001-01-10,0.646
2001-01-11,-2.1823
2001-01-12,-1.6324999999999998
2001-01-16,2.4032
2001-01-17,-6.7797
2001-01-18,-2.6573
2001-01-19,1.7241
2001-01-22,1.6949
2001-01-23,2.2222
2001-01-24,0.0
2001-01-25,2.8533
2001-01-26,-0.9247
2001-01-29,-3.1893
2001-01-30,-1.9392
2001-01-31,-1.7079
2001-02-01,-1.1203
2001-02-02,5.0867
2001-02-05,-0.44
2001-02-06,1.9005999999999998
2001-02-07,2.7109
2001-02-08,-2.6605
2001-02-09,2.9718
2001-02-12,-1.8959000000000001
2001-02-13,1.2669000000000001
2001-02-14,-0.1908
2001-02-15,-3.7603999999999997
2001-02-16,1.6336
2001-02-20,-0.4344
2001-02-21,-2.4869
2001-02-22,-1.3423
2001-02-23,-1.1565
2001-02-26,1.5829
2001-02-27,0.2033
2001-02-28,-1.7354
2001-03-01,0.0917
2001-03-02,3.3456
2001-03-05,1.3747
2001-03-06,1.3780000000000001
2001-03-07,5.2427
2001-03-08,3.0135
2001-03-09,0.3184
2001-03-12,-5.7727
2001-03-13,-1.2211
2001-03-14,-2.9199
2001-03-15,-1.6684999999999999
2001-03-16,0.0223
2001-03-19,1.942
2001-03-20,2.2553
2001-03-21,-5.5675
2001-03-22,-2.8571
2001-03-23,1.4939
2001-03-26,-0.115
2001-03-27,-2.5098000000000003
2001-03-28,-0.9447
2001-03-29,-4.4111
2001-03-30,2.8436
2001-04-02,-3.8079
2001-04-03,-4.4629
2001-04-04,3.299
2001-04-05,3.0404
2001-04-06,0.0496
2001-04-09,4.0892
2001-04-10,2.3095
2001-04-11,-0.6749
2001-04-12,1.6886
2001-04-16,2.8828
2001-04-17,1.5692
2001-04-18,-1.8098
2001-04-19,-2.7647
2001-04-20,1.0171
2001-04-23,7.3227
2001-04-24,-0.533
2001-04-25,2.2294
2001-04-26,0.2936
2001-04-27,-1.1081
2001-04-30,-1.9239000000000002
2001-05-01,-2.0263
2001-05-02,-6.6227
2001-05-03,-0.7776
2001-05-04,3.6096
2001-05-07,0.0458
2001-05-08,0.8018
2001-05-09,2.7273
2001-05-10,-1.3717
2001-05-11,-0.3813
2001-05-14,2.3418
2001-05-15,3.7624
2001-05-16,0.2545
2001-05-17,1.7132
2001-05-18,2.3498
2001-05-21,1.1377
2001-05-22,-0.8035
2001-05-23,-5.2855
2001-05-24,-1.6677
2001-05-25,-1.1089
2001-05-29,-0.7916
2001-05-30,-0.266
2001-05-31,-0.2444
2001-06-01,0.245
2001-06-04,1.4
2001-06-05,-1.2711000000000001
2001-06-06,-7.303
2001-06-07,-1.4368
2001-06-08,0.413
2001-06-11,1.3308
2001-06-12,2.0774
2001-06-13,-2.7368
2001-06-14,-1.8277999999999999
2001-06-15,-0.245
2001-06-18,-2.9961
2001-06-19,0.9367
2001-06-20,-1.9062000000000001
2001-06-21,-5.5229
2001-06-22,2.8958
2001-06-25,-1.2888
2001-06-26,1.1458
2001-06-27,-3.2929
2001-06-28,-4.2768
2001-06-29,1.1668
2001-07-02,-1.9409
2001-07-03,1.4917
2001-07-05,1.8937
2001-07-06,2.0804
2001-07-09,-3.8043
2001-07-10,-1.2429000000000001
2001-07-11,-3.4611
2001-07-12,-1.4519
2001-07-13,2.3151
2001-07-16,-4.06
2001-07-17,-2.4226
2001-07-18,-1.5399
2001-07-19,0.4469
2001-07-20,2.0655
2001-07-23,-0.0623
2001-07-24,-3.8006
2001-07-25,9.6826
2001-07-26,1.8601
2001-07-27,5.4783
2001-07-30,-2.7205
2001-07-31,-0.1412
2001-08-01,-2.1216
2001-08-02,1.7341
2001-08-03,-2.358
2001-08-06,-1.3093
2001-08-07,-0.9139
2001-08-08,-4.2844
2001-08-09,-0.0622
2001-08-10,1.1198
2001-08-13,0.646
2001-08-14,2.3839
2001-08-15,8.0597
2001-08-16,-0.3315
2001-08-17,-2.2727
2001-08-20,-3.148
2001-08-21,-0.1464
2001-08-22,-1.1437
2001-08-23,-1.3053
2001-08-24,-1.593
2001-08-27,-0.672
2001-08-28,-1.1685
2001-08-29,0.1867
2001-08-30,-1.9255
2001-08-31,0.1267
2001-09-04,2.783
2001-09-05,-2.3077
2001-09-06,2.6142
2001-09-07,0.2762
2001-09-10,0.1837
2001-09-17,-5.9884
2001-09-18,-5.7849
2001-09-19,-3.1045
2001-09-20,-0.712
2001-09-21,1.7928
2001-09-24,-4.3677
2001-09-25,-1.768
2001-09-26,-0.1125
2001-09-27,2.4775
2001-09-28,5.9707
2001-10-01,-2.3851
2001-10-02,2.3371
2001-10-03,2.2145
2001-10-04,5.3487
2001-10-05,1.1247
2001-10-08,1.7477
2001-10-09,0.406
2001-10-10,5.7543
2001-10-11,-0.0588
2001-10-12,0.0883
2001-10-15,-3.1461
2001-10-16,3.617
2001-10-17,-0.2933
2001-10-18,-2.4125
2001-10-19,2.5023
2001-10-22,1.1471
2001-10-23,-0.2617
2001-10-24,1.7201
2001-10-25,5.7323
2001-10-26,2.1957
2001-10-29,0.557
2001-10-30,-6.1461
2001-10-31,-0.5902
2001-11-01,1.6964000000000001
2001-11-02,-3.8643
2001-11-05,-2.1689
2001-11-06,0.6799
2001-11-07,3.5819
2001-11-08,0.1417
2001-11-09,3.623
2001-11-12,-1.3931
2001-11-13,-0.0554
2001-11-14,-5.7373
2001-11-15,-6.5275
2001-11-16,2.9569
2001-11-19,0.0611
2001-11-20,5.1603
2001-11-21,-0.3484
2001-11-23,2.3893
2001-11-26,-1.5367
2001-11-27,-0.0578
2001-11-28,-0.6073
2001-11-29,2.3567
2001-11-30,-0.5685
2001-12-03,2.9731
2001-12-04,3.3592
2001-12-05,5.0497
2001-12-06,-1.304
2001-12-07,-1.1399
2001-12-10,-2.0964
2001-12-11,-2.5696
2001-12-12,-2.0055
2001-12-13,-1.2616
2001-12-14,2.5554
2001-12-17,-0.8859
2001-12-18,2.4859999999999998
2001-12-19,2.453
2001-12-20,-1.0375
2001-12-21,0.8333
2001-12-24,1.0664
2001-12-26,2.8752
2001-12-27,-0.0769
2001-12-28,0.7185
2001-12-31,-0.3567
2002-01-02,-2.608
2002-01-03,-1.9428
2002-01-04,1.178
2002-01-07,0.8732
2002-01-08,-1.0231
2002-01-09,-0.6096
2002-01-10,-1.0133
2002-01-11,-4.014
2002-01-14,-2.8908
2002-01-15,1.5607
2002-01-16,-2.1368
2002-01-17,-2.1834
2002-01-18,-2.5298
2002-01-22,-0.1527
2002-01-23,2.6606
2002-01-24,1.6979
2002-01-25,0.3808
2002-01-28,-3.2098
2002-01-29,-3.7082
2002-01-30,3.0056
2002-01-31,3.3131
2002-02-01,-2.1183
2002-02-04,-0.7815
2002-02-05,-0.515
2002-02-06,-0.4568
2002-02-07,-2.7225
2002-02-08,1.2264
2002-02-11,2.7338
2002-02-12,-2.026
2002-02-13,0.4012
2002-02-14,1.3833
2002-02-15,-1.0006
2002-02-19,0.5207
2002-02-20,-1.1578
2002-02-21,2.6818999999999997
2002-02-22,2.1315
2002-02-25,2.5279
2002-02-26,-0.7454
2002-02-27,-0.3466
2002-02-28,2.0
2002-03-01,-0.1137
2002-03-04,1.5647
2002-03-05,0.5882
2002-03-06,5.6809
2002-03-07,2.7404
2002-03-08,-0.0769
2002-03-11,1.3604
2002-03-12,0.1519
2002-03-13,0.708
2002-03-14,-1.2051
2002-03-15,-0.2541
2002-03-18,1.6051
2002-03-19,2.2317
2002-03-20,-0.8339
2002-03-21,1.7809
2002-03-22,-2.4058
2002-03-25,-0.6972
2002-03-26,-1.4544000000000001
2002-03-27,3.4859999999999998
2002-03-28,-0.2705
2002-04-01,2.0464
2002-04-02,2.2711
2002-04-03,-2.8821
2002-04-04,-3.4055
2002-04-05,-1.1584
2002-04-08,2.4968
2002-04-09,-2.9828
2002-04-10,2.7671
2002-04-11,-0.1995
2002-04-12,-4.8963
2002-04-15,2.3666
2002-04-16,-0.2055
2002-04-17,3.3205
2002-04-18,1.2706
2002-04-19,1.6236000000000002
2002-04-22,0.0726
2002-04-23,0.8708
2002-04-24,-1.6547
2002-04-25,1.8532
2002-04-26,0.8619
2002-04-29,-0.0475
2002-04-30,1.0449
2002-05-01,0.0235
2002-05-02,1.5038
2002-05-03,1.3194
2002-05-06,-3.5412
2002-05-07,0.379
2002-05-08,2.5484
2002-05-09,-1.7257
2002-05-10,0.0937
2002-05-13,2.0819
2002-05-14,0.1375
2002-05-15,-2.4943
2002-05-16,1.5958999999999999
2002-05-17,-2.0559
2002-05-20,0.7075
2002-05-21,-0.445
2002-05-22,1.1762
2002-05-23,0.3023
2002-05-24,-2.2949
2002-05-28,-0.7829
2002-05-29,0.0478
2002-05-30,-2.7008
2002-05-31,0.7124
2002-06-03,-2.1707
2002-06-04,-0.723
2002-06-05,-0.6529
2002-06-06,-0.7583
2002-06-07,1.35
2002-06-10,-3.4179
2002-06-11,-1.7174
2002-06-12,0.2118
2002-06-13,0.5284
2002-06-14,0.7359
2002-06-17,2.2959
2002-06-18,-0.153
2002-06-19,-0.281
2002-06-20,-0.1537
2002-06-21,-0.5131
2002-06-24,0.8252
2002-06-25,0.0512
2002-06-26,0.5112
2002-06-27,-0.3815
2002-06-28,1.3531
2002-07-01,-2.5189
2002-07-02,-2.6615
2002-07-03,0.3716
2002-07-05,1.7985
2002-07-08,-2.8319
2002-07-09,-1.0963
2002-07-10,-2.7845
2002-07-11,-1.3904
2002-07-12,-0.6768
2002-07-15,0.4827
2002-07-16,-0.5658
2002-07-17,-0.0284
2002-07-18,-0.7399
2002-07-19,-2.695
2002-07-22,-6.8061
2002-07-23,-2.2131
2002-07-24,6.0459
2002-07-25,-3.2012
2002-07-26,2.1102
2002-07-29,5.7989
2002-07-30,0.0875
2002-07-31,-0.1165
2002-08-01,-3.033
2002-08-02,-0.4211
2002-08-05,-3.5337
2002-08-06,3.9135999999999997
2002-08-07,1.4161000000000001
2002-08-08,3.8622
2002-08-09,1.5732
2002-08-12,1.3799000000000001
2002-08-13,-4.1944
2002-08-14,1.0438
2002-08-15,2.5825
2002-08-16,-1.8182
2002-08-19,0.4274
2002-08-20,-2.1844
2002-08-21,0.8121
2002-08-22,2.618
2002-08-23,-1.6541000000000001
2002-08-26,1.2543
2002-08-27,1.0698
2002-08-28,-2.5348
2002-08-29,-2.0863
2002-08-30,1.6928999999999998
2002-09-03,-3.7026
2002-09-04,0.4471
2002-09-05,1.0386
2002-09-06,1.909
2002-09-09,-0.4323
2002-09-10,2.3155
2002-09-11,0.7638
2002-09-12,-1.5441
2002-09-13,0.4277
2002-09-16,1.2493
2002-09-17,-2.4397
2002-09-18,1.2647
2002-09-19,-2.8669000000000002
2002-09-20,-0.5845
2002-09-23,0.4703
2002-09-24,-3.1012
2002-09-25,4.3176
2002-09-26,2.9522
2002-09-27,0.3092
2002-09-30,0.7848
2002-10-01,0.3893
2002-10-02,1.0803
2002-10-03,-1.9457
2002-10-04,-2.2638
2002-10-07,-1.058
2002-10-08,-1.3006
2002-10-09,-2.4596999999999998
2002-10-10,0.06
2002-10-11,1.9502000000000002
2002-10-14,5.2972
2002-10-15,3.1582
2002-10-16,-1.5189
2002-10-17,3.415
2002-10-18,-0.5859
2002-10-21,1.259
2002-10-22,-1.5079
2002-10-23,4.3513
2002-10-24,-1.4929000000000001
2002-10-25,-4.7034
2002-10-28,0.4387
2002-10-29,-2.3478
2002-10-30,4.2773
2002-10-31,-0.7239
2002-11-01,1.6743000000000001
2002-11-04,0.6109
2002-11-05,-0.4488
2002-11-06,0.8221
2002-11-07,-0.4208
2002-11-08,-0.9773
2002-11-11,-0.7469
2002-11-12,-0.86
2002-11-13,-2.8192
2002-11-14,5.0767
2002-11-15,-0.2124
2002-11-18,0.9843
2002-11-19,0.922
2002-11-20,4.1504
2002-11-21,1.1529
2002-11-22,-4.9058
2002-11-25,0.7035
2002-11-26,-2.4321
2002-11-27,1.5114999999999998
2002-11-29,1.28
2002-12-02,0.8254
2002-12-03,0.8954
2002-12-04,-1.4452
2002-12-05,1.1320000000000001
2002-12-06,1.3991
2002-12-09,-1.2042
2002-12-10,1.9807000000000001
2002-12-11,0.2988
2002-12-12,3.004
2002-12-13,-0.7954
2002-12-16,0.5345
2002-12-17,-1.6433
2002-12-18,-2.0393
2002-12-19,-0.1756
2002-12-20,3.995
2002-12-23,0.6523
2002-12-24,-0.8401
2002-12-26,-0.5084
2002-12-27,-2.3601
2002-12-30,-0.1994
2002-12-31,-0.3246
2003-01-02,3.1062
2003-01-03,-0.6317
2003-01-06,-0.489
2003-01-07,-4.7912
2003-01-08,-0.3097
2003-01-09,1.7085
2003-01-10,-0.9417
2003-01-13,-0.4882
2003-01-14,0.5164
2003-01-15,1.7981
2003-01-16,0.0
2003-01-17,-0.8588
2003-01-21,-2.242
2003-01-22,-0.2867
2003-01-23,0.1045
2003-01-24,-2.3499
2003-01-27,-3.7433
2003-01-28,3.0278
2003-01-29,3.5319000000000003
2003-01-30,-1.276
2003-01-31,2.2422
2003-02-03,-0.2064
2003-02-04,3.1282
2003-02-05,-0.376
2003-02-06,-0.6291
2003-02-07,-1.1142
2003-02-10,0.9475
2003-02-11,-0.3805
2003-02-12,-2.8266
2003-02-13,0.76
2003-02-14,1.1183
2003-02-18,1.4918
2003-02-19,0.7603
2003-02-20,1.1066
2003-02-21,0.995
2003-02-24,2.6601
2003-02-25,0.3839
2003-02-26,0.717
2003-02-27,-1.5187
2003-02-28,-0.4819
2003-03-03,-0.9685
2003-03-04,0.0
2003-03-05,1.6625999999999999
2003-03-06,0.6494
2003-03-07,0.4779
2003-03-10,0.5707
2003-03-11,-1.3005
2003-03-12,-1.7489
2003-03-13,-1.585
2003-03-14,-1.8831
2003-03-17,-0.2273
2003-03-18,1.5692
2003-03-19,-0.1495
2003-03-20,1.0981
2003-03-21,-3.1103
2003-03-24,-1.172
2003-03-25,1.5984
2003-03-26,-1.2433
2003-03-27,1.6444
2003-03-28,1.3397000000000001
2003-03-31,-1.322
2003-04-01,1.7442
2003-04-02,-1.9379
2003-04-03,-1.5960999999999999
2003-04-04,-1.8795
2003-04-07,-1.2858
2003-04-08,-1.8075
2003-04-09,0.2436
2003-04-10,4.0508
2003-04-11,-0.7267
2003-04-14,0.2353
2003-04-15,0.1305
2003-04-16,-1.6688
2003-04-17,2.6253
2003-04-21,1.2145
2003-04-22,1.0467
2003-04-23,-1.4401
2003-04-24,-1.5636999999999999
2003-04-25,-0.5729
2003-04-28,-0.2357
2003-04-29,-3.623
2003-04-30,1.8251
2003-05-01,-0.9631
2003-05-02,0.7563
2003-05-05,1.2601
2003-05-06,-1.1385
2003-05-07,-0.1875
2003-05-08,-0.0805
2003-05-09,1.8528
2003-05-12,1.74
2003-05-13,1.4252
2003-05-14,0.9453
2003-05-15,0.8605
2003-05-16,0.7026
2003-05-19,-0.8223
2003-05-20,-1.6332
2003-05-21,5.0064
2003-05-22,0.5351
2003-05-23,1.6453
2003-05-27,1.6901000000000002
2003-05-28,-0.6788
2003-05-29,-0.5892
2003-05-30,2.1811
2003-06-02,0.9049
2003-06-03,1.4946
2003-06-04,-0.4531
2003-06-05,0.0683
2003-06-06,-0.6368
2003-06-09,-0.8927
2003-06-10,0.1386
2003-06-11,4.2897
2003-06-12,-3.2508
2003-06-13,-2.6743
2003-06-16,-1.4796
2003-06-17,-0.4768
2003-06-18,-1.0299
2003-06-19,1.8877000000000002
2003-06-20,-1.0451
2003-06-23,1.2002
2003-06-24,-0.8539
2003-06-25,2.7512
2003-06-26,-2.2584
2003-06-27,-0.262
2003-06-30,-0.0717
2003-07-01,-1.1233
2003-07-02,-0.9669
2003-07-03,0.5614
2003-07-07,-2.2816
2003-07-08,-0.6706
2003-07-09,1.1753
2003-07-10,-2.7682
2003-07-11,0.4067
2003-07-14,-2.4557
2003-07-15,-0.4672
2003-07-16,-1.3838
2003-07-17,3.1242
2003-07-18,1.9255
2003-07-21,-0.6297
2003-07-22,-0.8112
2003-07-23,-0.8945
2003-07-24,-1.3667
2003-07-25,1.9607999999999999
2003-07-28,0.3077
2003-07-29,-2.3262
2003-07-30,1.0468
2003-07-31,0.4403
2003-08-01,0.2063
2003-08-04,-1.9043
2003-08-05,1.0756000000000001
2003-08-06,1.2198
2003-08-07,2.6923
2003-08-08,-0.9738
2003-08-11,2.7736
2003-08-12,2.4043
2003-08-13,-0.6708
2003-08-14,-0.8442
2003-08-15,0.7784
2003-08-18,0.4103
2003-08-19,-1.8029
2003-08-20,0.612
2003-08-21,1.0706
2003-08-22,0.6018
2003-08-25,-0.6939
2003-08-26,-0.4819
2003-08-27,0.4843
2003-08-28,1.5422
2003-08-29,0.617
2003-09-02,0.0943
2003-09-03,0.0707
2003-09-04,-0.0471
2003-09-05,-1.6019
2003-09-08,1.0055
2003-09-09,-1.4695
2003-09-10,-0.9141
2003-09-11,-1.0197
2003-09-12,0.0491
2003-09-15,0.0245
2003-09-16,1.7402
2003-09-17,-1.5417999999999998
2003-09-18,1.5415
2003-09-19,-0.241
2003-09-22,0.6522
2003-09-23,-0.8879
2003-09-24,1.3317
2003-09-25,-1.4337
2003-09-26,-1.4303
2003-09-29,0.7132
2003-09-30,1.9292
2003-10-01,0.1198
2003-10-02,1.1486
2003-10-03,0.6151
2003-10-06,-0.3057
2003-10-07,0.2358
2003-10-08,-0.3294
2003-10-09,-0.6138
2003-10-10,1.5439
2003-10-13,0.0702
2003-10-14,-0.8649
2003-10-15,-2.1221
2003-10-16,1.3025
2003-10-17,-0.5952
2003-10-20,-0.7425
2003-10-21,1.4237
2003-10-22,0.0476
2003-10-23,-0.3329
2003-10-24,0.1193
2003-10-27,-1.4299
2003-10-28,-0.4594
2003-10-29,1.093
2003-10-30,-1.0091
2003-10-31,2.2816
2003-11-03,0.261
2003-11-04,-0.4734
2003-11-05,-0.9512
2003-11-06,0.0
2003-11-07,0.2401
2003-11-10,-0.1198
2003-11-11,0.2878
2003-11-12,1.8651
2003-11-13,1.1737
2003-11-14,-0.232
2003-11-17,-1.2791000000000001
2003-11-18,0.1413
2003-11-19,0.1647
2003-11-20,0.047
2003-11-21,-1.3146
2003-11-24,-0.8088
2003-11-25,0.4556
2003-11-26,0.0239
2003-11-28,0.0955
2003-12-01,1.1445
2003-12-02,1.0137
2003-12-03,-1.1669
2003-12-04,5.2184
2003-12-05,-0.0898
2003-12-08,0.7412
2003-12-09,0.4459
2003-12-10,-0.5771
2003-12-11,0.7144
2003-12-12,1.3523
2003-12-15,-1.3123
2003-12-16,1.2633
2003-12-17,1.16
2003-12-18,2.1419
2003-12-19,-0.5931
2003-12-22,-0.9163
2003-12-23,-0.9247
2003-12-24,1.5411000000000001
2003-12-26,0.1496
2003-12-29,0.5336
2003-12-30,-0.4459
2003-12-31,-1.5354999999999999
2004-01-02,-0.7581
2004-01-05,1.7023000000000001
2004-01-06,-0.4077
2004-01-07,-1.2497
2004-01-08,-0.2618
2004-01-09,0.2625
2004-01-12,-0.9383
2004-01-13,0.2863
2004-01-14,1.6253
2004-01-15,-3.0939
2004-01-16,1.1833
2004-01-20,3.0891
2004-01-21,-0.9632
2004-01-22,-0.5187
2004-01-23,1.8683
2004-01-26,0.128
2004-01-27,-0.7242
2004-01-28,-1.5232999999999999
2004-01-29,-1.3072
2004-01-30,0.0
2004-02-02,-0.4415
2004-02-03,0.4213
2004-02-04,-1.8547
2004-02-05,-3.4871
2004-02-06,0.8392
2004-02-09,-0.2312
2004-02-10,1.4133
2004-02-11,-1.2109
2004-02-12,2.012
2004-02-13,-0.7935
2004-02-17,0.4799
2004-02-18,-1.0234
2004-02-19,-0.7353
2004-02-20,-0.463
2004-02-23,0.093
2004-02-24,0.8364
2004-02-25,0.6912
2004-02-26,0.7094
2004-02-27,1.0907
2004-03-01,1.7082000000000002
2004-03-02,0.3978
2004-03-03,0.3082
2004-03-04,-1.7117
2004-03-05,1.6298
2004-03-08,0.4833
2004-03-09,-1.2243
2004-03-10,-1.483
2004-03-11,-1.4603
2004-03-12,1.8696000000000002
2004-03-15,0.9624
2004-03-16,-0.133
2004-03-17,0.9545
2004-03-18,-0.1759
2004-03-19,-1.4758
2004-03-22,0.4695
2004-03-23,-0.4228
2004-03-24,-3.1285
2004-03-25,0.2537
2004-03-26,1.1965
2004-03-29,1.296
2004-03-30,1.5713
2004-03-31,1.4144
2004-04-01,-0.6319
2004-04-02,0.614
2004-04-05,-0.0436
2004-04-06,0.3271
2004-04-07,0.0
2004-04-08,2.3038
2004-04-12,1.7208
2004-04-13,-1.0234
2004-04-14,0.4009
2004-04-15,2.1044
2004-04-16,1.2778
2004-04-19,1.9333
2004-04-20,-2.1362
2004-04-21,-1.5912
2004-04-22,1.4925
2004-04-23,-0.5719
2004-04-26,1.0477
2004-04-27,2.5004999999999997
2004-04-28,-0.6148
2004-04-29,-2.3149
2004-04-30,0.6129
2004-05-03,5.8883
2004-05-04,3.5858
2004-05-05,-0.037
2004-05-06,0.3333
2004-05-07,-0.5353
2004-05-10,-3.136
2004-05-11,0.6322
2004-05-12,0.8947
2004-05-13,0.2264
2004-05-14,1.9767000000000001
2004-05-17,0.8861
2004-05-18,-1.5554000000000001
2004-05-19,-1.6357
2004-05-20,-0.8881
2004-05-21,0.4194
2004-05-24,2.1834
2004-05-25,1.3564
