ticker,FBNIQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-10.5114
2000-01-04,-4.127
2000-01-05,-1.6556
2000-01-06,-2.3569
2000-01-07,3.7931
2000-01-10,-0.3322
2000-01-11,-1.0
2000-01-12,-3.367
2000-01-13,-0.3484
2000-01-14,0.3497
2000-01-18,0.0
2000-01-19,-0.3484
2000-01-20,0.3497
2000-01-21,1.0453
2000-01-24,-1.3793
2000-01-25,-3.1469
2000-01-26,3.2491
2000-01-27,-5.9441
2000-01-28,1.8587
2000-01-31,-1.4599
2000-02-01,5.9259
2000-02-02,-5.2448
2000-02-03,1.845
2000-02-04,-1.4493
2000-02-07,-2.2059
2000-02-08,-0.7519
2000-02-09,0.0
2000-02-10,-3.7879
2000-02-11,0.7874
2000-02-14,-1.5625
2000-02-15,-1.1905000000000001
2000-02-16,-2.008
2000-02-17,1.6393
2000-02-18,-1.2097
2000-02-22,0.4082
2000-02-23,-1.2195
2000-02-24,-4.1152
2000-02-25,3.0043
2000-02-28,1.6667
2000-02-29,5.3279
2000-03-01,-2.7237
2000-03-02,-1.2
2000-03-03,0.4049
2000-03-06,-3.2258
2000-03-07,-0.4167
2000-03-08,1.2551999999999999
2000-03-09,7.438
2000-03-10,-1.5385
2000-03-13,-1.9531
2000-03-14,0.7968
2000-03-15,7.5099
2000-03-16,11.3971
2000-03-17,-1.6502
2000-03-20,-4.0268
2000-03-21,0.0
2000-03-22,-3.8462
2000-03-23,4.7273
2000-03-24,-2.7778
2000-03-27,0.7143
2000-03-28,-3.1915
2000-03-29,6.5934
2000-03-30,0.3436
2000-03-31,3.0822
2000-04-03,-1.9933999999999998
2000-04-04,-2.3729
2000-04-05,1.7361
2000-04-06,-3.0717
2000-04-07,5.9859
2000-04-10,-1.9933999999999998
2000-04-11,1.6949
2000-04-12,4.6667
2000-04-13,-2.2293
2000-04-14,-3.5831
2000-04-17,-0.6757
2000-04-18,1.7006999999999999
2000-04-19,-1.6722000000000001
2000-04-20,5.7823
2000-04-24,1.6077
2000-04-25,-1.2658
2000-04-26,-3.8462
2000-04-27,3.6667
2000-04-28,-3.8585000000000003
2000-05-01,5.3512
2000-05-02,-3.8095
2000-05-03,-0.6601
2000-05-04,0.3322
2000-05-05,2.3179
2000-05-08,-3.5599
2000-05-09,4.0268
2000-05-10,3.2258
2000-05-11,8.4375
2000-05-12,-4.8991
2000-05-15,1.5152
2000-05-16,-1.791
2000-05-17,-2.1277
2000-05-18,0.3106
2000-05-19,-4.644
