ticker,MKL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.9516
2000-01-04,-2.8128
2000-01-05,1.5983
2000-01-06,-0.5952
2000-01-07,2.6518
2000-01-10,0.6667
2000-01-11,0.9934
2000-01-12,1.3934
2000-01-13,-1.6168
2000-01-14,-0.7395
2000-01-18,-1.5728
2000-01-19,-0.7569
2000-01-20,-3.5593
2000-01-21,-0.5272
2000-01-24,-2.8269
2000-01-25,-2.0455
2000-01-26,15.0812
2000-01-27,0.4032
2000-01-28,-0.4016
2000-01-31,5.8065
2000-02-01,-1.0671
2000-02-02,1.0786
2000-02-03,1.8674
2000-02-04,-1.2346
2000-02-07,-1.8939
2000-02-08,-2.278
2000-02-09,-2.015
2000-02-10,-4.7984
2000-02-11,-1.3977
2000-02-14,-3.6942
2000-02-15,-1.8733
2000-02-16,2.2273
2000-02-17,-1.2005
2000-02-18,-1.3501
2000-02-22,-1.8704
2000-02-23,-0.093
2000-02-24,-0.9772
2000-02-25,-0.7989
2000-02-28,-1.1843
2000-02-29,0.2876
2000-03-01,-1.5295999999999998
2000-03-02,0.5825
2000-03-03,-1.0618
2000-03-06,-4.5854
2000-03-07,-7.1575
2000-03-08,3.1938
2000-03-09,-1.3874
2000-03-10,0.4329
2000-03-13,0.0
2000-03-14,1.7241
2000-03-15,1.0593
2000-03-16,10.6394
2000-03-17,-3.3633
2000-03-20,-1.9607999999999999
2000-03-21,0.85
2000-03-22,4.3133
2000-03-23,0.3802
2000-03-24,-0.1894
2000-03-27,-1.7078
2000-03-28,1.4961
2000-03-29,3.281
2000-03-30,7.3665
2000-03-31,-0.1715
2000-04-03,-1.8041
2000-04-04,1.8373
2000-04-05,2.6632
2000-04-06,1.2551999999999999
2000-04-07,1.9835
2000-04-10,-1.8639000000000001
2000-04-11,0.5367
2000-04-12,-1.6016
2000-04-13,-0.2922
2000-04-14,-2.972
2000-04-17,-1.4668
2000-04-18,0.5254
2000-04-19,-0.4355
2000-04-20,-1.8373
2000-04-24,-0.8021
2000-04-25,2.4259
2000-04-26,-0.7018
2000-04-27,0.3534
2000-04-28,2.1127
2000-05-01,2.069
2000-05-02,-2.027
2000-05-03,-3.3621
2000-05-04,-0.6244
2000-05-05,0.3142
2000-05-08,-0.3132
2000-05-09,-1.2567
2000-05-10,-0.1818
2000-05-11,1.6393
2000-05-12,-0.9857
2000-05-15,2.8054
2000-05-16,-0.5282
2000-05-17,-2.6549
2000-05-18,0.4091
2000-05-19,1.1317
2000-05-22,0.761
