ticker,SWX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.8043
2000-01-04,-3.9548
2000-01-05,-1.7647
2000-01-06,2.9939999999999998
2000-01-07,1.4535
2000-01-10,0.5731
2000-01-11,-0.5698
2000-01-12,-0.8596
2000-01-13,-2.3121
2000-01-14,3.5503
2000-01-18,1.4285999999999999
2000-01-19,-0.2817
2000-01-20,0.0
2000-01-21,0.8475
2000-01-24,-9.5238
2000-01-25,-0.6192
2000-01-26,-2.8037
2000-01-27,-1.2821
2000-01-28,0.6494
2000-01-31,0.9677
2000-02-01,1.5974
2000-02-02,-0.3145
2000-02-03,0.0
2000-02-04,-2.2082
2000-02-07,-0.9677
2000-02-08,-0.9772
2000-02-09,-2.6316
2000-02-10,-1.3514
2000-02-11,-0.6849
2000-02-14,-0.9379
2000-02-15,0.7042
2000-02-16,-0.3497
2000-02-17,-1.0526
2000-02-18,0.3546
2000-02-22,-3.5336
2000-02-23,1.4652
2000-02-24,2.1661
2000-02-25,0.3534
2000-02-28,0.0
2000-02-29,4.2254
2000-03-01,-2.3649
2000-03-02,-0.692
2000-03-03,0.6969
2000-03-06,5.1903
2000-03-07,-0.3289
2000-03-08,-2.3102
2000-03-09,-2.7027
2000-03-10,-1.3889
2000-03-13,7.0423
2000-03-14,0.0
2000-03-15,-3.2895
2000-03-16,6.4626
2000-03-17,-3.5144
2000-03-20,0.3311
2000-03-21,0.9901
2000-03-22,2.6144
2000-03-23,-0.9554
2000-03-24,-0.9646
2000-03-27,-0.3247
2000-03-28,-0.6515
2000-03-29,1.3115
2000-03-30,-1.6181
2000-03-31,0.3289
2000-04-03,-1.3115
2000-04-04,-1.6611
2000-04-05,0.0
2000-04-06,-1.3514
2000-04-07,1.3699
2000-04-10,-2.3649
2000-04-11,1.3841
2000-04-12,1.7065000000000001
2000-04-13,-0.3356
2000-04-14,-3.0303
2000-04-17,2.7778
2000-04-18,1.3514
2000-04-19,0.6667
2000-04-20,0.6623
2000-04-24,-0.9868
2000-04-25,0.9967
2000-04-26,1.3158
2000-04-27,0.6494
2000-04-28,-1.6129
2000-05-01,-1.6393
2000-05-02,-2.3333
2000-05-03,-1.0239
2000-05-04,0.0
2000-05-05,2.7586
2000-05-08,-1.0067
2000-05-09,-0.339
2000-05-10,-0.6803
2000-05-11,3.4247
2000-05-12,6.9536
2000-05-15,-0.8421
2000-05-16,0.6309
2000-05-17,-2.1944
2000-05-18,0.641
2000-05-19,-2.8662
2000-05-22,0.0
