ticker,WCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.4085
2000-01-04,-2.8571
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,-2.9412000000000003
2000-01-10,3.0303
2000-01-11,-2.9412000000000003
2000-01-12,0.7576
2000-01-13,0.7519
2000-01-14,0.7463
2000-01-18,1.4815
2000-01-19,1.4599
2000-01-20,2.8777
2000-01-21,-0.6993
2000-01-24,-2.1127
2000-01-25,-1.4388
2000-01-26,0.7299
2000-01-27,0.7246
2000-01-28,0.0
2000-01-31,-3.5971
2000-02-01,-0.7463
2000-02-02,-1.5038
2000-02-03,0.0
2000-02-04,-2.2901
2000-02-07,-1.5625
2000-02-08,0.7937
2000-02-09,1.5748
2000-02-10,-0.7752
2000-02-11,-0.7813
2000-02-14,-2.3622
2000-02-15,-4.8387
2000-02-16,2.5423999999999998
2000-02-17,-0.8264
2000-02-18,1.6667
2000-02-22,3.2787
2000-02-23,2.3810000000000002
2000-02-24,3.876
2000-02-25,-3.7313
2000-02-28,-2.3256
2000-02-29,5.5556
2000-03-01,5.2632
2000-03-02,-4.2857
2000-03-03,0.7463
2000-03-06,-2.2222
2000-03-07,-0.7576
2000-03-08,0.0
2000-03-09,0.7634
2000-03-10,-3.0303
2000-03-13,-0.7813
2000-03-14,0.0
2000-03-15,-0.7874
2000-03-16,3.1746
2000-03-17,-3.0769
2000-03-20,1.5873
2000-03-21,-1.5625
2000-03-22,0.7937
2000-03-23,-1.5748
2000-03-24,0.8
2000-03-27,0.7937
2000-03-28,-2.3622
2000-03-29,-3.2258
2000-03-30,0.0
2000-03-31,3.3333
2000-04-03,3.2258
2000-04-04,0.7813
2000-04-05,0.0
2000-04-06,0.7752
2000-04-07,-1.5385
2000-04-10,-1.5625
2000-04-11,1.5873
2000-04-12,0.0
2000-04-13,2.3438
2000-04-14,0.0
2000-04-17,-2.2901
2000-04-18,1.5625
2000-04-19,-2.3077
2000-04-20,0.7874
2000-04-24,1.5625
2000-04-25,0.0
2000-04-26,0.7692
2000-04-27,0.7634
2000-04-28,12.1212
2000-05-01,10.1351
2000-05-02,-3.0675
2000-05-03,1.2658
2000-05-04,2.5
2000-05-05,1.2195
2000-05-08,-3.6145
2000-05-09,1.875
2000-05-10,-4.2945
2000-05-11,1.2821
2000-05-12,-0.6329
2000-05-15,3.8217
2000-05-16,-3.0675
2000-05-17,0.6329
2000-05-18,-0.6289
2000-05-19,-2.5316
2000-05-22,3.2468
2000-05-23,-1.8868
