ticker,SMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.9689
2000-01-04,-3.9215999999999998
2000-01-05,2.0408
2000-01-06,3.3333
2000-01-07,1.6129
2000-01-10,1.4285999999999999
2000-01-11,-3.5994
2000-01-12,-0.974
2000-01-13,3.2787
2000-01-14,-0.9524
2000-01-18,-2.8846
2000-01-19,-0.9901
2000-01-20,2.0
2000-01-21,-1.4706000000000001
2000-01-24,0.4975
2000-01-25,-3.1353
2000-01-26,-1.8739
2000-01-27,0.1736
2000-01-28,0.1733
2000-01-31,-2.9412000000000003
2000-02-01,-1.0695000000000001
2000-02-02,2.3423
2000-02-03,2.4648
2000-02-04,-1.7182
2000-02-07,0.6993
2000-02-08,0.6944
2000-02-09,-4.6552
2000-02-10,2.8933
2000-02-11,4.3937
2000-02-14,-4.8822
2000-02-15,0.885
2000-02-16,-2.4561
2000-02-17,-2.6978
2000-02-18,-6.0998
2000-02-22,-0.3937
2000-02-23,3.1621
2000-02-24,-1.5326
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,1.1673
2000-03-01,-4.8077
2000-03-02,-4.8485
2000-03-03,3.8217
2000-03-06,0.2045
2000-03-07,-3.0612
2000-03-08,0.8421
2000-03-09,2.2965
2000-03-10,-2.0408
2000-03-13,0.2083
2000-03-14,-0.2079
2000-03-15,-1.6667
2000-03-16,9.1102
2000-03-17,-2.9126
2000-03-20,2.4
2000-03-21,-1.1719
2000-03-22,7.7075
2000-03-23,2.3853
2000-03-24,0.7168
2000-03-27,1.2456
2000-03-28,6.6784
2000-03-29,0.659
2000-03-30,1.3093
2000-03-31,8.5622
2000-04-03,-1.1905000000000001
2000-04-04,-5.1205
2000-04-05,-1.5873
2000-04-06,0.4839
2000-04-07,-0.4815
2000-04-10,-2.4194
2000-04-11,-1.4876
2000-04-12,3.3557
2000-04-13,-0.3247
2000-04-14,-2.1173
2000-04-17,-0.4992
2000-04-18,-3.5117000000000003
2000-04-19,-1.0399
2000-04-20,1.0508
2000-04-24,-0.6932
2000-04-25,-1.5707
2000-04-26,6.383
2000-04-27,-4.0
2000-04-28,0.3472
2000-05-01,-1.7301
2000-05-02,2.8169
2000-05-03,0.5137
2000-05-04,1.0221
2000-05-05,1.855
2000-05-08,1.3245
2000-05-09,-0.817
2000-05-10,-0.8237
2000-05-11,1.1628
2000-05-12,-0.6568
2000-05-15,0.1653
2000-05-16,0.8251
2000-05-17,0.491
2000-05-18,-0.6515
2000-05-19,-1.3115
