ticker,VIM US Equity
2000-05-31,0.0
2000-06-01,1.7621
2000-06-02,0.4329
2000-06-05,0.8621
2000-06-06,-0.8547
2000-06-07,-0.431
2000-06-08,0.0
2000-06-09,0.0
2000-06-12,0.0
2000-06-13,-0.3117
2000-06-14,0.4367
2000-06-15,-0.4348
2000-06-16,-0.4367
2000-06-19,0.0
2000-06-20,0.8772
2000-06-21,0.0
2000-06-22,0.4348
2000-06-23,0.4329
2000-06-26,0.431
2000-06-27,0.0
2000-06-28,0.4292
2000-06-29,0.4274
2000-06-30,-0.4255
2000-07-03,0.8547
2000-07-05,0.0
2000-07-06,-0.4237
2000-07-07,0.4255
2000-07-10,1.2711999999999999
2000-07-11,0.0
2000-07-12,1.3724
2000-07-13,-0.8299
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,0.0
2000-07-19,0.8368
2000-07-20,-0.4149
2000-07-21,-0.4167
2000-07-24,-0.4184
2000-07-25,0.8403
2000-07-26,0.0
2000-07-27,-0.8333
2000-07-28,0.4202
2000-07-31,-0.4184
2000-08-01,-0.4202
2000-08-02,0.8439
2000-08-04,-0.8368
2000-08-07,1.6878
2000-08-08,-0.4149
2000-08-09,-0.4167
2000-08-10,0.8368
2000-08-11,0.5311
2000-08-14,0.4149
2000-08-15,-0.4132
2000-08-16,0.4149
2000-08-17,0.0
2000-08-18,-1.2397
2000-08-21,-0.4184
2000-08-22,0.8403
2000-08-23,0.4167
2000-08-24,-1.2448
2000-08-25,-1.2605
2000-08-28,0.4255
2000-08-29,-0.8475
2000-08-30,0.8547
2000-08-31,0.4237
2000-09-01,1.2658
2000-09-05,0.0
2000-09-06,-0.4167
2000-09-07,0.4184
2000-09-08,0.0
2000-09-11,-0.4167
2000-09-12,0.8368
2000-09-13,0.0664
2000-09-14,0.0
2000-09-15,0.0
2000-09-18,0.0
2000-09-19,0.4167
2000-09-20,0.0
2000-09-21,0.0
2000-09-22,0.0
2000-09-25,0.0
2000-09-26,-0.4149
2000-09-27,0.0
2000-09-28,0.0
2000-09-29,-0.4167
2000-10-02,0.8368
2000-10-03,-0.4149
2000-10-04,0.0
2000-10-05,0.0
2000-10-06,0.0
2000-10-09,-0.4167
2000-10-10,0.0
2000-10-11,0.4854
2000-10-12,-2.0921
2000-10-13,0.0
2000-10-16,0.0
2000-10-17,-0.8547
2000-10-18,-2.1552
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,-0.4405
2000-10-24,-0.4425
2000-10-25,0.0
2000-10-26,-0.4444
2000-10-27,0.8929
2000-10-30,0.885
2000-10-31,0.4386
2000-11-01,0.0
2000-11-02,0.0
2000-11-03,-0.4367
2000-11-06,0.8772
2000-11-07,0.0
2000-11-08,-0.4348
2000-11-09,0.0
2000-11-10,-0.8734
2000-11-13,0.0705
2000-11-14,0.0
2000-11-15,0.0
2000-11-16,-0.885
2000-11-17,-0.4464
2000-11-20,-0.4484
2000-11-21,0.0
2000-11-22,-0.4505
2000-11-24,0.0
2000-11-27,0.4525
2000-11-28,0.0
2000-11-29,0.0
2000-11-30,0.0
2000-12-01,1.3514
2000-12-04,0.0
2000-12-05,0.8889
2000-12-06,0.0
2000-12-07,0.0
2000-12-08,-0.4405
2000-12-11,0.4425
2000-12-12,0.4405
2000-12-13,0.9165
2000-12-14,-1.3158
2000-12-15,-1.3333
2000-12-18,1.8018
2000-12-19,-0.885
2000-12-20,0.4464
2000-12-21,0.4444
2000-12-22,0.885
2000-12-26,-0.4386
2000-12-27,0.4405
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,3.9474
2001-01-03,2.1097
2001-01-04,-0.4132
2001-01-05,0.0
2001-01-08,-0.4149
2001-01-09,0.4167
2001-01-10,0.0598
2001-01-11,-0.8333
2001-01-12,0.4202
2001-01-16,1.2551999999999999
2001-01-17,0.0
2001-01-18,0.0
2001-01-19,0.0
2001-01-22,0.0
2001-01-23,-0.4132
2001-01-24,-0.4149
2001-01-25,0.8333
2001-01-26,-0.4132
2001-01-29,0.4481
2001-01-30,-0.8592
2001-01-31,-0.0667
2001-02-01,1.4009
2001-02-02,0.3289
2001-02-05,-0.2623
2001-02-06,0.0
2001-02-07,0.1972
2001-02-08,-0.0656
2001-02-09,-0.394
2001-02-12,-0.0659
2001-02-13,0.1154
2001-02-14,-0.4633
2001-02-15,0.1995
2001-02-16,0.0
2001-02-20,-0.2654
2001-02-21,-0.1996
2001-02-22,0.0
2001-02-23,0.0
2001-02-26,-1.5333
2001-02-27,0.8802
2001-02-28,0.3356
2001-03-01,0.602
2001-03-02,-0.5984
2001-03-05,-0.1338
2001-03-06,0.3349
2001-03-07,-0.534
2001-03-08,0.1342
2001-03-09,0.0
2001-03-12,0.134
2001-03-13,-0.4853
2001-03-14,-0.8784
2001-03-15,-1.4997
2001-03-16,0.692
2001-03-19,0.2062
2001-03-20,0.1372
2001-03-21,0.274
2001-03-22,0.0
2001-03-23,0.0683
2001-03-26,-0.3413
2001-03-27,-0.0685
2001-03-28,-0.2742
2001-03-29,0.2749
2001-03-30,-0.5483
2001-04-02,-0.0689
2001-04-03,0.0
2001-04-04,-0.2759
2001-04-05,0.1383
2001-04-06,0.0691
2001-04-09,-0.069
2001-04-10,0.259
2001-04-11,-0.1384
2001-04-12,-0.2079
2001-04-16,-0.0694
2001-04-17,-0.6949
2001-04-18,0.8397
2001-04-19,-0.4164
2001-04-20,0.3484
2001-04-23,-0.625
2001-04-24,-0.559
2001-04-25,0.773
2001-04-26,0.1395
2001-04-27,-0.3482
2001-04-30,0.6289
2001-05-01,0.0694
2001-05-02,-0.694
2001-05-03,0.0
2001-05-04,0.2795
2001-05-07,-0.0697
2001-05-08,0.0
2001-05-09,0.0
2001-05-10,0.1395
2001-05-11,0.2611
2001-05-14,0.0
2001-05-15,-0.0698
2001-05-16,-0.6285
2001-05-17,0.0
2001-05-18,0.0703
2001-05-21,0.0702
2001-05-22,-0.3509
2001-05-23,0.2113
2001-05-24,-0.1405
2001-05-25,0.6334
2001-05-29,-0.7692
2001-05-30,-0.1409
2001-05-31,0.0
2001-06-01,0.7763
2001-06-04,0.1401
2001-06-05,-0.2098
2001-06-06,-0.3504
2001-06-07,0.0703
2001-06-08,0.1405
2001-06-11,0.2105
2001-06-12,0.07
2001-06-13,0.1225
2001-06-14,-0.0702
2001-06-15,0.0703
2001-06-18,-0.0702
2001-06-19,-0.0703
2001-06-20,0.211
2001-06-21,-0.1404
2001-06-22,0.1405
2001-06-25,0.1404
2001-06-26,0.2803
2001-06-27,0.2795
2001-06-28,0.3484
2001-06-29,-0.4861
2001-07-02,0.6281
2001-07-03,-0.1387
2001-07-05,0.2778
2001-07-06,0.1385
2001-07-09,0.2766
2001-07-10,0.2759
2001-07-11,0.1204
2001-07-12,0.207
2001-07-13,-0.1377
2001-07-16,-0.3448
2001-07-17,0.2076
2001-07-18,-0.5525
2001-07-19,0.2778
2001-07-20,-0.277
2001-07-23,0.0
2001-07-24,0.0694
2001-07-25,0.1388
2001-07-26,-0.2079
2001-07-27,0.6944
2001-07-30,-0.4138
2001-07-31,0.0693
2001-08-01,0.0692
2001-08-02,0.0
2001-08-03,0.4841
2001-08-06,0.2065
2001-08-07,0.1374
2001-08-08,0.0
2001-08-09,-0.1372
2001-08-10,0.6868
2001-08-13,0.1876
2001-08-14,0.6156
2001-08-15,0.136
2001-08-16,-0.1358
2001-08-17,0.4759
2001-08-20,0.0677
2001-08-21,0.0676
2001-08-22,-0.3378
2001-08-23,0.0
2001-08-24,0.6102
2001-08-27,0.2695
2001-08-28,0.2016
2001-08-29,0.2683
2001-08-30,0.2676
2001-08-31,-0.5337
2001-09-04,0.6707
2001-09-05,-0.3331
2001-09-07,0.6016
2001-09-10,-0.4651
2001-09-17,1.0147
2001-09-18,0.0
2001-09-19,-1.5936
2001-09-20,-2.1592000000000002
2001-09-21,0.3448
2001-09-24,-0.6873
2001-09-25,0.2768
2001-09-26,0.4141
2001-09-27,-0.5498
2001-09-28,-0.6911
2001-10-01,2.1573
2001-10-02,0.4087
2001-10-03,0.7463
2001-10-04,1.3468
2001-10-05,-0.3322
2001-10-08,0.6
2001-10-09,0.0
2001-10-10,-0.3313
2001-10-11,0.8777
2001-10-12,0.0
2001-10-15,0.2649
2001-10-16,-0.1321
2001-10-17,-0.0661
2001-10-18,0.0
2001-10-19,0.1985
2001-10-22,-0.1321
2001-10-23,-0.0661
2001-10-24,-0.0662
2001-10-25,0.0
2001-10-26,-0.3311
2001-10-29,-0.1329
2001-10-30,0.1331
2001-10-31,-0.4651
2001-11-01,1.2016
2001-11-02,-0.5937
2001-11-05,0.929
2001-11-06,0.0657
2001-11-07,-0.0657
2001-11-08,0.5917
2001-11-09,-0.1307
2001-11-12,0.1309
2001-11-13,1.1699
2001-11-14,0.6494
2001-11-15,-1.0323
2001-11-16,-0.9778
2001-11-19,0.5925
2001-11-20,0.589
2001-11-21,-0.9109
2001-11-23,-0.3283
2001-11-26,0.0
2001-11-27,-0.2635
2001-11-28,0.5945
2001-11-29,1.1162
2001-11-30,-0.5844
2001-12-03,0.9144
2001-12-04,0.1294
2001-12-05,-1.6806999999999999
2001-12-06,-0.6575
2001-12-07,-2.3163
2001-12-10,0.1355
2001-12-11,0.6766
2001-12-12,1.3199
2001-12-13,0.4107
2001-12-14,0.0682
2001-12-17,-0.545
2001-12-18,1.7808000000000002
2001-12-19,-0.2019
2001-12-20,0.0
2001-12-21,0.8092
2001-12-24,0.0
2001-12-26,0.3344
2001-12-27,1.0
2001-12-28,0.6601
2001-12-31,0.5902
2002-01-02,0.7171
2002-01-03,0.712
2002-01-04,-0.3856
2002-01-07,-0.4516
2002-01-08,0.1944
2002-01-09,-0.2587
2002-01-10,-0.1297
2002-01-11,0.8669
2002-01-14,0.3883
2002-01-15,0.6447
2002-01-16,0.5766
2002-01-17,0.3822
2002-01-18,0.5711
2002-01-22,1.0095
2002-01-23,0.0
2002-01-24,-0.1874
2002-01-25,-0.1252
2002-01-28,0.3759
2002-01-29,-0.0624
2002-01-30,0.0625
2002-01-31,0.1873
2002-02-01,0.4984
2002-02-04,0.496
2002-02-05,0.1234
2002-02-06,-0.3081
2002-02-07,0.6799
2002-02-08,-0.2455
2002-02-11,0.0
2002-02-12,-0.0615
2002-02-13,-0.0893
2002-02-14,0.062
2002-02-15,0.0619
2002-02-19,-0.0619
2002-02-20,0.0619
2002-02-21,0.4332
2002-02-22,-0.3697
2002-02-25,-0.1237
2002-02-26,0.4954
2002-02-27,-0.0616
2002-02-28,0.4932
2002-03-01,-0.4294
2002-03-04,-0.3081
2002-03-05,-0.0618
2002-03-06,-0.0618
2002-03-07,-0.3713
2002-03-08,-0.6211
2002-03-11,-0.9375
2002-03-12,0.0
2002-03-13,-0.0915
2002-03-14,-0.8889
2002-03-15,-0.3844
2002-03-18,-0.0643
2002-03-19,-0.3218
2002-03-20,-1.3557000000000001
2002-03-21,-0.5236
2002-03-22,0.6579
2002-03-25,0.1307
2002-03-26,0.0653
2002-03-27,0.5871
2002-03-28,-0.1946
2002-04-01,1.0396
2002-04-02,0.3215
2002-04-03,-0.2564
2002-04-04,0.0
2002-04-05,0.0643
2002-04-08,-0.1927
2002-04-09,0.7079
2002-04-10,0.5112
2002-04-11,0.5435
2002-04-12,-0.3179
2002-04-15,-0.4464
2002-04-16,-0.5125
2002-04-17,-0.1932
2002-04-18,0.6452
2002-04-19,-0.1923
2002-04-22,0.1927
2002-04-23,0.1282
2002-04-24,-0.128
2002-04-25,0.0641
2002-04-26,0.0
2002-04-29,0.8969
2002-04-30,0.3175
2002-05-01,0.3797
2002-05-02,-0.4414
2002-05-03,0.38
2002-05-06,0.0631
2002-05-07,0.8827
2002-05-08,-0.375
2002-05-09,-0.2509
2002-05-10,1.0063
2002-05-13,0.1588
2002-05-14,0.125
2002-05-15,0.0
2002-05-16,-0.1248
2002-05-17,0.125
2002-05-20,-0.6866
2002-05-21,0.2514
2002-05-22,0.0627
2002-05-23,0.2506
2002-05-24,0.125
2002-05-28,0.0
2002-05-29,-0.2497
2002-05-30,0.5632
2002-05-31,0.3111
2002-06-03,0.8685
2002-06-04,0.9225
2002-06-05,-0.0609
2002-06-06,0.1829
2002-06-07,-0.3043
2002-06-10,0.0
2002-06-11,-0.4884
2002-06-12,0.7086
2002-06-13,0.1225
2002-06-14,0.0
2002-06-17,0.2446
2002-06-18,-0.183
2002-06-19,0.2445
2002-06-20,0.6098
2002-06-21,0.303
2002-06-24,0.3021
2002-06-25,-0.3012
2002-06-26,-0.1208
2002-06-27,0.4235
2002-06-28,0.1205
2002-07-01,-0.1203
2002-07-02,2.4096
2002-07-03,-0.5882
2002-07-05,0.0592
2002-07-08,0.1183
2002-07-09,-0.4135
2002-07-10,0.5338
2002-07-11,0.6224
2002-07-12,1.3553
2002-07-15,-0.8721
2002-07-16,-0.5865
2002-07-17,-0.767
2002-07-18,-0.654
2002-07-19,-0.0598
2002-07-22,0.6587
2002-07-23,-0.0595
2002-07-24,-0.5952
2002-07-25,0.4192
2002-07-26,-0.477
2002-07-29,0.0599
2002-07-30,-0.4192
2002-07-31,0.7216
2002-08-01,1.0149
2002-08-02,-1.0047
2002-08-05,0.2985
2002-08-06,1.3094999999999999
2002-08-07,0.47
2002-08-08,-1.1111
2002-08-09,0.4731
2002-08-12,-0.412
2002-08-13,1.0963
2002-08-14,-0.7051
2002-08-15,-0.1775
2002-08-16,-0.5335
2002-08-19,-0.1192
2002-08-20,1.074
2002-08-21,-0.8264
2002-08-22,0.5952
2002-08-23,-0.7101
2002-08-26,0.7151
2002-08-27,-1.4201
2002-08-28,1.6206
2002-08-29,-0.1772
2002-08-30,-0.355
2002-09-03,-0.1188
2002-09-04,0.8918
2002-09-05,1.3553
2002-09-06,-1.3372
2002-09-09,1.3553
2002-09-10,-0.6395
2002-09-11,1.0269
2002-09-12,-0.4657
2002-09-13,0.4678
2002-09-16,0.5821
2002-09-17,-1.0417
2002-09-18,-0.117
2002-09-19,1.171
2002-09-20,-0.2894
2002-09-23,0.2902
2002-09-24,0.5787
2002-09-25,-0.1726
2002-09-26,0.1729
2002-09-27,0.1726
2002-09-30,-0.7467
2002-10-01,0.0
2002-10-02,-0.5787
2002-10-03,0.6403
2002-10-04,0.2313
2002-10-07,0.4039
2002-10-08,-0.4598
2002-10-09,0.4619
2002-10-10,-1.1178
2002-10-11,-0.2921
2002-10-14,-0.6444
2002-10-15,-1.8277999999999999
2002-10-16,-2.042
2002-10-17,-1.5941
2002-10-18,-1.0592
2002-10-21,-1.2594
2002-10-22,-1.4668
2002-10-23,0.0
2002-10-24,0.0
2002-10-25,0.6472
2002-10-28,1.0289
2002-10-29,1.7823
2002-10-30,0.1876
2002-10-31,0.6242
2002-11-01,0.1861
2002-11-04,-1.8576000000000001
2002-11-05,0.6309
2002-11-06,-0.3135
2002-11-07,0.1887
2002-11-08,0.6905
2002-11-11,0.9352
2002-11-12,-0.0618
2002-11-13,0.034
2002-11-14,0.3727
2002-11-15,0.0619
2002-11-18,0.1855
2002-11-19,0.0
2002-11-20,-0.1235
2002-11-21,-0.1854
2002-11-22,-0.6811
2002-11-25,-0.2494
2002-11-26,0.1875
2002-11-27,-0.4991
2002-11-29,0.7524
2002-12-02,1.369
2002-12-03,0.6753
2002-12-04,-0.4268
2002-12-05,0.4287
2002-12-06,0.1829
2002-12-09,-0.1826
2002-12-10,0.4268
2002-12-11,1.8913
2002-12-12,-0.1227
2002-12-13,0.6143
2002-12-16,-0.1832
2002-12-17,0.1835
2002-12-18,-0.6105
2002-12-19,0.1843
2002-12-20,0.6744
2002-12-23,2.0097
2002-12-24,0.9552
2002-12-26,0.5322
2002-12-27,0.8235
2002-12-30,0.3501
2002-12-31,1.1047
2003-01-02,-0.115
2003-01-03,-0.5181
2003-01-06,0.4051
2003-01-07,1.6715
2003-01-08,-1.0204
2003-01-09,0.4009
2003-01-10,-0.9127
2003-01-13,0.1267
2003-01-14,-0.578
2003-01-15,-0.5814
2003-01-16,0.0
2003-01-17,1.7544
2003-01-21,1.2644
2003-01-22,-0.1135
2003-01-23,-0.0568
2003-01-24,-6.1399
2003-01-27,-1.9988000000000001
2003-01-28,0.7417
2003-01-29,0.3681
2003-01-30,0.2445
2003-01-31,0.9146
2003-02-03,0.6042
2003-02-04,-0.3003
2003-02-05,0.1205
2003-02-06,0.1805
2003-02-07,-0.3003
2003-02-10,0.9036
2003-02-11,-0.4179
2003-02-12,0.0719
2003-02-13,0.0602
2003-02-14,0.9633
2003-02-18,-2.1467
2003-02-19,0.5484
2003-02-20,-0.5455
2003-02-21,0.2438
2003-02-24,0.304
2003-02-25,0.0
2003-02-26,0.0
2003-02-27,0.0606
2003-02-28,0.1817
2003-03-03,0.7255
2003-03-04,0.5402
2003-03-05,0.0
2003-03-06,0.7761
2003-03-07,-1.6588
2003-03-10,1.2048
2003-03-11,-0.3571
2003-03-12,0.0717
2003-03-13,-0.5402
2003-03-14,0.4828
2003-03-17,0.3003
2003-03-18,-0.5988
2003-03-19,0.9036
2003-03-20,-0.1791
2003-03-21,-0.2392
2003-03-24,1.0791
2003-03-25,0.3559
2003-03-26,-0.1182
2003-03-27,0.8876
2003-03-28,-0.5865
2003-03-31,1.1799
2003-04-01,0.3499
2003-04-02,-0.9297
2003-04-03,0.0
2003-04-04,0.0
2003-04-07,0.0
2003-04-08,0.176
2003-04-09,0.5269
2003-04-10,0.1747
2003-04-11,-0.3372
2003-04-14,-0.5865
2003-04-15,-0.826
2003-04-16,-0.5354
2003-04-17,0.4785
2003-04-21,1.25
2003-04-22,0.2352
2003-04-23,0.2933
2003-04-24,-0.2924
2003-04-25,1.7595
2003-04-28,-0.5764
2003-04-29,0.1739
2003-04-30,0.5208
2003-05-01,-0.9787
2003-05-02,0.2907
2003-05-05,-0.2319
2003-05-06,1.2202
2003-05-07,-0.6889
2003-05-08,0.0578
2003-05-09,-0.1155
2003-05-12,-0.2313
2003-05-13,0.9391
2003-05-14,-0.4619
2003-05-15,0.174
2003-05-16,0.1737
2003-05-19,0.4046
2003-05-20,-0.1151
2003-05-21,0.2882
2003-05-22,-0.2299
2003-05-23,-0.2304
2003-05-27,0.2309
2003-05-28,0.1728
2003-05-29,0.46
2003-05-30,0.1717
2003-06-02,0.0571
2003-06-03,1.0851
2003-06-04,0.565
2003-06-05,-0.1685
2003-06-06,0.4502
2003-06-09,-0.1681
2003-06-10,1.0101
2003-06-11,0.5111
2003-06-12,-0.2778
2003-06-13,0.2786
2003-06-16,0.1667
2003-06-17,0.0555
2003-06-18,-0.6098
2003-06-19,-0.725
2003-06-20,-0.4494
2003-06-23,0.4515
2003-06-24,1.1236
2003-06-25,-1.9444
2003-06-26,0.5666
2003-06-27,0.5634
2003-06-30,-0.112
2003-07-01,0.1683
2003-07-02,0.3919
2003-07-03,0.502
2003-07-07,-0.444
2003-07-08,0.9476
2003-07-09,-0.9939
2003-07-10,0.6693
2003-07-11,-1.1524
2003-07-14,0.9577
2003-07-15,0.1674
2003-07-16,-1.3928
2003-07-17,-0.5085
2003-07-18,-0.9086
2003-07-21,-0.1146
2003-07-22,-1.3195999999999999
2003-07-23,-0.2907
2003-07-24,0.9913
2003-07-25,0.0577
2003-07-28,0.6924
2003-07-29,-1.4327
2003-07-30,-0.8721
2003-07-31,-3.8123
2003-08-01,-0.6098
2003-08-04,-0.6748
2003-08-05,0.3706
2003-08-06,-0.0615
2003-08-07,1.5394
2003-08-08,0.7277
2003-08-11,-1.5653000000000001
2003-08-12,0.6116
2003-08-13,-0.0851
2003-08-14,-1.0398
2003-08-15,0.6799
2003-08-18,0.0
2003-08-19,0.0614
2003-08-20,-0.3681
2003-08-21,-0.2463
2003-08-22,0.0
2003-08-25,0.1235
2003-08-26,0.3699
2003-08-27,-0.6143
2003-08-28,0.0
2003-08-29,-0.1854
2003-09-02,0.3096
2003-09-03,-0.6173
2003-09-04,-0.6211
2003-09-05,0.0
2003-09-08,0.1875
2003-09-09,0.1871
2003-09-10,0.7472
2003-09-11,0.9023
2003-09-12,0.0
2003-09-15,-0.0616
2003-09-16,-0.9858
2003-09-17,0.6845
2003-09-18,0.309
2003-09-19,0.0616
2003-09-22,-0.5542
2003-09-23,0.1858
2003-09-24,0.6799
2003-09-25,-0.4297
2003-09-26,0.4316
2003-09-29,0.3683
2003-09-30,1.2844
2003-10-01,0.6039
2003-10-02,-0.4202
2003-10-03,-0.2411
2003-10-06,-0.2417
2003-10-07,0.6663
2003-10-08,0.0602
2003-10-09,0.7216
2003-10-10,-0.1433
2003-10-13,0.0
2003-10-14,-0.7212
2003-10-15,0.0
2003-10-16,0.3027
2003-10-17,-0.3621
2003-10-20,0.1817
2003-10-21,0.2418
2003-10-22,0.3016
2003-10-23,0.1203
2003-10-24,0.3003
2003-10-27,-0.3593
2003-10-28,0.3606
2003-10-29,-0.2395
2003-10-30,-0.06
2003-10-31,0.3003
2003-11-03,1.7365
2003-11-04,1.7657
2003-11-05,-0.9832
2003-11-06,-0.993
2003-11-07,0.0
2003-11-10,-0.59
2003-11-11,0.178
2003-11-12,0.628
2003-11-13,0.2367
2003-11-14,0.9445
2003-11-17,0.0
2003-11-18,1.6374
2003-11-19,0.1151
2003-11-20,-0.5172
2003-11-21,-0.4622
2003-11-24,2.2055
2003-11-25,0.4543
2003-11-26,-0.4522
2003-11-28,0.2271
2003-12-01,1.1331
2003-12-02,-0.1681
2003-12-03,-0.3928
2003-12-04,0.0
2003-12-05,0.2254
2003-12-08,-0.1686
2003-12-09,0.0563
2003-12-10,-0.1688
2003-12-11,-0.5575
2003-12-12,-0.2299
2003-12-15,0.1152
2003-12-16,0.1151
2003-12-17,-0.5747
2003-12-18,-0.1734
2003-12-19,-0.1737
2003-12-22,-0.174
2003-12-23,0.0
2003-12-24,0.0581
2003-12-26,0.4646
2003-12-29,-0.578
2003-12-30,0.5814
2003-12-31,0.289
2004-01-02,-0.2305
2004-01-05,0.5777
2004-01-06,-0.1723
2004-01-07,0.0
2004-01-08,-0.1726
2004-01-09,-1.2104
2004-01-12,-0.5251
2004-01-13,-0.1877
2004-01-14,-0.6494
2004-01-15,-0.2377
2004-01-16,0.1191
2004-01-20,0.7733
2004-01-21,0.059
2004-01-22,-0.236
2004-01-23,0.2957
2004-01-26,-0.1179
2004-01-27,-1.1216
2004-01-28,0.0597
2004-01-29,-0.2983
2004-01-30,-0.5386
2004-02-02,-0.2407
2004-02-03,-0.7841
2004-02-04,0.304
2004-02-05,-0.8485
2004-02-06,0.2445
2004-02-09,0.7317
2004-02-10,-0.4237
2004-02-11,0.1094
2004-02-12,0.3661
2004-02-13,-0.1824
2004-02-17,0.4872
2004-02-18,0.2424
2004-02-19,-0.5441
2004-02-20,0.0
2004-02-23,-0.304
2004-02-24,0.9146
2004-02-25,-0.1208
2004-02-26,0.605
2004-02-27,-0.1804
2004-03-01,0.1807
2004-03-02,-0.4209
2004-03-03,0.1812
2004-03-04,0.0603
2004-03-05,0.1807
2004-03-08,0.3007
2004-03-09,-0.3597
2004-03-10,-0.4212
2004-03-11,1.5589
2004-03-12,0.3586
2004-03-15,0.2382
2004-03-16,-0.4753
2004-03-17,-0.2985
2004-03-18,0.2395
2004-03-19,-0.2389
2004-03-22,0.5988
2004-03-23,-0.0595
2004-03-24,0.3574
2004-03-25,0.0
2004-03-26,-0.2374
2004-03-29,-0.6544
2004-03-30,-0.2395
2004-03-31,0.2401
2004-04-01,0.0
2004-04-02,-2.8743
2004-04-05,-3.0826000000000002
2004-04-06,-0.4453
2004-04-07,1.5335
2004-04-08,-0.3147
2004-04-12,-1.1995
2004-04-13,-0.1406
2004-04-14,-2.8939
2004-04-15,-0.1325
2004-04-16,-0.2653
2004-04-19,-0.5984
2004-04-20,-0.3344
2004-04-21,-1.0738
2004-04-22,0.0678
2004-04-23,-0.2034
2004-04-26,0.0
2004-04-27,-1.7663
2004-04-28,0.0692
2004-04-29,-0.7602
2004-04-30,-0.1393
2004-05-03,0.0697
2004-05-04,0.4878
2004-05-05,-0.1387
2004-05-06,-1.3889
2004-05-07,-1.831
2004-05-10,-1.7217
2004-05-11,1.7518
2004-05-12,-0.66
2004-05-13,-0.5084
2004-05-14,1.6058
2004-05-17,-0.6466
2004-05-18,0.1446
2004-05-19,0.0722
2004-05-20,0.3608
2004-05-21,0.647
2004-05-24,-0.5
2004-05-25,1.2204
2004-05-26,0.7092
2004-05-27,1.4085
2004-05-28,0.3472
2004-06-01,0.1384
2004-06-02,-0.8293
2004-06-03,0.9059
2004-06-04,-0.6906
2004-06-07,0.0695
2004-06-08,-0.278
2004-06-09,0.1394
2004-06-10,0.3479
2004-06-14,-0.638
2004-06-15,0.1404
2004-06-16,-0.8409
2004-06-17,0.0707
2004-06-18,0.565
2004-06-21,-0.0702
2004-06-22,-0.2108
2004-06-23,-1.2676
2004-06-24,0.8559
2004-06-25,0.0
2004-06-28,-0.8487
2004-06-29,0.214
2004-06-30,-0.2847
2004-07-01,0.9993
2004-07-02,1.1307
2004-07-06,0.559
2004-07-07,0.5559
2004-07-08,-0.2073
2004-07-09,0.6925
2004-07-12,0.5502
2004-07-13,-0.0821
2004-07-14,0.3304
2004-07-15,-0.3293
2004-07-16,0.4818
2004-07-19,0.0685
2004-07-20,0.4107
