ticker,RBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.5525
2000-01-04,-0.8242
2000-01-05,0.0
2000-01-06,0.277
2000-01-07,0.2762
2000-01-10,2.2039
2000-01-11,0.2695
2000-01-12,-0.8387
2000-01-13,-1.087
2000-01-14,-0.2747
2000-01-18,-1.3774
2000-01-19,-3.352
2000-01-20,0.578
2000-01-21,-1.7241
2000-01-24,2.924
2000-01-25,0.2841
2000-01-26,-0.2833
2000-01-27,0.8523
2000-01-28,1.4085
2000-01-31,-4.4444
2000-02-01,-2.0349
2000-02-02,-1.4837
2000-02-03,0.0
2000-02-04,-0.6024
2000-02-07,-0.303
2000-02-08,0.6079
2000-02-09,1.5106000000000002
2000-02-10,1.7856999999999998
2000-02-11,3.5088
2000-02-14,0.565
2000-02-15,-1.4045
2000-02-16,1.9943
2000-02-17,1.6760000000000002
2000-02-18,-0.8242
2000-02-22,-4.7091
2000-02-23,-2.907
2000-02-24,-4.1916
2000-02-25,-1.25
2000-02-28,-2.5316
2000-02-29,-1.9481000000000002
2000-03-01,2.649
2000-03-02,3.871
2000-03-03,0.0
2000-03-06,1.2422
2000-03-07,-1.8405
2000-03-08,-1.875
2000-03-09,-1.2739
2000-03-10,1.9355
2000-03-13,-0.6329
2000-03-14,-0.3185
2000-03-15,-0.3195
2000-03-16,3.5256
2000-03-17,0.9288
2000-03-20,5.5215
2000-03-21,0.2907
2000-03-22,2.6087
2000-03-23,5.0847
2000-03-24,-0.5376
2000-03-27,-2.1622
2000-03-28,1.9337
2000-03-29,-5.6911000000000005
2000-03-30,1.7241
2000-03-31,6.7797
2000-04-03,-1.5873
2000-04-04,2.1505
2000-04-05,0.2632
2000-04-06,0.4934
2000-04-07,0.5236
2000-04-10,0.0
2000-04-11,-1.5625
2000-04-12,-1.5873
2000-04-13,-2.6882
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,1.6575
2000-04-19,2.1739
2000-04-20,0.0
2000-04-24,-1.5957
2000-04-25,3.7838000000000003
2000-04-26,2.0833
2000-04-27,-0.2551
2000-04-28,-0.2558
2000-05-01,-0.5128
2000-05-02,0.0
2000-05-03,-2.8350999999999997
2000-05-04,0.2653
2000-05-05,0.0
2000-05-08,-0.7937
2000-05-09,-1.3333
2000-05-10,0.0
2000-05-11,-0.5405
2000-05-12,-1.087
2000-05-15,0.8242
2000-05-16,-1.3624
2000-05-17,-2.2099
2000-05-18,-2.8249
2000-05-19,-1.1628
2000-05-22,-1.1764999999999999
