ticker,SFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.4963
2000-01-04,-1.2469000000000001
2000-01-05,1.0101
2000-01-06,-0.5
2000-01-07,-0.2513
2000-01-10,1.5112999999999999
2000-01-11,0.0
2000-01-12,-0.9926
2000-01-13,0.2506
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,2.0
2000-01-20,-0.4902
2000-01-21,-0.4926
2000-01-24,-0.2475
2000-01-25,-0.2481
2000-01-26,-0.4975
2000-01-27,0.25
2000-01-28,-2.7431
2000-01-31,-0.5128
2000-02-01,2.0619
2000-02-02,2.5253
2000-02-03,-1.7241
2000-02-04,1.2530999999999999
2000-02-07,-0.495
2000-02-08,-1.2438
2000-02-09,-2.267
2000-02-10,0.5155
2000-02-11,0.0
2000-02-14,-0.7692
2000-02-15,-1.5504
2000-02-16,2.0892
2000-02-17,2.3196
2000-02-18,0.2519
2000-02-22,-1.5074999999999998
2000-02-23,2.2959
2000-02-24,-3.7406
2000-02-25,-0.2591
2000-02-28,-1.039
2000-02-29,3.4121
2000-03-01,-3.5533
2000-03-02,0.0
2000-03-03,0.5263
2000-03-06,3.4031000000000002
2000-03-07,-2.5316
2000-03-08,1.039
2000-03-09,5.3985
2000-03-10,0.4878
2000-03-13,-2.1845
2000-03-14,-3.9702
2000-03-15,-0.2584
2000-03-16,3.1088
2000-03-17,0.5025
2000-03-20,2.0
2000-03-21,-0.4902
2000-03-22,-0.4926
2000-03-23,-3.4653
2000-03-24,3.5897
2000-03-27,0.0
2000-03-28,1.4851
2000-03-29,2.9268
2000-03-30,-0.4739
2000-03-31,4.2857
2000-04-03,0.0
2000-04-04,-0.9132
2000-04-05,-1.3825
2000-04-06,-0.7009
2000-04-07,3.5294
2000-04-10,6.1364
2000-04-11,-0.8565
2000-04-12,-2.5918
2000-04-13,-1.5521
2000-04-14,-1.8018
2000-04-17,-1.3761
2000-04-18,1.3953
2000-04-19,0.4587
2000-04-20,2.0548
2000-04-24,-0.2237
2000-04-25,3.8117
2000-04-26,-2.1598
2000-04-27,2.4283
2000-04-28,0.431
2000-05-01,2.5751
2000-05-02,0.0
2000-05-03,0.4184
2000-05-04,-0.4167
2000-05-05,-2.3013
2000-05-08,-2.5696
2000-05-09,-1.0989
2000-05-10,0.2489
2000-05-11,1.5556
2000-05-12,0.2188
2000-05-15,-1.9651
2000-05-16,5.7905999999999995
2000-05-17,-3.5789
2000-05-18,-1.9651
2000-05-19,-0.2227
2000-05-22,0.4464
