ticker,IGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.2901
2000-01-04,-2.2388
2000-01-05,3.8167999999999997
2000-01-06,1.4706000000000001
2000-01-07,1.4493
2000-01-10,6.4286
2000-01-11,-2.349
2000-01-12,-1.0309
2000-01-13,4.1667
2000-01-14,-3.3333
2000-01-18,1.3793
2000-01-19,-3.0612
2000-01-20,-3.1579
2000-01-21,-0.3623
2000-01-24,0.7273
2000-01-25,-1.083
2000-01-26,-1.0949
2000-01-27,-3.69
2000-01-28,3.4483
2000-01-31,-2.963
2000-02-01,5.3435
2000-02-02,-0.3623
2000-02-03,-2.9091
2000-02-04,-1.8727
2000-02-07,1.145
2000-02-08,2.2641999999999998
2000-02-09,-5.9041
2000-02-10,-1.9607999999999999
2000-02-11,-4.0
2000-02-14,5.8333
2000-02-15,0.7874
2000-02-16,-2.3438
2000-02-17,-0.8
2000-02-18,-3.2258
2000-02-22,2.5
2000-02-23,-2.439
2000-02-24,-1.6667
2000-02-25,0.0
2000-02-28,-1.2711999999999999
2000-02-29,-7.2961
2000-03-01,1.8519
2000-03-02,0.4545
2000-03-03,0.4525
2000-03-06,-5.8559
2000-03-07,-0.9569
2000-03-08,0.4831
2000-03-09,-0.9615
2000-03-10,0.4854
2000-03-13,-1.7971
2000-03-14,5.4455
2000-03-15,12.6761
2000-03-16,2.9167
2000-03-17,-3.2389
2000-03-20,1.6736
2000-03-21,0.4115
2000-03-22,2.8689
2000-03-23,-1.5936
2000-03-24,-1.6194
2000-03-27,-0.823
2000-03-28,0.0
2000-03-29,-4.1494
2000-03-30,4.329
2000-03-31,-2.4896
2000-04-03,1.2766
2000-04-04,-0.4202
2000-04-05,-4.2194
2000-04-06,-1.3216
2000-04-07,-1.7856999999999998
2000-04-10,1.3636
2000-04-11,-1.7936999999999999
2000-04-12,5.9361
2000-04-13,-1.7241
2000-04-14,-4.386
2000-04-17,3.6696999999999997
2000-04-18,1.3274
2000-04-19,-4.8035
2000-04-20,4.5872
2000-04-24,-0.4386
2000-04-25,5.7269
2000-04-26,2.0833
2000-04-27,2.0408
2000-04-28,-1.2
2000-05-01,2.4291
2000-05-02,2.7668
2000-05-03,-6.5385
2000-05-04,8.2305
2000-05-05,1.5209000000000001
2000-05-08,3.3708
2000-05-09,0.0
2000-05-10,-3.2609
2000-05-11,2.9962999999999997
2000-05-12,0.0
2000-05-15,-3.2727
2000-05-16,1.8797000000000001
2000-05-17,0.369
2000-05-18,0.3676
2000-05-19,0.0
