ticker,FFEDQ US Equity
2000-05-22,0.9901
2000-05-23,0.0
2000-05-24,0.9804
2000-05-25,0.0
2000-05-26,-0.4854
2000-05-30,2.9268
2000-05-31,1.8957000000000002
2000-06-01,1.3953
2000-06-02,6.8807
2000-06-05,-3.8627000000000002
2000-06-06,-0.4464
2000-06-07,0.0
2000-06-08,-1.3453
2000-06-09,-0.4545
2000-06-12,0.9132
2000-06-13,3.1673999999999998
2000-06-14,0.4386
2000-06-15,-6.1135
2000-06-16,4.186
2000-06-19,-0.4464
2000-06-20,-1.3453
2000-06-21,-2.7273
2000-06-22,-2.8037
2000-06-23,7.2115
2000-06-26,-1.7936999999999999
2000-06-27,2.7397
2000-06-28,-0.4444
2000-06-29,0.8929
2000-06-30,0.0
2000-07-03,0.885
2000-07-05,2.193
2000-07-06,-3.4335
2000-07-07,2.6667
2000-07-10,0.0
2000-07-11,0.4329
2000-07-12,4.7414
2000-07-13,1.2346
2000-07-14,0.813
2000-07-17,1.6129
2000-07-18,-0.3968
2000-07-19,-1.1952
2000-07-20,0.0
2000-07-21,-2.4194
2000-07-24,0.4132
2000-07-25,2.4691
2000-07-26,-1.2048
2000-07-27,0.4065
2000-07-28,-0.4049
2000-07-31,4.065
2000-08-01,1.5625
2000-08-02,6.9231
2000-08-03,-1.7986
2000-08-04,3.6630000000000003
2000-08-07,1.7668
2000-08-08,-2.0833
2000-08-09,1.4184
2000-08-10,-2.0979
2000-08-11,-0.3571
2000-08-14,3.2258
2000-08-15,1.0417
2000-08-16,-2.4055
2000-08-17,2.1127
2000-08-18,0.6897
2000-08-21,0.6849
2000-08-22,1.0204
2000-08-23,0.0
2000-08-24,-1.3468
2000-08-25,1.0239
2000-08-28,-0.3378
2000-08-29,-0.678
2000-08-30,-3.0717
2000-08-31,1.4085
2000-09-01,-0.3472
2000-09-05,-0.3484
2000-09-06,1.049
2000-09-07,0.692
2000-09-08,2.4055
2000-09-11,2.0134
2000-09-12,4.9342
2000-09-13,2.8213
2000-09-14,3.6585
2000-09-15,0.5882
2000-09-18,-1.1696
2000-09-19,-1.7751000000000001
2000-09-20,0.3012
2000-09-21,0.3003
2000-09-22,-1.7964
2000-09-25,0.6098
2000-09-26,1.5152
2000-09-27,0.0
2000-09-28,3.5821
2000-09-29,6.0519
2000-10-02,-3.2609
2000-10-03,1.6854
2000-10-04,1.105
2000-10-05,3.2787
2000-10-06,-0.5291
2000-10-09,-2.6596
2000-10-10,-3.2787
2000-10-11,-2.8249
2000-10-12,-0.8721
2000-10-13,0.8798
2000-10-16,2.3256
2000-10-17,0.8523
2000-10-18,-1.9718
2000-10-19,0.2874
2000-10-20,0.0
2000-10-23,0.5731
2000-10-24,0.0
2000-10-25,1.7094
2000-10-26,2.521
2000-10-27,4.918
2000-10-30,3.3854
2000-10-31,2.7708
2000-11-01,-0.7353
2000-11-02,1.2346
2000-11-03,1.7073
2000-11-06,-3.3573
2000-11-07,0.0
2000-11-08,0.2481
2000-11-09,0.0
2000-11-10,0.0
2000-11-13,-0.495
2000-11-14,-0.995
2000-11-15,-2.0101
2000-11-16,0.7692
2000-11-17,2.2901
2000-11-20,0.4975
2000-11-21,-0.7426
2000-11-22,0.0
2000-11-24,1.4963
2000-11-27,-0.7371
2000-11-28,0.7426
2000-11-29,1.2285
2000-11-30,3.1553
2000-12-01,1.6471
2000-12-04,-3.9352
2000-12-05,2.6506
2000-12-06,0.939
2000-12-07,0.9302
2000-12-08,0.9217
2000-12-11,2.7397
2000-12-12,-4.2222
2000-12-13,0.464
2000-12-14,-2.0785
2000-12-15,-0.4717
2000-12-18,4.7393
2000-12-19,6.3347999999999995
2000-12-20,2.3404
2000-12-21,0.6237
2000-12-22,0.2066
2000-12-26,-0.8247
2000-12-27,2.2869
2000-12-28,7.7236
2000-12-29,-2.4528
2001-01-02,-3.0948
2001-01-03,-6.1876
2001-01-04,1.2766
2001-01-05,0.0
2001-01-08,0.6303
2001-01-09,-0.2088
2001-01-10,-0.4184
2001-01-11,-4.4118
2001-01-12,2.8571
2001-01-16,5.9829
2001-01-17,-0.6048
2001-01-18,-1.6227
2001-01-19,0.8247
2001-01-22,4.2945
2001-01-23,0.5882
2001-01-24,-1.9493
2001-01-25,1.5905
2001-01-26,0.0
2001-01-29,0.1957
2001-01-30,-0.625
2001-01-31,-2.044
2001-02-01,0.61
2001-02-02,0.8296
2001-02-05,-0.3481
2001-02-06,-1.2385
2001-02-07,0.0
2001-02-08,0.8039
2001-02-09,-0.7974
2001-02-12,-0.0965
2001-02-13,0.2575
2001-02-14,-0.1605
2001-02-15,0.3215
2001-02-16,-1.6026
2001-02-20,-1.4984
2001-02-21,-2.6124
2001-02-22,-0.8489
2001-02-23,3.9384
2001-02-26,-1.8122
2001-02-27,-0.6376
2001-02-28,-1.0469
2001-03-01,0.5119
2001-03-02,0.5093
2001-03-05,-1.0473
2001-03-06,-0.8535
2001-03-07,0.3099
2001-03-08,-0.2746
2001-03-09,-0.2065
2001-03-12,-2.2077
2001-03-13,-0.9524
2001-03-14,-4.3803
2001-03-15,0.3724
2001-03-16,1.1132
2001-03-19,2.7523
2001-03-20,0.0
2001-03-21,-4.1071
2001-03-22,-2.2346
2001-03-23,3.4286
2001-03-26,2.9834
2001-03-27,1.216
2001-03-28,-1.7668
2001-03-29,0.8993
2001-03-30,-0.1783
2001-04-02,1.4285999999999999
2001-04-03,-0.4577
2001-04-04,-0.9551
2001-04-05,2.1429
2001-04-06,0.3497
2001-04-09,3.6585
2001-04-10,1.4118
2001-04-11,0.1989
2001-04-12,-0.5954
2001-04-16,0.4992
2001-04-17,0.2649
2001-04-18,1.2219
2001-04-19,-0.8157
2001-04-20,-2.9934
2001-04-23,-2.8484
2001-04-24,2.6178
2001-04-25,-1.3605
2001-04-26,1.3793
2001-04-27,3.0612
2001-04-30,-0.9901
2001-05-01,1.0
2001-05-02,0.5941
2001-05-03,-0.0984
2001-05-04,0.1642
2001-05-07,1.6393
2001-05-08,0.3226
2001-05-09,-0.3215
2001-05-10,-0.5806
2001-05-11,-0.0973
2001-05-14,-0.7795
2001-05-15,-0.6547
2001-05-16,1.1532
2001-05-17,-0.3257
2001-05-18,-0.6536
2001-05-21,-0.9868
2001-05-22,1.3289
2001-05-23,-1.9672
2001-05-24,0.0
2001-05-25,0.2341
2001-05-29,-1.0344
2001-05-30,0.7755
2001-05-31,-0.4684
2001-06-01,-0.0672
2001-06-04,-1.2782
2001-06-05,-1.3629
2001-06-06,0.4145
2001-06-07,1.3072
2001-06-08,0.1698
2001-06-11,-0.339
2001-06-12,-0.8503
2001-06-13,0.3431
2001-06-14,-0.1709
2001-06-15,-0.7192
2001-06-18,3.3115
2001-06-19,0.4007
2001-06-20,1.2637
2001-06-21,0.3284
2001-06-22,0.6547
2001-06-25,-2.2763999999999998
2001-06-26,-1.1647
2001-06-27,0.8418
2001-06-28,0.8013
2001-06-29,-1.2918
2001-07-02,-3.6913
2001-07-03,0.8362
2001-07-05,0.4147
2001-07-06,-0.7226
2001-07-09,-0.104
2001-07-10,0.2776
2001-07-11,2.2491
2001-07-12,2.5719
2001-07-13,0.9568
2001-07-16,-0.9477
2001-07-17,3.7611
2001-07-18,1.2083
2001-07-19,-1.4138
2001-07-20,1.3384
2001-07-23,0.4717
2001-07-24,-1.5649
2001-07-25,-0.318
2001-07-26,-1.0526
2001-07-27,-0.7092
2001-07-30,0.974
2001-07-31,-0.8039
2001-08-01,0.1621
2001-08-02,1.2621
2001-08-03,-0.767
2001-08-06,1.2882
2001-08-07,3.6566
2001-08-08,1.411
2001-08-09,3.5995
2001-08-10,2.5401
2001-08-13,3.3599
2001-08-14,-3.9945
2001-08-15,0.4017
2001-08-16,0.0
2001-08-17,-1.2288999999999999
2001-08-20,2.2859
2001-08-21,-0.9901
2001-08-22,-1.4285999999999999
2001-08-23,-5.5652
2001-08-24,-7.3051
2001-08-27,-2.649
2001-08-28,1.7006999999999999
2001-08-29,0.3344
2001-08-30,-0.3333
2001-08-31,-3.01
2001-09-04,0.0345
2001-09-05,-4.7225
2001-09-06,-2.6773
2001-09-07,0.9294
2001-09-10,-3.3149
2001-09-17,0.5714
2001-09-18,6.0606
2001-09-19,-3.2143
2001-09-20,-9.0406
2001-09-21,-2.6369
2001-09-24,5.625
2001-09-25,1.1834
2001-09-26,-1.5594999999999999
2001-09-27,-0.5941
2001-09-28,3.5857
2001-10-01,-0.1923
2001-10-02,-1.3102
2001-10-03,0.5467
2001-10-04,-0.3883
2001-10-05,-3.3138
2001-10-08,-3.2258
2001-10-09,0.0
2001-10-10,2.5
2001-10-11,3.252
2001-10-12,-1.5748
2001-10-15,0.8
2001-10-16,-0.1984
2001-10-17,-2.9821
2001-10-18,-2.3361
2001-10-19,-2.2241
2001-10-22,3.5193
2001-10-23,-1.534
2001-10-24,-2.1053
2001-10-25,0.0
2001-10-26,-3.6559
2001-10-29,-1.7856999999999998
2001-10-30,0.6818
2001-10-31,0.4063
2001-11-01,-1.5288
2001-11-02,6.8493
2001-11-05,1.7094
2001-11-06,2.1008
2001-11-07,0.9053
2001-11-08,-1.509
2001-11-09,-1.0352
2001-11-12,0.6276
2001-11-13,2.079
2001-11-14,-0.0815
2001-11-15,1.916
2001-11-16,1.44
2001-11-19,0.9464
2001-11-20,0.8594
2001-11-21,-1.2393
2001-11-23,1.3333
2001-11-26,0.2322
2001-11-27,-4.0927
2001-11-28,-2.1739
2001-11-29,1.0288
2001-11-30,-2.444
2001-12-03,-2.2547
2001-12-04,2.3067
2001-12-05,1.8789
2001-12-06,2.1721
2001-12-07,0.5215
2001-12-10,-2.2346
2001-12-11,-0.6122
2001-12-12,0.9035
2001-12-13,-1.9536
2001-12-14,-0.3736
2001-12-17,2.5
2001-12-18,2.2763999999999998
2001-12-19,-2.4245
2001-12-20,0.611
2001-12-21,1.1336
2001-12-24,0.2402
2001-12-26,-0.1198
2001-12-27,1.7193
2001-12-28,-0.9434
2001-12-31,1.7063000000000001
2002-01-02,-0.3121
2002-01-03,0.8219
2002-01-04,3.6491
2002-01-07,0.6367
2002-01-08,-2.0841
2002-01-09,1.1022
2002-01-10,1.1278
2002-01-11,-0.1859
2002-01-14,-0.8939
2002-01-15,0.1879
2002-01-16,0.15
2002-01-17,1.1236
2002-01-18,-1.4815
2002-01-22,0.3759
2002-01-23,0.1873
2002-01-24,-0.1869
2002-01-25,-0.1873
2002-01-28,0.5629
2002-01-29,-4.8134
2002-01-30,1.8032
2002-01-31,0.5391
2002-02-01,-0.3064
2002-02-04,-1.0757
2002-02-05,-0.1942
2002-02-06,-1.9455
2002-02-07,-0.754
2002-02-08,0.3599
2002-02-11,2.2709
2002-02-12,2.0647
2002-02-13,0.5725
2002-02-14,0.4554
2002-02-15,-0.1511
2002-02-19,-1.6269
2002-02-20,1.1538
2002-02-21,-0.1901
2002-02-22,-0.381
2002-02-25,0.3824
2002-02-26,-0.1905
2002-02-27,0.7252
2002-02-28,0.0379
2002-03-01,-0.8712
2002-03-04,-0.6496
2002-03-05,0.3846
2002-03-06,1.1111
2002-03-07,-0.6063
2002-03-08,-2.0206
2002-03-11,-1.9455
2002-03-12,-0.3968
2002-03-13,-1.3944
2002-03-14,1.5758
2002-03-15,0.6364
2002-03-18,0.9091
2002-03-19,-0.9009
2002-03-20,-2.8458
2002-03-21,3.1326
2002-03-22,-1.2623
2002-03-25,-0.7191
2002-03-26,2.0121
2002-03-27,0.9467
2002-03-28,2.1884
2002-04-01,0.4207
2002-04-02,1.409
2002-04-03,-0.4882
2002-04-04,0.0377
2002-04-05,0.7167
2002-04-08,0.1873
2002-04-09,0.1869
2002-04-10,4.2164
2002-04-11,-0.9667
2002-04-12,0.5061
2002-04-15,-1.0791
2002-04-16,0.9091
2002-04-17,0.0
2002-04-18,-0.9009
2002-04-19,0.5818
2002-04-22,-0.1808
2002-04-23,0.5071
2002-04-24,0.1081
2002-04-25,0.54
2002-04-26,-1.5396
2002-04-29,1.0909
2002-04-30,2.8777
2002-05-01,0.4545
2002-05-02,2.5409
2002-05-03,1.1202
2002-05-06,-1.1413
2002-05-07,0.1358
2002-05-08,-1.3564
2002-05-09,-2.2001
2002-05-10,-0.9139
2002-05-13,2.3413
2002-05-14,3.6395
2002-05-15,-0.5017
2002-05-16,-1.5126
2002-05-17,0.5802
2002-05-20,-0.6108
2002-05-21,-0.8877
2002-05-22,1.1023
2002-05-23,0.477
2002-05-24,-0.7799
2002-05-28,-1.0253
2002-05-29,0.8978
2002-05-30,0.924
2002-05-31,0.0339
2002-06-03,-2.2034
2002-06-04,-0.312
2002-06-05,-0.6259
2002-06-06,-1.5045
2002-06-07,-0.4618
2002-06-10,-0.0714
2002-06-11,0.4643
2002-06-12,-0.1066
2002-06-13,-1.6726
2002-06-14,-1.1944
2002-06-17,2.5641
2002-06-18,1.0357
2002-06-19,-0.3181
2002-06-20,0.7447
2002-06-21,2.7455
2002-06-24,-2.3638
2002-06-25,-1.8947
2002-06-26,-2.0029
2002-06-27,1.2774
2002-06-28,4.5045
2002-07-01,-1.7241
2002-07-02,-1.8246
2002-07-03,-2.7877
2002-07-05,-0.9191
2002-07-08,0.8163
2002-07-09,1.5826
2002-07-10,-2.3551
2002-07-11,0.5566
2002-07-12,-1.9926
2002-07-15,1.4684
2002-07-16,-0.4453
2002-07-17,0.2609
2002-07-18,-4.0892
2002-07-19,-1.2403
2002-07-22,-1.0597
2002-07-23,-5.236
2002-07-24,2.7627
2002-07-25,1.833
2002-07-26,0.76
2002-07-29,7.1854
2002-07-30,-0.7407
2002-07-31,0.6716
2002-08-01,1.0007
2002-08-02,-1.2844
2002-08-05,-1.8587
2002-08-06,2.9924
2002-08-07,0.2207
2002-08-08,1.1376
2002-08-09,1.5965
2002-08-12,-0.0714
2002-08-13,-4.1816
2002-08-14,3.3197
2002-08-15,-0.1805
2002-08-16,1.2297
2002-08-19,2.8939
2002-08-20,-1.3889
2002-08-21,1.7254
2002-08-22,-0.1385
2002-08-23,-3.6395
2002-08-26,1.7986
2002-08-27,-1.5901
2002-08-28,-1.6158000000000001
2002-08-29,1.3869
2002-08-30,1.6919
2002-09-03,-1.5929
2002-09-04,2.3381
2002-09-05,-0.6678
2002-09-06,1.7692999999999999
2002-09-09,-2.2949
2002-09-10,-3.3808
2002-09-11,-1.9521
2002-09-12,-2.7799
2002-09-13,-0.3091
2002-09-16,-1.938
2002-09-17,0.5534
2002-09-18,0.6289
2002-09-19,-3.9063
2002-09-20,1.2195
2002-09-23,-1.2048
2002-09-24,0.6098
2002-09-25,1.2121
2002-09-26,2.1955999999999998
2002-09-27,-1.3281
2002-09-30,1.9398
2002-10-01,5.8252
2002-10-02,-3.0459
2002-10-03,-6.7373
2002-10-04,-2.5974
2002-10-07,0.625
2002-10-08,2.4845
2002-10-09,-3.3535
2002-10-10,5.7274
2002-10-11,1.5026000000000002
2002-10-14,1.8699
2002-10-15,2.6769
2002-10-16,-3.4264
2002-10-17,4.1265
2002-10-18,0.6296
2002-10-21,-0.6257
2002-10-22,-1.1111
2002-10-23,0.7491
2002-10-24,-1.3383
2002-10-25,1.7332
2002-10-28,-1.5185
2002-10-29,1.4667
2002-10-30,2.4833
2002-10-31,-1.9891999999999999
2002-11-01,7.5646
2002-11-04,-1.5436999999999999
2002-11-05,1.5331000000000001
2002-11-06,-0.8236
2002-11-07,-7.6125
2002-11-08,1.6479
2002-11-11,-2.6529
2002-11-12,0.4164
2002-11-13,3.8447
2002-11-14,3.1216
2002-11-15,-0.0352
2002-11-18,-2.6056
2002-11-19,-0.47
2002-11-20,0.6175
2002-11-21,1.1552
2002-11-22,-0.1428
2002-11-25,-0.6433
2002-11-26,-0.7194
2002-11-27,0.5435
2002-11-29,-1.8018
2002-12-02,2.9358
2002-12-03,-1.2478
2002-12-04,-1.444
2002-12-05,-1.6117
2002-12-06,2.1221
2002-12-09,-0.6927
2002-12-10,2.79
2002-12-11,-1.7856999999999998
2002-12-12,0.5091
2002-12-13,-1.0492
2002-12-16,3.9854000000000003
2002-12-17,1.09
2002-12-18,-3.0957
2002-12-19,-1.2922
2002-12-20,3.9273
2002-12-23,1.6095000000000002
2002-12-24,0.2066
2002-12-26,-0.2749
2002-12-27,-1.4473
2002-12-30,-2.9021
2002-12-31,4.2492
2003-01-02,0.2418
2003-01-03,-1.2061
2003-01-06,1.3254000000000001
2003-01-07,-0.8606
2003-01-08,-1.1111
2003-01-09,2.5281000000000002
2003-01-10,-2.0548
2003-01-13,1.2238
2003-01-14,0.1727
2003-01-15,-0.931
2003-01-16,0.4177
2003-01-17,-2.9463
2003-01-21,-1.25
2003-01-22,0.2532
2003-01-23,-0.974
2003-01-24,-2.878
2003-01-27,1.4628999999999999
2003-01-28,1.1091
2003-01-29,1.6088
2003-01-30,2.9507
2003-01-31,1.0486
2003-02-03,0.5189
2003-02-04,0.6194
2003-02-05,-0.6156
2003-02-06,0.8259
2003-02-07,-0.8532
2003-02-10,1.1360000000000001
2003-02-11,-0.6127
2003-02-12,-1.0274
2003-02-13,1.5571000000000002
2003-02-14,0.3066
2003-02-18,-0.3057
2003-02-19,-0.0681
2003-02-20,-1.3979
2003-02-21,3.527
2003-02-24,-2.2378
2003-02-25,2.5624000000000002
2003-02-26,-1.3991
2003-02-27,1.7905
2003-02-28,-0.4315
2003-03-03,1.1667
2003-03-04,0.1647
2003-03-05,1.2829
2003-03-06,-1.0718
2003-03-07,-0.1641
2003-03-10,-3.0911
2003-03-11,0.3393
2003-03-12,-0.0676
2003-03-13,1.7597
2003-03-14,0.3326
2003-03-17,0.9281
2003-03-18,-0.1642
2003-03-19,0.1316
2003-03-20,0.0329
2003-03-21,0.821
2003-03-24,-0.6515
2003-03-25,-0.1967
2003-03-26,-0.4599
2003-03-27,0.6271
2003-03-28,0.0
2003-03-31,-0.9839
2003-04-01,1.2918
2003-04-02,0.2289
2003-04-03,-0.2284
2003-04-04,0.8829
2003-04-07,-2.0421
2003-04-08,0.2647
2003-04-09,-0.495
2003-04-10,1.1609
2003-04-11,-0.4918
2003-04-14,0.4942
2003-04-15,0.0984
2003-04-16,-1.4412
2003-04-17,2.6919
2003-04-21,-0.0971
2003-04-22,2.9154999999999998
2003-04-23,2.7384
2003-04-24,-0.8885
2003-04-25,-1.4219
2003-04-28,1.3797
2003-04-29,0.2165
2003-04-30,0.2778
2003-05-01,-0.4309
2003-05-02,1.051
2003-05-05,-0.3365
2003-05-06,0.798
2003-05-07,-0.3654
2003-05-08,-0.0917
2003-05-09,1.4989
2003-05-12,-0.8439
2003-05-13,-0.9119
2003-05-14,0.9202
2003-05-15,0.152
2003-05-16,-2.1244
2003-05-19,-0.4651
2003-05-20,1.1838
2003-05-21,1.1392
2003-05-22,-0.6393
2003-05-23,0.9498
2003-05-27,1.0622
2003-05-28,0.1502
2003-05-29,0.4198
2003-05-30,1.3138
2003-06-02,0.6484
2003-06-03,2.0498
2003-06-04,0.7174
2003-06-05,-0.2849
2003-06-06,-1.7143000000000002
2003-06-09,-1.4535
2003-06-10,2.2124
2003-06-11,-0.4906
2003-06-12,0.058
2003-06-13,-0.7246
2003-06-16,2.3358
2003-06-17,0.1141
2003-06-18,-0.9689
2003-06-19,-1.0647
2003-06-20,0.2036
2003-06-23,-2.0319
2003-06-24,-1.0963
2003-06-25,0.3595
2003-06-26,2.5373
2003-06-27,2.1834
2003-06-30,0.5413
2003-07-01,1.8702
2003-07-02,1.1127
2003-07-03,-0.7978
2003-07-07,0.9151
2003-07-08,3.3251
2003-07-09,-1.8883
2003-07-10,0.6235
2003-07-11,0.8082
2003-07-14,0.2672
2003-07-15,-0.9062
2003-07-16,-0.1345
2003-07-17,-0.2693
2003-07-18,1.0262
2003-07-21,-1.4167
2003-07-22,0.0542
2003-07-23,-0.2168
2003-07-24,-0.7333
2003-07-25,1.1491
2003-07-28,0.8926
2003-07-29,1.7426
2003-07-30,0.1318
2003-07-31,-0.2632
2003-08-01,-2.3483
2003-08-04,-1.8643999999999998
2003-08-05,2.2577
2003-08-06,-0.2423
2003-08-07,1.1336
2003-08-08,-1.3878
2003-08-11,-0.3518
2003-08-12,2.1184
2003-08-13,0.5319
2003-08-14,1.1376
2003-08-15,-0.34
2003-08-18,1.5748
2003-08-19,1.8346
2003-08-20,0.2284
2003-08-21,1.0127
2003-08-22,-2.9073
2003-08-25,0.2323
2003-08-26,1.1331
2003-08-27,1.2223
2003-08-28,1.3836
2003-08-29,-1.4888
2003-09-02,2.0655
2003-09-03,1.8509
2003-09-04,-0.8481
2003-09-05,0.8065
2003-09-08,-0.2424
2003-09-09,0.0486
2003-09-10,-0.17
2003-09-11,-0.2433
2003-09-12,-0.4634
2003-09-15,-0.4166
2003-09-16,0.7628
2003-09-17,0.0733
2003-09-18,0.4636
2003-09-19,0.0486
2003-09-22,-0.2185
2003-09-23,-0.4866
2003-09-24,-1.6381000000000001
2003-09-25,-1.1931
2003-09-26,-1.1320999999999999
2003-09-29,0.5089
2003-09-30,0.0
2003-10-01,4.557
2003-10-02,-0.0969
2003-10-03,1.2603
2003-10-06,-0.2154
2003-10-07,1.1034
2003-10-08,-0.1661
2003-10-09,2.115
2003-10-10,0.1862
2003-10-13,1.9744000000000002
2003-10-14,2.0273
2003-10-15,0.6921
2003-10-16,-1.1086
2003-10-17,-1.7936999999999999
2003-10-20,0.4338
2003-10-21,-0.0682
2003-10-22,1.4786000000000001
2003-10-23,1.2105
2003-10-24,0.6645
2003-10-27,-0.5941
2003-10-28,0.7083
2003-10-29,1.3187
2003-10-30,-0.2169
2003-10-31,-2.1739
2003-11-03,3.5556
2003-11-04,0.8584
2003-11-05,0.5532
2003-11-06,-0.529
2003-11-07,0.6594
2003-11-10,0.5917
2003-11-11,-1.5546
2003-11-12,1.003
2003-11-13,1.4367
2003-11-14,-1.6871
2003-11-17,-2.5636
2003-11-18,-0.4349
2003-11-19,0.2839
2003-11-20,1.0017
2003-11-21,0.5606
2003-11-24,1.1149
2003-11-25,0.933
2003-11-26,1.9118
2003-11-28,-3.1128
2003-12-01,1.9149
2003-12-02,0.4175
2003-12-03,-2.2869
2003-12-04,-1.0638
2003-12-05,-1.0538
2003-12-08,2.4777
2003-12-09,-4.1569
2003-12-10,-3.8725
2003-12-11,0.6906
2003-12-12,1.3032
2003-12-15,-0.1354
2003-12-16,1.1525
2003-12-17,0.4245
2003-12-18,-0.4894
2003-12-19,-1.6320000000000001
2003-12-22,0.5909
2003-12-23,1.3782
2003-12-24,-0.3343
2003-12-26,-0.2013
2003-12-29,1.927
2003-12-30,-0.8353
2003-12-31,-3.5691
2004-01-02,-0.023
2004-01-05,-1.3566
2004-01-06,-0.4662
2004-01-07,0.5855
2004-01-08,0.1164
2004-01-09,-2.3721
2004-01-12,-1.0243
2004-01-13,-0.361
2004-01-14,0.8213
2004-01-15,0.0
2004-01-16,-0.0958
2004-01-20,-1.0791
2004-01-21,2.0848
2004-01-22,-1.3299
2004-01-23,0.1203
2004-01-26,0.2404
2004-01-27,-1.1751
2004-01-28,-1.9655
2004-01-29,5.0743
2004-01-30,0.7303
2004-02-02,0.6782
2004-02-03,0.6504
2004-02-04,-3.0002
2004-02-05,0.6424
2004-02-06,3.4279
2004-02-09,0.3429
2004-02-10,0.2278
2004-02-11,1.5
2004-02-12,-1.7913000000000001
2004-02-13,-1.4136
2004-02-17,1.7576
2004-02-18,-0.5682
2004-02-19,-0.5486
2004-02-20,-0.4137
2004-02-23,-0.0923
2004-02-24,-0.6699
2004-02-25,0.4884
2004-02-26,-0.3009
2004-02-27,0.7428
2004-03-01,2.1889
2004-03-02,0.248
2004-03-03,-1.0346
2004-03-04,0.0682
2004-03-05,0.3861
2004-03-08,1.3575
2004-03-09,0.1563
2004-03-10,-1.9612
2004-03-11,-2.0687
2004-03-12,2.5998
2004-03-15,-0.6561
2004-03-16,0.205
2004-03-17,1.8182
2004-03-18,0.5134
2004-03-19,1.5989
2004-03-22,-1.4208
2004-03-23,-0.6874
2004-03-24,-1.4289
2004-03-25,1.3364
2004-03-26,0.0224
2004-03-29,1.1173
2004-03-30,1.6575
2004-03-31,0.2826
2004-04-01,-0.607
2004-04-02,-2.8353
2004-04-05,-2.2671
2004-04-06,0.4364
2004-04-07,0.7318
2004-04-08,-0.1135
2004-04-12,0.3636
2004-04-13,-0.5661
2004-04-14,-3.2111
2004-04-15,-0.2353
2004-04-16,1.1792
2004-04-19,-0.3497
2004-04-20,-1.4269
2004-04-21,-2.5154
2004-04-22,0.5112
2004-04-23,-0.6297
2004-04-26,-0.4387
2004-04-27,-0.2203
2004-04-28,-2.9441
2004-04-29,1.5167000000000002
2004-04-30,0.6474
2004-05-03,0.1979
2004-05-04,0.3457
2004-05-05,1.0089
2004-05-06,-1.3397999999999999
2004-05-07,-3.2099
2004-05-10,-0.6122
2004-05-11,1.3860000000000001
2004-05-12,1.5949
2004-05-13,-1.4453
2004-05-14,1.0367
2004-05-17,-1.5766
2004-05-18,0.7374
2004-05-19,-1.9435
2004-05-20,2.4453
2004-05-21,1.3819
2004-05-24,-0.1239
2004-05-25,2.8288
2004-05-26,0.8687
2004-05-27,0.2392
2004-05-28,-1.4558
2004-06-01,0.5086
2004-06-02,-1.3735
2004-06-03,0.171
2004-06-04,0.0976
2004-06-07,0.6335
