ticker,LENXQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2762
2000-01-04,0.0
2000-01-05,1.108
2000-01-06,3.0137
2000-01-07,-1.0638
2000-01-10,-0.8065
2000-01-11,-2.168
2000-01-12,-0.831
2000-01-13,2.2346
2000-01-14,-3.5519
2000-01-18,-2.8329
2000-01-19,2.6239
2000-01-20,1.1364
2000-01-21,-2.5281000000000002
2000-01-24,-1.7290999999999999
2000-01-25,-8.5044
2000-01-26,2.2436
2000-01-27,0.3135
2000-01-28,-4.0625
2000-01-31,0.0
2000-02-01,1.9544000000000001
2000-02-02,-0.3195
2000-02-03,2.2436
2000-02-04,-2.5078
2000-02-07,2.8939
2000-02-08,-0.625
2000-02-09,0.3145
2000-02-10,-1.8809
2000-02-11,-2.2364
2000-02-14,2.6144
2000-02-15,1.5924
2000-02-16,-0.3135
2000-02-17,-3.4591
2000-02-18,1.3029
2000-02-22,3.2154
2000-02-23,-1.8692
2000-02-24,-20.0
2000-02-25,-5.9524
2000-02-28,-0.8439
2000-02-29,-3.8298
2000-03-01,-4.8673
2000-03-02,0.9302
2000-03-03,-2.3041
2000-03-06,0.9434
2000-03-07,-2.8037
2000-03-08,4.3269
2000-03-09,1.8433000000000002
2000-03-10,-2.2624
2000-03-13,1.8519
2000-03-14,1.3636
2000-03-15,1.7936999999999999
2000-03-16,1.7621
2000-03-17,0.8658
2000-03-20,-1.2876
2000-03-21,0.4348
2000-03-22,1.2987
2000-03-23,1.2821
2000-03-24,4.6414
2000-03-27,-3.629
2000-03-28,-0.4184
2000-03-29,-2.521
2000-03-30,3.0172
2000-03-31,-0.8368
2000-04-03,0.0
2000-04-04,-0.8439
2000-04-05,1.2766
2000-04-06,3.7815
2000-04-07,0.4049
2000-04-10,-0.4032
2000-04-11,-2.834
2000-04-12,-2.9167
2000-04-13,2.1459
2000-04-14,-2.1008
2000-04-17,-5.1502
2000-04-18,4.5249
2000-04-19,-1.7316
2000-04-20,1.3216
2000-04-24,1.7391
2000-04-25,4.7009
2000-04-26,-0.8163
2000-04-27,-39.917699999999996
2000-04-28,0.0
2000-05-01,-3.4247
2000-05-02,-8.5106
2000-05-03,3.1008
2000-05-04,6.7669
2000-05-05,0.7042
2000-05-08,0.0
2000-05-09,5.5944
2000-05-10,5.298
2000-05-11,-0.6289
2000-05-12,-6.962
2000-05-15,0.0
2000-05-16,2.0408
2000-05-17,-2.0
2000-05-18,2.0408
2000-05-19,-0.6667
2000-05-22,0.6711
