ticker,WN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.3274
2000-01-04,0.0
2000-01-05,-1.7467000000000001
2000-01-06,-3.5556
2000-01-07,6.4516
2000-01-10,-0.4329
2000-01-11,6.9565
2000-01-12,-2.0325
2000-01-13,1.2448
2000-01-14,1.2295
2000-01-18,2.0243
2000-01-19,0.7937
2000-01-20,-3.5433
2000-01-21,3.2653
2000-01-24,-2.7668
2000-01-25,0.813
2000-01-26,0.0
2000-01-27,-6.4516
2000-01-28,4.3103
2000-01-31,3.3058
2000-02-01,-0.8
2000-02-02,1.6129
2000-02-03,-1.9841
2000-02-04,-2.0243
2000-02-07,-5.7851
2000-02-08,0.4386
2000-02-09,-6.9869
2000-02-10,4.6948
2000-02-11,-6.7265
2000-02-14,7.6923
2000-02-15,-0.4464
2000-02-16,-0.4484
2000-02-17,0.4505
2000-02-18,0.0
2000-02-22,-1.3453
2000-02-23,-0.4545
2000-02-24,-3.1963
2000-02-25,-5.6604
2000-02-28,-0.5
2000-02-29,7.0352
2000-03-01,2.3474
2000-03-02,2.7523
2000-03-03,-5.8036
2000-03-06,0.4739
2000-03-07,0.4717
2000-03-08,0.4695
2000-03-09,1.4019
2000-03-10,0.4608
2000-03-13,-1.3211
2000-03-14,2.3364
2000-03-15,-0.4566
2000-03-16,0.0
2000-03-17,4.1284
2000-03-20,1.7621
2000-03-21,-1.2987
2000-03-22,-0.8772
2000-03-23,-2.6549
2000-03-24,-0.4545
2000-03-27,-0.4566
2000-03-28,-0.9174
2000-03-29,0.463
2000-03-30,1.8433000000000002
2000-03-31,0.0
2000-04-03,0.905
2000-04-04,-2.6906
2000-04-05,-0.9217
2000-04-06,-0.9302
2000-04-07,2.3474
2000-04-10,-3.6696999999999997
2000-04-11,2.3810000000000002
2000-04-12,2.7907
2000-04-13,-1.3575
2000-04-14,0.0
2000-04-17,-1.8349
2000-04-18,2.3364
2000-04-19,-0.9132
2000-04-20,1.3825
2000-04-24,1.8182
2000-04-25,2.6786
2000-04-26,-1.3043
2000-04-27,-2.6432
2000-04-28,0.4525
2000-05-01,3.6036
2000-05-02,-3.0435
2000-05-03,-0.8969
2000-05-04,-1.3575
2000-05-05,0.0
2000-05-08,-0.4587
2000-05-09,-0.4608
2000-05-10,-0.463
2000-05-11,0.4651
2000-05-12,-1.8519
2000-05-15,0.4717
2000-05-16,3.2864
2000-05-17,0.9091
2000-05-18,-4.5045
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,0.4717
2000-05-24,5.1643
2000-05-25,-2.2321
2000-05-26,-2.2831
2000-05-30,1.4019
2000-05-31,-0.4608
2000-06-01,-0.9259
2000-06-02,0.0
2000-06-05,-0.4673
2000-06-06,0.939
2000-06-07,-0.4651
2000-06-08,-1.4019
2000-06-09,2.3697
2000-06-12,0.9259
2000-06-13,-1.8349
2000-06-14,69.6822
2000-06-15,0.0
2000-06-16,0.2762
2000-06-19,0.0
2000-06-20,-0.2755
2000-06-21,0.0
2000-06-22,0.2762
2000-06-23,0.2755
2000-06-26,0.0
2000-06-27,-0.2747
2000-06-28,0.2755
2000-06-29,-0.2747
2000-06-30,0.0689
2000-07-03,0.2065
2000-07-05,0.0
2000-07-06,0.2747
2000-07-07,-0.274
2000-07-10,0.5495
2000-07-11,0.2732
2000-07-12,0.0
2000-07-13,0.0
2000-07-14,-0.2725
2000-07-17,0.2732
2000-07-18,0.0
2000-07-19,0.2725
2000-07-20,-0.5435
