ticker,RHH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-0.6329
2000-01-05,0.0
2000-01-06,0.6369
2000-01-07,-0.6329
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,1.9108
2000-01-21,0.0
2000-01-24,-1.875
2000-01-25,0.6369
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.6329
2000-01-31,-1.2579
2000-02-01,0.6369
2000-02-02,-0.6329
2000-02-04,0.0
2000-02-07,1.2739
2000-02-08,-1.2579
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,0.6369
2000-02-14,-0.6329
2000-02-15,0.6369
2000-02-16,-0.6329
2000-02-17,0.0
2000-02-18,1.2739
2000-02-22,-0.6289
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-0.6329
2000-02-29,0.0
2000-03-01,1.2739
2000-03-02,-1.2579
2000-03-03,0.0
2000-03-06,1.2739
2000-03-07,-3.1447
2000-03-09,0.6494
2000-03-10,0.0
2000-03-13,-3.2258
2000-03-14,0.0
2000-03-15,1.3333
2000-03-16,0.0
2000-03-17,0.0
2000-03-20,-1.9737
2000-03-21,2.0134
2000-03-22,1.3158
2000-03-23,0.0
2000-03-24,-0.6494
2000-03-28,0.0
2000-03-29,3.9215999999999998
2000-03-30,-1.8868
2000-03-31,0.641
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,-0.6369
2000-04-06,0.0
2000-04-07,2.5641
2000-04-10,1.25
2000-04-11,0.6173
2000-04-12,-0.6135
2000-04-13,-0.6173
2000-04-14,-0.6211
2000-04-17,0.0
2000-04-18,-1.25
2000-04-19,0.0
2000-04-20,-1.2658
2000-04-24,15.3846
2000-04-25,0.5556
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.5525
2000-05-01,0.5495
2000-05-02,-0.5464
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,0.5495
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,0.0
2000-05-19,-0.5464
2000-05-22,0.0
2000-05-23,0.5495
2000-05-24,-0.5464
2000-05-25,0.0
2000-05-30,0.5495
2000-05-31,0.0
2000-06-01,0.5464
2000-06-02,-1.087
2000-06-05,0.5495
2000-06-06,0.0
2000-06-07,0.5464
2000-06-08,0.0
2000-06-09,0.5435
2000-06-12,0.0
2000-06-13,-0.5405
2000-06-14,0.5435
2000-06-15,-0.5405
2000-06-16,0.0
2000-06-19,0.0
