ticker,TOS US Equity
2000-05-22,-0.3846
2000-05-23,0.5792
2000-05-24,-1.1516
2000-05-25,-2.5243
2000-05-26,-3.9840999999999998
2000-05-30,0.6224
2000-05-31,1.0309
2000-06-01,2.0408
2000-06-02,-4.0
2000-06-05,-2.2917
2000-06-06,2.1322
2000-06-07,-0.8351
2000-06-08,1.0526
2000-06-09,3.0208
2000-06-12,3.2103
2000-06-13,-1.5430000000000001
2000-06-14,0.995
2000-06-15,-2.5616
2000-06-16,0.9986
2000-06-19,-3.2913
2000-06-20,0.207
2000-06-21,1.4711
2000-06-22,-4.2857
2000-06-23,-0.2132
2000-06-26,-2.9915000000000003
2000-06-27,-0.4405
2000-06-28,0.9679
2000-06-29,2.9855
2000-06-30,-3.617
2000-07-03,1.8763999999999998
2000-07-05,-1.4085
2000-07-06,1.7582
2000-07-07,0.108
2000-07-10,1.726
2000-07-11,4.772
2000-07-12,-8.502
2000-07-13,3.5398
2000-07-14,1.7094
2000-07-17,0.0
2000-07-18,-0.105
2000-07-19,-1.0515
2000-07-20,-2.0191
2000-07-21,-0.8677
2000-07-24,-2.2976
2000-07-25,-1.2318
2000-07-26,-4.9887
2000-07-27,1.432
2000-07-28,-0.7059
2000-07-31,0.4739
2000-08-01,-0.4717
2000-08-02,2.8436
2000-08-03,-1.3825
2000-08-04,4.4393
2000-08-07,-1.2864
2000-08-08,0.17
2000-08-09,2.4887
2000-08-10,1.766
2000-08-11,0.0
2000-08-14,-1.3014999999999999
2000-08-15,1.3187
2000-08-16,2.3861
2000-08-17,0.8475
2000-08-18,-1.0634
2000-08-21,0.0132
2000-08-22,2.1231
2000-08-23,3.1185
2000-08-24,-4.2339
2000-08-25,-0.4211
2000-08-28,2.7484
2000-08-29,0.823
2000-08-30,-0.6122
2000-08-31,0.2696
2000-09-01,-1.9072
2000-09-05,-0.2088
2000-09-06,1.6736
2000-09-07,3.2922000000000002
2000-09-08,-1.3944
2000-09-11,4.8485
2000-09-12,0.3854
2000-09-13,-3.263
2000-09-14,0.9921
2000-09-15,2.1611
2000-09-18,1.4062999999999999
2000-09-19,-3.8522
2000-09-20,-1.9487
2000-09-21,-2.621
2000-09-22,-0.4787
2000-09-25,-0.7672
2000-09-26,5.0314
2000-09-27,2.5948
2000-09-28,-2.3346
2000-09-29,-0.5976
2000-10-02,1.4028
2000-10-03,-1.9763
2000-10-04,-2.2177
2000-10-05,-0.8247
2000-10-06,-1.4553
2000-10-09,4.2194
2000-10-10,-0.8097
2000-10-11,0.8163
2000-10-12,-0.6073
2000-10-13,-2.2403
2000-10-16,-0.4167
2000-10-17,-1.046
2000-10-18,-0.8457
2000-10-19,1.4925
2000-10-20,-0.8403
2000-10-23,-1.6949
2000-10-24,-2.1552
2000-10-25,-2.4229
2000-10-26,1.5800999999999998
2000-10-27,-2.4444
2000-10-30,2.5057
2000-10-31,1.7778
2000-11-01,3.2751
2000-11-02,-1.9026999999999998
2000-11-03,2.1552
2000-11-06,0.8439
2000-11-07,0.0
2000-11-08,-0.8368
2000-11-09,-1.4768
2000-11-10,0.2141
2000-11-13,-1.4957
2000-11-14,0.8677
2000-11-15,4.086
2000-11-16,-1.2397
2000-11-17,-0.2092
2000-11-20,-0.6289
2000-11-21,2.9536
2000-11-22,-0.8197
2000-11-24,1.2397
2000-11-27,0.0
2000-11-28,0.8163
2000-11-29,-2.834
2000-11-30,-4.375
2000-12-01,3.7037
2000-12-04,0.2101
2000-12-05,-2.7254
2000-12-06,1.2931
2000-12-07,-1.2766
2000-12-08,1.7241
2000-12-11,3.6017
2000-12-12,0.409
2000-12-13,0.8147
2000-12-14,-1.6162
2000-12-15,4.3121
2000-12-18,1.5748
2000-12-19,2.907
2000-12-20,-0.7006
2000-12-21,1.5209000000000001
2000-12-22,-3.3708
2000-12-26,2.3256
2000-12-27,0.3788
2000-12-28,2.8302
2000-12-29,-0.367
2001-01-02,1.2891
2001-01-03,-2.0
2001-01-04,-5.1948
2001-01-05,0.3914
2001-01-08,0.3899
2001-01-09,0.1942
2001-01-10,0.1938
2001-01-11,-2.1277
2001-01-12,3.5573
2001-01-16,-0.1908
2001-01-17,-1.1472
2001-01-18,-1.354
2001-01-19,0.3922
2001-01-22,0.3906
2001-01-23,0.1946
2001-01-24,-0.3883
2001-01-25,2.3392
2001-01-26,2.0952
2001-01-29,1.4925
2001-01-30,-0.4412
2001-01-31,-0.1773
2001-02-01,0.5919
2001-02-02,1.8241
2001-02-05,16.1225
2001-02-06,1.5178
2001-02-07,1.0049
2001-02-08,-0.1456
2001-02-09,2.6488
2001-02-12,0.4972
2001-02-13,1.649
2001-02-14,-1.7381
2001-02-15,-0.5896
2001-02-16,-0.2135
2001-02-20,-0.6182
2001-02-21,-1.1962
2001-02-22,0.0
2001-02-23,-0.1211
2001-02-26,0.4848
2001-02-27,-0.772
2001-02-28,-2.6258
2001-03-01,0.025
2001-03-02,4.2187
2001-03-05,0.5988
2001-03-06,0.4762
2001-03-07,0.5687
2001-03-08,2.3798
2001-03-09,0.046
2001-03-12,-1.5183
2001-03-13,-2.0089
2001-03-14,-1.0727
2001-03-15,1.2530000000000001
2001-03-16,-1.3089
2001-03-19,2.0014
2001-03-20,0.2364
2001-03-21,-0.7547
2001-03-22,-2.3810000000000002
2001-03-23,1.7073
2001-03-26,-0.2398
2001-03-27,0.0
2001-03-28,-1.2019
2001-03-29,-1.2165
2001-03-30,5.3202
2001-04-02,-4.7007
2001-04-03,-0.2454
2001-04-04,1.6728
2001-04-05,2.2744
2001-04-06,0.4968
2001-04-09,0.871
2001-04-10,2.9172000000000002
2001-04-11,-1.7006999999999999
2001-04-12,-1.2687
2001-04-16,3.5747999999999998
2001-04-17,-1.1956
2001-04-18,2.0548
2001-04-19,-2.1029
2001-04-20,-0.0229
2001-04-23,1.8286
2001-04-24,1.6835
2001-04-25,1.1258
2001-04-26,0.3056
2001-04-27,1.197
2001-04-30,-0.9677
2001-05-01,-0.76
2001-05-02,-5.8206
2001-05-03,-0.0465
2001-05-04,2.6499
2001-05-07,0.6114
2001-05-08,0.9453
2001-05-09,2.2297
2001-05-10,-0.3272
2001-05-11,0.0875
2001-05-14,3.6073
2001-05-15,1.3927
2001-05-16,2.3933
2001-05-17,2.7641999999999998
2001-05-18,2.057
2001-05-21,-0.0388
2001-05-22,-0.1551
2001-05-23,-1.301
2001-05-24,0.118
2001-05-25,-1.1987
2001-05-29,-0.5569
2001-05-30,-0.8
2001-05-31,0.6855
2001-06-01,-0.5607
2001-06-04,1.8929
2001-06-05,-0.9289
2001-06-06,-2.0347
2001-06-07,-1.5474999999999999
2001-06-08,0.1034
2001-06-11,0.0207
2001-06-12,0.599
2001-06-13,-0.7187
2001-06-14,-2.0683
2001-06-15,-0.528
2001-06-18,-1.189
2001-06-19,1.5255999999999998
2001-06-20,-2.0317
2001-06-21,-2.5103
2001-06-22,0.0
2001-06-25,-0.1776
2001-06-26,-0.2001
2001-06-27,-3.7433
2001-06-28,-0.3935
2001-06-29,2.3704
2001-07-02,-0.1816
2001-07-03,0.0682
2001-07-05,2.1591
2001-07-06,-0.3337
2001-07-09,-1.2946
2001-07-10,-0.4749
2001-07-11,-1.227
2001-07-12,-1.6562999999999999
2001-07-13,1.2164
2001-07-16,-1.7564
2001-07-17,-2.5641
2001-07-18,-0.9899
2001-07-19,2.097
2001-07-20,1.7435
2001-07-23,1.1268
2001-07-24,-4.364
2001-07-25,4.9757
2001-07-26,1.9653
2001-07-27,0.7937
2001-07-30,1.3498
2001-07-31,-0.7769
2001-08-01,0.4474
2001-08-02,1.0245
2001-08-03,-1.455
2001-08-06,-1.1857
2001-08-07,2.3319
2001-08-08,-0.7743
2001-08-09,-0.0223
2001-08-10,2.0071
2001-08-13,-0.634
2001-08-14,0.374
2001-08-15,2.4112
2001-08-16,-0.4709
2001-08-17,-1.5053999999999998
2001-08-20,-0.4803
2001-08-21,-0.2633
2001-08-22,-0.352
2001-08-23,2.649
2001-08-24,1.7204000000000002
2001-08-27,-1.0148
2001-08-28,-1.3029
2001-08-29,0.4544
2001-08-30,-0.6894
2001-08-31,0.6508
2001-09-04,0.4957
2001-09-05,0.579
2001-09-06,1.1727
2001-09-07,-1.0327
2001-09-10,-0.5537
