ticker,NBD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.907
2000-01-04,-1.4123999999999999
2000-01-05,0.5731
2000-01-06,1.4245
2000-01-07,4.4944
2000-01-10,0.2688
2000-01-11,-0.8043
2000-01-12,-0.5405
2000-01-13,1.3587
2000-01-14,-0.8043
2000-01-18,0.2703
2000-01-19,-0.2695
2000-01-20,0.5405
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,-0.5376
2000-01-26,-0.2703
2000-01-27,0.271
2000-01-28,-1.0811
2000-01-31,-0.5464
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,0.5495
2000-02-04,0.0
2000-02-07,-0.2732
2000-02-08,0.0
2000-02-09,-0.274
2000-02-10,-0.2747
2000-02-11,-0.2755
2000-02-14,-0.5525
2000-02-15,0.2778
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,-0.277
2000-02-22,0.0
2000-02-23,0.2778
2000-02-24,-0.831
2000-02-25,-0.2793
2000-02-28,0.8403
2000-02-29,-0.2778
2000-03-01,-2.507
2000-03-02,0.5714
2000-03-03,1.1364
2000-03-06,0.5618
2000-03-07,-0.838
2000-03-08,-0.5634
2000-03-09,0.5666
2000-03-10,-0.8451
2000-03-13,0.2841
2000-03-14,0.5666
2000-03-15,-0.2817
2000-03-16,-1.4123999999999999
2000-03-17,-0.5731
2000-03-20,-0.5764
2000-03-21,-0.2899
2000-03-22,1.1628
2000-03-23,0.0
2000-03-24,0.5747
2000-03-27,-1.1429
2000-03-28,0.578
2000-03-29,-0.5747
2000-03-30,-0.289
2000-03-31,0.0
2000-04-03,-0.5797
2000-04-04,0.5831
2000-04-05,-1.1594
2000-04-06,0.5865
2000-04-07,-0.2915
2000-04-10,3.8012
2000-04-11,-0.2817
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-0.565
2000-04-17,0.5682
2000-04-18,-0.8475
2000-04-19,0.0
2000-04-20,-0.8547
2000-04-24,1.7241
2000-04-25,0.2825
2000-04-26,0.5634
2000-04-27,-0.2801
2000-04-28,0.2809
2000-05-01,-0.5602
2000-05-02,-0.2817
2000-05-03,0.2825
2000-05-04,-0.5634
2000-05-05,0.5666
2000-05-08,-0.5634
2000-05-09,0.5666
2000-05-10,-0.8451
2000-05-11,0.2841
2000-05-12,0.0
2000-05-15,-0.2833
2000-05-16,0.2841
2000-05-17,-4.8159
2000-05-18,4.7619
2000-05-19,0.0
2000-05-22,-1.4205
2000-05-23,0.0
2000-05-24,0.2882
2000-05-25,0.5747
