ticker,MKG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.7328
2000-01-04,-0.2041
2000-01-05,0.409
2000-01-06,0.611
2000-01-07,7.4899000000000004
2000-01-10,-3.3898
2000-01-11,-0.5848
2000-01-12,0.0
2000-01-13,0.3922
2000-01-14,-2.3438
2000-01-18,-1.2
2000-01-19,-0.4049
2000-01-20,-1.2195
2000-01-21,-2.8807
2000-01-24,-2.3305
2000-01-25,0.6508
2000-01-26,-0.8621
2000-01-27,0.2174
2000-01-28,-1.7354
2000-01-31,1.766
2000-02-01,1.9523000000000001
2000-02-02,0.2128
2000-02-03,1.0616
2000-02-04,1.4706000000000001
2000-02-07,-0.4141
2000-02-08,0.2079
2000-02-09,-0.8299
2000-02-10,-7.5314
2000-02-11,-2.2624
2000-02-14,2.7778
2000-02-15,-4.0541
2000-02-16,-1.1737
2000-02-17,-0.2375
2000-02-18,-7.8571
2000-02-22,0.7752
2000-02-23,1.5385
2000-02-24,-0.7576
2000-02-25,0.0
2000-02-28,0.2545
2000-02-29,0.0
2000-03-01,-3.8071
2000-03-02,-2.1108
2000-03-03,6.7385
2000-03-06,0.2525
2000-03-07,-10.0756
2000-03-08,3.6414999999999997
2000-03-09,2.7027
2000-03-10,0.2632
2000-03-13,0.2625
2000-03-14,0.2618
2000-03-15,3.5614
2000-03-16,7.6142
2000-03-17,-2.5943
2000-03-20,0.9685
2000-03-21,-1.9184999999999999
2000-03-22,1.467
2000-03-23,-1.4458
2000-03-24,-0.7335
2000-03-27,-0.9852
2000-03-28,0.2488
2000-03-29,-0.9926
2000-03-30,4.7619
2000-03-31,10.0478
2000-04-03,-4.7826
2000-04-04,0.2283
2000-04-05,-0.9112
2000-04-06,-1.8391
2000-04-07,-1.6393
2000-04-10,1.4285999999999999
2000-04-11,0.2347
2000-04-12,1.8735
2000-04-13,0.0
2000-04-14,-4.5977
2000-04-17,2.1687
2000-04-18,1.1792
2000-04-19,1.1655
2000-04-20,-3.9171
2000-04-24,5.2758
2000-04-25,1.139
2000-04-26,-0.4505
2000-04-27,-2.7149
2000-04-28,0.0
2000-05-01,1.3953
2000-05-02,-0.4587
2000-05-03,1.8433000000000002
2000-05-04,1.3575
2000-05-05,2.0089
2000-05-08,-0.8753
2000-05-09,2.2075
2000-05-10,0.6479
2000-05-11,0.8584
2000-05-12,0.6383
2000-05-15,0.8457
2000-05-16,-0.2096
2000-05-17,-0.4202
2000-05-18,-0.211
2000-05-19,2.1142
2000-05-22,0.6211
2000-05-23,-0.2058
2000-05-24,1.0309
2000-05-25,-2.6531000000000002
2000-05-26,-0.6289
2000-05-30,-1.6878
2000-05-31,-0.6438
2000-06-01,0.432
2000-06-02,-3.6559
2000-06-05,0.6696
2000-06-06,2.2173
2000-06-07,-2.82
2000-06-08,0.0
2000-06-09,3.3482
2000-06-12,-3.5335
2000-06-13,0.2252
2000-06-14,0.0
2000-06-15,-1.1236
2000-06-16,0.6818
2000-06-19,-0.6772
2000-06-20,-1.8182
2000-06-21,0.463
2000-06-22,0.0
2000-06-23,-1.6129
2000-06-26,1.4052
2000-06-27,6.2356
2000-06-28,56.5217
2000-06-29,-3.125
2000-06-30,-0.3584
2000-07-03,0.3597
2000-07-05,1.0753
2000-07-06,-0.9929
2000-07-07,-0.2865
2000-07-10,0.0
2000-07-11,0.5747
2000-07-12,0.2857
2000-07-13,1.9943
2000-07-14,0.838
2000-07-17,-0.554
2000-07-18,0.9749
2000-07-19,-0.1379
2000-07-20,0.2762
2000-07-21,0.0
2000-07-24,0.0
2000-07-25,-0.4132
2000-07-26,0.9682
2000-07-27,0.274
2000-07-28,0.0
2000-07-31,0.0
2000-08-01,0.4098
2000-08-02,0.0
2000-08-03,0.0
2000-08-04,-0.4082
2000-08-07,0.1366
2000-08-08,0.4093
2000-08-09,0.0
2000-08-10,0.6114
2000-08-11,0.0675
2000-08-14,-0.135
2000-08-15,0.0
2000-08-16,0.1351
2000-08-17,-0.6748
2000-08-18,0.1359
2000-08-21,-0.9498
2000-08-22,0.0
2000-08-23,-0.274
2000-08-24,-0.1374
2000-08-25,0.0
2000-08-28,-0.6878
2000-08-29,-0.277
2000-08-30,0.2778
2000-08-31,-0.1385
2000-09-01,-0.4161
2000-09-05,-0.2786
2000-09-06,-0.5587
2000-09-07,0.1404
2000-09-08,0.1403
2000-09-11,0.0
2000-09-12,1.2605
2000-09-13,1.8866
2000-09-14,0.0
2000-09-15,0.2725
2000-09-18,-0.5435
2000-09-19,-0.9563
2000-09-20,0.0
2000-09-21,-0.4138
2000-09-22,0.0
2000-09-25,0.0
2000-09-26,-0.4155
2000-09-27,0.1391
2000-09-28,0.1389
2000-09-29,1.2483
2000-10-02,-1.3699
2000-10-03,-0.5556
2000-10-04,0.9777
2000-10-05,1.3831
2000-10-06,-0.8186
2000-10-09,-0.2751
2000-10-10,0.4138
2000-10-11,-1.9231
2000-10-12,-2.3810000000000002
2000-10-13,3.2999
2000-10-16,-0.5556
2000-10-17,-1.8155999999999999
