ticker,NPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-0.9346
2000-01-05,0.0
2000-01-06,-2.3585
2000-01-07,0.0
2000-01-10,0.4831
2000-01-11,-0.9615
2000-01-12,-1.3864
2000-01-13,1.9802
2000-01-14,-2.9126
2000-01-18,0.0
2000-01-19,0.5
2000-01-20,0.995
2000-01-21,0.4926
2000-01-24,1.9607999999999999
2000-01-25,-0.4808
2000-01-26,0.4831
2000-01-27,0.0
2000-01-28,0.4808
2000-01-31,3.3493
2000-02-01,-0.463
2000-02-02,-1.3953
2000-02-03,1.4151
2000-02-04,1.3953
2000-02-07,0.0
2000-02-08,-0.9174
2000-02-09,0.0
2000-02-10,0.463
2000-02-11,0.5272
2000-02-14,0.9217
2000-02-15,0.0
2000-02-16,-0.4566
2000-02-17,-0.4587
2000-02-18,0.4608
2000-02-22,0.0
2000-02-23,-0.4587
2000-02-24,1.8433000000000002
2000-02-25,-2.2624
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.9259
2000-03-02,-0.9174
2000-03-03,-0.9259
2000-03-06,2.3364
2000-03-07,0.4566
2000-03-08,0.0
2000-03-09,-0.4545
2000-03-10,-1.3699
2000-03-13,1.9184999999999999
2000-03-14,0.4566
2000-03-15,1.8182
2000-03-16,0.4464
2000-03-17,0.4444
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.885
2000-03-23,0.0
2000-03-24,0.4386
2000-03-27,1.31
2000-03-28,-1.7241
2000-03-29,0.0
2000-03-30,-0.8772
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-0.4425
2000-04-05,-0.4444
2000-04-06,-1.7856999999999998
2000-04-07,0.9091
2000-04-10,-0.4505
2000-04-11,0.0
2000-04-12,-0.8398
2000-04-13,0.4587
2000-04-14,0.0
2000-04-17,0.4566
2000-04-18,0.4545
2000-04-19,1.3575
2000-04-20,-0.8929
2000-04-24,0.9009
2000-04-25,-0.4464
2000-04-26,0.8969
2000-04-27,0.4444
2000-04-28,0.4425
2000-05-01,0.0
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,-0.4405
2000-05-05,0.0
2000-05-08,0.885
2000-05-09,-0.8772
2000-05-10,0.0
2000-05-11,0.5062
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,-0.885
2000-05-17,0.8929
2000-05-18,-0.885
2000-05-19,-0.4464
2000-05-22,0.4484
2000-05-23,0.0
2000-05-24,-0.8929
2000-05-25,-0.4505
2000-05-26,0.905
