ticker,MCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.462
2000-01-04,-6.2315
2000-01-05,0.0
2000-01-06,1.2658
2000-01-07,1.875
2000-01-10,0.6135
2000-01-11,-4.5732
2000-01-12,-1.5974
2000-01-13,3.5714
2000-01-14,0.9404
2000-01-18,1.8634
2000-01-19,2.439
2000-01-20,2.9762
2000-01-21,-0.289
2000-01-24,-1.1594
2000-01-25,0.8798
2000-01-26,0.8721
2000-01-27,-0.8646
2000-01-28,-2.907
2000-01-31,0.0
2000-02-01,0.5988
2000-02-02,0.0
2000-02-03,1.1905000000000001
2000-02-04,0.2941
2000-02-07,-0.2933
2000-02-08,0.5882
2000-02-09,0.5848
2000-02-10,0.8721
2000-02-11,0.8646
2000-02-14,-0.5714
2000-02-15,-1.1494
2000-02-16,2.0349
2000-02-17,-2.5641
2000-02-18,-4.9708
2000-02-22,0.3077
2000-02-23,2.7607
2000-02-24,-0.2985
2000-02-25,0.0
2000-02-28,-0.8982
2000-02-29,0.3021
2000-03-01,0.6024
2000-03-02,-0.2994
2000-03-03,0.6006
2000-03-06,-0.597
2000-03-07,-1.5015
2000-03-08,-2.439
2000-03-09,0.625
2000-03-10,-0.3106
2000-03-13,-0.6231
2000-03-14,0.3135
2000-03-15,0.0
2000-03-16,1.875
2000-03-17,-0.6135
2000-03-20,-0.6173
2000-03-21,0.6211
2000-03-22,1.5432000000000001
2000-03-23,-2.1277
2000-03-24,0.0
2000-03-27,-1.2422
2000-03-28,0.3145
2000-03-29,-0.9404
2000-03-30,0.6329
2000-03-31,-1.8868
2000-04-03,-1.2821
2000-04-04,-1.9481000000000002
2000-04-05,0.9934
2000-04-06,0.9836
2000-04-07,-1.9481000000000002
2000-04-10,-1.9868000000000001
2000-04-11,0.3378
2000-04-12,-4.7138
2000-04-13,4.947
2000-04-14,0.0
2000-04-17,0.3367
2000-04-18,-1.6779
2000-04-19,2.0478
2000-04-20,-1.0033
2000-04-24,-2.027
2000-04-25,-2.069
2000-04-26,3.5211
2000-04-27,0.6803
2000-04-28,1.0135
2000-05-01,4.0134
2000-05-02,0.9646
2000-05-03,1.9108
2000-05-04,2.25
2000-05-05,1.5625
2000-05-08,-1.5385
2000-05-09,-1.5625
2000-05-10,-0.6349
2000-05-11,1.5974
2000-05-12,-0.6289
2000-05-15,0.0
2000-05-16,2.8481
2000-05-17,0.9231
2000-05-18,1.2195
2000-05-19,0.0
2000-05-22,1.2048
2000-05-23,1.7856999999999998
