ticker,WEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6803
2000-01-04,2.7027
2000-01-05,2.3026
2000-01-06,-0.3215
2000-01-07,2.9032
2000-01-10,-0.627
2000-01-11,-4.1009
2000-01-12,0.0
2000-01-13,-1.9737
2000-01-14,-1.0067
2000-01-18,-1.0169
2000-01-19,-2.3973
2000-01-20,-1.0526
2000-01-21,-2.1277
2000-01-24,0.7246
2000-01-25,-1.0791
2000-01-26,0.7273
2000-01-27,0.361
2000-01-28,-1.4388
2000-01-31,1.4599
2000-02-01,0.3597
2000-02-02,3.5842
2000-02-03,1.3841
2000-02-04,-1.0239
2000-02-07,-1.0345
2000-02-08,-1.0453
2000-02-09,2.1127
2000-02-10,1.3793
2000-02-11,-0.3401
2000-02-14,-0.6826
2000-02-15,0.0
2000-02-16,-0.3436
2000-02-17,-1.3793
2000-02-18,0.6993
2000-02-22,0.0
2000-02-23,-2.0833
2000-02-24,0.3546
2000-02-25,-0.3534
2000-02-28,6.383
2000-02-29,1.0
2000-03-01,16.1716
2000-03-02,-7.9545
2000-03-03,-0.9259
2000-03-06,0.0
2000-03-07,-0.6231
2000-03-08,4.0752
2000-03-09,-3.6145
2000-03-10,0.0
2000-03-13,0.625
2000-03-14,0.0
2000-03-15,2.4845
2000-03-16,-1.8182
2000-03-17,0.3086
2000-03-20,-1.5385
2000-03-21,0.625
2000-03-22,0.3106
2000-03-23,-0.3096
2000-03-24,-0.3106
2000-03-27,0.3115
2000-03-28,-1.2422
2000-03-29,1.8868
2000-03-30,1.2346
2000-03-31,-2.439
2000-04-03,3.75
2000-04-04,-3.6145
2000-04-05,0.0
2000-04-06,1.25
2000-04-07,-0.3086
2000-04-10,-0.6192
2000-04-11,-0.6231
2000-04-12,-2.1944
2000-04-13,0.3205
2000-04-14,0.3195
2000-04-17,-2.8662
2000-04-18,-0.3279
2000-04-19,0.9868
2000-04-20,-0.3257
2000-04-24,0.9804
2000-04-25,4.5306999999999995
2000-04-26,0.6192
2000-04-27,0.0
2000-04-28,1.5385
2000-05-01,0.6061
2000-05-02,1.8072
2000-05-03,-0.5917
2000-05-04,0.0
2000-05-05,2.0833
2000-05-08,0.0
2000-05-09,0.8746
2000-05-10,-0.8671
2000-05-11,4.0816
2000-05-12,-0.8403
2000-05-15,-2.2599
2000-05-16,-0.289
2000-05-17,-0.5797
2000-05-18,1.1662
2000-05-19,-0.2882
2000-05-22,0.0
2000-05-23,-0.8671
2000-05-24,0.0
2000-05-25,0.5831
