ticker,NXL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.3953
2000-01-04,-0.3937
2000-01-05,1.9763
2000-01-06,0.7752
2000-01-07,0.7692
2000-01-10,0.3817
2000-01-11,0.0
2000-01-12,1.5209000000000001
2000-01-13,0.0
2000-01-14,0.3745
2000-01-18,1.4925
2000-01-19,1.8382
2000-01-20,-1.083
2000-01-21,-0.7299
2000-01-24,-1.1029
2000-01-25,0.7435
2000-01-26,-0.738
2000-01-27,-0.7435
2000-01-28,-0.7491
2000-01-31,-1.1320999999999999
2000-02-01,1.9083999999999999
2000-02-02,-1.4981
2000-02-03,1.1407
2000-02-04,-4.5113
2000-02-07,1.1811
2000-02-08,0.7782
2000-02-09,-1.1583
2000-02-10,0.0
2000-02-11,-1.1719
2000-02-14,1.581
2000-02-15,0.3891
2000-02-16,-2.3256
2000-02-17,0.7937
2000-02-18,-16.1417
2000-02-22,-4.2254
2000-02-23,1.4706000000000001
2000-02-24,-0.4831
2000-02-25,3.8834999999999997
2000-02-28,-1.8692
2000-02-29,6.1905
2000-03-01,-0.4484
2000-03-02,1.8018
2000-03-03,-2.6549
2000-03-06,1.3636
2000-03-07,0.0
2000-03-08,-2.2422
2000-03-09,-0.4587
2000-03-10,-1.3825
2000-03-13,0.4673
2000-03-14,-0.9302
2000-03-15,1.4085
2000-03-16,-0.463
2000-03-17,0.4651
2000-03-20,1.3889
2000-03-21,-0.4566
2000-03-22,-0.9174
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,2.7778
2000-03-28,2.2523
2000-03-29,-1.3216
2000-03-30,0.7143
2000-03-31,0.4566
2000-04-03,0.4545
2000-04-04,-2.7149
2000-04-05,-0.4651
2000-04-06,0.9346
2000-04-07,0.0
2000-04-10,3.2407
2000-04-11,-0.4484
2000-04-12,0.9009
2000-04-13,0.4464
2000-04-14,-0.8889
2000-04-17,-0.8969
2000-04-18,1.3575
2000-04-19,0.8929
2000-04-20,0.0
2000-04-24,-0.885
2000-04-25,0.8929
2000-04-26,0.885
2000-04-27,0.0
2000-04-28,0.8772
2000-05-01,4.7826
2000-05-02,3.3195
2000-05-03,0.8032
2000-05-04,-1.1952
2000-05-05,-0.4032
2000-05-08,-2.834
2000-05-09,1.25
2000-05-10,-0.4115
2000-05-11,-3.3058
2000-05-12,-1.2821
2000-05-15,-0.4329
2000-05-16,-1.7391
2000-05-17,-0.885
2000-05-18,-1.7856999999999998
2000-05-19,-0.4545
2000-05-22,0.0
2000-05-23,-0.4566
