ticker,GLR US Equity
2000-06-07,0.0
2000-06-08,0.0
2000-06-09,0.0
2000-06-12,0.0
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,-0.7937
2000-06-19,0.8
2000-06-20,-1.5873
2000-06-26,0.0
2000-06-27,0.0
2000-06-29,-0.8197
2000-06-30,-4.1322
2000-07-06,-8.6207
2000-07-07,5.6604
2000-07-10,3.5714
2000-07-11,-0.8621
2000-07-12,0.8696
2000-07-13,1.7241
2000-07-14,-0.8475
2000-07-17,0.8547
2000-07-18,1.6949
2000-07-19,0.0
2000-07-20,0.0
2000-07-21,0.0
2000-07-24,-0.8333
2000-07-25,0.0
2000-07-26,-0.8403
2000-07-27,0.0
2000-07-28,0.8475
2000-07-31,0.0
2000-08-02,0.8403
2000-08-03,-0.8333
2000-08-04,0.0
2000-08-07,0.8403
2000-08-08,0.0
2000-08-09,-1.6667
2000-08-10,0.0
2000-08-11,0.0
2000-08-14,1.6949
2000-08-15,0.8333
2000-08-16,0.8264
2000-08-17,0.0
2000-08-18,0.8197
2000-08-21,-0.813
2000-08-23,0.0
2000-08-24,0.0
2000-08-25,4.0984
2000-08-28,-1.5748
2000-08-29,-1.6
2000-08-30,-1.626
2000-08-31,0.0
2000-09-01,1.6529
2000-09-05,-1.626
2000-09-06,0.0
2000-09-07,-0.8264
2000-09-08,-1.6667
2000-09-11,0.0
2000-09-13,0.0
2000-09-14,-3.3898
2000-09-15,-0.8772
2000-09-18,-0.885
2000-09-19,-0.8929
2000-09-20,2.7027
2000-09-25,-1.7544
2000-09-26,0.0
2000-09-28,3.6364
2000-09-29,0.0
2000-10-02,8.7719
2000-10-03,0.0
2000-10-06,-2.4194
2000-10-09,2.4793
2000-10-10,-0.8065
2000-10-11,0.0
2000-10-12,0.813
2000-10-13,0.0
2000-10-16,0.0
2000-10-17,2.4194
2000-10-18,-1.5748
2000-10-20,-2.4
2000-10-23,1.6393
2000-10-24,0.0
2000-10-25,0.0
2000-10-26,0.8065
2000-10-27,0.0
2000-10-30,-0.8
2000-10-31,1.6129
2000-11-01,0.0
2000-11-02,-1.5873
2000-11-03,0.0
2000-11-06,0.0
2000-11-07,-0.8065
2000-11-08,0.813
2000-11-09,0.0
2000-11-10,0.0
2000-11-13,0.0
2000-11-15,0.8065
2000-11-16,-1.6
2000-11-17,-0.813
2000-11-20,0.0
2000-11-21,-0.8197
2000-11-22,2.4793
2000-11-24,-1.6129
2000-11-27,2.459
2000-11-28,2.4
2000-11-29,0.0
2000-11-30,1.5625
2000-12-01,10.7692
2000-12-05,2.7778
2000-12-06,0.0
2000-12-07,2.7027
2000-12-08,-1.3158
2000-12-11,0.0
2000-12-12,-2.0
2000-12-13,0.6803
2000-12-14,0.0
2000-12-15,0.0
2000-12-18,-0.6757
2000-12-20,-0.6803
2000-12-21,0.0
2000-12-22,-2.7397
2000-12-26,1.4085
2000-12-27,0.6944
2000-12-28,-1.3986
2000-12-29,0.0
2001-01-02,0.7092
2001-01-03,3.5211
2001-01-04,1.3605
2001-01-05,0.6711
2001-01-08,0.6667
2001-01-09,-0.6623
2001-01-10,1.3333
2001-01-11,0.6579
2001-01-12,0.0
2001-01-16,-3.9215999999999998
2001-01-17,2.0408
2001-01-18,0.6667
2001-01-19,0.6623
2001-01-22,0.0
2001-01-23,0.0
2001-01-24,0.6579
2001-01-25,0.0
2001-01-26,0.6536
2001-01-29,0.987
2001-01-30,-4.321
2001-02-05,1.9355
2001-02-06,-0.8439
2001-02-07,1.5957
2001-02-08,1.5707
2001-02-09,1.0309
2001-02-12,1.5306
2001-02-13,2.0101
2001-02-14,-0.4926
2001-02-15,2.9703
2001-02-16,-0.4808
2001-02-20,0.0
2001-02-21,1.4493
2001-02-22,0.0
2001-02-23,-1.4285999999999999
2001-02-26,0.0
2001-02-28,0.0
2001-03-01,-0.4831
2001-03-02,1.7476
2001-03-06,0.1908
2001-03-07,0.4762
2001-03-08,0.4739
2001-03-09,0.9434
2001-03-12,0.4673
2001-03-14,0.0
2001-03-15,0.0
2001-03-19,-0.4651
2001-03-20,0.0
2001-03-21,0.0
2001-03-22,-0.3738
2001-03-23,-0.0938
2001-03-26,0.4695
2001-03-27,-1.8692
2001-03-28,1.1905000000000001
2001-03-29,-2.8571
2001-03-30,0.1961
2001-04-02,-0.6849
2001-04-03,0.4926
2001-04-04,0.3922
2001-04-05,3.3203
2001-04-06,1.5123
2001-04-09,5.2142
2001-04-10,-2.6549
2001-04-11,0.0
2001-04-12,0.0
2001-04-16,0.4545
2001-04-17,1.086
2001-04-18,-1.0743
2001-04-19,1.81
2001-04-20,-1.3333
2001-04-23,-0.4505
2001-04-24,0.0
2001-04-25,1.3575
2001-04-26,0.4464
2001-04-27,0.0
2001-04-30,-1.3333
2001-05-01,-0.4505
2001-05-02,1.3575
2001-05-03,1.3393
2001-05-04,6.2555
2001-05-07,7.4627
2001-05-08,-0.1543
2001-05-09,0.3864
2001-05-10,1.0008
2001-05-11,-8.6128
2001-05-14,8.4237
2001-05-15,-0.1538
2001-05-16,0.0
2001-05-17,0.077
2001-05-18,-0.6928
2001-05-21,0.7752
2001-05-22,0.0
2001-05-23,-1.5385
2001-05-24,0.3906
2001-05-25,2.5681000000000003
2001-05-29,-1.2898
2001-05-30,1.7679
2001-05-31,0.0755
2001-06-01,7.6226
2001-06-04,-0.0701
2001-06-05,-1.3333
2001-06-06,2.3471
2001-06-07,-1.3204
2001-06-08,-0.3521
2001-06-11,-1.7668
2001-06-12,-2.518
2001-06-13,-0.369
2001-06-14,0.0
2001-06-15,-0.3704
2001-06-18,0.3717
2001-06-19,2.963
2001-06-20,0.0
2001-06-21,-0.0719
2001-06-22,-2.7358000000000002
2001-06-25,1.4064
2001-06-26,-1.0949
2001-06-27,0.7749
2001-06-28,-0.2217
2001-06-29,-0.1481
2001-07-02,0.5193
2001-07-05,3.69
2001-07-06,-1.0676
2001-07-09,0.7194
2001-07-10,0.0
2001-07-11,-1.3571
2001-07-12,0.6517
2001-07-13,0.5755
2001-07-16,-0.2146
2001-07-17,0.2867
2001-07-18,-0.4289
2001-07-19,-2.3689999999999998
2001-07-20,1.6912
2001-07-23,-0.4338
2001-07-24,-1.3798
2001-07-25,0.5155
2001-07-26,0.0
2001-07-27,-0.3663
2001-07-30,-2.2059
2001-07-31,-2.3308
2001-08-01,7.6982
2001-08-02,-1.0007
2001-08-03,-0.361
2001-08-07,-0.1449
2001-08-08,0.508
2001-08-09,-0.0722
2001-08-10,-1.0116
2001-08-13,-0.5839
2001-08-15,1.6886999999999999
2001-08-16,0.0
2001-08-17,0.9386
2001-08-20,-10.9442
2001-08-21,0.4016
2001-08-22,2.8
2001-08-23,0.6226
2001-08-24,0.0
2001-08-27,0.464
2001-08-28,-3.0023
2001-08-29,1.1111
2001-08-30,0.0
2001-09-04,1.2559
2001-09-05,-2.7132
2001-09-06,0.0
2001-09-07,0.0
2001-09-10,-0.3187
2001-09-17,-2.0783
2001-09-18,1.2245
2001-09-19,2.9032
2001-09-20,-0.0784
2001-09-21,-0.7843
2001-09-24,0.7905
2001-09-25,0.0
2001-09-26,1.3725
2001-09-27,-0.0781
2001-09-28,1.6419000000000001
2001-10-01,-2.3077
2001-10-02,-1.7323
2001-10-08,-1.4423
2001-10-09,-1.2195
2001-10-10,0.0
2001-10-11,-0.4115
2001-10-12,0.0
2001-10-15,0.1653
2001-10-16,-0.165
2001-10-17,-0.4132
2001-10-18,0.8299
2001-10-19,-0.3292
2001-10-22,1.569
2001-10-23,0.4878
2001-10-24,9.2233
2001-10-25,-7.7778
2001-10-26,1.3655
2001-10-29,2.6149
