ticker,GLR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.1277
2000-01-04,1.4493
2000-01-05,0.0
2000-01-06,1.4285999999999999
2000-01-07,-0.7042
2000-01-10,-0.7092
2000-01-11,2.8571
2000-01-12,2.7778
2000-01-13,-2.7027
2000-01-14,3.4722
2000-01-18,0.0
2000-01-19,0.6711
2000-01-20,-1.3333
2000-01-21,0.0
2000-01-24,-1.3514
2000-01-25,0.0
2000-01-26,-0.6849
2000-01-27,0.6897
2000-01-28,-1.3699
2000-01-31,4.1667
2000-02-01,-2.6667
2000-02-02,-0.6849
2000-02-03,-0.6897
2000-02-04,0.0
2000-02-07,4.1667
2000-02-08,-3.3333
2000-02-09,2.069
2000-02-10,1.3514
2000-02-11,1.3333
2000-02-14,-2.6316
2000-02-15,0.0
2000-02-16,-1.3514
2000-02-17,-0.6849
2000-02-18,0.0
2000-02-22,-0.6897
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,-1.3889
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,-0.7042
2000-03-02,0.0
2000-03-03,8.5106
2000-03-06,-3.268
2000-03-07,-2.7027
2000-03-08,-1.3889
2000-03-09,7.0423
2000-03-10,-1.3158
2000-03-13,-2.0
2000-03-14,-0.6803
2000-03-15,-5.4795
2000-03-16,0.0
2000-03-20,0.0
2000-03-21,0.7246
2000-03-22,2.1583
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.7042
2000-03-28,0.0
2000-03-29,1.3986
2000-03-30,-2.0979
2000-03-31,5.7143
2000-04-03,-2.7027
2000-04-04,0.0
2000-04-05,-3.4722
2000-04-06,-1.4388
2000-04-07,0.0
2000-04-10,0.7299
2000-04-11,1.4493
2000-04-12,-0.7143
2000-04-13,2.1583
2000-04-14,-1.4085
2000-04-17,-1.4285999999999999
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,-1.4493
2000-04-27,-0.7353
2000-04-28,0.7407
2000-05-01,-0.7353
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,-2.2222
2000-05-10,-0.7576
2000-05-12,0.0
2000-05-15,2.2901
2000-05-16,1.4925
2000-05-17,-1.4706000000000001
2000-05-18,-1.4925
2000-05-19,0.0
2000-05-22,0.0
2000-05-24,-2.2727
2000-05-25,3.1008
2000-05-31,-3.0075
2000-06-01,-2.3256
2000-06-05,0.0
2000-06-06,0.0
