ticker,EVRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.583
2000-01-04,3.4091
2000-01-05,5.1282
2000-01-06,-0.6969
2000-01-07,-1.0526
2000-01-10,-1.7730000000000001
2000-01-11,0.722
2000-01-12,-0.7168
2000-01-13,-1.083
2000-01-14,-3.2847
2000-01-18,-3.0189
2000-01-19,4.2802
2000-01-20,-2.2388
2000-01-21,1.5267
2000-01-24,-0.3759
2000-01-25,-2.6414999999999997
2000-01-26,-5.0388
2000-01-27,3.6734999999999998
2000-01-28,0.0
2000-01-31,0.7874
2000-02-01,-2.7344
2000-02-02,1.2048
2000-02-03,5.5556
2000-02-04,-0.7519
2000-02-07,0.7576
2000-02-08,0.3759
2000-02-09,-0.3745
2000-02-10,-3.7594
2000-02-11,0.0
2000-02-14,-1.1719
2000-02-15,-0.3953
2000-02-16,0.0
2000-02-17,0.3968
2000-02-18,0.0
2000-02-22,1.1858
2000-02-23,-1.1719
2000-02-24,-1.581
2000-02-25,-0.4016
2000-02-28,2.0161
2000-02-29,-2.3715
2000-03-01,0.4049
2000-03-02,5.6452
2000-03-03,0.7634
2000-03-06,-2.2727
2000-03-07,7.1938
2000-03-08,0.7463
2000-03-09,0.7407
2000-03-10,1.4706000000000001
2000-03-13,-0.7246
2000-03-14,-1.4599
2000-03-15,1.8519
2000-03-16,1.0909
2000-03-17,-1.0791
2000-03-20,-0.7273
2000-03-21,-1.0989
2000-03-22,-2.963
2000-03-23,2.6718
2000-03-24,-0.3717
2000-03-27,0.3731
2000-03-28,-1.1152
2000-03-29,0.7519
2000-03-30,-5.9701
2000-03-31,0.3968
2000-04-03,-5.1383
2000-04-04,2.5
2000-04-05,0.0
2000-04-06,-2.0325
2000-04-07,-0.8299
2000-04-10,0.8368
2000-04-11,2.0747
2000-04-12,1.626
2000-04-13,0.4
2000-04-14,-3.5857
2000-04-17,4.1322
2000-04-18,1.1905000000000001
2000-04-19,0.0
2000-04-20,-0.3922
2000-04-24,-1.9685000000000001
2000-04-25,0.4016
2000-04-26,2.4
2000-04-27,-1.9531
2000-04-28,0.3984
2000-05-01,0.7937
2000-05-02,-1.5748
2000-05-03,-0.8
2000-05-04,0.0
2000-05-05,-3.2258
2000-05-08,3.3333
2000-05-09,0.4032
2000-05-10,2.8112
2000-05-11,1.1719
2000-05-12,-1.5444
2000-05-15,0.0
2000-05-16,-0.3922
2000-05-17,-1.5748
2000-05-18,2.8
2000-05-19,-1.1673
2000-05-22,-1.1811
2000-05-23,0.0
