ticker,KF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.2059
2000-01-04,-5.036
2000-01-05,1.5152
2000-01-06,-2.9851
2000-01-07,3.8462
2000-01-10,1.8519
2000-01-11,-3.2727
2000-01-12,-1.1278
2000-01-13,0.3802
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,-3.0303
2000-01-20,-2.3438
2000-01-21,-0.4
2000-01-24,0.0
2000-01-25,-1.2048
2000-01-26,0.0
2000-01-27,1.2195
2000-01-28,0.0
2000-01-31,1.6064
2000-02-01,-1.1858
2000-02-02,4.4
2000-02-03,0.7663
2000-02-04,0.3802
2000-02-07,1.1364
2000-02-08,2.2472
2000-02-09,0.0
2000-02-10,1.8315000000000001
2000-02-11,-1.4388
2000-02-14,-2.9196999999999997
2000-02-15,-3.3835
2000-02-16,0.3891
2000-02-17,0.7752
2000-02-18,-2.3077
2000-02-22,-1.9685000000000001
2000-02-23,2.4096
2000-02-24,-2.7451
2000-02-25,1.2097
2000-02-28,-2.7888
2000-02-29,1.2295
2000-03-01,6.4777000000000005
2000-03-02,3.4221
2000-03-03,1.8382
2000-03-06,-2.5271
2000-03-07,-4.8148
2000-03-08,1.9455
2000-03-09,-0.3817
2000-03-10,-1.9157
2000-03-13,-3.9063
2000-03-14,-3.252
2000-03-15,3.3613
2000-03-16,0.0
2000-03-17,-0.813
2000-03-20,-2.459
2000-03-21,1.6806999999999999
2000-03-22,0.8264
2000-03-23,-0.8197
2000-03-24,0.4132
2000-03-27,-0.4115
2000-03-28,-0.8264
2000-03-29,2.9167
2000-03-30,-3.6437
2000-03-31,0.4202
2000-04-03,-5.4393
2000-04-04,-4.8673
2000-04-05,-0.4651
2000-04-06,-0.9346
2000-04-07,8.4906
2000-04-10,1.7391
2000-04-11,-2.1368
2000-04-12,-3.9301
2000-04-13,-1.3636
2000-04-14,-8.2949
2000-04-17,-1.5074999999999998
2000-04-18,2.551
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,-4.4776
2000-04-25,2.6042
2000-04-26,-2.5381
2000-04-27,-1.5625
2000-04-28,5.291
2000-05-01,3.5176
2000-05-02,2.9126
2000-05-03,-2.3585
2000-05-04,1.4493
2000-05-05,0.4762
2000-05-08,0.0
2000-05-09,-1.4218
2000-05-10,-3.8462
2000-05-11,-1.0
2000-05-12,0.0
2000-05-15,0.0
2000-05-16,2.0202
2000-05-17,-4.9505
2000-05-18,0.5208
2000-05-19,-1.0363
2000-05-22,-3.6649000000000003
