ticker,COY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6536
2000-01-04,0.6494
2000-01-05,0.6452
2000-01-06,0.641
2000-01-07,0.0
2000-01-10,1.2739
2000-01-11,-3.1447
2000-01-12,0.0
2000-01-13,0.6494
2000-01-14,0.6452
2000-01-18,-1.2821
2000-01-19,0.0
2000-01-20,-0.6494
2000-01-21,0.6536
2000-01-24,0.6494
2000-01-25,-0.6452
2000-01-26,1.9481000000000002
2000-01-27,0.6369
2000-01-28,0.0
2000-01-31,1.2658
2000-02-01,0.0
2000-02-02,-0.625
2000-02-03,1.2579
2000-02-04,0.0
2000-02-07,-0.6211
2000-02-08,0.0
2000-02-09,-0.625
2000-02-10,-1.2579
2000-02-11,0.0
2000-02-14,0.6369
2000-02-15,-0.8107
2000-02-16,0.0
2000-02-17,0.6452
2000-02-18,-1.9231
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-0.6536
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,-0.6579
2000-03-03,0.6623
2000-03-06,-1.3158
2000-03-07,-1.3333
2000-03-08,1.3514
2000-03-09,-0.6667
2000-03-10,-0.6711
2000-03-13,-1.3514
2000-03-14,0.0
2000-03-15,0.4326
2000-03-16,2.069
2000-03-17,-1.3514
2000-03-20,-0.6849
2000-03-21,0.6897
2000-03-22,0.6849
2000-03-23,1.3605
2000-03-24,0.6711
2000-03-27,-0.6667
2000-03-28,0.0
2000-03-29,-0.6711
2000-03-30,-0.6757
2000-03-31,1.3605
2000-04-03,-0.6711
2000-04-04,-0.6757
2000-04-05,0.6803
2000-04-06,0.6757
2000-04-07,0.6711
2000-04-10,0.0
2000-04-11,0.6667
2000-04-12,-0.6623
2000-04-13,-0.0975
2000-04-14,-1.3514
2000-04-17,-1.3699
2000-04-18,1.3889
2000-04-19,-0.6849
2000-04-20,0.6897
2000-04-24,0.0
2000-04-25,0.6849
2000-04-26,0.6803
2000-04-27,1.3514
2000-04-28,-1.3333
2000-05-01,1.3514
2000-05-02,-4.0
2000-05-03,2.7778
2000-05-04,1.3514
2000-05-05,0.0
2000-05-08,-0.6667
2000-05-09,0.0
2000-05-10,-0.6711
2000-05-11,0.6757
2000-05-12,1.1681
2000-05-15,0.0
2000-05-16,0.6711
2000-05-17,-0.6667
2000-05-18,-0.6711
2000-05-19,0.0
2000-05-22,-1.3514
2000-05-23,0.6849
2000-05-24,0.6803
2000-05-25,-0.6757
2000-05-26,0.0
